Project ID,Project Name,Project Start Date,Address,Borough,Postcode,Community Board,NTA - Neighborhood Tabulation Area,Reporting Construction Type,Prevailing Wage Status
67988,CONFIDENTIAL,11/21/2018,---- ----,Staten Island,,SI-01,,New Construction,Non Prevailing Wage
67986,CONFIDENTIAL,11/19/2018,---- ----,Queens,,QN-02,,New Construction,Non Prevailing Wage
67985,CONFIDENTIAL,11/16/2018,---- ----,Queens,,QN-02,,New Construction,Non Prevailing Wage
67990,CONFIDENTIAL,11/16/2018,---- ----,Bronx,,BX-11,,New Construction,Non Prevailing Wage
68054,37-49 81ST STREET CONDOMINIUMS,11/16/2018,37-49 81 STREET,Queens,11372.0,QN-03,QN28,New Construction,Non Prevailing Wage
67984,CONFIDENTIAL,11/15/2018,---- ----,Queens,,QN-13,,New Construction,Non Prevailing Wage
65599,FAILE700LLC.HRP.FY19,11/14/2018,700 FAILE STREET,Bronx,10474.0,BX-02,BX27,Preservation,Non Prevailing Wage
68053,522 EVERGREEN AVENUE APARTMENTS,11/14/2018,522 EVERGREEN AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
68052,1605 NEW YORK AVENUE,11/13/2018,1605 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK91,New Construction,Non Prevailing Wage
68050,305 STOCKHOLM STREET APARTMENTS,11/09/2018,305 STOCKHOLM STREET,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
68051,CRESCENT IRON HOUSE,11/09/2018,40-05 CRESCENT STREET,Queens,11101.0,QN-01,QN68,New Construction,Non Prevailing Wage
68049,434 MANHATTAN AVENUE APARTMENTS,11/02/2018,434 MANHATTAN AVENUE,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
68033,1552 MYRTLE AVENUE APARTMENTS,11/01/2018,1552 MYRTLE AVENUE,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
68047,70 BUSHWICK AVENUE APARTMENTS,11/01/2018,215 POWERS STREET,Brooklyn,11211.0,BK-01,BK90,New Construction,Non Prevailing Wage
68064,SEA RISE II � NEW BAY PARK,11/01/2018,2750 WEST 33 STREET,Brooklyn,11224.0,BK-13,BK21,New Construction,Non Prevailing Wage
67942,CONFIDENTIAL,10/31/2018,---- ----,Queens,,QN-04,,New Construction,Non Prevailing Wage
67944,CONFIDENTIAL,10/31/2018,---- ----,Staten Island,,SI-02,,New Construction,Non Prevailing Wage
68032,18 STANHOPE STREET APARTMENTS,10/31/2018,18 STANHOPE STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
64736,DOE. 3188 VILLA AVE,10/30/2018,3188 VILLA AVENUE,Bronx,10468.0,BX-07,BX05,New Construction,Prevailing Wage
68031,2004 DAVIDSON AVENUE,10/30/2018,2004 DAVIDSON AVENUE,Bronx,10453.0,BX-05,BX36,New Construction,Non Prevailing Wage
68067,1543 EAST 19TH STREET APARTMENTS,10/30/2018,1543 EAST 19 STREET,Brooklyn,11230.0,BK-14,BK43,New Construction,Non Prevailing Wage
67937,CONFIDENTIAL,10/29/2018,---- ----,Staten Island,,SI-01,,New Construction,Non Prevailing Wage
68029,77 CLAY STREET APARTMENTS,10/29/2018,77 CLAY STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
68030,BUSHWICK AND EVERGREEN APARTMENTS,10/29/2018,869 BUSHWICK AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
68030,BUSHWICK AND EVERGREEN APARTMENTS,10/29/2018,340 EVERGREEN AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
68027,2028 DAVIDSON AVENUE,10/26/2018,2028 DAVIDSON AVENUE,Bronx,10453.0,BX-05,BX36,New Construction,Non Prevailing Wage
68028,AVALON MIDTOWN WEST,10/26/2018,234 WEST 50 STREET,Manhattan,10019.0,MN-05,MN17,Preservation,Non Prevailing Wage
61608,RAVEN HALL TOWER,10/25/2018,2006 SURF AVENUE,Brooklyn,11224.0,BK-13,BK21,New Construction,Non Prevailing Wage
67939,CONFIDENTIAL,10/25/2018,---- ----,Brooklyn,,BK-11,,New Construction,Non Prevailing Wage
68025,287 MAPLE STREET APARTMENTS,10/25/2018,287 MAPLE STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
68026,289 MAPLE STREET APARTMENTS,10/25/2018,289 MAPLE STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
67803,CONFIDENTIAL,10/24/2018,---- ----,Brooklyn,,BK-03,,Preservation,Non Prevailing Wage
68023,1140 BUSHWICK AVENUE,10/24/2018,1140 BUSHWICK AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
68021,115 SUYDAM STREET,10/23/2018,115 SUYDAM STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
68022,49 ROCHESTER AVENUE APARTMENTS,10/23/2018,49 ROCHESTER AVENUE,Brooklyn,11233.0,BK-03,BK61,New Construction,Non Prevailing Wage
67428,NUEVA ERA APARTMENTS,10/22/2018,287 AUDUBON AVENUE,Manhattan,10033.0,MN-12,MN36,Preservation,Non Prevailing Wage
67428,NUEVA ERA APARTMENTS,10/22/2018,289 AUDUBON AVENUE,Manhattan,10033.0,MN-12,MN36,Preservation,Non Prevailing Wage
67429,DESHLER APARTMENT,10/22/2018,1871 ADAM C POWELL BOULEVARD,Manhattan,10026.0,MN-10,MN11,Preservation,Non Prevailing Wage
67429,DESHLER APARTMENT,10/22/2018,71 ST NICHOLAS AVENUE,Manhattan,10026.0,MN-10,MN11,Preservation,Non Prevailing Wage
67490,MORNINGSIDE APTS.HUDMF.FY19,10/22/2018,107 WEST 109 STREET,Manhattan,10025.0,MN-07,MN09,Preservation,Non Prevailing Wage
68020,140 STANHOPE STREET APARTMENTS,10/22/2018,140 STANHOPE STREET,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
63734,BRISA. 1488 NY AVE. BPHN SENIOR RESIDENCES,10/18/2018,1488 NEW YORK AVENUE,Brooklyn,11210.0,BK-17,BK42,New Construction,Prevailing Wage
67938,CONFIDENTIAL,10/18/2018,---- ----,Staten Island,,SI-01,,New Construction,Non Prevailing Wage
68019,847 MADISON STREET APARTMENTS,10/18/2018,847 MADISON STREET,Brooklyn,11221.0,BK-03,BK35,New Construction,Non Prevailing Wage
67958,CONFIDENTIAL,10/17/2018,---- ----,Brooklyn,,BK-11,,New Construction,Non Prevailing Wage
68018,310 GRAHAM AVENUE APARTMENTS,10/17/2018,310 GRAHAM AVENUE,Brooklyn,11211.0,BK-01,BK90,New Construction,Non Prevailing Wage
68017,2954 BRIGHTON 3 STREET,10/16/2018,2954 BRIGHTON 3 STREET,Brooklyn,11235.0,BK-13,BK19,New Construction,Non Prevailing Wage
64376,41 WHIPPLE ST (LOS SURES PHASE 1),10/15/2018,41 WHIPPLE STREET,Brooklyn,11206.0,BK-01,BK75,Preservation,Non Prevailing Wage
68015,237 HAWTHORNE APARTMENTS,10/15/2018,237 HAWTHORNE STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
68016,239 HAWTHORNE APARTMENTS,10/15/2018,239 HAWTHORNE STREET,Brooklyn,11225.0,BK-09,BK60,New Construction,Non Prevailing Wage
68014,"CLARK, THE",10/12/2018,310 CLARKSON AVENUE,Brooklyn,11226.0,BK-17,BK95,New Construction,Non Prevailing Wage
63931,39-11 QUEENS BLVD,10/09/2018,39-11 QUEENS BOULEVARD,Queens,11104.0,QN-02,QN31,New Construction,Non Prevailing Wage
67856,194 22 STREET,10/04/2018,194 22 STREET,Brooklyn,11232.0,BK-07,BK32,New Construction,Non Prevailing Wage
67924,CONFIDENTIAL,10/04/2018,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
67925,CONFIDENTIAL,10/04/2018,---- ----,Brooklyn,,BK-18,,New Construction,Non Prevailing Wage
67793,CONFIDENTIAL,10/03/2018,---- ----,Bronx,,BX-04,,Preservation,Non Prevailing Wage
67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,09/28/2018,1250 5 AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,09/28/2018,35 EAST 106 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,09/28/2018,4 EAST 107 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
67457,LAKEVIEW APARTMENTS HDFC.HPO.FY19,09/28/2018,1590 MADISON AVENUE,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
66805,TRIPLE HDFC.HPO.FY19,09/27/2018,2232 1 AVENUE,Manhattan,10029.0,MN-11,MN34,Preservation,Non Prevailing Wage
66805,TRIPLE HDFC.HPO.FY19,09/27/2018,2295 1 AVENUE,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66805,TRIPLE HDFC.HPO.FY19,09/27/2018,235 EAST 105 STREET,Manhattan,10029.0,MN-11,MN33,Preservation,Non Prevailing Wage
67855,319 GRAHAM AVENUE APARTMENTS,09/27/2018,319 GRAHAM AVENUE,Brooklyn,11211.0,BK-01,BK90,New Construction,Non Prevailing Wage
67778,CONFIDENTIAL,09/21/2018,---- ----,Queens,,QN-12,,New Construction,Non Prevailing Wage
67854,309 VAN SICLEN AVENUE,09/21/2018,309 VAN SICLEN AVENUE,Brooklyn,11207.0,BK-05,BK82,New Construction,Non Prevailing Wage
66752,869 MYRTLE AVENUE,09/20/2018,849 MYRTLE AVENUE,Brooklyn,11206.0,BK-03,BK75,New Construction,Non Prevailing Wage
67858,376 FRANKLIN AVENUE APARTMENTS,09/20/2018,376 FRANKLIN AVENUE,Brooklyn,11238.0,BK-03,BK69,New Construction,Non Prevailing Wage
67731,CONFIDENTIAL,09/19/2018,---- ----,Queens,,QN-14,,Preservation,Non Prevailing Wage
67779,CONFIDENTIAL,09/19/2018,---- ----,Staten Island,,SI-02,,New Construction,Non Prevailing Wage
67852,3430 THIRD AVENUE,09/19/2018,3434 3 AVENUE,Bronx,10456.0,BX-03,BX35,New Construction,Non Prevailing Wage
67872,1081 TIFFANY STREET APARTMENTS,09/18/2018,1081 TIFFANY STREET,Bronx,10459.0,BX-02,BX33,New Construction,Non Prevailing Wage
67780,CONFIDENTIAL,09/17/2018,---- ----,Bronx,,BX-10,,New Construction,Non Prevailing Wage
67850,1520 PROSPECT PLACE APARTMENTS,09/17/2018,1516 PROSPECT PLACE,Brooklyn,11213.0,BK-08,BK61,New Construction,Non Prevailing Wage
67869,209 KENT STREET APARTMENTS,09/14/2018,209 KENT STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
67848,764 EAST 152ND STREET APARTMENTS,09/13/2018,764 EAST 152 STREET,Bronx,10455.0,BX-01,BX34,New Construction,Non Prevailing Wage
67846,216 FREEMAN STREET APARTMENTS,09/11/2018,216 FREEMAN STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
67857,69-17 38TH AVENUE APARTMENTS,09/11/2018,69-17 38 AVENUE,Queens,11377.0,QN-02,QN63,New Construction,Non Prevailing Wage
67845,RUTLAND ROAD APARTMENTS,09/10/2018,664 RUTLAND ROAD,Brooklyn,11203.0,BK-09,BK60,New Construction,Non Prevailing Wage
67845,RUTLAND ROAD APARTMENTS,09/10/2018,668 RUTLAND ROAD,Brooklyn,11203.0,BK-09,BK60,New Construction,Non Prevailing Wage
67844,SOMERS APARTMENTS,09/07/2018,62 SOMERS STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
67844,SOMERS APARTMENTS,09/07/2018,66 SOMERS STREET,Brooklyn,11233.0,BK-16,BK79,New Construction,Non Prevailing Wage
67781,CONFIDENTIAL,09/06/2018,---- ----,Bronx,,BX-12,,New Construction,Non Prevailing Wage
67843,44 KENT STREET APARTMENTS,09/06/2018,44 KENT STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
67842,1395 NELSON AVENUE APARTMENTS,09/04/2018,1400 EDWARD L GRANT HIGHWAY,Bronx,10452.0,BX-04,BX26,New Construction,Non Prevailing Wage
67868,10-44 JACKSON AVENUE APARTMENTS,08/31/2018,10-44 JACKSON AVENUE,Queens,,QN-02,,New Construction,Non Prevailing Wage
67666,CONFIDENTIAL,08/30/2018,---- ----,Brooklyn,,BK-05,,New Construction,Non Prevailing Wage
67840,303 WEST 137TH STREET APARTMENTS,08/30/2018,303 WEST 137 STREET,Manhattan,10030.0,MN-10,MN03,New Construction,Non Prevailing Wage
67664,CONFIDENTIAL,08/29/2018,---- ----,Queens,,QN-06,,New Construction,Non Prevailing Wage
67665,CONFIDENTIAL,08/29/2018,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
67839,SUNNYSIDE POINT,08/29/2018,47-18 GREENPOINT AVENUE,Queens,11104.0,QN-02,QN31,New Construction,Non Prevailing Wage
67838,915 DAWSON STREET APARTMENTS,08/28/2018,915 DAWSON STREET,Bronx,10459.0,BX-02,BX33,New Construction,Non Prevailing Wage
67837,1764 UNION STREET APARTMENTS,08/27/2018,1764 UNION STREET,Brooklyn,11213.0,BK-09,BK61,New Construction,Non Prevailing Wage
67634,CONFIDENTIAL,08/24/2018,---- ----,Brooklyn,,BK-16,,Preservation,Non Prevailing Wage
67836,682 CHAUNCEY STREET APARTMENTS,08/24/2018,682 CHAUNCEY STREET,Brooklyn,11207.0,BK-04,BK78,New Construction,Non Prevailing Wage
67663,CONFIDENTIAL,08/23/2018,---- ----,Queens,,QN-06,,New Construction,Non Prevailing Wage
67835,GLASSWORKS APARTMENTS,08/23/2018,336 HIMROD STREET,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
67834,GLORIA BLEECKER,08/22/2018,387 BLEECKER STREET,Brooklyn,11237.0,BK-04,BK77,New Construction,Non Prevailing Wage
67751,24 FORD STREET,08/17/2018,24 FORD STREET,Brooklyn,11213.0,BK-09,BK61,New Construction,Non Prevailing Wage
67750,1051 NEW YORK AVENUE,08/15/2018,1051 NEW YORK AVENUE,Brooklyn,11203.0,BK-17,BK91,New Construction,Non Prevailing Wage
67748,523 WILLOUGHBY AVENUE APARTMENTS,08/14/2018,523 WILLOUGHBY AVENUE,Brooklyn,11206.0,BK-03,BK75,New Construction,Non Prevailing Wage
67747,830 FLATBUSH AVENUE APARTMENTS,08/13/2018,830 FLATBUSH AVENUE,Brooklyn,11226.0,BK-14,BK42,New Construction,Non Prevailing Wage
67745,126 BOERUM STREET APARTMENTS,08/10/2018,126 BOERUM STREET,Brooklyn,11206.0,BK-01,BK90,New Construction,Non Prevailing Wage
67662,CONFIDENTIAL,08/08/2018,---- ----,Bronx,,BX-09,,New Construction,Non Prevailing Wage
67743,1157 MYRTLE AVENUE APARTMENTS,08/08/2018,1157 MYRTLE AVENUE,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
67656,CONFIDENTIAL,08/06/2018,---- ----,Bronx,,BX-12,,New Construction,Non Prevailing Wage
67742,M TOWER,08/06/2018,1930 AVENUE M,Brooklyn,11230.0,BK-14,BK43,New Construction,Non Prevailing Wage
67555,CONFIDENTIAL,07/31/2018,---- ----,Manhattan,,MN-09,,New Construction,Non Prevailing Wage
67554,CONFIDENTIAL,07/27/2018,---- ----,Brooklyn,,BK-18,,New Construction,Non Prevailing Wage
67741,682 BUSHWICK AVENUE,07/27/2018,682 BUSHWICK AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
67542,CONFIDENTIAL,07/26/2018,---- ----,Brooklyn,,BK-14,,New Construction,Non Prevailing Wage
67549,CONFIDENTIAL,07/26/2018,---- ----,Queens,,QN-13,,New Construction,Non Prevailing Wage
53010,BSDC 233 STUYVESANT AVE HDFC.PLP.FY18,07/25/2018,233 STUYVESANT AVENUE,Brooklyn,11221.0,BK-03,BK35,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,118 EAST 117 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,217 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,219 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,425 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,345 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,424 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,215 EAST 120 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,328 EAST 120 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,38 EAST 126 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
65847,NHP - HOPE HOMES CLUSTER AMENDMENT,07/18/2018,50 EAST 127 STREET,Manhattan,10035.0,MN-11,MN03,Preservation,Non Prevailing Wage
67740,"FREEMAN CORNER APARTMENTS, THE",07/18/2018,215 FREEMAN STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
67739,20 JEFFERSON STREET APARTMENTS,07/17/2018,20 JEFFERSON STREET,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
67738,197 FREEMAN STREET,07/16/2018,197 FREEMAN STREET,Brooklyn,11222.0,BK-01,BK76,New Construction,Non Prevailing Wage
66569,975 LIBERTY AVENUE,07/13/2018,975 LIBERTY AVENUE,Brooklyn,11208.0,BK-05,BK82,New Construction,Non Prevailing Wage
67737,2953 BARNES AVENUE APARTMENTS,07/13/2018,2953 BARNES AVENUE,Bronx,10467.0,BX-11,BX07,New Construction,Non Prevailing Wage
65337,332 EAST 54TH STREET.GHPP.FY19,07/12/2018,332 EAST 54 STREET,Brooklyn,11203.0,BK-17,BK96,Preservation,Non Prevailing Wage
50815,BUCKINGHAM - 2044 RICHMOND TERR - RESILIENCY,07/11/2018,2044 RICHMOND TERRACE,Staten Island,10302.0,SI-01,SI28,Preservation,Prevailing Wage
67736,894 BUSHWICK AVENUE,07/11/2018,894 BUSHWICK AVENUE,Brooklyn,11221.0,BK-04,BK78,New Construction,Non Prevailing Wage
67735,12 FORD STREET,07/10/2018,12 FORD STREET,Brooklyn,11213.0,BK-09,BK61,New Construction,Non Prevailing Wage
67734,618 BUSHWICK AVENUE,07/06/2018,618 BUSHWICK AVENUE,Brooklyn,11206.0,BK-04,BK78,New Construction,Non Prevailing Wage
67732,37 MONTROSE AVENUE,07/05/2018,37 MONTROSE AVENUE,Brooklyn,11206.0,BK-01,BK90,New Construction,Non Prevailing Wage
67733,516 WEST 162 STREET,07/05/2018,516 WEST 162 STREET,Manhattan,10032.0,MN-12,MN36,New Construction,Non Prevailing Wage
63811,EAST VILLAGE I HDFC.HUDMF.FY18,07/02/2018,364 EAST 10 STREET,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
63811,EAST VILLAGE I HDFC.HUDMF.FY18,07/02/2018,384 EAST 10 STREET,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
63811,EAST VILLAGE I HDFC.HUDMF.FY18,07/02/2018,355 EAST 10 STREET,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
63811,EAST VILLAGE I HDFC.HUDMF.FY18,07/02/2018,610 EAST 11 STREET,Manhattan,10009.0,MN-03,MN28,Preservation,Non Prevailing Wage
66723,JAMIES PLACE HDFC. HUDMF. FY18,07/02/2018,127 EAST 117 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66723,JAMIES PLACE HDFC. HUDMF. FY18,07/02/2018,126 EAST 118 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66723,JAMIES PLACE HDFC. HUDMF. FY18,07/02/2018,101 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66723,JAMIES PLACE HDFC. HUDMF. FY18,07/02/2018,115 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66723,JAMIES PLACE HDFC. HUDMF. FY18,07/02/2018,132 EAST 119 STREET,Manhattan,10035.0,MN-11,MN34,Preservation,Non Prevailing Wage
66836,INWOOD HOUSING HDFC.HUDMF.FY18,07/02/2018,10 POST AVENUE,Manhattan,10034.0,MN-12,MN01,Preservation,Non Prevailing Wage
66911,HUDSON PIERS HDFC.HUDMF.FY18,07/02/2018,1626 AMSTERDAM AVENUE,Manhattan,10031.0,MN-09,MN04,Preservation,Non Prevailing Wage
66911,HUDSON PIERS HDFC.HUDMF.FY18,07/02/2018,1640 AMSTERDAM AVENUE,Manhattan,10031.0,MN-09,MN04,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,88 COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,92 COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,9 DWIGHT STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,71 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,81 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,89 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,75 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,77 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,79 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,85 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,87 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,93 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,97 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,95 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,99 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,73 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,83 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,91 VISITATION PLACE,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,15 DWIGHT STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,17 DWIGHT STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,19 DWIGHT STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,13 DWIGHT STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,86 COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,90A COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,2 VERONA STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,4 VERONA STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,6 VERONA STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,10 VERONA STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,12 VERONA STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,94 COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
66985,RED HOOK GARDENS-ARTICLE XI,07/02/2018,88 1/2 COFFEY STREET,Brooklyn,11231.0,BK-06,BK33,Preservation,Non Prevailing Wage
51867,THE ROBESON,06/29/2018,100 WEST 131 STREET,Manhattan,10027.0,MN-10,MN03,New Construction,Non Prevailing Wage
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,06/29/2018,1990 AMSTERDAM AVENUE,Manhattan,10032.0,MN-12,MN36,Preservation,Prevailing Wage
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,06/29/2018,531 WEST 160 STREET,Manhattan,10032.0,MN-12,MN36,Preservation,Prevailing Wage
52986,ESSIE  JEFFRIES APARTMENTS HDFC.HUDMF.FY18,06/29/2018,547 WEST 160 STREET,Manhattan,10032.0,MN-12,MN36,Preservation,Prevailing Wage
54377,CONFIDENTIAL,06/29/2018,---- ----,Brooklyn,,BK-07,,New Construction,Non Prevailing Wage
59107,LA CABANA HOUSES,06/29/2018,391 LORIMER STREET,Brooklyn,11206.0,BK-01,BK90,Preservation,Non Prevailing Wage
59107,LA CABANA HOUSES,06/29/2018,417 LORIMER STREET,Brooklyn,11206.0,BK-01,BK90,Preservation,Non Prevailing Wage
59107,LA CABANA HOUSES,06/29/2018,16 TEN EYCK STREET,Brooklyn,11206.0,BK-01,BK90,Preservation,Non Prevailing Wage
