Borough,Admin District,Geographical District,Location Code,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant*,Total Part Time and Full Time PE Teachers*,Shared PE teachers with another school*,Ratio of Full Time Licensed PE Teachers to Students*
Staten Island,31,31,R010,31R010,Elementary                         ,136,0,0,0,0,0,0,0
Staten Island,31,31,R011,31R011,Elementary                         ,250,1,0,0,0,1,0,1:250
Staten Island,31,31,R013,31R013,Elementary                         ,832,1,0,0,0,1,0,1:832
Staten Island,31,31,R016,31R016,Elementary                         ,456,1,0,0,0,1,0,1:456
Staten Island,31,31,R018,31R018,Elementary                         ,489,1,0,0,0,1,0,1:489
Staten Island,31,31,R019,31R019,Elementary                         ,574,0,0,0,0,0,0,0
Staten Island,31,31,R020,31R020,Elementary                         ,462,0,0,0,0,0,0,0
Staten Island,31,31,R021,31R021,Elementary                         ,358,0,0,0,0,0,0,0
Staten Island,31,31,R022,31R022,Elementary                         ,938,1,0,0,0,1,0,1:938
Staten Island,31,31,R023,31R023,Elementary                         ,480,0,0,0,0,0,0,0
Staten Island,31,31,R024,31R024,Junior High-Intermediate-Middle    ,1277,4,0,0,0,4,0,1:319
Staten Island,31,31,R026,31R026,Elementary                         ,220,0,0,0,0,0,0,0
Staten Island,31,31,R027,31R027,Junior High-Intermediate-Middle    ,967,4,0,0,0,4,0,1:242
Staten Island,31,31,R028,31R028,Secondary School                   ,183,1,0,0,0,1,0,1:183
Staten Island,31,31,R029,31R029,Elementary                         ,661,0,0,0,0,0,0,0
Staten Island,31,31,R030,31R030,Elementary                         ,791,0,0,0,0,0,0,0
Staten Island,31,31,R031,31R031,Elementary                         ,340,1,0,0,0,1,0,1:340
Staten Island,31,31,R032,31R032,Elementary                         ,608,0,0,0,0,0,0,0
Staten Island,31,31,R034,31R034,Junior High-Intermediate-Middle    ,1108,2,0,0,0,2,0,1:554
Staten Island,31,31,R035,31R035,Elementary                         ,381,1,0,0,0,1,0,1:381
Staten Island,31,31,R036,31R036,Elementary                         ,786,0,0,0,0,0,0,0
Staten Island,31,31,R038,31R038,Elementary                         ,339,0,0,0,0,0,0,0
Staten Island,31,31,R039,31R039,Elementary                         ,515,1,0,0,0,1,0,1:515
Staten Island,31,31,R041,31R041,Elementary                         ,649,1,0,0,0,1,0,1:649
Staten Island,31,31,R042,31R042,Elementary                         ,951,0,0,0,0,0,0,0
Staten Island,31,31,R044,31R044,Elementary                         ,791,1,0,0,0,1,0,1:791
Staten Island,31,31,R045,31R045,Elementary                         ,808,0,0,0,0,0,0,0
Staten Island,31,31,R046,31R046,Elementary                         ,256,1,0,0,0,1,0,1:256
Staten Island,31,31,R047,31R047,High School                        ,481,2,0,0,0,2,0,1:241
Staten Island,31,31,R048,31R048,K-8                                ,947,3,0,0,0,3,0,1:316
Staten Island,31,31,R049,31R049,Junior High-Intermediate-Middle    ,713,3,0,0,0,3,0,1:238
Staten Island,31,31,R050,31R050,Elementary                         ,746,0,0,0,0,0,0,0
Staten Island,31,31,R051,31R051,Junior High-Intermediate-Middle    ,1242,3,0,0,0,3,0,1:414
Staten Island,31,31,R052,31R052,Elementary                         ,433,1,0,0,0,1,0,1:433
Staten Island,31,31,R053,31R053,Elementary                         ,719,0,0,0,0,0,0,0
Staten Island,31,31,R054,31R054,Elementary                         ,688,0,0,0,0,0,0,0
Staten Island,31,31,R055,31R055,Elementary                         ,584,0,0,0,0,0,0,0
Staten Island,31,31,R056,31R056,Elementary                         ,522,0,0,0,0,0,0,0
Staten Island,31,31,R057,31R057,Elementary                         ,601,0,0,0,0,0,0,0
Staten Island,31,31,R058,31R058,Elementary                         ,674,1,0,0,0,1,0,1:674
Staten Island,31,31,R059,31R059,Elementary                         ,183,1,0,0,0,1,0,1:183
Staten Island,31,31,R060,31R060,Elementary                         ,842,0,0,0,0,0,0,0
Staten Island,31,31,R061,31R061,Junior High-Intermediate-Middle    ,997,3,0,0,0,3,0,1:332
Staten Island,31,31,R062,31R062,Elementary                         ,121,0,0,0,0,0,0,0
Staten Island,31,31,R063,31R063,Junior High-Intermediate-Middle    ,449,3,0,0,0,3,0,1:150
Staten Island,31,31,R064,31R064,High School                        ,419,3,0,0,0,3,0,1:140
Staten Island,31,31,R065,31R065,Elementary                         ,385,0,0,0,0,0,0,0
Staten Island,31,31,R068,31R068,Elementary                         ,54,0,0,0,0,0,1,0
Staten Island,31,31,R069,31R069,Elementary                         ,924,1,0,0,0,1,0,1:924
Staten Island,31,31,R072,31R072,Junior High-Intermediate-Middle    ,1310,4,0,0,0,4,0,1:328
Staten Island,31,31,R074,31R074,Elementary                         ,296,0,0,0,0,0,0,0
Staten Island,31,31,R075,31R075,Junior High-Intermediate-Middle    ,1369,5,0,0,0,5,0,1:274
Staten Island,31,31,R078,31R078,Elementary                         ,773,1,0,0,0,1,0,1:773
Staten Island,31,31,R080,31R080,K-12 All Grades                    ,1292,3,1,0,1,4,0,1:431
Staten Island,31,31,R440,31R440,High School                        ,2810,12,0,0,0,12,0,1:234
Staten Island,31,31,R445,31R445,High School                        ,1415,6,0,0,0,6,0,1:236
Staten Island,31,31,R450,31R450,High School                        ,2347,10,0,0,0,10,0,1:235
Staten Island,31,31,R455,31R455,High School                        ,3794,16,0,0,0,16,0,1:237
Staten Island,31,31,R460,31R460,High School                        ,3189,15,0,0,0,15,0,1:213
Staten Island,31,31,R470,31R470,High School                        ,104,1,0,0,0,1,0,1:104
Staten Island,31,31,R600,31R600,High School                        ,718,3,0,0,0,3,0,1:239
Staten Island,31,31,R605,31R605,High School                        ,1309,6,0,0,0,6,0,1:218
Staten Island,31,31,R861,31R861,K-8                                ,887,2,0,0,0,2,0,1:444
Brooklyn,32,32,K045,32K045,K-8                                ,646,2,0,0,0,2,0,1:323
Brooklyn,32,32,K075,32K075,Elementary                         ,330,0,0,0,0,0,0,0
Brooklyn,32,32,K086,32K086,Elementary                         ,375,0,0,0,0,0,0,0
Brooklyn,32,32,K106,32K106,Elementary                         ,417,0,0,0,0,0,0,0
Brooklyn,32,32,K116,32K116,Elementary                         ,438,1,0,0,0,1,0,1:438
Brooklyn,32,32,K123,32K123,Elementary                         ,616,0,0,0,0,0,0,0
Brooklyn,32,32,K145,32K145,Elementary                         ,560,0,0,0,0,0,0,0
Brooklyn,32,32,K151,32K151,Elementary                         ,288,0,0,0,0,0,0,0
Brooklyn,32,32,K162,32K162,Junior High-Intermediate-Middle    ,402,2,0,0,0,2,0,1:201
Brooklyn,32,32,K168,32K168,High School                        ,255,1,0,0,0,1,0,1:255
Brooklyn,32,32,K274,32K274,Elementary                         ,391,0,0,0,0,0,0,0
Brooklyn,32,32,K291,32K291,Junior High-Intermediate-Middle    ,287,1,0,0,0,1,0,1:287
Brooklyn,32,32,K299,32K299,Elementary                         ,257,1,0,0,0,1,0,1:257
Brooklyn,32,32,K347,32K347,Junior High-Intermediate-Middle    ,286,1,0,0,0,1,0,1:286
Brooklyn,32,32,K349,32K349,Junior High-Intermediate-Middle    ,285,1,0,0,0,1,0,1:285
Brooklyn,32,32,K376,32K376,Elementary                         ,541,0,0,0,0,0,0,0
Brooklyn,32,32,K377,32K377,K-8                                ,316,1,0,0,0,1,0,1:316
Brooklyn,32,32,K383,32K383,Junior High-Intermediate-Middle    ,895,2,0,0,0,2,0,1:448
Brooklyn,32,32,K384,32K384,K-8                                ,513,1,0,0,0,1,0,1:513
Brooklyn,32,32,K403,32K403,High School                        ,266,1,0,0,0,1,0,1:266
Brooklyn,32,32,K545,32K545,High School                        ,480,1,0,0,0,1,0,1:480
Brooklyn,32,32,K549,32K549,High School                        ,350,2,0,0,0,2,0,1:175
Brooklyn,32,32,K552,32K552,High School                        ,173,1,0,0,0,1,0,1:173
Brooklyn,32,32,K554,32K554,Secondary School                   ,408,0,0,0,0,0,0,0
Brooklyn,32,32,K556,32K556,High School                        ,259,2,0,0,0,2,0,1:130
Brooklyn,32,32,K562,32K562,Junior High-Intermediate-Middle    ,305,2,0,0,0,2,0,1:153
Brooklyn,32,32,K564,32K564,High School                        ,161,1,0,0,0,1,0,1:161
Brooklyn,75,19,K004,75K004,Elementary                         ,299,8,0,0,0,8,0,1:37
Brooklyn,75,19,K036,75K036,K-12 All Grades                    ,251,3,0,0,0,3,0,1:84
Brooklyn,75,15,K053,75K053,K-12 All Grades                    ,404,5,0,0,0,5,0,1:81
Brooklyn,75,22,K077,75K077,K-12 All Grades                    ,242,3,0,0,0,3,0,1:81
Brooklyn,75,13,K140,75K140,K-8                                ,256,4,0,0,0,4,0,1:64
Brooklyn,75,17,K141,75K141,K-12 All Grades                    ,310,3,0,0,0,3,0,1:103
Brooklyn,75,20,K231,75K231,K-8                                ,293,5,0,0,0,5,0,1:59
Brooklyn,75,14,K368,75K368,K-12 All Grades                    ,195,3,0,0,0,3,0,1:65
Brooklyn,75,15,K369,75K369,K-12 All Grades                    ,540,4,0,0,0,4,0,1:135
Brooklyn,75,21,K370,75K370,K-12 All Grades                    ,227,4,0,0,0,4,0,1:57
Brooklyn,75,15,K371,75K371,High School                        ,181,2,0,0,0,2,0,1:91
Brooklyn,75,15,K372,75K372,Elementary                         ,209,1,0,0,0,1,0,1:209
Brooklyn,75,14,K373,75K373,High School                        ,333,2,0,0,0,2,0,1:167
Brooklyn,75,23,K396,75K396,K-8                                ,288,2,0,0,0,2,0,1:144
Brooklyn,75,21,K721,75K721,High School                        ,471,5,0,0,0,5,0,1:94
Brooklyn,75,13,K753,75K753,High School                        ,166,4,0,0,0,4,0,1:42
Brooklyn,75,21,K771,75K771,K-12 All Grades                    ,334,7,0,0,0,7,0,1:48
Brooklyn,75,22,K811,75K811,Secondary School                   ,304,3,0,0,0,3,0,1:101
Manhattan,75,2,M035,75M035,K-12 All Grades                    ,181,4,0,0,0,4,0,1:45
Manhattan,75,5,M079,75M079,Secondary School                   ,242,3,0,0,0,3,0,1:81
Manhattan,75,2,M094,75M094,K-12 All Grades                    ,368,1,0,0,0,1,0,1:368
Manhattan,75,5,M138,75M138,K-12 All Grades                    ,526,2,0,0,0,2,0,1:263
Manhattan,75,2,M169,75M169,K-12 All Grades                    ,344,3,0,0,0,3,0,1:115
Manhattan,75,2,M226,75M226,K-12 All Grades                    ,221,4,0,0,0,4,0,1:55
Manhattan,75,2,M721,75M721,Secondary School                   ,146,3,0,0,0,3,0,1:49
Manhattan,75,1,M751,75M751,High School                        ,118,2,0,0,0,2,0,1:59
Manhattan,75,3,M811,75M811,K-8                                ,311,3,0,0,0,3,0,1:104
Queens,75,26,Q004,75Q004,K-8                                ,350,4,0,0,0,4,0,1:88
Queens,75,24,Q009,75Q009,K-8                                ,565,6,0,0,0,6,0,1:94
Queens,75,26,Q023,75Q023,K-12 All Grades                    ,169,4,0,0,0,4,0,1:42
Queens,75,24,Q075,75Q075,K-8                                ,457,7,0,0,0,7,0,1:65
Queens,75,26,Q177,75Q177,K-12 All Grades                    ,453,5,0,0,0,5,0,1:91
Queens,75,26,Q224,75Q224,K-8                                ,319,5,0,0,0,5,0,1:64
Queens,75,28,Q233,75Q233,K-12 All Grades                    ,408,3,0,0,0,3,0,1:136
Queens,75,25,Q255,75Q255,K-12 All Grades                    ,394,8,0,0,0,8,0,1:49
Queens,75,0,Q256,75Q256,K-12 All Grades                    ,370,6,0,0,0,6,0,1:62
Queens,75,30,Q277,75Q277,K-12 All Grades                    ,291,7,0,0,0,7,0,1:42
Queens,75,24,Q721,75Q721,High School                        ,457,4,0,0,0,4,0,1:114
Queens,75,28,Q752,75Q752,High School                        ,272,4,0,0,0,4,0,1:68
Queens,75,26,Q811,75Q811,K-12 All Grades                    ,342,4,0,0,0,4,0,1:86
Queens,75,26,Q993,75Q993,K-12 All Grades                    ,488,3,0,0,0,3,0,1:163
Staten Island,75,31,R025,75R025,K-12 All Grades                    ,390,2,0,0,0,2,0,1:195
Staten Island,75,31,R037,75R037,K-12 All Grades                    ,306,4,0,0,0,4,0,1:77
Staten Island,75,31,R373,75R373,K-8                                ,482,2,0,0,0,2,0,1:241
Staten Island,75,31,R721,75R721,Secondary School                   ,406,4,0,0,0,4,0,1:102
Bronx,75,8,X010,75X010,K-12 All Grades                    ,441,9,0,0,0,9,0,1:49
Bronx,75,11,X012,75X012,Secondary School                   ,273,2,0,0,0,2,0,1:137
Bronx,75,7,X017,75X017,K-8                                ,376,3,0,0,0,3,0,1:125
Bronx,75,10,X168,75X168,K-12 All Grades                    ,439,4,0,0,0,4,0,1:110
Bronx,75,11,X176,75X176,K-12 All Grades                    ,772,10,0,0,0,10,0,1:77
Bronx,75,12,X186,75X186,K-12 All Grades                    ,618,5,0,0,0,5,0,1:124
Bronx,75,10,X188,75X188,K-12 All Grades                    ,390,5,0,0,0,5,0,1:78
Bronx,75,12,X352,75X352,K-8                                ,445,2,0,0,0,2,0,1:223
Bronx,75,10,X469,75X469,Elementary                         ,233,2,0,0,0,2,0,1:117
Bronx,75,11,X721,75X721,High School                        ,474,3,0,0,0,3,0,1:158
Bronx,75,11,X723,75X723,K-12 All Grades                    ,382,1,0,0,0,1,0,1:382
Bronx,75,7,X754,75X754,High School                        ,403,6,0,0,0,6,0,1:67
Bronx,75,12,X811,75X811,Secondary School                   ,583,3,0,0,0,3,0,1:194
