Borough,Admin District,Geographical District,Location Code,DBN,School Level ,Student Enrollment,Full Time Licensed PE Teachers,F Status PE Teachers*,Itinerant PE Teachers*,Sum of F Status and Itinerant*,Total Part Time and Full Time PE Teachers*,Shared PE teachers with another school*,Ratio of Full Time Licensed PE Teachers to Students*
Bronx,7,7,X298,07X298,Junior High-Intermediate-Middle    ,246,1,0,0,0,1,0,1:246
Bronx,7,7,X334,07X334,High School                        ,395,1,0,0,0,1,0,1:395
Bronx,7,7,X343,07X343,Junior High-Intermediate-Middle    ,296,0,0,1,1,1,1,0
Bronx,7,7,X359,07X359,Elementary                         ,299,1,0,0,0,1,0,1:299
Bronx,7,7,X369,07X369,Elementary                         ,200,0,0,0,0,0,0,0
Bronx,7,7,X379,07X379,High School                        ,142,1,0,0,0,1,0,1:142
Bronx,7,7,X381,07X381,High School                        ,145,1,0,0,0,1,0,1:145
Bronx,7,7,X427,07X427,High School                        ,268,1,0,0,0,1,0,1:268
Bronx,7,7,X473,07X473,High School                        ,356,2,0,0,0,2,0,1:178
Bronx,7,7,X495,07X495,High School                        ,461,1,0,0,0,1,0,1:461
Bronx,7,7,X500,07X500,Secondary School                   ,518,1,0,0,0,1,0,1:518
Bronx,7,7,X522,07X522,High School                        ,520,2,0,0,0,2,0,1:260
Bronx,7,7,X527,07X527,High School                        ,468,2,0,0,0,2,0,1:234
Bronx,7,7,X547,07X547,High School                        ,343,2,0,0,0,2,0,1:172
Bronx,7,7,X548,07X548,High School                        ,497,3,0,0,0,3,0,1:166
Bronx,7,7,X551,07X551,Secondary School                   ,559,3,0,0,0,3,0,1:186
Bronx,7,7,X557,07X557,High School                        ,170,2,0,0,0,2,0,1:85
Bronx,7,7,X600,07X600,High School                        ,422,2,0,0,0,2,0,1:211
Bronx,7,7,X670,07X670,High School                        ,402,3,0,0,0,3,0,1:134
Bronx,8,8,X014,08X014,Elementary                         ,554,1,0,0,0,1,0,1:554
Bronx,8,8,X036,08X036,Elementary                         ,662,1,0,0,0,1,0,1:662
Bronx,8,8,X048,08X048,Elementary                         ,676,1,0,0,0,1,0,1:676
Bronx,8,8,X062,08X062,Elementary                         ,598,1,0,0,0,1,0,1:598
Bronx,8,8,X069,08X069,Elementary                         ,515,1,0,0,0,1,0,1:515
Bronx,8,8,X071,08X071,K-8                                ,1646,5,0,0,0,5,0,1:329
Bronx,8,8,X072,08X072,Elementary                         ,743,0,0,0,0,0,0,0
Bronx,8,8,X075,08X075,Elementary                         ,549,1,0,0,0,1,0,1:549
Bronx,8,8,X093,08X093,Elementary                         ,273,1,0,0,0,1,0,1:273
Bronx,8,8,X100,08X100,Elementary                         ,525,0,0,0,0,0,0,0
Bronx,8,8,X101,08X101,Junior High-Intermediate-Middle    ,491,2,0,0,0,2,0,1:246
Bronx,8,8,X107,08X107,Elementary                         ,498,0,0,0,0,0,0,0
Bronx,8,8,X119,08X119,Elementary                         ,877,0,0,0,0,0,0,0
Bronx,8,8,X123,08X123,Junior High-Intermediate-Middle    ,310,1,0,0,0,1,0,1:310
Bronx,8,8,X125,08X125,Junior High-Intermediate-Middle    ,348,1,0,0,0,1,0,1:348
Bronx,8,8,X130,08X130,Elementary                         ,452,1,0,0,0,1,0,1:452
Bronx,8,8,X131,08X131,Junior High-Intermediate-Middle    ,448,2,0,0,0,2,0,1:224
Bronx,8,8,X138,08X138,Elementary                         ,640,1,0,0,0,1,0,1:640
Bronx,8,8,X140,08X140,Elementary                         ,583,0,0,0,0,0,0,0
Bronx,8,8,X146,08X146,Elementary                         ,353,0,0,0,0,0,0,0
Bronx,8,8,X152,08X152,Elementary                         ,800,0,0,0,0,0,0,0
Bronx,8,8,X182,08X182,Elementary                         ,861,0,0,0,0,0,0,0
Bronx,8,8,X269,08X269,Secondary School                   ,606,2,0,0,0,2,0,1:303
Bronx,8,8,X282,08X282,High School                        ,275,2,0,0,0,2,0,1:138
Bronx,8,8,X293,08X293,High School                        ,413,1,0,0,0,1,0,1:413
Bronx,8,8,X301,08X301,Junior High-Intermediate-Middle    ,215,1,0,0,0,1,0,1:215
Bronx,8,8,X302,08X302,Junior High-Intermediate-Middle    ,476,1,0,0,0,1,0,1:476
Bronx,8,8,X304,08X304,Elementary                         ,450,1,0,0,0,1,0,1:450
Bronx,08,08,X305,08X305,High School                        ,271,1,0,0,0,1,0,1:271
Bronx,8,8,X312,08X312,High School                        ,403,2,0,0,0,2,0,1:202
Bronx,8,8,X320,08X320,High School                        ,418,4,0,0,0,4,0,1:105
Bronx,8,8,X332,08X332,High School                        ,137,1,0,0,0,1,0,1:137
Bronx,8,8,X333,08X333,Elementary                         ,368,0,0,0,0,0,0,0
Bronx,08,08,X335,08X335,Elementary                         ,242,1,0,0,0,1,0,1:242
Bronx,8,8,X337,08X337,Junior High-Intermediate-Middle    ,530,2,0,0,0,2,0,1:265
Bronx,8,8,X348,08X348,High School                        ,338,1,0,0,0,1,0,1:338
Bronx,8,8,X349,08X349,High School                        ,378,1,0,0,0,1,0,1:378
Bronx,8,8,X367,08X367,Secondary School                   ,643,2,0,0,0,2,0,1:322
Bronx,8,8,X371,08X371,Junior High-Intermediate-Middle    ,329,0,0,1,1,1,1,0
Bronx,8,8,X375,08X375,Junior High-Intermediate-Middle    ,214,2,0,0,0,2,0,1:107
Bronx,8,8,X376,08X376,Secondary School                   ,386,1,0,0,0,1,0,1:386
Bronx,8,8,X377,08X377,High School                        ,123,1,0,0,0,1,0,1:123
Bronx,8,8,X392,08X392,Elementary                         ,169,1,0,0,0,1,1,1:169
Bronx,8,8,X405,08X405,High School                        ,716,5,0,0,0,5,0,1:143
Bronx,8,8,X424,08X424,Junior High-Intermediate-Middle    ,275,2,0,0,0,2,0,1:138
Bronx,8,8,X432,08X432,High School                        ,290,1,0,0,0,1,0,1:290
Bronx,8,8,X448,08X448,Junior High-Intermediate-Middle    ,368,1,0,0,0,1,0,1:368
Bronx,8,8,X452,08X452,High School                        ,264,1,0,0,0,1,0,1:264
Bronx,8,8,X467,08X467,Junior High-Intermediate-Middle    ,306,0,0,1,1,1,1,0
Bronx,8,8,X519,08X519,High School                        ,188,1,0,0,0,1,0,1:188
Bronx,8,8,X530,08X530,High School                        ,139,1,0,0,0,1,0,1:139
Bronx,8,8,X537,08X537,High School                        ,163,1,0,0,0,1,0,1:163
Bronx,8,8,X558,08X558,High School                        ,554,3,0,0,0,3,0,1:185
Bronx,8,8,X559,08X559,High School                        ,251,1,0,0,0,1,0,1:251
Bronx,8,8,X561,08X561,High School                        ,420,2,0,0,0,2,0,1:210
Bronx,8,8,X562,08X562,Junior High-Intermediate-Middle    ,320,2,0,0,0,2,0,1:160
Bronx,9,9,X004,09X004,K-8                                ,472,2,0,0,0,2,0,1:236
Bronx,9,9,X011,09X011,Elementary                         ,615,1,0,0,0,1,0,1:615
Bronx,9,9,X022,09X022,Junior High-Intermediate-Middle    ,401,2,0,0,0,2,0,1:201
Bronx,9,9,X028,09X028,Elementary                         ,670,0,0,0,0,0,0,0
Bronx,9,9,X035,09X035,Elementary                         ,641,0,0,0,0,0,0,0
Bronx,9,9,X042,09X042,Elementary                         ,381,1,0,0,0,1,0,1:381
Bronx,9,9,X053,09X053,Elementary                         ,1018,2,0,0,0,2,0,1:509
Bronx,9,9,X055,09X055,Elementary                         ,586,2,0,0,0,2,0,1:293
Bronx,9,9,X058,09X058,Elementary                         ,424,0,0,0,0,0,0,0
Bronx,9,9,X063,09X063,Elementary                         ,536,0,0,0,0,0,0,0
Bronx,9,9,X070,09X070,Elementary                         ,1208,3,0,0,0,3,0,1:403
Bronx,9,9,X073,09X073,Elementary                         ,652,1,0,0,0,1,0,1:652
Bronx,9,9,X088,09X088,Early Childhood                    ,155,1,0,0,0,1,0,1:155
Bronx,9,9,X109,09X109,Elementary                         ,628,1,0,0,0,1,0,1:628
Bronx,9,9,X110,09X110,Elementary                         ,401,0,0,0,0,0,0,0
Bronx,9,9,X114,09X114,Elementary                         ,736,2,0,0,0,2,0,1:368
Bronx,9,9,X117,09X117,Junior High-Intermediate-Middle    ,539,1,0,0,0,1,0,1:539
Bronx,9,9,X126,09X126,Elementary                         ,528,1,0,0,0,1,0,1:528
Bronx,9,9,X128,09X128,Junior High-Intermediate-Middle    ,360,1,0,0,0,1,0,1:360
Bronx,9,9,X132,09X132,Elementary                         ,364,1,0,0,0,1,0,1:364
Bronx,09,09,X145,09X145,Junior High-Intermediate-Middle    ,265,1,0,0,0,1,0,1:265
Bronx,9,9,X163,09X163,Elementary                         ,477,1,0,0,0,1,0,1:477
Bronx,9,9,X170,09X170,Early Childhood                    ,259,0,0,0,0,0,0,0
Bronx,9,9,X199,09X199,Elementary                         ,713,2,0,0,0,2,0,1:357
Bronx,9,9,X204,09X204,Elementary                         ,559,1,0,0,0,1,0,1:559
Bronx,9,9,X215,09X215,Junior High-Intermediate-Middle    ,247,1,0,0,0,1,0,1:247
Bronx,9,9,X218,09X218,K-8                                ,977,3,0,0,0,3,0,1:326
Bronx,9,9,X219,09X219,Junior High-Intermediate-Middle    ,292,0,0,0,0,0,0,0
Bronx,9,9,X227,09X227,High School                        ,369,2,0,0,0,2,0,1:185
Bronx,9,9,X229,09X229,Junior High-Intermediate-Middle    ,222,1,0,0,0,1,0,1:222
Bronx,9,9,X231,09X231,Secondary School                   ,481,3,0,0,0,3,0,1:160
Bronx,9,9,X232,09X232,Junior High-Intermediate-Middle    ,451,2,0,0,0,2,0,1:226
Bronx,9,9,X236,09X236,Elementary                         ,287,1,0,0,0,1,0,1:287
Bronx,9,9,X241,09X241,Secondary School                   ,619,2,0,0,0,2,0,1:310
Bronx,9,9,X250,09X250,High School                        ,403,2,0,0,0,2,0,1:202
Bronx,9,9,X252,09X252,High School                        ,356,1,0,0,0,1,0,1:356
Bronx,9,9,X260,09X260,High School                        ,433,1,0,0,0,1,0,1:433
Bronx,9,9,X263,09X263,High School                        ,354,2,0,0,0,2,0,1:177
Bronx,9,9,X274,09X274,Elementary                         ,696,1,0,0,0,1,0,1:696
Bronx,09,09,X276,09X276,High School                        ,133,1,0,0,0,1,0,1:133
Bronx,9,9,X294,09X294,Elementary                         ,474,1,0,0,0,1,0,1:474
Bronx,9,9,X297,09X297,High School                        ,334,1,0,0,0,1,0,1:334
Bronx,9,9,X303,09X303,Junior High-Intermediate-Middle    ,306,2,0,0,0,2,0,1:153
Bronx,9,9,X311,09X311,Elementary                         ,387,1,0,0,0,1,0,1:387
Bronx,9,9,X313,09X313,Junior High-Intermediate-Middle    ,284,1,0,0,0,1,0,1:284
Bronx,9,9,X323,09X323,Junior High-Intermediate-Middle    ,426,1,0,0,0,1,0,1:426
Bronx,9,9,X324,09X324,Secondary School                   ,516,2,0,0,0,2,0,1:258
Bronx,9,9,X325,09X325,Junior High-Intermediate-Middle    ,239,1,0,0,0,1,0,1:239
Bronx,9,9,X327,09X327,Secondary School                   ,695,2,0,1,1,3,1,1:348
Bronx,9,9,X328,09X328,Junior High-Intermediate-Middle    ,185,1,0,0,0,1,0,1:185
Bronx,9,9,X329,09X329,High School                        ,257,1,0,0,0,1,0,1:257
Bronx,9,9,X339,09X339,Junior High-Intermediate-Middle    ,454,2,0,0,0,2,0,1:227
Bronx,9,9,X350,09X350,Secondary School                   ,215,1,0,0,0,1,0,1:215
Bronx,9,9,X361,09X361,Junior High-Intermediate-Middle    ,384,2,0,0,0,2,0,1:192
Bronx,9,9,X365,09X365,High School                        ,298,2,0,0,0,2,0,1:149
Bronx,9,9,X403,09X403,High School                        ,379,2,0,0,0,2,0,1:190
Bronx,9,9,X404,09X404,High School                        ,345,1,0,0,0,1,0,1:345
Bronx,9,9,X412,09X412,High School                        ,245,2,0,0,0,2,0,1:123
Bronx,9,9,X413,09X413,Secondary School                   ,399,3,0,0,0,3,0,1:133
Bronx,9,9,X443,09X443,Elementary                         ,451,1,0,0,0,1,0,1:451
Bronx,9,9,X449,09X449,Elementary                         ,406,1,0,0,0,1,0,1:406
Bronx,9,9,X454,09X454,Junior High-Intermediate-Middle    ,411,2,0,0,0,2,0,1:206
Bronx,9,9,X457,09X457,Elementary                         ,534,2,0,0,0,2,0,1:267
Bronx,9,9,X505,09X505,Secondary School                   ,735,3,0,0,0,3,0,1:245
Bronx,9,9,X517,09X517,High School                        ,365,0,0,0,0,0,0,0
Bronx,9,9,X525,09X525,High School                        ,549,4,0,0,0,4,0,1:137
Bronx,9,9,X543,09X543,High School                        ,249,1,0,0,0,1,0,1:249
Bronx,9,9,X555,09X555,Elementary                         ,374,0,0,1,1,1,1,0
Bronx,9,9,X564,09X564,High School                        ,351,3,0,0,0,3,0,1:117
Bronx,9,9,X568,09X568,Secondary School                   ,374,2,0,0,0,2,0,1:187
Bronx,10,10,X003,10X003,K-8                                ,293,1,0,0,0,1,0,1:293
Bronx,10,10,X007,10X007,Elementary                         ,738,1,0,0,0,1,0,1:738
Bronx,10,10,X008,10X008,Elementary                         ,1025,1,0,0,0,1,0,1:1025
Bronx,10,10,X009,10X009,Elementary                         ,728,0,0,0,0,0,0,0
Bronx,10,10,X015,10X015,K-8                                ,488,1,0,0,0,1,0,1:488
Bronx,10,10,X020,10X020,K-8                                ,1012,3,0,0,0,3,0,1:337
Bronx,10,10,X023,10X023,Elementary                         ,431,1,0,0,0,1,0,1:431
Bronx,10,10,X024,10X024,Elementary                         ,937,2,0,0,0,2,0,1:469
Bronx,10,10,X032,10X032,Elementary                         ,737,1,0,0,0,1,0,1:737
Bronx,10,10,X033,10X033,Elementary                         ,853,3,0,0,0,3,0,1:284
Bronx,10,10,X037,10X037,K-8                                ,591,0,0,0,0,0,0,0
Bronx,10,10,X045,10X045,Junior High-Intermediate-Middle    ,679,2,0,0,0,2,0,1:340
Bronx,10,10,X046,10X046,Elementary                         ,964,0,0,0,0,0,0,0
Bronx,10,10,X051,10X051,Elementary                         ,205,0,0,0,0,0,0,0
Bronx,10,10,X054,10X054,Elementary                         ,406,0,0,0,0,0,0,0
Bronx,10,10,X056,10X056,Elementary                         ,646,0,0,0,0,0,0,0
Bronx,10,10,X059,10X059,Elementary                         ,506,1,0,0,0,1,0,1:506
Bronx,10,10,X077,10X077,Elementary                         ,248,1,0,0,0,1,0,1:248
Bronx,10,10,X080,10X080,Junior High-Intermediate-Middle    ,612,2,0,0,0,2,0,1:306
Bronx,10,10,X081,10X081,Elementary                         ,712,0,0,0,0,0,0,0
Bronx,10,10,X085,10X085,Elementary                         ,859,1,0,0,0,1,0,1:859
Bronx,10,10,X086,10X086,Elementary                         ,1597,2,0,0,0,2,0,1:799
Bronx,10,10,X091,10X091,Elementary                         ,717,1,0,0,0,1,0,1:717
Bronx,10,10,X094,10X094,Elementary                         ,1196,1,0,0,0,1,0,1:1196
Bronx,10,10,X095,10X095,K-8                                ,1273,2,0,0,0,2,0,1:637
Bronx,10,10,X118,10X118,Junior High-Intermediate-Middle    ,1108,3,0,0,0,3,0,1:369
Bronx,10,10,X141,10X141,Secondary School                   ,1418,4,0,0,0,4,0,1:355
Bronx,10,10,X159,10X159,Elementary                         ,186,0,0,0,0,0,0,0
Bronx,10,10,X205,10X205,Elementary                         ,975,0,0,0,0,0,0,0
Bronx,10,10,X206,10X206,Junior High-Intermediate-Middle    ,181,1,0,0,0,1,0,1:181
Bronx,10,10,X207,10X207,Early Childhood                    ,297,1,0,0,0,1,0,1:297
Bronx,10,10,X209,10X209,Early Childhood                    ,234,1,0,0,0,1,0,1:234
Bronx,10,10,X213,10X213,High School                        ,359,2,0,0,0,2,0,1:180
Bronx,10,10,X225,10X225,Secondary School                   ,583,3,0,0,0,3,0,1:194
Bronx,10,10,X226,10X226,Elementary                         ,419,0,0,0,0,0,0,0
Bronx,10,10,X228,10X228,Junior High-Intermediate-Middle    ,266,1,0,0,0,1,0,1:266
Bronx,10,10,X237,10X237,High School                        ,483,2,0,0,0,2,0,1:242
Bronx,10,10,X243,10X243,Secondary School                   ,563,3,0,0,0,3,1,1:188
Bronx,10,10,X244,10X244,Junior High-Intermediate-Middle    ,693,4,0,0,0,4,0,1:173
Bronx,10,10,X246,10X246,Elementary                         ,710,1,0,0,0,1,0,1:710
Bronx,10,10,X254,10X254,Junior High-Intermediate-Middle    ,454,2,0,0,0,2,0,1:227
Bronx,10,10,X264,10X264,High School                        ,418,2,0,0,0,2,0,1:209
Bronx,10,10,X268,10X268,High School                        ,406,1,0,0,0,1,0,1:406
Bronx,10,10,X279,10X279,K-8                                ,1062,4,0,0,0,4,0,1:266
Bronx,10,10,X280,10X280,K-8                                ,863,0,0,0,0,0,0,0
Bronx,10,10,X284,10X284,High School                        ,347,1,0,0,0,1,0,1:347
Bronx,10,10,X291,10X291,Elementary                         ,635,0,0,0,0,0,0,0
Bronx,10,10,X306,10X306,Elementary                         ,679,1,0,0,0,1,0,1:679
Bronx,10,10,X307,10X307,Elementary                         ,381,0,0,0,0,0,0,0
Bronx,10,10,X308,10X308,Junior High-Intermediate-Middle    ,268,1,0,0,0,1,0,1:268
Bronx,10,10,X310,10X310,Elementary                         ,690,1,0,0,0,1,0,1:690
Bronx,10,10,X315,10X315,K-8                                ,269,1,0,0,0,1,0,1:269
Bronx,10,10,X319,10X319,High School                        ,155,0,2,0,2,2,0,0
Bronx,10,10,X331,10X331,Junior High-Intermediate-Middle    ,384,1,0,0,0,1,0,1:384
Bronx,10,10,X340,10X340,Elementary                         ,606,1,0,0,0,1,0,1:606
Bronx,10,10,X342,10X342,Secondary School                   ,487,4,0,0,0,4,0,1:122
Bronx,10,10,X344,10X344,Elementary                         ,389,1,0,0,0,1,0,1:389
Bronx,10,10,X351,10X351,High School                        ,432,2,0,0,0,2,0,1:216
Bronx,10,10,X353,10X353,High School                        ,426,1,0,0,0,1,0,1:426
Bronx,10,10,X360,10X360,Elementary                         ,425,0,0,0,0,0,0,0
Bronx,10,10,X363,10X363,Junior High-Intermediate-Middle    ,478,4,0,0,0,4,0,1:120
Bronx,10,10,X368,10X368,Secondary School                   ,923,4,0,0,0,4,0,1:231
Bronx,10,10,X374,10X374,High School                        ,443,3,0,0,0,3,1,1:148
Bronx,10,10,X382,10X382,Elementary                         ,276,0,0,0,0,0,0,0
Bronx,10,10,X386,10X386,Elementary                         ,517,2,0,0,0,2,0,1:259
Bronx,10,10,X390,10X390,Junior High-Intermediate-Middle    ,491,1,0,0,0,1,0,1:491
Bronx,10,10,X391,10X391,Junior High-Intermediate-Middle    ,488,3,0,0,0,3,0,1:163
Bronx,10,10,X396,10X396,Elementary                         ,296,2,0,0,0,2,0,1:148
Bronx,10,10,X397,10X397,High School                        ,317,0,0,0,0,0,0,0
Bronx,10,10,X433,10X433,High School                        ,423,2,0,0,0,2,0,1:212
Bronx,10,10,X434,10X434,High School                        ,399,2,0,0,0,2,1,1:200
Bronx,10,10,X437,10X437,High School                        ,357,1,0,0,0,1,1,1:357
Bronx,10,10,X438,10X438,High School                        ,306,1,0,0,0,1,1,1:306
Bronx,10,10,X439,10X439,High School                        ,318,2,0,0,0,2,1,1:159
Bronx,10,10,X440,10X440,High School                        ,1245,8,0,0,0,8,0,1:156
Bronx,10,10,X442,10X442,High School                        ,409,2,0,0,0,2,0,1:205
Bronx,10,10,X445,10X445,High School                        ,2971,10,0,0,0,10,0,1:297
Bronx,10,10,X447,10X447,Junior High-Intermediate-Middle    ,459,0,0,0,0,0,0,0
Bronx,10,10,X459,10X459,Junior High-Intermediate-Middle    ,248,1,0,0,0,1,0,1:248
Bronx,10,10,X477,10X477,High School                        ,414,0,0,0,0,0,0,0
Bronx,10,10,X524,10X524,High School                        ,293,2,0,0,0,2,0,1:147
Bronx,10,10,X546,10X546,High School                        ,351,1,0,0,0,1,0,1:351
Bronx,10,10,X549,10X549,High School                        ,422,2,0,0,0,2,0,1:211
Bronx,10,10,X565,10X565,High School                        ,372,3,0,0,0,3,0,1:124
Bronx,10,10,X696,10X696,High School                        ,375,2,0,0,0,2,0,1:188
Bronx,11,11,X016,11X016,Elementary                         ,339,0,0,0,0,0,0,0
Bronx,11,11,X019,11X019,K-8                                ,502,1,0,0,0,1,0,1:502
Bronx,11,11,X021,11X021,Elementary                         ,633,1,0,0,0,1,0,1:633
Bronx,11,11,X041,11X041,Elementary                         ,883,0,0,0,0,0,0,0
Bronx,11,11,X068,11X068,Elementary                         ,665,1,0,0,0,1,0,1:665
Bronx,11,11,X076,11X076,Elementary                         ,935,0,0,0,0,0,1,0
Bronx,11,11,X078,11X078,Elementary                         ,724,0,0,0,0,0,0,0
Bronx,11,11,X083,11X083,K-8                                ,1676,3,0,0,0,3,0,1:559
Bronx,11,11,X087,11X087,Elementary                         ,583,0,0,0,0,0,0,0
Bronx,11,11,X089,11X089,K-8                                ,1380,2,0,0,0,2,0,1:690
Bronx,11,11,X096,11X096,Elementary                         ,929,1,0,0,0,1,0,1:929
Bronx,11,11,X097,11X097,Elementary                         ,671,0,0,0,0,0,0,0
Bronx,11,11,X103,11X103,Elementary                         ,1110,3,0,0,0,3,0,1:370
Bronx,11,11,X105,11X105,Elementary                         ,1150,1,0,0,0,1,0,1:1150
Bronx,11,11,X106,11X106,Elementary                         ,1001,1,0,0,0,1,0,1:1001
Bronx,11,11,X108,11X108,Elementary                         ,561,1,0,0,0,1,0,1:561
Bronx,11,11,X111,11X111,Elementary                         ,590,1,0,0,0,1,0,1:590
Bronx,11,11,X112,11X112,Elementary                         ,319,1,0,0,0,1,0,1:319
Bronx,11,11,X121,11X121,Elementary                         ,869,0,0,0,0,0,0,0
Bronx,11,11,X127,11X127,Junior High-Intermediate-Middle    ,752,2,0,0,0,2,0,1:376
Bronx,11,11,X144,11X144,Junior High-Intermediate-Middle    ,467,1,0,0,0,1,0,1:467
Bronx,11,11,X153,11X153,Elementary                         ,659,1,0,0,0,1,0,1:659
Bronx,11,11,X160,11X160,Elementary                         ,354,1,0,0,0,1,0,1:354
Bronx,11,11,X169,11X169,Elementary                         ,360,0,0,0,0,0,0,0
Bronx,11,11,X175,11X175,K-8                                ,328,0,0,0,0,0,0,0
Bronx,11,11,X178,11X178,Elementary                         ,457,0,0,0,0,0,0,0
Bronx,11,11,X180,11X180,Junior High-Intermediate-Middle    ,860,2,0,0,0,2,0,1:430
Bronx,11,11,X181,11X181,Junior High-Intermediate-Middle    ,830,1,0,0,0,1,0,1:830
Bronx,11,11,X189,11X189,Elementary                         ,350,0,0,0,0,0,0,0
Bronx,11,11,X194,11X194,K-8                                ,1279,4,0,0,0,4,0,1:320
Bronx,11,11,X249,11X249,High School                        ,294,0,0,0,0,0,0,0
Bronx,11,11,X253,11X253,High School                        ,292,1,0,0,0,1,0,1:292
Bronx,11,11,X265,11X265,High School                        ,363,2,0,0,0,2,0,1:182
Bronx,11,11,X270,11X270,High School                        ,328,2,0,0,0,2,0,1:164
Bronx,11,11,X275,11X275,High School                        ,505,2,0,0,0,2,0,1:253
Bronx,11,11,X287,11X287,Junior High-Intermediate-Middle    ,246,1,0,0,0,1,0,1:246
Bronx,11,11,X288,11X288,High School                        ,593,3,0,0,0,3,0,1:198
Bronx,11,11,X289,11X289,Junior High-Intermediate-Middle    ,293,1,0,0,0,1,0,1:293
Bronx,11,11,X290,11X290,High School                        ,379,1,0,0,0,1,0,1:379
Bronx,11,11,X299,11X299,High School                        ,459,2,0,0,0,2,0,1:230
Bronx,11,11,X326,11X326,Junior High-Intermediate-Middle    ,380,1,0,0,0,1,0,1:380
Bronx,11,11,X355,11X355,Junior High-Intermediate-Middle    ,316,1,0,0,0,1,0,1:316
Bronx,11,11,X357,11X357,Elementary                         ,231,0,0,0,0,0,0,0
Bronx,11,11,X370,11X370,Junior High-Intermediate-Middle    ,361,2,0,0,0,2,0,1:181
Bronx,11,11,X418,11X418,High School                        ,433,2,0,0,0,2,0,1:217
Bronx,11,11,X455,11X455,High School                        ,1855,9,0,0,0,9,0,1:206
Bronx,11,11,X462,11X462,Junior High-Intermediate-Middle    ,256,0,0,0,0,0,0,0
Bronx,11,11,X468,11X468,Junior High-Intermediate-Middle    ,323,1,0,0,0,1,0,1:323
Bronx,11,11,X481,11X481,Elementary                         ,95,0,0,0,0,0,0,0
Bronx,11,11,X483,11X483,Elementary                         ,71,0,0,0,0,0,0,0
Bronx,11,11,X498,11X498,K-8                                ,628,1,0,0,0,1,0,1:628
Bronx,11,11,X508,11X508,High School                        ,416,2,0,0,0,2,0,1:208
Bronx,11,11,X509,11X509,High School                        ,315,2,0,0,0,2,0,1:158
Bronx,11,11,X513,11X513,High School                        ,364,2,0,0,0,2,0,1:182
Bronx,11,11,X514,11X514,High School                        ,359,2,0,0,0,2,0,1:180
Bronx,11,11,X529,11X529,Junior High-Intermediate-Middle    ,334,1,0,0,0,1,0,1:334
Bronx,11,11,X532,11X532,Junior High-Intermediate-Middle    ,292,1,0,0,0,1,0,1:292
Bronx,11,11,X542,11X542,High School                        ,470,1,0,0,0,1,0,1:470
Bronx,11,11,X544,11X544,High School                        ,411,1,0,0,0,1,0,1:411
Bronx,11,11,X545,11X545,High School                        ,322,1,0,0,0,1,0,1:322
Bronx,11,11,X556,11X556,Junior High-Intermediate-Middle    ,381,2,0,0,0,2,0,1:191
Bronx,11,11,X566,11X566,Junior High-Intermediate-Middle    ,443,2,0,0,0,2,1,1:222
Bronx,11,11,X567,11X567,Elementary                         ,299,1,0,0,0,1,0,1:299
Bronx,12,12,X006,12X006,Elementary                         ,461,1,0,0,0,1,0,1:461
Bronx,12,12,X044,12X044,Elementary                         ,212,1,0,0,0,1,0,1:212
Bronx,12,12,X047,12X047,Elementary                         ,1065,0,0,0,0,0,0,0
Bronx,12,12,X057,12X057,Elementary                         ,473,1,0,0,0,1,0,1:473
Bronx,12,12,X061,12X061,Elementary                         ,253,1,0,0,0,1,0,1:253
Bronx,12,12,X066,12X066,Elementary                         ,587,1,0,0,0,1,0,1:587
Bronx,12,12,X067,12X067,Elementary                         ,517,1,0,0,0,1,0,1:517
Bronx,12,12,X092,12X092,Elementary                         ,375,0,0,0,0,0,0,0
Bronx,12,12,X098,12X098,Junior High-Intermediate-Middle    ,196,1,0,0,0,1,0,1:196
Bronx,12,12,X129,12X129,Junior High-Intermediate-Middle    ,512,1,0,0,0,1,0,1:512
Bronx,12,12,X134,12X134,Elementary                         ,592,0,0,0,0,0,0,0
Bronx,12,12,X150,12X150,Elementary                         ,825,0,0,0,0,0,0,0
Bronx,12,12,X190,12X190,Junior High-Intermediate-Middle    ,236,1,0,0,0,1,0,1:236
Bronx,12,12,X195,12X195,Elementary                         ,910,2,0,0,0,2,0,1:455
Bronx,12,12,X196,12X196,Elementary                         ,906,2,0,0,0,2,0,1:453
Bronx,12,12,X211,12X211,K-8                                ,529,1,0,0,0,1,0,1:529
Bronx,12,12,X212,12X212,K-8                                ,380,2,0,0,0,2,0,1:190
Bronx,12,12,X214,12X214,K-8                                ,972,1,0,0,0,1,0,1:972
Bronx,12,12,X217,12X217,Junior High-Intermediate-Middle    ,277,2,0,0,0,2,0,1:139
Bronx,12,12,X242,12X242,Secondary School                   ,647,2,0,0,0,2,0,1:324
Bronx,12,12,X248,12X248,High School                        ,378,2,0,0,0,2,0,1:189
Bronx,12,12,X251,12X251,High School                        ,304,2,0,0,0,2,0,1:152
Bronx,12,12,X267,12X267,Secondary School                   ,541,1,0,0,0,1,0,1:541
Bronx,12,12,X271,12X271,Secondary School                   ,621,1,0,0,0,1,0,1:621
Bronx,12,12,X273,12X273,Junior High-Intermediate-Middle    ,232,1,0,0,0,1,0,1:232
Bronx,12,12,X286,12X286,Junior High-Intermediate-Middle    ,260,1,0,0,0,1,0,1:260
Bronx,12,12,X300,12X300,Elementary                         ,556,1,0,0,0,1,0,1:556
Bronx,12,12,X314,12X314,Elementary                         ,283,1,0,0,0,1,0,1:283
