school/math.Grade,school/math.Year,school/math.Category,school/math.Number Tested,school/math.Mean Scale Score,school/math.Level 1 #,school/math.Level 1 %,school/math.Level 2 #,school/math.Level 2 %,school/math.Level 3 #,school/math.Level 3 %,school/math.Level 4 #,school/math.Level 4 %,school/math.Level 3+4 #,school/math.Level 3+4 %,DBN
5,2006,All Students,96,665.0,8.0,8.3,21.0,21.9,50.0,52.1,17.0,17.7,67.0,69.8,08X036
7,2006,All Students,78,656.0,2.0,2.6,30.0,38.5,42.0,53.8,4.0,5.1,46.0,59.0,12X273
All Grades,2009,All Students,442,,1.0,0.2,24.0,5.4,216.0,48.9,201.0,45.5,417.0,94.3,27Q207
7,2007,All Students,101,707.0,1.0,1.0,1.0,1.0,31.0,30.7,68.0,67.3,99.0,98.0,06M223
5,2009,All Students,51,630.0,11.0,21.6,29.0,56.9,11.0,21.6,0.0,0.0,11.0,21.6,75K231
3,2009,All Students,69,690.0,0.0,0.0,7.0,10.1,46.0,66.7,16.0,23.2,62.0,89.9,15K015
All Grades,2011,All Students,479,689.0,9.0,1.9,118.0,24.6,239.0,49.9,113.0,23.6,352.0,73.5,18K066
5,2009,All Students,100,687.0,3.0,3.0,12.0,12.0,47.0,47.0,38.0,38.0,85.0,85.0,20K506
4,2006,All Students,171,663.0,20.0,11.7,39.0,22.8,86.0,50.3,26.0,15.2,112.0,65.5,19K159
4,2006,All Students,132,663.0,16.0,12.1,24.0,18.2,77.0,58.3,15.0,11.4,92.0,69.7,30Q092
5,2010,All Students,39,673.0,2.0,5.1,21.0,53.8,12.0,30.8,4.0,10.3,16.0,41.0,03M242
7,2011,All Students,111,647.0,33.0,29.7,58.0,52.3,18.0,16.2,2.0,1.8,20.0,18.0,14K126
All Grades,2009,All Students,126,,49.0,38.9,51.0,40.5,21.0,16.7,5.0,4.0,26.0,20.6,75X168
3,2008,All Students,140,697.0,3.0,2.1,5.0,3.6,85.0,60.7,47.0,33.6,132.0,94.3,31R060
8,2008,All Students,64,640.0,8.0,12.5,37.0,57.8,18.0,28.1,1.0,1.6,19.0,29.7,17K531
7,2009,All Students,49,678.0,0.0,0.0,3.0,6.1,36.0,73.5,10.0,20.4,46.0,93.9,29Q270
3,2006,All Students,120,722.0,0.0,0.0,5.0,4.2,23.0,19.2,92.0,76.7,115.0,95.8,26Q203
5,2006,All Students,24,659.0,0.0,0.0,10.0,41.7,12.0,50.0,2.0,8.3,14.0,58.3,10X315
All Grades,2011,All Students,423,682.0,16.0,3.8,133.0,31.4,184.0,43.5,90.0,21.3,274.0,64.8,09X215
8,2008,All Students,154,661.0,8.0,5.2,34.0,22.1,101.0,65.6,11.0,7.1,112.0,72.7,06M324
8,2009,All Students,244,649.0,18.0,7.4,106.0,43.4,113.0,46.3,7.0,2.9,120.0,49.2,10X391
6,2008,All Students,326,708.0,2.0,0.6,11.0,3.4,107.0,32.8,206.0,63.2,313.0,96.0,26Q074
All Grades,2006,All Students,340,,28.0,8.2,77.0,22.6,180.0,52.9,55.0,16.2,235.0,69.1,16K021
6,2006,All Students,93,632.0,21.0,22.6,45.0,48.4,27.0,29.0,0.0,0.0,27.0,29.0,29Q116
3,2008,All Students,17,623.0,7.0,41.2,6.0,35.3,4.0,23.5,0.0,0.0,4.0,23.5,75K771
6,2008,All Students,90,649.0,7.0,7.8,33.0,36.7,47.0,52.2,3.0,3.3,50.0,55.6,13K301
5,2009,All Students,87,659.0,6.0,6.9,24.0,27.6,51.0,58.6,6.0,6.9,57.0,65.5,19K072
3,2010,All Students,13,670.0,3.0,23.1,6.0,46.2,4.0,30.8,0.0,0.0,4.0,30.8,75K771
All Grades,2006,All Students,347,,2.0,0.6,21.0,6.1,172.0,49.6,152.0,43.8,324.0,93.4,26Q159
All Grades,2007,All Students,395,,15.0,3.8,52.0,13.2,194.0,49.1,134.0,33.9,328.0,83.0,21K209
5,2007,All Students,38,594.0,29.0,76.3,9.0,23.7,0.0,0.0,0.0,0.0,0.0,0.0,75K369
3,2010,All Students,54,684.0,8.0,14.8,22.0,40.7,16.0,29.6,8.0,14.8,24.0,44.4,14K017
7,2009,All Students,82,673.0,0.0,0.0,5.0,6.1,70.0,85.4,7.0,8.5,77.0,93.9,07X343
All Grades,2010,All Students,664,,12.0,1.8,142.0,21.4,265.0,39.9,245.0,36.9,510.0,76.8,27Q063
5,2007,All Students,85,679.0,5.0,5.9,15.0,17.6,40.0,47.1,25.0,29.4,65.0,76.5,75K372
All Grades,2010,All Students,277,,3.0,1.1,26.0,9.4,90.0,32.5,158.0,57.0,248.0,89.5,22K254
3,2011,All Students,112,691.0,5.0,4.5,24.0,21.4,64.0,57.1,19.0,17.0,83.0,74.1,14K132
All Grades,2010,All Students,291,,21.0,7.2,90.0,30.9,98.0,33.7,82.0,28.2,180.0,61.9,28Q206
8,2006,All Students,70,656.0,3.0,4.3,21.0,30.0,43.0,61.4,3.0,4.3,46.0,65.7,04M012
All Grades,2011,All Students,271,698.0,2.0,0.7,25.0,9.2,119.0,43.9,125.0,46.1,244.0,90.0,02M413
All Grades,2009,All Students,299,,15.0,5.0,48.0,16.1,185.0,61.9,51.0,17.1,236.0,78.9,17K022
8,2006,All Students,588,624.0,215.0,36.6,231.0,39.3,121.0,20.6,21.0,3.6,142.0,24.1,24Q061
5,2007,All Students,108,639.0,17.0,15.7,58.0,53.7,32.0,29.6,1.0,0.9,33.0,30.6,09X163
4,2011,All Students,84,676.0,8.0,9.5,33.0,39.3,27.0,32.1,16.0,19.0,43.0,51.2,32K116
All Grades,2008,All Students,455,,6.0,1.3,16.0,3.5,234.0,51.4,199.0,43.7,433.0,95.2,20K204
5,2007,All Students,46,666.0,4.0,8.7,12.0,26.1,23.0,50.0,7.0,15.2,30.0,65.2,08X304
All Grades,2009,All Students,358,,6.0,1.7,58.0,16.2,220.0,61.5,74.0,20.7,294.0,82.1,29Q268
4,2010,All Students,38,679.0,1.0,2.6,18.0,47.4,12.0,31.6,7.0,18.4,19.0,50.0,01M034
4,2010,All Students,109,694.0,1.0,0.9,27.0,24.8,48.0,44.0,33.0,30.3,81.0,74.3,31R041
4,2007,All Students,60,701.0,1.0,1.7,2.0,3.3,25.0,41.7,32.0,53.3,57.0,95.0,31R039
4,2010,All Students,202,695.0,3.0,1.5,42.0,20.8,97.0,48.0,60.0,29.7,157.0,77.7,24Q012
3,2006,All Students,134,653.0,18.0,13.4,37.0,27.6,71.0,53.0,8.0,6.0,79.0,59.0,19K224
6,2009,All Students,204,667.0,8.0,3.9,40.0,19.6,137.0,67.2,19.0,9.3,156.0,76.5,22K014
6,2006,All Students,27,672.0,0.0,0.0,5.0,18.5,18.0,66.7,4.0,14.8,22.0,81.5,01M063
5,2011,All Students,106,670.0,7.0,6.6,61.0,57.5,33.0,31.1,5.0,4.7,38.0,35.8,09X163
4,2009,All Students,87,675.0,4.0,4.6,16.0,18.4,52.0,59.8,15.0,17.2,67.0,77.0,29Q036
7,2006,All Students,280,646.0,39.0,13.9,104.0,37.1,124.0,44.3,13.0,4.6,137.0,48.9,13K113
All Grades,2009,All Students,1685,,19.0,1.1,145.0,8.6,918.0,54.5,603.0,35.8,1521.0,90.3,24Q073
3,2010,All Students,77,678.0,17.0,22.1,32.0,41.6,20.0,26.0,8.0,10.4,28.0,36.4,19K677
6,2010,All Students,219,678.0,17.0,7.8,76.0,34.7,66.0,30.1,60.0,27.4,126.0,57.5,02M131
4,2011,All Students,162,681.0,6.0,3.7,68.0,42.0,65.0,40.1,23.0,14.2,88.0,54.3,08X182
8,2011,All Students,118,683.0,9.0,7.6,36.0,30.5,44.0,37.3,29.0,24.6,73.0,61.9,20K030
3,2010,All Students,146,695.0,5.0,3.4,46.0,31.5,64.0,43.8,31.0,21.2,95.0,65.1,15K001
7,2009,All Students,61,655.0,3.0,4.9,20.0,32.8,36.0,59.0,2.0,3.3,38.0,62.3,30Q235
8,2010,All Students,70,664.0,10.0,14.3,33.0,47.1,21.0,30.0,6.0,8.6,27.0,38.6,17K354
All Grades,2011,All Students,1110,667.0,146.0,13.2,497.0,44.8,368.0,33.2,99.0,8.9,467.0,42.1,17K061
All Grades,2011,All Students,310,660.0,45.0,14.5,166.0,53.5,94.0,30.3,5.0,1.6,99.0,31.9,08X366
All Grades,2007,All Students,477,,23.0,4.8,59.0,12.4,285.0,59.7,110.0,23.1,395.0,82.8,05M499
All Grades,2008,All Students,366,,73.0,19.9,202.0,55.2,91.0,24.9,0.0,0.0,91.0,24.9,17K587
All Grades,2006,All Students,383,,58.0,15.1,91.0,23.8,190.0,49.6,44.0,11.5,234.0,61.1,32K377
6,2010,All Students,78,663.0,10.0,12.8,40.0,51.3,22.0,28.2,6.0,7.7,28.0,35.9,05M161
5,2009,All Students,109,720.0,0.0,0.0,0.0,0.0,13.0,11.9,96.0,88.1,109.0,100.0,26Q221
All Grades,2010,All Students,203,,0.0,0.0,22.0,10.8,103.0,50.7,78.0,38.4,181.0,89.2,03M243
7,2011,All Students,132,644.0,45.0,34.1,73.0,55.3,13.0,9.8,1.0,0.8,14.0,10.6,14K071
4,2008,All Students,93,715.0,0.0,0.0,3.0,3.2,30.0,32.3,60.0,64.5,90.0,96.8,03M199
3,2006,All Students,53,654.0,7.0,13.2,17.0,32.1,24.0,45.3,5.0,9.4,29.0,54.7,01M134
6,2011,All Students,325,702.0,13.0,4.0,26.0,8.0,101.0,31.1,185.0,56.9,286.0,88.0,15K051
8,2007,All Students,353,628.0,107.0,30.3,170.0,48.2,70.0,19.8,6.0,1.7,76.0,21.5,27Q053
6,2009,All Students,43,669.0,3.0,7.0,6.0,14.0,26.0,60.5,8.0,18.6,34.0,79.1,21K238
5,2007,All Students,75,683.0,3.0,4.0,4.0,5.3,49.0,65.3,19.0,25.3,68.0,90.7,20K127
5,2010,All Students,116,677.0,7.0,6.0,42.0,36.2,47.0,40.5,20.0,17.2,67.0,57.8,18K233
All Grades,2010,All Students,266,,35.0,13.2,109.0,41.0,77.0,28.9,45.0,16.9,122.0,45.9,04M007
7,2008,All Students,321,665.0,22.0,6.9,69.0,21.5,161.0,50.2,69.0,21.5,230.0,71.7,21K096
4,2007,All Students,72,664.0,10.0,13.9,20.0,27.8,30.0,41.7,12.0,16.7,42.0,58.3,23K165
8,2006,All Students,39,642.0,6.0,15.4,15.0,38.5,17.0,43.6,1.0,2.6,18.0,46.2,19K174
3,2006,All Students,58,654.0,10.0,17.2,18.0,31.0,24.0,41.4,6.0,10.3,30.0,51.7,04M038
4,2009,All Students,110,703.0,3.0,2.7,5.0,4.5,48.0,43.6,54.0,49.1,102.0,92.7,03M163
All Grades,2007,All Students,308,,10.0,3.2,24.0,7.8,129.0,41.9,145.0,47.1,274.0,89.0,21K215
4,2008,All Students,69,674.0,7.0,10.1,21.0,30.4,23.0,33.3,18.0,26.1,41.0,59.4,07X031
3,2011,All Students,80,681.0,11.0,13.8,32.0,40.0,32.0,40.0,5.0,6.3,37.0,46.3,17K092
7,2008,All Students,42,670.0,0.0,0.0,8.0,19.0,27.0,64.3,7.0,16.7,34.0,81.0,02M407
All Grades,2007,All Students,407,,84.0,20.6,141.0,34.6,163.0,40.0,19.0,4.7,182.0,44.7,10X206
All Grades,2008,All Students,233,,17.0,7.3,71.0,30.5,115.0,49.4,30.0,12.9,145.0,62.2,13K265
All Grades,2007,All Students,312,,23.0,7.4,73.0,23.4,169.0,54.2,47.0,15.1,216.0,69.2,32K075
3,2009,All Students,60,670.0,3.0,5.0,5.0,8.3,48.0,80.0,4.0,6.7,52.0,86.7,04M155
7,2011,All Students,148,655.0,31.0,20.9,70.0,47.3,40.0,27.0,7.0,4.7,47.0,31.8,09X313
All Grades,2010,All Students,68,,6.0,8.8,23.0,33.8,30.0,44.1,9.0,13.2,39.0,57.4,04M497
6,2010,All Students,199,651.0,49.0,24.6,91.0,45.7,48.0,24.1,11.0,5.5,59.0,29.6,10X080
All Grades,2007,All Students,828,,57.0,6.9,192.0,23.2,457.0,55.2,122.0,14.7,579.0,69.9,27Q043
8,2010,All Students,318,655.0,69.0,21.7,186.0,58.5,52.0,16.4,11.0,3.5,63.0,19.8,29Q231
7,2009,All Students,67,681.0,0.0,0.0,2.0,3.0,49.0,73.1,16.0,23.9,65.0,97.0,10X225
All Grades,2009,All Students,153,,0.0,0.0,12.0,7.8,114.0,74.5,27.0,17.6,141.0,92.2,28Q896
All Grades,2007,All Students,586,,145.0,24.7,246.0,42.0,179.0,30.5,16.0,2.7,195.0,33.3,17K002
5,2008,All Students,86,637.0,23.0,26.7,19.0,22.1,37.0,43.0,7.0,8.1,44.0,51.2,09X325
All Grades,2008,All Students,216,,43.0,19.9,82.0,38.0,86.0,39.8,5.0,2.3,91.0,42.1,16K534
6,2011,All Students,56,664.0,6.0,10.7,32.0,57.1,15.0,26.8,3.0,5.4,18.0,32.1,12X383
All Grades,2008,All Students,373,,31.0,8.3,66.0,17.7,218.0,58.4,58.0,15.5,276.0,74.0,10X037
All Grades,2009,All Students,336,,3.0,0.9,4.0,1.2,120.0,35.7,209.0,62.2,329.0,97.9,20K229
6,2008,All Students,129,668.0,7.0,5.4,20.0,15.5,83.0,64.3,19.0,14.7,102.0,79.1,10X020
5,2009,All Students,75,683.0,0.0,0.0,8.0,10.7,44.0,58.7,23.0,30.7,67.0,89.3,18K066
3,2011,All Students,107,675.0,19.0,17.8,58.0,54.2,28.0,26.2,2.0,1.9,30.0,28.0,08X062
7,2010,All Students,341,679.0,21.0,6.2,104.0,30.5,112.0,32.8,104.0,30.5,216.0,63.3,30Q010
5,2011,All Students,65,669.0,9.0,13.8,32.0,49.2,22.0,33.8,2.0,3.1,24.0,36.9,12X300
4,2006,All Students,98,683.0,6.0,6.1,9.0,9.2,55.0,56.1,28.0,28.6,83.0,84.7,21K225
3,2010,All Students,127,685.0,18.0,14.2,56.0,44.1,34.0,26.8,19.0,15.0,53.0,41.7,23K156
All Grades,2006,All Students,114,,23.0,20.2,24.0,21.1,55.0,48.2,12.0,10.5,67.0,58.8,10X396
6,2009,All Students,266,651.0,18.0,6.8,118.0,44.4,117.0,44.0,13.0,4.9,130.0,48.9,07X162
3,2011,All Students,164,692.0,5.0,3.0,45.0,27.4,90.0,54.9,24.0,14.6,114.0,69.5,30Q122
All Grades,2008,All Students,73,,0.0,0.0,0.0,0.0,16.0,21.9,57.0,78.1,73.0,100.0,25Q130
4,2007,All Students,168,684.0,6.0,3.6,16.0,9.5,102.0,60.7,44.0,26.2,146.0,86.9,31R036
3,2008,All Students,177,693.0,3.0,1.7,10.0,5.6,111.0,62.7,53.0,29.9,164.0,92.7,24Q229
6,2007,All Students,102,644.0,18.0,17.6,35.0,34.3,48.0,47.1,1.0,1.0,49.0,48.0,15K448
All Grades,2008,All Students,499,,46.0,9.2,145.0,29.1,269.0,53.9,39.0,7.8,308.0,61.7,23K041
5,2009,All Students,121,722.0,0.0,0.0,0.0,0.0,25.0,20.7,96.0,79.3,121.0,100.0,26Q203
4,2007,All Students,71,683.0,6.0,8.5,9.0,12.7,35.0,49.3,21.0,29.6,56.0,78.9,24Q087
3,2008,All Students,62,680.0,0.0,0.0,7.0,11.3,44.0,71.0,11.0,17.7,55.0,88.7,13K093
3,2009,All Students,61,693.0,0.0,0.0,0.0,0.0,46.0,75.4,15.0,24.6,61.0,100.0,25Q219
All Grades,2008,All Students,254,,59.0,23.2,133.0,52.4,60.0,23.6,2.0,0.8,62.0,24.4,07X296
8,2007,All Students,298,690.0,4.0,1.3,26.0,8.7,153.0,51.3,115.0,38.6,268.0,89.9,21K098
3,2007,All Students,98,699.0,2.0,2.0,9.0,9.2,46.0,46.9,41.0,41.8,87.0,88.8,10X081
All Grades,2011,All Students,214,663.0,26.0,12.1,109.0,50.9,71.0,33.2,8.0,3.7,79.0,36.9,12X372
All Grades,2011,All Students,244,682.0,23.0,9.4,80.0,32.8,99.0,40.6,42.0,17.2,141.0,57.8,28Q220
3,2011,All Students,133,690.0,12.0,9.0,27.0,20.3,69.0,51.9,25.0,18.8,94.0,70.7,21K177
4,2009,All Students,71,711.0,1.0,1.4,1.0,1.4,23.0,32.4,46.0,64.8,69.0,97.2,02M001
6,2011,All Students,40,640.0,17.0,42.5,21.0,52.5,2.0,5.0,0.0,0.0,2.0,5.0,14K330
3,2007,All Students,93,695.0,2.0,2.2,6.0,6.5,49.0,52.7,36.0,38.7,85.0,91.4,21K212
5,2007,All Students,93,659.0,10.0,10.8,26.0,28.0,45.0,48.4,12.0,12.9,57.0,61.3,12X067
All Grades,2009,All Students,925,,12.0,1.3,114.0,12.3,491.0,53.1,308.0,33.3,799.0,86.4,02M104
All Grades,2009,All Students,321,,0.0,0.0,6.0,1.9,146.0,45.5,169.0,52.6,315.0,98.1,02M041
5,2006,All Students,57,640.0,11.0,19.3,22.0,38.6,24.0,42.1,0.0,0.0,24.0,42.1,03M149
7,2007,All Students,91,627.0,20.0,22.0,53.0,58.2,18.0,19.8,0.0,0.0,18.0,19.8,12X286
5,2007,All Students,84,692.0,4.0,4.8,3.0,3.6,40.0,47.6,37.0,44.0,77.0,91.7,14K257
6,2010,All Students,82,646.0,25.0,30.5,46.0,56.1,9.0,11.0,2.0,2.4,11.0,13.4,18K581
3,2011,All Students,94,696.0,2.0,2.1,12.0,12.8,61.0,64.9,19.0,20.2,80.0,85.1,19K065
7,2008,All Students,47,652.0,2.0,4.3,17.0,36.2,27.0,57.4,1.0,2.1,28.0,59.6,12X267
All Grades,2011,All Students,634,682.0,54.0,8.5,218.0,34.4,262.0,41.3,100.0,15.8,362.0,57.1,10X008
3,2009,All Students,77,669.0,3.0,3.9,15.0,19.5,52.0,67.5,7.0,9.1,59.0,76.6,07X161
All Grades,2006,All Students,586,,60.0,10.2,113.0,19.3,290.0,49.5,123.0,21.0,413.0,70.5,06M187
All Grades,2009,All Students,155,,0.0,0.0,0.0,0.0,68.0,43.9,87.0,56.1,155.0,100.0,02M212
All Grades,2009,All Students,1749,,15.0,0.9,86.0,4.9,751.0,42.9,897.0,51.3,1648.0,94.2,22K234
6,2006,All Students,61,648.0,6.0,9.8,22.0,36.1,33.0,54.1,0.0,0.0,33.0,54.1,02M407
4,2010,All Students,202,682.0,4.0,2.0,83.0,41.1,80.0,39.6,35.0,17.3,115.0,56.9,15K169
3,2011,All Students,96,702.0,0.0,0.0,7.0,7.3,53.0,55.2,36.0,37.5,89.0,92.7,02M290
All Grades,2009,All Students,241,,2.0,0.8,0.0,0.0,68.0,28.2,171.0,71.0,239.0,99.2,26Q094
8,2007,All Students,50,610.0,26.0,52.0,17.0,34.0,7.0,14.0,0.0,0.0,7.0,14.0,75R025
4,2006,All Students,121,664.0,13.0,10.7,30.0,24.8,64.0,52.9,14.0,11.6,78.0,64.5,22K198
8,2011,All Students,369,694.0,9.0,2.4,62.0,16.8,176.0,47.7,122.0,33.1,298.0,80.8,25Q194
All Grades,2007,All Students,156,,4.0,2.6,10.0,6.4,72.0,46.2,70.0,44.9,142.0,91.0,27Q047
5,2007,All Students,29,667.0,2.0,6.9,6.0,20.7,17.0,58.6,4.0,13.8,21.0,72.4,10X159
3,2008,All Students,77,683.0,2.0,2.6,7.0,9.1,53.0,68.8,15.0,19.5,68.0,88.3,12X214
4,2009,All Students,127,683.0,4.0,3.1,15.0,11.8,71.0,55.9,37.0,29.1,108.0,85.0,18K233
All Grades,2011,All Students,519,690.0,27.0,5.2,149.0,28.7,214.0,41.2,129.0,24.9,343.0,66.1,30Q070
4,2009,All Students,63,684.0,1.0,1.6,5.0,7.9,45.0,71.4,12.0,19.0,57.0,90.5,07X029
All Grades,2010,All Students,499,,92.0,18.4,227.0,45.5,127.0,25.5,53.0,10.6,180.0,36.1,23K327
7,2007,All Students,1,,,,,,,,,,,,75M138
7,2008,All Students,29,667.0,3.0,10.3,4.0,13.8,18.0,62.1,4.0,13.8,22.0,75.9,27Q114
7,2009,All Students,67,675.0,1.0,1.5,6.0,9.0,45.0,67.2,15.0,22.4,60.0,89.6,32K384
4,2008,All Students,89,681.0,3.0,3.4,5.0,5.6,59.0,66.3,22.0,24.7,81.0,91.0,08X069
7,2006,All Students,80,646.0,9.0,11.3,31.0,38.8,37.0,46.3,3.0,3.8,40.0,50.0,07X031
3,2006,All Students,107,697.0,0.0,0.0,7.0,6.5,58.0,54.2,42.0,39.3,100.0,93.5,27Q064
3,2010,All Students,57,710.0,1.0,1.8,11.0,19.3,24.0,42.1,21.0,36.8,45.0,78.9,02M126
4,2011,All Students,49,689.0,5.0,10.2,8.0,16.3,21.0,42.9,15.0,30.6,36.0,73.5,13K056
8,2007,All Students,87,651.0,7.0,8.0,32.0,36.8,46.0,52.9,2.0,2.3,48.0,55.2,12X190
4,2011,All Students,83,686.0,10.0,12.0,23.0,27.7,23.0,27.7,27.0,32.5,50.0,60.2,12X214
All Grades,2006,All Students,324,,64.0,19.8,106.0,32.7,138.0,42.6,16.0,4.9,154.0,47.5,06M008
4,2011,All Students,35,667.0,4.0,11.4,17.0,48.6,12.0,34.3,2.0,5.7,14.0,40.0,12X212
All Grades,2008,All Students,160,,12.0,7.5,62.0,38.8,83.0,51.9,3.0,1.9,86.0,53.8,03M256
All Grades,2009,All Students,903,,63.0,7.0,251.0,27.8,473.0,52.4,116.0,12.8,589.0,65.2,06M052
All Grades,2007,All Students,195,,7.0,3.6,19.0,9.7,106.0,54.4,63.0,32.3,169.0,86.7,14K380
4,2011,All Students,117,716.0,0.0,0.0,9.0,7.7,28.0,23.9,80.0,68.4,108.0,92.3,02M041
6,2010,All Students,54,654.0,11.0,20.4,31.0,57.4,10.0,18.5,2.0,3.7,12.0,22.2,04M096
All Grades,2010,All Students,166,,56.0,33.7,85.0,51.2,19.0,11.4,6.0,3.6,25.0,15.1,03M256
3,2010,All Students,120,681.0,14.0,11.7,58.0,48.3,40.0,33.3,8.0,6.7,48.0,40.0,32K045
4,2009,All Students,149,677.0,4.0,2.7,20.0,13.4,99.0,66.4,26.0,17.4,125.0,83.9,22K203
All Grades,2009,All Students,387,,1.0,0.3,30.0,7.8,206.0,53.2,150.0,38.8,356.0,92.0,10X015
4,2010,All Students,136,690.0,2.0,1.5,40.0,29.4,57.0,41.9,37.0,27.2,94.0,69.1,22K315
5,2006,All Students,85,671.0,2.0,2.4,19.0,22.4,51.0,60.0,13.0,15.3,64.0,75.3,25Q029
5,2011,All Students,72,706.0,1.0,1.4,7.0,9.7,30.0,41.7,34.0,47.2,64.0,88.9,75K372
3,2007,All Students,71,705.0,3.0,4.2,2.0,2.8,27.0,38.0,39.0,54.9,66.0,93.0,23K178
7,2007,All Students,32,645.0,4.0,12.5,11.0,34.4,17.0,53.1,0.0,0.0,17.0,53.1,22K555
All Grades,2010,All Students,321,,8.0,2.5,61.0,19.0,115.0,35.8,137.0,42.7,252.0,78.5,21K100
4,2008,All Students,96,650.0,8.0,8.3,38.0,39.6,49.0,51.0,1.0,1.0,50.0,52.1,07X001
4,2007,All Students,72,677.0,6.0,8.3,8.0,11.1,43.0,59.7,15.0,20.8,58.0,80.6,13K020
3,2011,All Students,77,671.0,20.0,26.0,39.0,50.6,17.0,22.1,1.0,1.3,18.0,23.4,07X161
7,2008,All Students,47,662.0,0.0,0.0,10.0,21.3,35.0,74.5,2.0,4.3,37.0,78.7,10X228
3,2010,All Students,48,680.0,6.0,12.5,26.0,54.2,13.0,27.1,3.0,6.3,16.0,33.3,29Q038
6,2009,All Students,20,661.0,3.0,15.0,2.0,10.0,14.0,70.0,1.0,5.0,15.0,75.0,15K463
5,2010,All Students,77,697.0,2.0,2.6,22.0,28.6,19.0,24.7,34.0,44.2,53.0,68.8,03M166
All Grades,2006,All Students,364,,12.0,3.3,31.0,8.5,190.0,52.2,131.0,36.0,321.0,88.2,31R058
4,2009,All Students,48,677.0,2.0,4.2,8.0,16.7,27.0,56.3,11.0,22.9,38.0,79.2,13K307
4,2011,All Students,54,664.0,7.0,13.0,31.0,57.4,14.0,25.9,2.0,3.7,16.0,29.6,14K059
7,2008,All Students,77,664.0,7.0,9.1,15.0,19.5,37.0,48.1,18.0,23.4,55.0,71.4,10X037
4,2011,All Students,55,681.0,1.0,1.8,20.0,36.4,28.0,50.9,6.0,10.9,34.0,61.8,03M084
4,2006,All Students,40,652.0,8.0,20.0,7.0,17.5,22.0,55.0,3.0,7.5,25.0,62.5,01M034
8,2011,All Students,42,679.0,1.0,2.4,11.0,26.2,27.0,64.3,3.0,7.1,30.0,71.4,21K238
6,2010,All Students,69,666.0,10.0,14.5,30.0,43.5,21.0,30.4,8.0,11.6,29.0,42.0,16K308
6,2010,All Students,285,672.0,27.0,9.5,113.0,39.6,112.0,39.3,33.0,11.6,145.0,50.9,31R002
All Grades,2008,All Students,542,,49.0,9.0,112.0,20.7,314.0,57.9,67.0,12.4,381.0,70.3,06M189
8,2011,All Students,181,662.0,29.0,16.0,77.0,42.5,69.0,38.1,6.0,3.3,75.0,41.4,10X254
8,2008,All Students,393,649.0,44.0,11.2,156.0,39.7,174.0,44.3,19.0,4.8,193.0,49.1,28Q008
8,2011,All Students,156,677.0,13.0,8.3,63.0,40.4,52.0,33.3,28.0,17.9,80.0,51.3,25Q250
All Grades,2007,All Students,238,,14.0,5.9,81.0,34.0,120.0,50.4,23.0,9.7,143.0,60.1,23K518
6,2006,All Students,144,637.0,42.0,29.2,44.0,30.6,56.0,38.9,2.0,1.4,58.0,40.3,03M044
6,2009,All Students,361,690.0,7.0,1.9,30.0,8.3,191.0,52.9,133.0,36.8,324.0,89.8,02M167
All Grades,2007,All Students,178,,20.0,11.2,32.0,18.0,94.0,52.8,32.0,18.0,126.0,70.8,19K190
5,2006,All Students,40,640.0,9.0,22.5,15.0,37.5,16.0,40.0,0.0,0.0,16.0,40.0,04M102
4,2010,All Students,21,630.0,9.0,42.9,12.0,57.1,0.0,0.0,0.0,0.0,0.0,0.0,75K140
All Grades,2006,All Students,383,,71.0,18.5,175.0,45.7,125.0,32.6,12.0,3.1,137.0,35.8,19K364
4,2008,All Students,90,681.0,2.0,2.2,14.0,15.6,49.0,54.4,25.0,27.8,74.0,82.2,19K290
4,2011,All Students,121,705.0,7.0,5.8,15.0,12.4,31.0,25.6,68.0,56.2,99.0,81.8,28Q099
All Grades,2008,All Students,311,,36.0,11.6,72.0,23.2,180.0,57.9,23.0,7.4,203.0,65.3,31R057
6,2011,All Students,331,679.0,31.0,9.4,101.0,30.5,126.0,38.1,73.0,22.1,199.0,60.1,31R002
5,2007,All Students,60,650.0,8.0,13.3,20.0,33.3,28.0,46.7,4.0,6.7,32.0,53.3,04M007
5,2009,All Students,155,684.0,1.0,0.6,12.0,7.7,92.0,59.4,50.0,32.3,142.0,91.6,11X096
All Grades,2007,All Students,106,,7.0,6.6,23.0,21.7,69.0,65.1,7.0,6.6,76.0,71.7,32K554
All Grades,2008,All Students,353,,18.0,5.1,70.0,19.8,214.0,60.6,51.0,14.4,265.0,75.1,23K323
8,2010,All Students,73,699.0,0.0,0.0,4.0,5.5,48.0,65.8,21.0,28.8,69.0,94.5,30Q580
5,2006,All Students,126,693.0,4.0,3.2,18.0,14.3,49.0,38.9,55.0,43.7,104.0,82.5,27Q064
3,2011,All Students,106,669.0,35.0,33.0,39.0,36.8,31.0,29.2,1.0,0.9,32.0,30.2,06M128
3,2011,All Students,103,692.0,4.0,3.9,33.0,32.0,45.0,43.7,21.0,20.4,66.0,64.1,16K021
7,2010,All Students,38,668.0,1.0,2.6,17.0,44.7,19.0,50.0,1.0,2.6,20.0,52.6,15K429
7,2009,All Students,317,697.0,2.0,0.6,12.0,3.8,143.0,45.1,160.0,50.5,303.0,95.6,15K051
6,2009,All Students,90,715.0,0.0,0.0,0.0,0.0,23.0,25.6,67.0,74.4,90.0,100.0,05M362
4,2008,All Students,5,,,,,,,,,,,,75X176
