air/rh_and_dp_daily_summary.o3_AQI,air/rh_and_dp_daily_summary.f0_,air/rh_and_dp_daily_summary.f1_,air/rh_and_dp_daily_summary.f2_,air/rh_and_dp_daily_summary.f3_,air/rh_and_dp_daily_summary.f4_,air/rh_and_dp_daily_summary.f5_,air/rh_and_dp_daily_summary.f6_,Day
,77.29452054794523,7.390410958904112,23.904109589041088,99.6027397260274,Wyoming,Teton,Not in a city,1996-11-15
,80.97203579418344,7.246085011185688,23.79418344519016,99.1454138702461,Indiana,Porter,Dune Acres,2016-04-12
,67.21938775510202,5.102040816326532,16.581632653061245,99.8979591836735,Colorado,Larimer,Not in a city,1996-03-23
,85.36065573770492,7.301639344262295,23.77049180327867,99.0491803278688,North Carolina,Mecklenburg,Charlotte,2005-10-19
,68.49422492401214,7.258358662613981,23.930091185410333,99.71124620060792,California,Humboldt,Not in a city,2006-12-02
,79.13906249999997,7.060267857142854,23.80580357142858,99.19866071428574,California,Inyo,Independence,2012-05-01
,78.26708860759497,4.972151898734178,23.817721518987344,99.24810126582273,California,Inyo,Independence,2010-06-29
,80.39534883720934,8.7906976744186,23.821705426356598,99.25581395348836,North Carolina,Mecklenburg,Charlotte,2004-02-22
,40.340909090909086,14.931818181818182,22.81818181818182,95.11363636363636,Utah,Grand,Not in a city,1990-04-13
,70.37007874015751,7.551181102362206,23.84251968503937,99.34645669291334,Arizona,Pima,Tucson,1995-06-13
,75.4285393258427,7.391011235955058,23.910112359550588,99.62921348314606,California,Inyo,Independence,2012-08-04
,83.07547169811319,9.768867924528298,23.80660377358491,99.2028301886793,California,Kern,Arvin,2001-11-14
,84.64760820045558,7.410022779043285,23.687927107061505,98.70387243735765,California,Inyo,Independence,2013-01-26
,55.268292682926834,5.081300813008134,14.56910569105691,99.66666666666664,Utah,Grand,Not in a city,1992-04-08
,73.29931350114417,7.048054919908462,23.93592677345536,99.73455377574368,California,Inyo,Independence,2013-08-17
,74.1896551724138,8.129310344827589,23.91379310344828,99.64655172413792,California,Fresno,Clovis,1994-07-31
,83.35973597359737,7.240924092409242,23.831683168316832,99.30033003300322,North Carolina,Mecklenburg,Charlotte,2005-10-22
,73.01095890410959,4.586301369863015,15.238356164383555,98.68493150684937,California,Kern,Arvin,2001-09-04
,79.6455377574371,7.929061784897022,23.855835240274576,99.40045766590389,California,Inyo,Independence,2012-02-19
,84.12927350427356,7.540598290598285,23.82478632478633,99.27564102564097,Indiana,Porter,Dune Acres,2019-01-08
,73.13124999999998,7.818749999999996,23.65000000000001,98.55625000000002,California,Tulare,Mineral King,1997-10-27
,82.17688442211053,7.3592964824120575,23.864321608040207,99.4422110552764,California,Inyo,Independence,2010-06-03
,78.35769230769226,8.517094017094017,23.91666666666667,99.65598290598282,Indiana,Porter,Dune Acres,2018-03-25
,71.65878378378383,7.912162162162163,23.8400900900901,99.34234234234238,Indiana,Porter,Dune Acres,2016-04-04
,73.25373134328356,10.365671641791042,23.64179104477611,98.5223880597015,Georgia,DeKalb,Tucker,1996-03-25
,76.90825688073399,7.357798165137617,23.71100917431193,98.79357798165138,California,Kern,Arvin,2001-12-31
,79.1953703703704,8.74074074074074,23.90509259259259,99.60648148148148,Idaho,Idaho,Not in a city,2014-10-19
,77.70180722891564,8.132530120481924,23.870481927710827,99.46385542168676,North Carolina,Mecklenburg,Charlotte,2006-09-27
,74.83333333333331,6.833333333333333,23.56521739130435,98.18840579710138,Arizona,Pima,Tucson,1995-08-08
,63.83820895522388,10.170149253731347,23.83880597014926,99.33432835820892,North Carolina,Mecklenburg,Charlotte,2008-01-02
,79.05491452991453,7.151709401709402,23.73504273504274,98.89957264957268,Indiana,Porter,Dune Acres,2019-05-03
,80.95919540229883,6.396551724137932,23.86206896551723,99.4367816091954,California,Inyo,Independence,2008-12-01
,74.30769230769232,10.681318681318682,23.52747252747253,98.03296703296702,California,Del Norte,Redwood National Park,1993-07-19
,76.1089108910891,8.73267326732673,23.87788778877889,99.49504950495044,North Carolina,Mecklenburg,Charlotte,2006-01-22
,66.34920634920637,9.682539682539682,23.746031746031747,98.95238095238096,Washington,Clallam,Not in a city,1991-08-15
,82.84434180138567,7.86374133949192,23.81062355658201,99.21939953810612,Idaho,Idaho,Not in a city,2014-08-21
,61.83720930232556,12.837209302325578,23.813953488372093,99.25581395348836,Utah,Grand,Not in a city,1990-08-10
,79.75506172839503,9.158024691358031,23.587654320987625,98.2864197530864,California,Inyo,Independence,2011-01-31
,77.43666666666657,8.382222222222216,23.81333333333336,99.22666666666652,California,Inyo,Independence,2011-09-13
,72.85339366515834,8.400452488687792,23.8054298642534,99.20135746606331,Indiana,Porter,Dune Acres,2016-03-17
,78.65011286681711,7.679458239277654,23.717832957110616,98.8306997742664,Arizona,Pima,Not in a city,2021-01-06
,59.22857142857144,11.171428571428576,23.214285714285715,96.7285714285714,Utah,Grand,Not in a city,1992-05-08
,82.7450777202073,7.303108808290158,23.9119170984456,99.63471502590671,California,Inyo,Independence,2009-08-23
,71.70449172576835,4.97872340425532,15.068557919621746,99.49881796690302,Arizona,Pima,Not in a city,2003-04-06
,80.111914893617,10.142553191489364,23.85319148936171,99.39574468085117,Indiana,Porter,Dune Acres,2017-04-18
,80.03459821428568,8.448660714285715,23.83035714285713,99.296875,Indiana,Porter,Dune Acres,2016-11-07
,59.75342465753425,8.863013698630137,23.82191780821917,99.27397260273976,Utah,Grand,Not in a city,1992-04-21
,74.61855670103095,4.75601374570447,16.546391752577318,98.91752577319588,California,Kern,Arvin,2000-05-10
,80.53205417607222,6.893905191873586,23.83069977426635,99.2979683972912,California,Inyo,Independence,2011-10-20
,69.15902335456472,9.06157112526539,23.92144373673035,99.6772823779194,Indiana,Porter,Dune Acres,2018-01-30
,84.4168674698796,13.619277108433728,23.73493975903614,98.90120481927708,Indiana,Jasper,Not in a city,2015-01-11
,70.0945945945946,8.202702702702702,23.783783783783782,99.10810810810813,New York,Rensselaer,Not in a city,1992-09-21
,80.32285714285723,8.809523809523805,23.74761904761904,98.95952380952384,Indiana,Jasper,Not in a city,2015-03-25
,68.73439635535306,11.421412300683375,23.77904328018222,99.08428246013662,California,Inyo,Independence,2012-03-07
,64.31775700934581,6.990654205607477,23.71028037383178,98.79439252336446,Arizona,Pima,Tucson,1994-04-04
,65.78383620689655,6.584051724137932,23.922413793103477,99.67887931034488,Indiana,Porter,Dune Acres,2017-12-10
,81.74836065573764,6.948087431693993,23.96448087431692,99.85519125683062,California,Inyo,Independence,2009-04-11
,78.6178294573644,7.529715762273901,23.837209302325583,99.32558139534888,California,Inyo,Independence,2010-04-26
,72.27522123893802,5.307522123893804,23.78761061946901,99.12389380530976,Indiana,Porter,Dune Acres,2020-07-08
,78.62441860465117,8.267441860465118,23.88662790697673,99.5377906976744,California,Inyo,Independence,2008-10-10
,76.5670822942644,9.047381546134655,23.80798004987532,99.20698254364083,California,Inyo,Independence,2011-01-11
,86.2897727272727,9.33636363636364,23.77727272727272,99.07954545454548,Indiana,Jasper,Not in a city,2015-10-05
,79.52201257861637,9.062893081761004,23.45283018867925,97.73584905660375,Georgia,Paulding,Not in a city,1997-10-19
,78.57361963190178,7.460122699386509,23.941717791411037,99.76073619631896,North Carolina,Mecklenburg,Charlotte,2006-07-03
,76.94903225806449,7.537634408602151,23.847311827957004,99.36774193548388,Indiana,Porter,Dune Acres,2016-07-03
,81.31724137931033,9.28275862068966,23.772413793103468,99.0689655172414,Wyoming,Teton,Not in a city,1996-11-18
,71.77594339622637,3.983490566037737,15.139150943396215,99.69811320754724,Arizona,Pima,Not in a city,2003-04-27
,53.99019607843136,12.431372549019612,23.97058823529412,99.88235294117646,Arizona,Pima,Tucson,1994-01-03
,77.39642857142854,6.867647058823525,23.85294117647061,99.39075630252098,Idaho,Idaho,Not in a city,2018-04-25
,77.66432748538004,7.204678362573094,23.85087719298245,99.38011695906428,North Carolina,Mecklenburg,Charlotte,2007-10-08
,72.42679900744413,4.027295285359799,14.96774193548386,99.46650124069475,California,Kern,Arvin,2002-06-28
,82.36024844720495,8.161490683229813,23.67701863354037,98.65838509316768,Maryland,Anne Arundel,Fort Meade (U.S. Army),1997-10-06
,78.13183760683765,10.555555555555552,23.84829059829059,99.37179487179486,Indiana,Porter,Dune Acres,2018-01-15
,76.65209580838327,12.101796407185624,23.93113772455088,99.71856287425148,California,Inyo,Independence,2008-03-04
,63.366197183098585,6.760563380281691,23.612676056338035,98.39436619718306,California,Kern,Bakersfield,1996-02-12
,76.47136563876657,4.13215859030837,17.01321585903084,99.59911894273124,Arizona,Pima,Tucson,1998-05-09
,83.25764075067028,7.514745308310988,23.726541554959773,98.86863270777476,California,Inyo,Independence,2010-12-22
,79.39919354838709,7.096774193548384,23.842741935483858,99.3548387096774,California,Kern,Arvin,2002-06-20
,38.96153846153847,9.26923076923077,23.653846153846157,98.57692307692308,Texas,El Paso,El Paso,1991-02-05
,85.9573643410853,6.251937984496122,23.93410852713178,99.7248062015504,Arizona,Pima,Not in a city,2002-09-18
,83.52231759656648,6.476394849785407,23.81330472103002,99.22317596566523,Indiana,Porter,Dune Acres,2019-05-11
,81.60236966824648,8.672985781990516,23.824644549763036,99.27488151658768,California,Inyo,Independence,2011-03-16
,69.74094827586217,11.640086206896544,23.75431034482756,98.99137931034484,Indiana,Porter,Dune Acres,2018-11-15
,89.99586206896544,6.813793103448274,23.809195402298844,99.21149425287354,North Carolina,Mecklenburg,Charlotte,2011-11-22
,72.67426710097713,3.7459283387622127,16.110749185667743,99.9087947882736,California,Kern,Arvin,2000-08-19
,76.37824773413897,10.82175226586104,23.75528700906344,98.98791540785496,California,Humboldt,Not in a city,2006-12-19
,59.14864864864865,12.594594594594597,23.71621621621621,98.81081081081082,New York,Rensselaer,Not in a city,1992-10-20
,76.13043478260873,11.291925465838512,23.385093167701864,97.44099378881984,California,Fresno,Parlier,1999-01-12
,83.75,9.887499999999998,23.691666666666663,98.7166666666667,Arizona,Pima,Not in a city,2002-11-09
,71.59617977528086,9.6876404494382,23.773033707865164,99.0561797752809,Indiana,Jasper,Not in a city,2015-10-13
,36.977272727272734,12.45454545454545,23.68181818181818,98.68181818181816,Utah,Grand,Not in a city,1990-03-01
,74.71072319201993,6.910224438902744,14.850374064837895,99.64339152119696,Arizona,Pima,Not in a city,2002-11-07
,79.68648068669522,6.9227467811158805,23.594420600858363,98.31974248927038,Indiana,Porter,Dune Acres,2019-09-17
,81.35517241379313,7.606896551724136,23.920689655172428,99.6689655172414,North Carolina,Mecklenburg,Charlotte,2005-05-07
,77.37012987012984,6.658008658008658,23.813852813852836,99.22294372294373,Indiana,Porter,Dune Acres,2016-09-10
,77.31027777777783,8.127777777777773,23.81111111111112,99.22222222222224,California,Inyo,Independence,2008-05-21
,68.99315068493148,4.212328767123287,15.397260273972597,99.60273972602737,West Virginia,Tucker,Not in a city,1993-08-21
,85.74635568513116,7.941690962099123,23.88046647230323,99.5102040816326,North Carolina,Mecklenburg,Charlotte,2007-10-05
,73.57641921397381,7.017467248908295,17.64192139737991,99.8777292576419,California,Kern,Arvin,1999-03-06
,73.14626506024096,9.59759036144578,23.937349397590356,99.74457831325296,California,Inyo,Independence,2014-02-17
,79.59073275862072,5.844827586206898,23.715517241379317,98.8189655172414,Indiana,Porter,Dune Acres,2019-06-19
,68.12101910828028,7.038216560509556,23.789808917197448,99.13375796178345,California,Fresno,Parlier,1998-12-24
,80.3326963906583,6.995753715498936,23.85138004246285,99.384288747346,Idaho,Idaho,Not in a city,2017-08-12
,74.71988795518205,4.271708683473388,15.439775910364151,99.50140056022408,California,Kern,Arvin,2001-07-09
,77.35171673819744,6.517167381974248,23.82403433476395,99.27253218884115,Indiana,Porter,Dune Acres,2016-08-05
,74.31945701357465,9.364253393665164,23.785067873303177,99.10633484162896,Arizona,Pima,Not in a city,2021-02-18
,56.06896551724138,8.011494252873568,23.678160919540225,98.6551724137931,Arizona,Pima,Tucson,1994-03-31
,61.15999999999999,10.76,23.200000000000006,96.65333333333336,New York,Rensselaer,Not in a city,1992-10-06
,71.97086247086244,8.818181818181822,23.86247086247085,99.42657342657334,Idaho,Idaho,Not in a city,2013-12-26
,81.57638888888886,8.701388888888884,23.541666666666654,98.09027777777776,Georgia,Rockdale,Conyers,1996-12-29
,68.43631123919303,6.965417867435161,23.85302593659943,99.39193083573484,California,Inyo,Independence,2008-11-18
,64.57738095238099,3.982142857142858,15.833333333333329,99.6309523809523,Illinois,Lake,Zion,1994-06-01
,76.95321637426902,8.16374269005848,23.7076023391813,98.78947368421048,Louisiana,Iberville,Not in a city,1997-06-30
,79.61170212765961,5.79787234042553,23.84574468085105,99.36702127659576,Arizona,Pima,Tucson,1999-06-18
,76.94505494505493,7.369963369963373,23.76190476190477,99.0146520146521,North Carolina,Mecklenburg,Charlotte,2004-06-15
,76.130890052356,9.261780104712043,23.75392670157068,98.97905759162302,California,Kern,Arvin,2000-04-13
,73.55123595505613,6.629213483146072,23.847191011235974,99.3662921348314,California,Inyo,Independence,2012-07-02
,54.83561643835617,8.890410958904113,23.931506849315078,99.7260273972603,New York,Albany,Albany,1991-10-11
,67.0419354838709,6.516129032258065,23.948387096774187,99.78387096774186,Indiana,Lake,Gary,2006-02-26
,72.11111111111104,4.937500000000002,23.90972222222224,99.625,New York,Ulster,Not in a city,1997-11-02
,63.10666666666667,8.853333333333339,23.826666666666668,99.28000000000002,Utah,Grand,Not in a city,1992-05-29
,79.76605504587158,8.174311926605503,23.82339449541285,99.26605504587164,Indiana,Jasper,Not in a city,2015-06-08
,75.59976359338066,7.054373522458636,23.702127659574465,98.76595744680851,Idaho,Idaho,Not in a city,2014-07-01
,75.63576158940401,8.218543046357615,23.781456953642405,99.10596026490067,Maryland,Anne Arundel,Fort Meade (U.S. Army),1996-04-22
,77.96504559270515,6.62310030395137,23.732522796352598,98.89361702127653,North Carolina,Mecklenburg,Charlotte,2006-08-30
,74.80909090909097,7.636363636363636,23.609090909090916,98.3818181818182,Illinois,Lake,Zion,1994-06-13
,61.76785714285716,11.589285714285714,23.428571428571423,97.625,Washington,Clallam,Not in a city,1991-07-05
,78.58438356164389,7.690410958904113,23.805479452054804,99.19452054794526,California,Inyo,Independence,2008-06-28
,75.77822966507179,8.837320574162673,23.782296650717694,99.09808612440192,Idaho,Idaho,Not in a city,2014-05-12
,80.24569732937688,6.913946587537092,23.967359050445115,99.86646884272996,California,Inyo,Independence,2008-03-15
,85.68085106382973,8.17730496453901,23.76595744680854,99.0283687943262,North Carolina,Mecklenburg,Charlotte,2005-02-13
,72.7857142857143,4.1318681318681305,15.447802197802202,99.6483516483517,California,Kern,Arvin,2001-08-17
,78.31307506053275,9.099273607748184,23.79903147699758,99.1743341404358,California,Inyo,Independence,2011-02-17
,56.5,7.714285714285712,23.428571428571427,97.61904761904762,Utah,Grand,Not in a city,1990-07-31
,69.79050772626937,10.543046357615887,23.964679911699783,99.85430463576164,Indiana,Porter,Dune Acres,2017-01-29
,79.61921708185048,7.409252669039144,23.868327402135236,99.4626334519573,North Carolina,Mecklenburg,Charlotte,2005-02-17
,79.30159453302964,5.027334851936216,23.861047835990885,99.4259681093395,Indiana,Jasper,Not in a city,2015-12-31
,76.28636363636369,7.354545454545462,17.69545454545455,99.4363636363636,California,Fresno,Parlier,1998-11-07
,79.12953367875649,8.549222797927456,23.883419689119204,99.51554404145072,California,Inyo,Independence,2009-08-22
,80.77560240963858,8.108433734939762,23.891566265060245,99.55120481927707,North Carolina,Mecklenburg,Charlotte,2007-01-06
,79.30769230769238,8.263736263736268,23.285714285714285,97.02747252747258,California,Kern,Arvin,1999-09-14
,54.38666666666667,5.533333333333333,13.453333333333337,99.50666666666665,Arizona,Coconino,Not in a city,1990-03-10
,62.06896551724135,9.25287356321839,23.896551724137925,99.57471264367814,California,Ventura,Ojai,1993-12-09
,74.66028708133973,6.449760765550242,16.90430622009571,99.32535885167464,Wyoming,Teton,Not in a city,1996-11-20
,77.62380952380956,4.909523809523812,16.94761904761905,99.8238095238095,California,Tulare,Mineral King,1997-11-08
,79.79574944071588,7.568232662192407,23.68680089485457,98.70469798657716,California,Inyo,Independence,2011-10-13
,79.5466819221968,6.565217391304344,23.75057208237987,98.96567505720822,Indiana,Jasper,Not in a city,2015-06-03
,67.64013015184379,7.581344902386111,23.691973969631224,98.71366594360084,Indiana,Porter,Dune Acres,2017-03-15
,51.56944444444445,14.097222222222223,23.680555555555557,98.66666666666669,New York,Albany,Albany,1991-11-28
,75.04158653846152,7.098557692307699,23.94711538461539,99.78124999999991,Idaho,Idaho,Not in a city,2014-05-17
,73.00725075528703,7.589123867069488,23.888217522658618,99.5377643504532,North Carolina,Mecklenburg,Charlotte,2007-11-06
,77.747619047619,7.403628117913834,23.70068027210883,98.75510204081633,California,Inyo,Independence,2011-05-31
,73.3405797101449,9.179710144927531,23.74492753623189,98.93913043478258,California,Inyo,Independence,2008-10-13
,77.83935742971883,8.887550200803211,23.94779116465863,99.78313253012044,California,Kern,Arvin,2002-05-19
,69.4315068493151,5.69178082191781,15.424657534246572,99.7191780821918,West Virginia,Tucker,Not in a city,1993-08-07
,81.16726190476189,10.973214285714274,23.91666666666664,99.65476190476188,California,Inyo,Independence,2008-02-01
,80.60999999999994,11.385,23.759999999999994,99.01,California,Kern,Arvin,2001-03-01
,78.88402625820567,4.426695842450758,14.816192560175066,98.8599562363238,North Carolina,Mecklenburg,Charlotte,2004-10-21
,84.29651416122005,9.418300653594766,23.85185185185186,99.38344226579524,Indiana,Porter,Dune Acres,2017-02-28
,70.48988764044942,8.847191011235964,23.93707865168539,99.73932584269669,Indiana,Jasper,Not in a city,2015-11-22
,50.02531645569621,7.075949367088608,13.151898734177212,99.6962025316456,Arizona,Coconino,Not in a city,1990-01-13
,74.247564469914,10.131805157593128,23.94842406876792,99.78510028653292,California,Inyo,Independence,2008-12-06
,50.41666666666666,10.749999999999996,23.97222222222221,99.88888888888886,Utah,Grand,Not in a city,1992-03-29
,75.91820224719105,6.6876404494382085,23.92584269662922,99.69438202247196,Indiana,Porter,Dune Acres,2020-06-20
,69.67358916478554,9.130925507900676,23.920993227990984,99.67494356659142,Arizona,Pima,Not in a city,2021-03-06
,66.81428571428572,5.628571428571428,15.47142857142858,99.39285714285715,West Virginia,Tucker,Not in a city,1993-09-08
,87.65927505330488,7.64818763326226,23.765458422174827,99.02771855010658,Indiana,Porter,Dune Acres,2018-01-10
,47.05376344086021,5.784946236559138,13.860215053763438,100.0,Arizona,Cochise,Not in a city,1991-03-30
,81.56927710843377,8.412650602409641,23.822289156626507,99.25903614457827,North Carolina,Mecklenburg,Charlotte,2006-09-22
,77.07006802721097,8.092970521541952,23.85714285714288,99.41043083900216,Arizona,Pima,Not in a city,2021-05-26
,71.96428571428572,7.30357142857143,23.875,99.48214285714286,California,Fresno,Clovis,1994-07-15
,76.89839572192518,7.475935828877009,23.93048128342246,99.71122994652404,Arizona,Pima,Tucson,1999-06-20
,68.5637982195846,6.350148367952522,15.02670623145401,99.29970326409496,California,Kern,Arvin,2001-04-25
,70.00502092050206,8.002092050209203,23.874476987447697,99.48744769874476,Indiana,Porter,Dune Acres,2018-04-19
,79.88806941431675,7.336225596529291,23.919739696312373,99.66811279826466,Indiana,Porter,Dune Acres,2019-07-06
,50.410256410256416,5.705128205128204,13.205128205128204,99.25641025641023,Arizona,Coconino,Not in a city,1990-02-07
,80.15361445783135,6.120481927710838,23.825301204819272,99.27409638554224,North Carolina,Mecklenburg,Charlotte,2006-08-16
,74.17592592592602,4.805555555555554,15.282407407407414,99.6180555555556,Arizona,Pima,Not in a city,2003-05-03
,55.92405063291141,8.493670886075954,23.82278481012658,99.2658227848101,New York,Rensselaer,Not in a city,1992-11-09
,80.96598639455789,7.081632653061224,23.741496598639458,98.91836734693877,California,Tulare,Mineral King,1997-12-18
,81.76818181818186,6.590909090909092,23.82352941176471,99.27272727272722,California,Inyo,Independence,2010-02-25
,65.00877192982462,4.754385964912283,14.833333333333334,98.8157894736842,Idaho,Butte,Not in a city,1992-07-29
,75.41488095238097,6.48214285714286,23.94940476190476,99.79464285714276,North Carolina,Mecklenburg,Charlotte,2007-05-29
,78.06691919191917,6.429292929292929,23.98989898989897,99.95959595959587,California,Inyo,Independence,2010-07-03
,85.59760956175293,9.378486055776897,23.96414342629483,99.85258964143428,Arizona,Pima,Not in a city,2002-10-25
,79.49170616113747,6.73222748815166,23.817535545023684,99.24170616113744,Idaho,Idaho,Not in a city,2014-12-29
,77.56140350877192,7.184210526315792,23.84210526315789,99.34210526315792,California,Kern,Arvin,2001-06-22
,79.6521739130435,9.13438735177866,23.77075098814231,99.05138339920948,Arizona,Pima,Not in a city,2003-08-26
,78.68431372549023,6.666666666666668,23.70868347338936,98.8011204481792,California,Inyo,Independence,2009-03-17
,79.96167979002627,7.994750656167987,23.853018372703406,99.39370078740149,California,Inyo,Independence,2009-07-28
,48.035087719298254,9.24561403508772,24.0,100.0,Washington,Clallam,Not in a city,1991-06-23
,79.00716845878135,6.8315412186379945,23.784946236559158,99.1146953405018,North Carolina,Mecklenburg,Charlotte,2004-08-12
,79.14009661835756,10.067632850241544,23.75845410628019,99.0,California,Kern,Arvin,2000-09-26
,59.53932584269665,6.02247191011236,23.6067415730337,98.37078651685393,California,Del Norte,Redwood National Park,1993-11-01
,78.9749435665914,8.733634311512416,23.765237020316025,99.0293453724604,Indiana,Jasper,Not in a city,2015-12-17
,62.78172043010749,8.395698924731184,23.80430107526881,99.19569892473127,Indiana,Porter,Dune Acres,2018-11-14
,52.81481481481482,7.604938271604939,13.172839506172838,99.85185185185183,Arizona,Coconino,Not in a city,1990-01-31
,68.09375,9.867187499999996,23.8671875,99.4453125,Colorado,Larimer,Not in a city,1996-03-17
,76.22890295358654,7.751054852320672,23.871308016877617,99.4704641350211,Indiana,Porter,Dune Acres,2018-01-23
,84.75733944954129,7.467889908256886,23.86009174311925,99.4220183486238,California,Inyo,Independence,2011-05-18
,73.95517241379308,11.99425287356321,23.95689655172413,99.82183908045978,California,Inyo,Independence,2008-12-22
,78.09958506224066,4.307053941908715,16.585062240663905,98.14107883817434,California,Kern,Arvin,2000-01-26
,77.13157894736837,7.80263157894737,23.98684210526316,99.94736842105264,Maryland,Anne Arundel,Fort Meade (U.S. Army),1996-10-06
,76.80664652567977,9.459214501510566,23.815709969788504,99.23262839879152,Indiana,Lake,Gary,2006-06-07
,71.53827751196178,5.3253588516746415,14.866028708133962,99.54066985645927,Arizona,Pima,Not in a city,2003-08-25
,81.20853080568725,5.322274881516587,23.355450236966824,97.32227488151658,California,Kern,Arvin,2000-07-11
,76.94366515837105,7.678733031674211,23.816742081447963,99.24434389140268,Indiana,Porter,Dune Acres,2020-05-27
,73.63963963963961,6.806306306306301,23.8828828828829,99.51801801801795,California,Inyo,Independence,2012-09-03
,79.27857142857137,6.846428571428572,23.842857142857152,99.35000000000002,North Carolina,Mecklenburg,Charlotte,2004-07-03
,55.85526315789474,16.17105263157895,23.5,97.9342105263158,New York,Rensselaer,Not in a city,1992-12-28
,48.42857142857142,12.952380952380947,23.95238095238095,99.8095238095238,Utah,Grand,Not in a city,1990-09-24
,64.21538461538461,4.638461538461538,15.86153846153846,99.2692307692308,Utah,Garfield,Not in a city,1993-01-13
,71.78796680497926,11.381742738589208,23.69294605809128,98.73443983402488,California,Inyo,Lone Pine,2022-01-12
,78.98208955223873,7.091684434968015,23.67803837953092,98.66311300639651,Indiana,Porter,Dune Acres,2019-04-25
,75.6106194690265,5.09734513274336,17.65929203539823,99.02654867256634,California,Fresno,Parlier,1998-11-04
,83.39599999999994,10.424000000000005,23.76399999999999,99.01999999999998,Arizona,Pima,Not in a city,2002-12-30
,73.96726457399107,10.156950672645747,23.86995515695068,99.46188340807169,Indiana,Porter,Dune Acres,2016-02-19
,73.87681498829043,8.487119437939112,23.751756440281028,98.9765807962529,Idaho,Idaho,Not in a city,2014-07-07
,77.03636363636362,7.084848484848484,23.66666666666667,98.61818181818178,California,Fresno,Parlier,1999-02-02
,74.44469854469848,6.831600831600827,23.70893970893969,98.79625779625778,Idaho,Idaho,Not in a city,2018-07-03
,71.80180180180179,8.42342342342342,23.88288288288288,99.52252252252254,California,Fresno,Clovis,1994-10-06
,62.89999999999999,8.950000000000001,23.975,99.9,Utah,Grand,Not in a city,1990-08-19
,78.3585227272727,6.809659090909089,23.9431818181818,99.7670454545454,North Carolina,Mecklenburg,Charlotte,2007-09-15
,61.42276422764232,4.804878048780488,14.455284552845526,99.18699186991869,Arizona,Mohave,Not in a city,1992-06-17
,81.4486301369863,6.095890410958903,23.934931506849324,99.73287671232868,North Carolina,Mecklenburg,Charlotte,2005-05-11
,77.19999999999995,7.889830508474576,23.89265536723164,99.5536723163842,California,Inyo,Independence,2009-01-09
,74.82422222222228,7.875555555555557,23.831111111111117,99.29999999999995,California,Inyo,Independence,2011-09-06
,82.10736196319023,8.920245398773009,23.978527607361965,99.91104294478528,California,Humboldt,Not in a city,2006-12-23
,88.1913636363636,8.868181818181824,23.76363636363636,99.02727272727265,Indiana,Jasper,Not in a city,2015-12-22
,76.96636971046772,6.512249443207125,23.80400890868597,99.1915367483297,Indiana,Porter,Dune Acres,2020-07-01
,79.1276595744681,7.690307328605199,23.86052009456264,99.42316784869972,Idaho,Idaho,Not in a city,2014-04-04
,63.24390243902441,6.341463414634145,15.96341463414634,99.25,Arizona,Coconino,Grand Canyon,1994-04-13
,78.847972972973,12.128378378378375,23.914414414414427,99.64639639639636,Indiana,Porter,Dune Acres,2020-12-10
,71.96915167095113,4.899742930591257,15.449871465295637,99.60925449871466,California,Kern,Arvin,2002-04-11
,74.1652173913044,3.121739130434783,17.047826086956515,99.3695652173913,Arizona,Pima,Tucson,1998-05-30
,71.95650224215248,9.244394618834075,23.69506726457396,98.72869955156952,Indiana,Porter,Dune Acres,2016-11-19
,72.16000000000007,6.580952380952383,23.850000000000016,99.38095238095232,Arizona,Pima,Not in a city,2021-10-04
,72.11764705882356,10.8125,23.99264705882354,99.97058823529416,North Carolina,Mecklenburg,Charlotte,2004-12-24
,78.38202247191015,7.044943820224719,23.62359550561797,98.43820224719104,California,Kern,Arvin,1999-05-27
,75.28876404494378,8.447191011235947,23.862921348314615,99.4359550561798,Indiana,Jasper,Not in a city,2015-11-21
,74.4595078299777,7.624161073825495,23.870246085011185,99.4675615212528,Indiana,Jasper,Not in a city,2015-09-08
,80.16524520255861,9.083155650319826,23.73987206823026,98.92110874200426,Indiana,Porter,Dune Acres,2018-12-21
,80.75342465753432,9.123287671232884,23.584474885844745,98.2808219178082,Indiana,Porter,Dune Acres,2020-01-17
,77.5546875,7.3671875,23.55078125000001,98.13281249999996,Arizona,Pima,Not in a city,2003-09-19
,70.04342984409807,9.191536748329623,23.917594654788424,99.65924276169262,Indiana,Porter,Dune Acres,2016-02-09
,80.6825630252101,6.138655462184876,23.815126050420155,99.23319327731092,Idaho,Idaho,Not in a city,2018-05-14
,79.8497395833333,7.861979166666662,23.950520833333357,99.79687500000004,California,Inyo,Independence,2009-09-07
,77.78313253012047,7.313253012048193,14.628915662650614,99.52048192771086,North Carolina,Mecklenburg,Charlotte,2004-01-01
,73.5449438202247,7.89887640449438,23.48876404494381,97.88764044943817,California,Kern,Arvin,1999-10-14
,78.75181236673784,6.187633262260129,23.908315565031995,99.62260127931764,Idaho,Nez Perce,Not in a city,2017-06-02
,76.5018475750578,7.782909930715939,23.939953810623532,99.75288683602771,Idaho,Idaho,Not in a city,2014-09-14
,76.16870026525201,7.843501326259944,23.68435013262599,98.68700265251992,California,Inyo,Independence,2009-06-30
,69.01197604790418,8.928143712574856,23.562874251497007,98.17964071856284,California,Kern,Arvin,1999-03-30
,76.77578475336318,4.946188340807176,17.497757847533627,99.98206278026908,Wyoming,Teton,Not in a city,1997-10-11
