air/rh_and_dp_daily_summary.o3_AQI,air/rh_and_dp_daily_summary.f0_,air/rh_and_dp_daily_summary.f1_,air/rh_and_dp_daily_summary.f2_,air/rh_and_dp_daily_summary.f3_,air/rh_and_dp_daily_summary.f4_,air/rh_and_dp_daily_summary.f5_,air/rh_and_dp_daily_summary.f6_,Day
,74.25240274599544,5.7185354691075485,23.90389016018307,99.60640732265438,Arizona,Pima,Not in a city,2021-08-14
,80.58424242424245,10.730303030303036,23.775757575757584,99.06969696969696,North Carolina,Mecklenburg,Charlotte,2007-12-18
,59.2887323943662,6.9718309859154965,15.373239436619722,99.1619718309859,West Virginia,Tucker,Not in a city,1993-04-14
,78.36036036036033,7.41216216216216,23.84909909909908,99.36936936936937,Indiana,Porter,Dune Acres,2016-02-22
,82.86505190311414,6.643598615916956,23.63321799307956,98.47750865051904,North Carolina,Mecklenburg,Charlotte,2005-04-30
,76.375415282392,7.999999999999998,23.81395348837208,99.23255813953485,North Carolina,Mecklenburg,Charlotte,2006-01-14
,83.68888888888887,5.425925925925927,23.63333333333333,98.47407407407404,North Carolina,Mecklenburg,Charlotte,2004-05-28
,72.35828877005348,9.860962566844918,23.78609625668448,99.10695187165771,California,Kern,Arvin,2000-04-10
,71.71052631578947,8.763157894736839,23.82456140350877,99.28070175438596,Arizona,Pima,Tucson,1995-03-05
,86.78243559718972,8.562060889929734,23.615925058548005,98.40281030444964,Indiana,Porter,Dune Acres,2019-12-29
,73.00541760722348,8.322799097065463,23.869074492099315,99.45823927765224,Arizona,Pima,Not in a city,2021-05-19
,36.68292682926829,8.292682926829269,24.0,100.0,Utah,Grand,Not in a city,1990-02-02
,75.03498871331834,7.941309255079004,23.923250564334086,99.68171557562076,Arizona,Pima,Not in a city,2021-05-28
,78.7530259365994,12.461095100864554,23.88472622478385,99.521613832853,California,Inyo,Independence,2008-12-14
,76.16304347826086,6.663043478260872,23.68478260869565,98.70108695652172,Arizona,Pima,Tucson,1999-06-11
,80.72631578947369,6.605263157894735,23.442105263157902,97.67894736842106,California,Kern,Arvin,1999-08-01
,77.14126315789476,6.898947368421056,23.909473684210518,99.62947368421052,Idaho,Nez Perce,Not in a city,2017-09-25
,80.63949843260181,6.937304075235109,23.83385579937304,99.31347962382448,Indiana,Lake,Gary,2006-04-25
,79.95888650963596,7.852248394004291,23.794432548179884,99.14775160599577,Idaho,Idaho,Not in a city,2017-11-13
,78.47845303867399,9.831491712707184,23.977900552486197,99.90883977900552,California,Inyo,Independence,2009-12-26
,78.46351351351346,6.277027027027027,23.90090090090093,99.59009009009006,Indiana,Porter,Dune Acres,2020-05-29
,75.87771084337352,8.349397590361452,23.909638554216865,99.6265060240964,North Carolina,Mecklenburg,Charlotte,2007-03-31
,76.0093896713615,9.92018779342723,23.97652582159625,99.906103286385,California,Kern,Arvin,2001-12-08
,82.2387909319899,6.176322418136014,23.90176322418134,99.59445843828716,California,Inyo,Independence,2010-06-05
,86.10550458715598,7.802752293577977,22.36238532110092,98.89908256880736,California,Kern,Arvin,2000-08-30
,80.48875878220137,11.969555035128808,23.87587822014052,99.4847775175644,Idaho,Idaho,Not in a city,2013-12-08
,80.80591259640106,9.704370179948585,23.90231362467865,99.5938303341902,California,Inyo,Independence,2010-10-11
,73.49794238683131,9.930041152263373,23.888888888888893,99.54732510288063,Arizona,Pima,Not in a city,2003-12-01
,61.975,3.1875,15.606250000000005,99.76874999999994,Alabama,Lawrence,Moulton,1994-01-26
,67.11290322580645,9.435483870967744,23.9516129032258,99.8064516129032,New York,Chemung,Elmira,1991-08-29
,80.79444444444444,6.677777777777778,23.794444444444444,99.14444444444445,California,Kern,Arvin,1999-09-13
,80.29016786570743,10.13669064748202,23.83213429256595,99.30695443645074,Indiana,Jasper,Not in a city,2015-01-20
,59.927083333333336,10.447916666666671,23.78125,99.09374999999996,Arizona,Pima,Tucson,1994-03-14
,78.10271903323262,7.368580060422959,23.94259818731116,99.76435045317218,North Carolina,Mecklenburg,Charlotte,2006-09-12
,75.58821752265865,9.374622356495472,23.957703927492453,99.82477341389728,North Carolina,Mecklenburg,Charlotte,2007-04-09
,73.52920168067233,9.764705882352942,23.955882352941185,99.81932773109246,Idaho,Nez Perce,Not in a city,2017-10-07
,79.62486033519554,9.06703910614525,23.86592178770949,99.4441340782123,North Carolina,Mecklenburg,Charlotte,2007-07-23
,69.98275862068974,5.471264367816089,23.859770114942524,99.41839080459768,Arizona,Pima,Not in a city,2021-04-30
,76.01098901098904,6.9230769230769225,23.75824175824176,98.989010989011,California,Del Norte,Redwood National Park,1993-08-23
,75.98654708520179,6.6053811659192805,17.524663677130057,99.67264573991032,California,Fresno,Parlier,1998-12-19
,65.42105263157897,4.622807017543859,14.74561403508772,99.2719298245614,Idaho,Butte,Not in a city,1992-08-15
,71.76763485477179,5.614107883817431,18.04979253112032,99.07053941908713,California,Kern,Arvin,1999-05-12
,79.5993150684932,5.4349315068493125,23.81506849315069,99.23972602739724,North Carolina,Mecklenburg,Charlotte,2005-06-07
,82.0043388429752,6.694214876033058,23.76859504132232,99.039256198347,Indiana,Porter,Dune Acres,2018-08-22
,68.96012269938652,7.343558282208593,23.91717791411043,99.65644171779132,North Carolina,Mecklenburg,Charlotte,2007-03-03
,76.87038834951457,8.725728155339791,23.927184466019405,99.7038834951456,Arizona,Pima,Not in a city,2021-11-07
,74.07964601769909,7.522123893805309,23.548672566371696,98.13274336283192,California,Fresno,Clovis,1994-07-19
,66.70270270270271,8.05405405405405,23.986486486486488,99.94594594594597,New York,Rensselaer,Not in a city,1992-10-23
,71.03116147308785,3.575070821529746,14.971671388101974,99.58073654390938,California,Kern,Arvin,2001-10-25
,77.39382151029744,5.183066361556062,23.79176201372997,99.1350114416475,Arizona,Pima,Not in a city,2021-08-02
,66.12359550561796,7.93258426966292,23.58426966292135,98.29213483146071,California,Del Norte,Redwood National Park,1993-06-01
,53.09459459459458,7.054054054054055,23.83783783783783,99.3243243243243,New York,Hamilton,Not in a city,1991-10-18
,65.55223880597015,9.582089552238807,23.477611940298505,97.85074626865672,New York,Erie,Tonawanda,1991-09-16
,80.75322580645165,9.470430107526877,23.73924731182796,98.91397849462366,California,Inyo,Independence,2009-10-23
,76.33965517241386,9.603448275862068,23.877155172413783,99.48922413793092,Indiana,Porter,Dune Acres,2018-11-17
,71.57446808510643,13.368794326241137,23.56737588652482,98.21985815602834,California,Kern,Bakersfield,1996-01-09
,78.07588495575222,7.055309734513271,23.752212389380528,98.98008849557527,California,Inyo,Independence,2011-09-20
,78.72682926829263,8.287804878048787,23.89756097560976,99.57560975609756,California,Kern,Arvin,2001-04-15
,75.96153846153845,4.740384615384615,14.704326923076898,99.51201923076924,North Carolina,Mecklenburg,Charlotte,2004-01-28
,78.79869281045747,9.873638344226572,23.77342047930284,99.05882352941175,Indiana,Porter,Dune Acres,2018-02-26
,83.02160919540226,8.88965517241379,23.843678160919552,99.34942528735624,Idaho,Idaho,Not in a city,2014-10-12
,85.2712669683258,6.2669683257918525,23.6108597285068,98.39140271493216,Indiana,Porter,Dune Acres,2020-03-17
,75.4050925925926,6.9143518518518565,23.75231481481483,98.97453703703702,California,Inyo,Independence,2011-08-26
,81.91370558375635,8.61421319796954,23.68527918781726,98.69543147208124,California,Kern,Arvin,2000-11-07
,78.20563798219582,7.403560830860528,23.919881305638,99.67062314540064,North Carolina,Mecklenburg,Charlotte,2007-05-10
,72.07432432432431,8.878378378378375,23.479729729729726,97.84459459459458,Georgia,DeKalb,Tucker,1997-03-11
,68.63392857142854,8.258928571428573,23.196428571428577,96.65178571428572,California,Fresno,Clovis,1994-10-13
,76.96323851203503,7.925601750547044,23.831509846827103,99.29759299781176,Indiana,Porter,Dune Acres,2017-02-01
,70.08438818565403,5.734177215189876,17.379746835443026,99.51054852320674,California,Los Angeles,Long Beach,1997-07-05
,80.85459610027857,6.779944289693598,23.896935933147624,99.57103064066852,California,Inyo,Independence,2008-05-25
,75.00204545454545,7.79090909090909,23.854545454545452,99.39545454545458,California,Inyo,Independence,2012-03-12
,39.0,7.225000000000001,23.975,99.9,Utah,Grand,Not in a city,1990-03-18
,75.55798687089725,12.291028446389491,23.91903719912472,99.67177242888394,Indiana,Porter,Dune Acres,2017-02-17
,68.3616780045351,8.893424036281184,23.87755102040816,99.49206349206356,California,Inyo,Independence,2012-09-23
,81.46771084337345,7.448192771084338,23.77108433734941,99.0506024096385,California,Inyo,Independence,2011-02-28
,71.18875598086117,9.188995215311014,23.78708133971292,99.11722488038272,Indiana,Jasper,Not in a city,2015-03-31
,82.03745318352061,8.33333333333333,23.887640449438205,99.53558052434455,Arizona,Pima,Not in a city,2003-05-31
,66.95275590551181,12.023622047244098,23.95275590551181,99.8031496062992,Indiana,LaPorte,Michigan City,1996-03-10
,66.86000000000001,11.510000000000003,23.98,99.92,California,Fresno,Clovis,1994-11-11
,81.2949275362318,6.5217391304347805,23.780193236714982,99.09420289855072,Arizona,Pima,Not in a city,2021-11-04
,49.81012658227851,6.594936708860758,13.20253164556962,98.68354430379743,Arizona,Gila,Tonto National Monument,1990-04-04
,71.00888888888886,6.764444444444452,17.00444444444444,98.96444444444442,Georgia,DeKalb,Tucker,1997-10-18
,85.72342342342341,6.53378378378378,23.68468468468467,98.7027027027028,California,Inyo,Independence,2011-10-11
,81.45771144278609,7.278606965174133,23.94527363184079,99.77114427860698,California,Kern,Arvin,2001-03-16
,47.41333333333335,11.493333333333336,23.53333333333333,98.06666666666668,New York,Erie,Lackawanna,1991-12-16
,62.37301587301587,4.547619047619051,14.825396825396828,99.80158730158728,Idaho,Butte,Not in a city,1992-12-12
,78.1103825136612,7.13114754098361,23.94535519125682,99.77595628415295,California,Inyo,Independence,2008-07-05
,73.63849765258225,4.640845070422538,14.765258215962469,99.09154929577473,Arizona,Pima,Not in a city,2003-09-03
,83.52925373134322,7.66865671641791,23.77910447761194,99.07761194029848,North Carolina,Mecklenburg,Charlotte,2008-01-11
,77.10077519379846,7.713178294573641,23.98449612403101,99.93798449612405,Arizona,Pima,Tucson,1995-07-09
,67.07344632768361,3.627118644067796,15.853107344632775,99.638418079096,Arizona,Pima,Tucson,1995-03-01
,76.99932735426016,8.396860986547084,23.782511210762333,99.10089686098657,Indiana,Porter,Dune Acres,2020-09-10
,77.4010638297872,8.770212765957448,23.83404255319148,99.31914893617022,Idaho,Idaho,Not in a city,2017-09-13
,83.06352201257866,5.4528301886792505,23.80293501048218,99.1844863731656,Idaho,Idaho,Not in a city,2018-05-23
,63.69306930693068,9.920792079207922,23.61386138613862,98.39603960396045,Arizona,Pima,Tucson,1994-01-28
,78.75464684014872,6.249070631970263,23.76951672862454,99.05204460966544,Arizona,Pima,Not in a city,2003-07-24
,76.83297644539617,7.20128479657388,23.907922912205557,99.61884368308334,Indiana,Porter,Dune Acres,2018-11-26
,80.79947780678853,8.046997389033944,23.634464751958223,98.48302872062663,California,Inyo,Independence,2010-11-17
,74.50396825396828,5.682539682539682,18.273809523809547,98.9563492063492,California,Kern,Arvin,1999-07-28
,74.4833333333333,5.534482758620691,23.89080459770117,99.55172413793105,North Carolina,Mecklenburg,Charlotte,2007-06-20
,78.54401709401711,7.871794871794865,23.74358974358975,98.9358974358974,Indiana,Porter,Dune Acres,2016-08-12
,84.82738095238098,7.839285714285715,23.95238095238097,99.80357142857144,California,Los Angeles,Long Beach,1997-09-14
,62.73049645390074,6.758865248226952,15.02127659574468,99.29787234042551,West Virginia,Tucker,Not in a city,1993-12-08
,66.17977528089888,10.292134831460675,23.67415730337078,98.65168539325845,California,Del Norte,Redwood National Park,1993-05-18
,63.54761904761905,8.738095238095239,23.61904761904762,98.42857142857144,Michigan,Allegan,Not in a city,1990-07-05
,81.3409381663113,7.833688699360332,23.878464818763327,99.498933901919,Indiana,Porter,Dune Acres,2018-12-19
,79.62500000000004,6.822368421052635,23.736842105263165,98.91447368421056,Arizona,Cochise,Not in a city,1996-10-01
,68.70889423076919,7.209134615384618,23.925480769230763,99.69711538461536,Indiana,Jasper,Not in a city,2015-02-19
,74.89671361502344,3.0305164319248794,15.086854460093884,99.7558685446009,Arizona,Pima,Not in a city,2003-08-04
,70.81030444964868,3.105386416861828,14.756440281030464,99.6393442622951,North Carolina,Mecklenburg,Charlotte,2004-03-28
,65.00729927007299,5.335766423357665,15.532846715328468,99.7007299270073,West Virginia,Tucker,Not in a city,1993-07-21
,77.15102040816328,8.367346938775508,23.75510204081633,98.99183673469386,California,Kern,Arvin,2002-06-18
,76.2495370370371,6.495370370370371,23.93749999999999,99.74074074074068,California,Inyo,Independence,2012-11-23
,78.68695652173915,7.208695652173914,23.904347826086983,99.60434782608696,California,Kern,Arvin,2001-08-27
,49.07843137254902,13.58823529411765,23.50980392156863,97.98039215686276,Arizona,Coconino,Grand Canyon,1991-03-26
,80.77427293064876,6.174496644295299,23.919463087248324,99.66666666666671,Indiana,Jasper,Not in a city,2015-09-05
,75.18660287081339,3.7511961722488008,16.837320574162693,99.96172248803826,California,Lake,Middletown,1997-11-22
,79.99970674486805,7.560117302052784,23.86510263929618,99.44574780058646,North Carolina,Mecklenburg,Charlotte,2007-10-31
,80.79779735682816,9.187224669603529,23.93832599118943,99.74669603524234,Indiana,Porter,Dune Acres,2016-10-16
,40.05882352941176,10.627450980392156,23.490196078431374,97.88235294117648,Texas,El Paso,El Paso,1991-01-17
,80.3860759493671,4.683544303797469,23.873417721518983,99.48101265822784,Arizona,Pima,Tucson,1998-04-20
,54.28735632183908,13.034482758620689,23.701149425287355,98.77011494252876,California,Del Norte,Redwood National Park,1993-03-01
,79.72222222222221,9.35,23.955555555555563,99.81666666666668,California,Kern,Arvin,1999-09-12
,78.72972972972971,7.115830115830117,23.710424710424714,98.80694980694976,Arizona,Pima,Not in a city,2003-08-15
,88.53403755868544,6.281690140845074,23.83802816901409,99.3286384976526,Indiana,Porter,Dune Acres,2019-12-26
,72.41228070175438,6.140350877192979,23.99122807017544,99.96491228070175,California,Fresno,Clovis,1994-09-25
,77.90789473684211,7.549342105263168,23.77631578947369,99.07565789473682,North Carolina,Mecklenburg,Charlotte,2005-09-07
,74.60399999999997,9.162352941176474,23.865882352941178,99.44470588235296,California,Inyo,Independence,2012-10-19
,79.88607594936708,6.721518987341773,23.708860759493675,98.7974683544304,Maryland,Baltimore (City),Baltimore,1996-08-22
,68.82022471910113,8.640449438202248,23.494382022471907,97.8988764044944,California,Del Norte,Redwood National Park,1993-06-07
,80.26390804597703,9.937931034482762,23.795402298850554,99.15632183908046,California,Inyo,Independence,2012-02-01
,80.01244813278005,7.302904564315352,23.85062240663901,99.38174273858915,Arizona,Pima,Not in a city,2002-11-12
,86.22634730538921,9.550898203592812,23.8323353293413,99.30838323353288,North Carolina,Mecklenburg,Charlotte,2007-12-10
,76.55395683453229,7.467625899280575,23.769784172661872,99.04316546762595,North Carolina,Mecklenburg,Charlotte,2004-09-07
,80.39728096676737,9.5287009063444,23.939577039274912,99.75226586102715,North Carolina,Mecklenburg,Charlotte,2007-12-16
,77.98351648351645,6.736263736263737,23.60439560439561,98.35714285714285,California,Fresno,Parlier,1998-07-14
,76.33348837209302,7.097674418604647,23.82790697674421,99.28837209302328,Idaho,Idaho,Not in a city,2014-07-23
,79.94399999999999,9.913846153846157,23.984615384615385,99.93846153846154,California,Humboldt,Not in a city,2006-10-14
,69.79999999999994,8.557142857142853,23.685714285714283,98.7,California,Kern,Bakersfield,1996-01-01
,75.10330578512396,6.545454545454543,18.29338842975206,99.20661157024796,California,Kern,Arvin,1999-09-18
,67.17294900221732,10.139689578713975,23.975609756097576,99.90022172948991,Indiana,Porter,Dune Acres,2020-10-17
,77.94652406417114,7.946524064171118,23.66310160427808,98.61497326203208,Arizona,Pima,Tucson,1999-06-21
,77.28067940552013,6.471337579617833,23.80891719745223,99.2059447983016,Idaho,Idaho,Not in a city,2017-07-21
,82.71457725947518,8.36734693877551,23.970845481049565,99.88338192419826,North Carolina,Mecklenburg,Charlotte,2007-10-04
,78.1223981900453,6.875565610859722,23.86425339366516,99.43665158371036,Indiana,Jasper,Not in a city,2015-08-23
,75.86036036036039,9.417417417417411,23.918918918918905,99.66366366366354,California,Inyo,Independence,2008-02-09
,53.03092783505155,6.030927835051547,14.164948453608249,99.52577319587628,Arizona,Cochise,Not in a city,1991-06-15
,72.88260869565221,6.069565217391308,16.952173913043463,98.55652173913045,Arizona,Pima,Tucson,1998-05-20
,79.3117117117117,7.326576576576576,23.87837837837837,99.49549549549548,California,Inyo,Independence,2012-04-12
,74.93009259259253,7.437499999999999,23.736111111111097,98.9074074074073,Arizona,Pima,Not in a city,2021-09-14
,75.82526595744685,7.85638297872341,23.933510638297854,99.72606382978724,California,Inyo,Independence,2009-05-11
,74.30291777188329,7.840848806366047,23.91511936339524,99.65251989389915,California,Inyo,Independence,2010-03-16
,82.97407407407408,8.83333333333334,23.84074074074073,99.34444444444448,Arizona,Pima,Not in a city,2003-05-01
,81.25245901639339,11.426229508196723,23.770491803278688,99.04262295081968,North Carolina,Mecklenburg,Charlotte,2005-10-17
,66.65454545454544,4.843181818181815,15.020454545454532,99.6113636363637,North Carolina,Mecklenburg,Charlotte,2004-05-03
,78.36038961038959,6.558441558441563,23.835497835497844,99.32467532467524,Indiana,Porter,Dune Acres,2019-06-03
,80.70108695652173,5.711956521739129,23.75543478260868,98.98369565217396,California,Fresno,Parlier,1998-08-13
,49.738095238095234,11.714285714285712,23.45238095238096,97.71428571428572,Utah,Grand,Not in a city,1990-05-25
,83.14180790960457,8.901129943502823,23.903954802259893,99.6073446327684,California,Inyo,Independence,2009-01-23
,73.90722610722608,5.393939393939389,23.983682983682986,99.93473193473194,Arizona,Pima,Not in a city,2021-04-17
,73.99598930481271,4.708556149732624,23.973262032085557,99.89037433155076,California,Inyo,Independence,2009-05-17
,82.10714285714283,8.257142857142851,23.842857142857127,99.35,Minnesota,Dakota,Not in a city,1996-10-28
,77.18085106382976,7.90780141843971,23.73049645390071,98.88652482269504,North Carolina,Mecklenburg,Charlotte,2005-02-02
,73.5466666666667,6.688888888888884,17.84888888888889,99.07555555555552,California,Kern,Arvin,1999-03-24
,78.4466019417475,6.440129449838185,23.776699029126217,99.07766990291256,North Carolina,Mecklenburg,Charlotte,2005-08-02
,77.13212765957455,6.346808510638303,23.85531914893617,99.39999999999996,Idaho,Idaho,Not in a city,2017-07-29
,75.42510121457484,8.170040485829961,23.684210526315784,98.69230769230774,Arizona,Pima,Not in a city,2003-12-30
,73.87078651685395,7.764044943820227,23.94943820224721,99.78651685393258,California,Kern,Arvin,1999-05-16
,79.68698630136987,7.497716894977171,23.726027397260285,98.86986301369863,California,Inyo,Independence,2013-09-21
,72.97630331753558,5.6398104265402855,17.028436018957347,99.57345971563984,Indiana,Lake,Gary,1997-02-22
,53.2162162162162,12.932432432432435,23.418918918918923,97.58108108108108,Utah,Grand,Not in a city,1992-02-28
,80.34101382488478,10.165898617511528,23.741935483870957,98.9354838709678,California,Kern,Arvin,2001-12-22
,72.83586387434562,6.7696335078534045,23.934554973821967,99.73036649214656,California,Inyo,Independence,2010-11-05
,74.31355932203391,5.906779661016946,18.25,98.38135593220343,California,Kern,Arvin,1999-09-15
,73.95258620689654,9.909482758620692,23.948275862068986,99.78448275862073,California,Kern,Arvin,2002-02-23
,78.34306569343062,8.42335766423358,23.5985401459854,98.32846715328468,Arizona,Pima,Tucson,1995-07-24
,82.96787148594379,7.004016064257027,23.987951807228903,99.9518072289156,Arizona,Pima,Not in a city,2002-10-19
,81.47094594594599,7.202702702702703,23.68918918918919,98.71171171171171,Indiana,Porter,Dune Acres,2020-05-15
,76.59724137931036,7.588505747126431,23.896551724137947,99.57241379310337,California,Inyo,Independence,2013-09-29
,82.48068669527893,10.261802575107298,23.89270386266093,99.55793991416314,California,Kern,Arvin,2002-01-28
,31.64705882352942,10.705882352941174,23.78431372549019,99.09803921568626,Arizona,Coconino,Grand Canyon,1991-03-08
,78.75268817204302,5.927419354838709,23.854838709677413,99.3951612903226,California,Inyo,Independence,2009-10-10
,65.14814814814818,5.592592592592597,15.055555555555554,99.41358024691355,Alabama,Lawrence,Moulton,1994-11-16
,84.35555555555548,9.58187134502924,23.76315789473684,99.02339181286548,North Carolina,Mecklenburg,Charlotte,2007-10-16
,82.35068870523425,4.903581267217632,23.83471074380164,99.31680440771346,California,Inyo,Independence,2009-12-15
,83.46209386281599,7.317689530685921,23.83754512635379,99.32851985559569,North Carolina,Mecklenburg,Charlotte,2004-09-04
,43.74468085106383,8.914893617021281,23.97872340425532,99.91489361702128,Colorado,Denver,Denver,1990-12-16
,80.2710706150342,6.4806378132118425,23.94077448747152,99.75854214123012,Indiana,Jasper,Not in a city,2015-08-09
,70.84782608695647,8.02608695652174,23.86304347826088,99.43260869565223,Indiana,Porter,Dune Acres,2019-03-15
,41.74418604651162,11.069767441860462,23.88372093023256,99.53488372093024,South Dakota,Jackson,Not in a city,1990-02-12
,83.24675324675319,8.201298701298706,23.714285714285705,98.81818181818184,Indiana,Porter,Dune Acres,2019-03-21
,66.74647887323943,8.140845070422536,23.7887323943662,99.14084507042254,New York,Rensselaer,Not in a city,1992-09-08
,64.59447004608295,6.193548387096778,16.85253456221198,98.93548387096776,Minnesota,Dakota,Not in a city,1996-05-01
,74.07795823665899,8.243619489559181,23.84686774941995,99.36194895591642,Idaho,Idaho,Not in a city,2013-10-06
,74.92905405405406,10.787162162162156,23.770270270270263,99.05067567567563,North Carolina,Mecklenburg,Charlotte,2005-11-03
,71.55379464285714,7.127232142857146,23.9419642857143,99.76116071428572,California,Inyo,Independence,2012-05-11
,75.68669527896998,10.214592274678107,23.99141630901287,99.96566523605148,California,Kern,Arvin,2002-02-06
,77.85182648401832,5.589041095890409,23.88812785388127,99.53652968036523,Arizona,Pima,Not in a city,2021-06-26
,78.47938144329898,5.149484536082475,23.88659793814433,99.53092783505151,California,Kern,Arvin,1999-08-22
,81.98832684824899,6.735408560311285,23.91050583657588,99.63035019455248,Arizona,Pima,Not in a city,2003-09-01
,78.90624999999999,8.406249999999998,23.462499999999988,97.76249999999996,Arizona,Pima,Tucson,1998-04-14
,77.4802631578947,7.256578947368418,15.796052631578956,98.92105263157904,California,Kern,Arvin,2000-12-08
,66.95774647887325,8.211267605633804,23.52112676056338,98.02816901408454,New York,Rensselaer,Not in a city,1992-07-05
,75.5176795580111,12.591160220994473,23.89502762430939,99.56906077348064,California,Inyo,Lone Pine,2022-03-29
,78.66916099773243,11.523809523809538,23.74149659863945,98.93197278911558,Indiana,Porter,Dune Acres,2020-01-21
,71.16721311475419,8.185792349726789,23.718579234972665,98.83333333333334,California,Inyo,Independence,2008-06-18
,77.79330143540678,8.901913875598092,23.78468899521532,99.12200956937804,Indiana,Jasper,Not in a city,2015-03-10
,69.15596330275233,9.458715596330276,23.862385321100927,99.44036697247708,Maryland,Anne Arundel,Not in a city,1994-06-05
,76.86294277929159,7.220708446866483,23.940054495912808,99.74931880108988,California,Inyo,Independence,2009-04-26
,68.2127962085308,12.021327014218013,23.87677725118482,99.49289099526072,Idaho,Idaho,Not in a city,2014-11-19
,82.46076696165186,6.135693215339238,23.790560471976384,99.13864306784652,North Carolina,Mecklenburg,Charlotte,2007-10-18
,78.89921465968592,9.87696335078534,23.785340314136125,99.11256544502616,California,Inyo,Independence,2010-04-16
,66.72321428571426,9.071428571428566,23.455357142857142,97.74107142857142,Arizona,Pima,Tucson,1995-01-08
,76.87696629213488,12.71348314606741,23.929775280898888,99.70786516853929,California,Inyo,Independence,2009-04-01
,75.37823129251694,7.369614512471657,23.736961451247165,98.91156462585042,California,Inyo,Independence,2013-06-06
,76.63184079601994,7.467661691542289,23.88557213930348,99.52736318407956,California,Kern,Arvin,2000-05-12
,66.38526077097515,9.32653061224489,23.841269841269856,99.344671201814,California,Inyo,Independence,2013-05-14
,58.77868852459017,7.786885245901638,14.950819672131152,100.0,Arizona,Mohave,Not in a city,1992-02-22
,78.85350467289727,9.960280373831775,23.87383177570093,99.47663551401874,Indiana,Porter,Dune Acres,2019-11-06
,58.6551724137931,14.586206896551722,23.712643678160923,98.8045977011494,California,Del Norte,Redwood National Park,1993-03-02
,54.26041666666667,10.406250000000004,23.67708333333334,98.66666666666669,Arizona,Pima,Tucson,1994-03-17
,79.59197247706425,7.95183486238532,23.908256880733948,99.6238532110092,California,Inyo,Independence,2013-04-16
,80.02424942263278,6.884526558891454,23.859122401847557,99.41570438799076,Indiana,Jasper,Not in a city,2015-06-14
,82.38530805687203,9.744075829383885,23.79620853080569,99.15402843601892,California,Inyo,Independence,2011-03-21
,74.22242268041228,7.548969072164943,23.93556701030926,99.73453608247426,California,Inyo,Independence,2009-08-30
,77.23742331288342,8.604294478527603,23.837423312883427,99.32515337423312,California,Humboldt,Not in a city,2006-12-26
,72.05196687370588,7.0786749482401605,23.86128364389233,99.42443064182191,Idaho,Idaho,Not in a city,2018-07-19
,81.16250000000002,5.99375,23.8375,99.33125,Arizona,Coconino,Grand Canyon Village,1996-07-29
,79.50467706013356,7.890868596881961,23.83741648106903,99.33184855233858,Indiana,Porter,Dune Acres,2016-02-03
,74.16651685393272,7.278651685393262,23.87865168539326,99.49887640449435,Indiana,Porter,Dune Acres,2020-06-16
,79.5712166172107,8.47477744807122,23.940652818991087,99.753709198813,California,Inyo,Independence,2008-03-16
,72.31082352941173,10.61411764705882,23.70588235294117,98.7811764705882,Idaho,Idaho,Not in a city,2013-11-19
,67.89147286821706,8.325581395348834,23.922480620155035,99.68992248062014,California,Fresno,Parlier,1995-11-23
,76.27336448598132,7.2873831775700895,23.859813084112165,99.42289719626169,California,Inyo,Independence,2011-04-14
,72.0269230769232,8.796380090497738,23.94117647058824,99.7579185520362,Indiana,Porter,Dune Acres,2016-02-27
,81.74767123287667,6.243835616438355,23.92876712328767,99.70410958904108,California,Inyo,Independence,2009-11-15
,78.66801801801796,6.7094594594594605,23.905405405405403,99.6126126126125,California,Inyo,Independence,2011-07-05
,77.09550561797751,9.303370786516853,23.79213483146069,99.14606741573036,California,Kern,Arvin,1999-04-23
,71.43583535108964,5.368038740920101,14.93462469733656,99.820823244552,Arizona,Pima,Not in a city,2003-01-24
,78.32953020134221,6.418344519015662,23.8434004474273,99.35123042505596,Indiana,Porter,Dune Acres,2020-06-29
,74.71211340206185,6.404639175257733,23.77577319587629,99.0721649484536,California,Inyo,Independence,2009-08-31
,73.54469525959371,7.873589164785558,23.643340857787816,98.52144469525962,California,Inyo,Independence,2013-09-06
,72.72705314009659,5.024154589371982,15.19565217391305,99.89130434782604,Arizona,Pima,Not in a city,2002-09-14
,75.05563063063069,7.234234234234238,23.86711711711712,99.4481981981982,California,Inyo,Independence,2013-02-15
,85.49175704989156,7.53145336225597,23.854663774403477,99.3991323210412,Indiana,Porter,Dune Acres,2019-01-19
,71.01311475409831,8.936768149882903,23.95316159250585,99.80327868852468,Idaho,Idaho,Not in a city,2013-12-27
,78.96818181818186,8.30681818181818,23.74772727272726,98.96363636363635,California,Inyo,Independence,2012-09-26
,83.98583106267036,9.41961852861035,23.90190735694824,99.591280653951,California,Inyo,Independence,2010-01-24
,72.81372549019609,5.5032679738562,15.977124183006527,99.46078431372553,California,Kern,Arvin,2000-12-05
,64.97142857142859,5.268571428571428,16.21142857142857,99.85714285714285,Alabama,Lawrence,Moulton,1994-09-28
,72.03142857142859,9.07714285714285,23.90571428571427,99.6114285714286,California,Inyo,Independence,2008-12-05
,78.65067264573993,6.578475336322872,23.76905829596411,99.0470852017937,California,Inyo,Independence,2011-06-21
,71.44295302013425,8.130872483221475,23.73825503355704,98.91610738255034,North Carolina,Mecklenburg,Charlotte,2005-12-05
,77.76543209876544,9.796296296296296,23.561728395061724,98.18518518518522,Arizona,Pima,Tucson,1998-05-19
