air/pm25_frm_daily_summary.o3_AQI,air/pm25_frm_daily_summary.f0_,air/pm25_frm_daily_summary.f1_,air/pm25_frm_daily_summary.f2_,air/pm25_frm_daily_summary.f3_,air/pm25_frm_daily_summary.f4_,air/pm25_frm_daily_summary.f5_,air/pm25_frm_daily_summary.f6_,Day
42.74488403819919,17.21796707229776,4.704366499642085,11.862562634216191,99.71367215461687,Alabama,Jefferson,Birmingham,2020-10-04
48.13387660069849,12.913387660069848,0.0,1.0,100.0,Alabama,Jefferson,Not in a city,2001-04-22
49.14201183431952,13.2,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2007-12-28
43.59060402684563,11.419463087248324,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2004-04-23
27.103538663171708,9.52035040431266,4.4110512129380135,11.958894878706202,99.11253369272232,Alabama,Jefferson,Birmingham,2021-05-27
33.79746835443039,11.926872246696034,4.829662261380323,10.5007342143906,99.55212922173271,Pennsylvania,Lebanon,Not in a city,2013-07-13
44.88271604938272,11.401234567901238,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2003-03-06
32.80454545454546,12.420358514724713,5.2202304737516005,10.793854033290652,99.14084507042251,California,Marin,San Rafael,2014-09-06
37.21146496815295,14.099602911978852,5.404367968232942,11.88418266048974,99.320317670417,Alabama,Jefferson,Birmingham,2021-09-09
33.63559322033897,12.546547619047615,4.151190476190476,10.942857142857145,99.52142857142856,Washington,Snohomish,Darrington,2015-12-13
46.03348214285714,13.982314588427055,3.0301548492257537,7.016299918500407,99.2273838630807,Washington,Skagit,Anacortes,2014-08-06
25.0174672489083,8.119187898089175,3.292197452229299,7.109872611464969,99.52388535031844,Washington,Skagit,Anacortes,2014-05-02
33.44204322200393,11.957158351409976,5.338394793926248,10.907809110629069,98.54880694143166,Pennsylvania,York,York,2016-05-25
42.68711656441717,11.107361963190185,0.0,1.0,100.0,Arkansas,Pulaski,Little Rock,2008-02-20
27.272241992882563,10.21996161228407,5.22936660268714,11.382917466410747,99.11996161228409,Nevada,Clark,Not in a city,2017-07-29
54.0735294117647,15.786764705882351,0.0,1.0,100.0,Oregon,Jackson,Medford,1999-12-22
55.6358024691358,15.774074074074072,0.0,1.0,100.0,Nebraska,Douglas,Omaha,2004-03-20
37.74666666666666,12.871138211382112,3.715447154471545,9.861788617886178,99.72764227642276,Louisiana,East Baton Rouge,Baton Rouge,2011-06-19
46.67975830815711,12.818277945619336,0.0,1.0,100.0,Wyoming,Sheridan,Sheridan,1999-11-29
38.54938271604939,10.138690476190472,0.2261904761904762,1.625,99.8095238095238,Florida,Orange,Winter Park,2008-05-29
45.43023255813953,17.603792415169657,5.807052561543585,11.890884896872914,98.91550232867591,Alabama,Jefferson,Birmingham,2021-08-24
81.25,26.375,0.0,1.0,100.0,Wisconsin,Milwaukee,Milwaukee,1998-08-09
36.12452107279695,14.296394485683988,4.284199363732768,11.141039236479315,99.67762460233298,California,Alameda,Not in a city,2016-11-06
32.49197860962567,11.477397910731243,5.174738841405508,11.32573599240266,98.3713200379867,Minnesota,Lake,Not in a city,2017-08-15
30.70049504950495,7.531311881188119,0.0,1.0,100.0,Alabama,Jefferson,Not in a city,2000-04-21
33.01550387596899,8.144186046511628,0.0,1.0,100.0,North Carolina,Forsyth,Winston-Salem,2006-10-07
42.19642857142858,10.839285714285714,0.0,1.0,100.0,Louisiana,East Baton Rouge,Baton Rouge,1999-05-20
31.37688442211056,11.237865497076024,4.774853801169591,10.453216374269008,99.32748538011695,Minnesota,Washington,Bayport,2013-07-28
33.65313028764806,11.144026682838083,3.164948453608248,7.37780473013948,99.51000606428138,Utah,Duchesne,Roosevelt,2017-01-13
40.32622950819672,14.783420138888893,6.191840277777778,11.740451388888893,99.76475694444446,California,Monterey,Carmel Valley Village,2018-01-07
56.08235294117647,16.439999999999998,0.0,1.0,100.0,Florida,Broward,Davie,1999-01-28
32.1801948051948,9.93861985472155,2.837772397094431,6.750605326876513,99.71246973365618,North Dakota,Billings,Not in a city,2016-08-28
93.0,32.1,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-05-07
31.75291828793774,11.590689886135298,4.010046885465506,8.015405224380444,99.44206296048225,Minnesota,Hennepin,Minneapolis,2017-02-03
61.583606557377045,23.492369477911648,5.732931726907631,9.728915662650603,99.4016064257028,Pennsylvania,Cumberland,Carlisle,2011-01-25
40.44376528117358,11.689425051334704,1.8542094455852152,4.616016427104722,99.88501026694044,California,San Mateo,Redwood City,2010-08-21
31.37569060773481,11.53071638861629,5.976447497546614,11.424926398429832,98.96172718351325,Minnesota,Cook,Not in a city,2017-03-13
24.13054187192118,9.051212553495008,5.388017118402282,10.49358059914408,99.58915834522112,Washington,Skagit,Anacortes,2013-04-20
23.961715160796327,9.649473684210529,6.287449392712551,11.740890688259109,99.59838056680164,Ohio,Stark,Canton,2018-11-03
42.207920792079214,11.542574257425745,0.1089108910891089,1.0,100.0,Massachusetts,Suffolk,Boston,1999-08-09
41.09221658206437,14.007924528301904,4.927762803234502,9.190296495956856,99.36495956873313,Alabama,Jefferson,Birmingham,2020-11-05
47.2447795823666,12.652320185614848,0.0,1.0,100.0,Montana,Sanders,Thompson Falls,2000-11-17
35.96143250688705,12.817017828200973,4.883306320907618,10.024311183144246,98.57374392220422,South Dakota,Minnehaha,Sioux Falls,2012-12-04
52.92490118577076,25.17616438356165,2.682191780821918,7.712328767123288,99.37534246575343,Montana,Gallatin,West Yellowstone,2010-01-01
35.49625935162095,8.672568578553614,0.0,1.0,100.0,Illinois,Madison,Granite City,2005-05-01
26.929292929292927,9.248344370860924,3.805739514348786,8.717439293598234,99.2516556291391,Alaska,Matanuska-Susitna ,Palmer,2010-10-03
35.459119496855344,14.47981308411215,5.407476635514019,10.057943925233646,98.9644859813084,Washington,Snohomish,Marysville,2011-12-22
27.4559686888454,9.921948608137043,4.703426124197002,10.962526766595287,98.38008565310494,Rhode Island,Providence,Providence,2016-10-04
49.93865030674847,13.128220858895704,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2002-08-26
38.0,9.0,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-05-22
46.8751677852349,12.51798657718121,0.0026845637583892,1.0,100.0,Illinois,McLean,Normal,2007-11-05
35.17967145790554,10.667605633802818,2.4946147473073736,5.2750621375310685,99.38856669428336,Oklahoma,Kay,Ponca City,2012-08-07
44.91428571428572,11.678857142857142,0.0,1.0,100.0,California,Sacramento,Sacramento,2002-01-22
62.04210526315789,18.245263157894737,0.0,1.0,100.0,Colorado,Larimer,Fort Collins,2000-12-09
32.28235294117646,8.830434782608696,1.0326086956521738,2.5869565217391304,99.93478260869566,New Hampshire,Cheshire,Keene,2008-10-02
59.6,16.240000000000002,0.0,1.0,100.0,Wisconsin,Kenosha,Pleasant Prairie,1998-06-16
44.24532710280374,17.028383705650455,4.700394218134034,10.90670170827858,99.7910643889619,North Carolina,Montgomery,Candor,2014-01-19
52.97030651340996,14.968678160919543,0.0134099616858237,1.0,100.0,New Hampshire,Cheshire,Keene,2004-01-10
30.911468812877263,10.280731364275669,3.3122362869198314,7.671589310829819,99.148382559775,Minnesota,Lake,Not in a city,2016-10-12
23.20378457059678,8.454281459419223,6.498883097542821,11.870439314966498,98.49888309754276,Alabama,Jefferson,Birmingham,2020-04-14
38.524,9.938,0.0,1.0,100.0,Louisiana,St. Tammany,Not in a city,2006-09-23
29.755215577190544,7.256050069541027,0.0,1.0,100.0,Arkansas,Arkansas,Stuttgart,2008-03-04
37.58923512747874,14.33184818481848,5.605610561056106,10.234323432343237,98.65841584158414,Alaska,Anchorage ,Anchorage,2012-12-19
42.480274442538594,16.06016333938294,4.582577132486388,11.479128856624316,98.65154264972776,Oklahoma,Kay,Ponca City,2017-12-04
40.59447004608295,13.78890784982935,3.0477815699658697,6.888225255972696,99.74914675767916,New Hampshire,Cheshire,Keene,2013-12-21
66.73743016759776,20.58938547486034,0.0,1.0,100.0,Missouri,Clay,North Kansas City,2002-12-08
22.48015873015873,5.701719576719576,0.0026455026455026,1.0,100.0,New Hampshire,Rockingham,Portsmouth,2007-10-24
46.14872521246459,12.326628895184136,0.0,1.0,100.0,Washington,Snohomish,Marysville,2006-09-05
20.667755102040807,7.602269129287602,4.677044854881278,8.94722955145118,99.24063324538275,Alabama,Jefferson,Birmingham,2020-02-27
26.04944178628389,9.87109440267335,5.879699248120302,11.63575605680869,98.70676691729322,Minnesota,Cook,Not in a city,2018-09-18
51.56666666666666,13.906,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2003-10-20
33.05714285714287,12.470435741864296,4.446773303916171,10.088803088803076,99.40044125758403,Alabama,Jefferson,Birmingham,2021-10-04
24.486407766990293,7.1601769911504425,0.9230088495575224,3.011504424778761,99.93451327433628,Alaska,Anchorage ,Anchorage,2009-10-10
45.80113636363636,12.093181818181815,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2000-01-20
19.998569384835484,7.777369581190305,5.6509919177075645,11.988243938280675,99.18148420279206,Alabama,Jefferson,Birmingham,2020-03-30
50.39510489510489,21.05943661971831,4.909859154929578,11.344600938967137,98.88732394366195,Nevada,Clark,Not in a city,2017-09-05
27.20657276995305,8.276470588235295,2.6544117647058822,5.81985294117647,99.63602941176472,South Dakota,Union,Not in a city,2009-04-03
34.698656429942424,13.499694376528115,4.334963325183375,9.039731051344743,98.77506112469436,Pennsylvania,Tioga,Not in a city,2018-11-13
79.0,25.2,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-07-27
24.43366500829187,8.254656116859403,3.0511259890444307,6.947656725502129,99.30553864881315,Massachusetts,Bristol,Fall River,2016-12-02
66.97029702970298,21.152475247524755,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,1999-02-27
33.2159383033419,12.090909090909092,5.332844574780059,10.491202346041057,98.51466275659826,California,Santa Clara,San Jose,2013-09-18
27.71481481481481,10.288616290480864,4.627085377821394,11.343473994111871,98.29244357212951,Massachusetts,Bristol,Fall River,2017-04-03
47.95890410958904,12.610958904109587,0.0,1.0,100.0,Oklahoma,Oklahoma,Oklahoma City,2004-05-20
43.83879093198993,11.551007556675062,0.0,1.0,100.0,Louisiana,St. Bernard,Arabi,2006-01-08
55.167664670658674,16.171257485029937,0.0,1.0,100.0,Texas,Tarrant,Fort Worth,2000-06-09
40.58959537572255,10.550867052023118,0.0,1.0,100.0,Texas,Bexar,San Antonio,2002-09-24
28.71019108280255,12.48657844990548,5.223062381852552,9.88657844990548,98.4404536862004,New Hampshire,Grafton,Lebanon,2011-11-30
35.20802919708029,12.536276849642004,4.653937947494033,8.651551312649165,98.9307875894988,Montana,Gallatin,West Yellowstone,2010-07-02
40.08797417271996,13.73477366255142,3.721193415637864,9.301954732510268,99.83950617283936,Alabama,Jefferson,Birmingham,2021-04-04
39.62804878048781,10.215853658536584,0.0,1.0,100.0,North Carolina,Guilford,Greensboro,2007-03-30
37.946666666666665,9.624,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2003-09-05
38.21472392638038,10.229142857142856,0.5142857142857143,2.4171428571428577,99.41142857142856,Florida,Hillsborough,Valrico,2008-08-27
43.926829268292686,11.4260162601626,0.0,1.0,100.0,California,Fresno,Fresno,2006-07-23
40.263020833333336,15.174887218045113,3.810526315789474,10.59248120300752,99.67067669172933,California,Santa Clara,San Jose,2013-03-10
34.216867469879524,13.235273368606702,4.574955908289241,10.045855379188714,98.12169312169311,Washington,Snohomish,Darrington,2012-09-05
22.534426229508192,9.337132987910202,5.604490500863554,11.837651122625216,99.81001727115704,South Carolina,Lexington,Seven Oaks,2022-03-19
23.78902953586498,8.778172588832504,4.788977519941999,11.886874546773024,98.95721537345896,Alabama,Jefferson,Birmingham,2020-03-23
45.591916558018205,18.46386105544422,5.710086840347357,11.962591850367382,98.95524382097518,Alabama,Jefferson,Birmingham,2021-08-16
60.069101678183614,18.210069101678187,0.0197433366238894,1.0,100.0,Arkansas,Faulkner,Conway,2007-08-16
26.229797979797976,10.507417974322395,5.28530670470756,10.666191155492152,98.92296718972896,Oklahoma,Kay,Ponca City,2013-11-19
38.71337579617834,10.21656050955414,0.0,1.0,100.0,California,Sacramento,Sacramento,2005-03-12
37.15159574468085,14.90316265060241,5.0,10.58433734939759,98.56475903614458,Washington,Snohomish,Marysville,2013-04-08
44.53719008264464,18.387428160919523,6.129310344827593,11.921695402298855,99.66738505747122,Alabama,Jefferson,Birmingham,2020-06-27
52.869281045751634,17.133333333333336,0.1176470588235294,1.0,100.0,California,Plumas,Quincy,2004-06-30
41.64960629921261,14.256582633053222,2.952380952380953,7.512605042016807,99.63865546218486,Hawaii,Maui,Kihei,2009-11-05
34.15827338129497,11.195812807881772,3.43103448275862,8.128078817733993,99.79556650246305,Wisconsin,Dane,Madison,2010-05-15
30.0,7.3,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-05-16
37.418006430868175,15.13097514340344,5.290630975143404,9.990439770554492,98.80879541108987,South Dakota,Union,Not in a city,2011-11-10
41.02343749999999,13.510270270270269,3.494594594594594,7.918918918918919,99.52432432432434,California,San Francisco,San Francisco,2010-02-09
37.04494382022472,14.919771863117871,5.384030418250951,10.88846641318124,99.66793409378958,Minnesota,Anoka,Blaine,2014-12-27
27.108024691358025,10.24054054054054,3.776576576576576,10.045045045045043,98.190990990991,Alaska,Anchorage ,Anchorage,2012-04-17
38.6508875739645,9.48639053254438,0.0,1.0,100.0,Louisiana,Jefferson,Kenner,2007-04-13
43.07003891050584,13.596181630546956,2.553147574819401,5.601651186790506,99.68421052631578,Minnesota,Anoka,Blaine,2011-07-17
37.25581395348837,9.14767441860465,0.0,1.0,100.0,Michigan,Wayne,Detroit,2002-05-10
56.400000000000006,17.612790697674416,0.5232558139534884,2.5465116279069764,100.0,Hawaii,Hawaii,Hilo,2008-07-06
42.00641025641025,10.921794871794871,0.0,1.0,100.0,California,Fresno,Fresno,2004-11-06
24.27557980900409,9.19577762139339,5.73610133708657,11.90429275158339,99.05137227304714,Alabama,Jefferson,Birmingham,2021-03-24
26.10920945395273,8.772827417380661,2.9742962056303552,6.608935128518971,99.56425948592413,Washington,Pierce,Tacoma,2016-03-25
36.42168674698795,9.920338983050849,0.4576271186440678,2.3446327683615817,99.97740112994352,Hawaii,Hawaii,Kealakekua,2008-08-11
30.623529411764707,10.904896710022951,6.249426166794184,11.750573833205816,98.84162203519512,Pennsylvania,Fayette,Uniontown,2019-06-04
40.90710382513662,10.612568306010928,0.0,1.0,100.0,Connecticut,New Haven,New Haven,2001-07-01
38.10407239819004,11.379078014184396,2.304964539007092,5.773049645390072,99.854609929078,Hawaii,Honolulu,Honolulu,2009-05-21
56.059701492537314,15.486069651741293,0.1144278606965174,1.0,100.0,Louisiana,Jefferson,Kenner,2001-10-02
26.917730496453903,9.93890109890109,5.55091575091575,11.85641025641025,98.91794871794863,Alabama,Jefferson,Birmingham,2020-06-16
64.89672544080604,20.51775818639798,0.0,1.0,100.0,Arkansas,Ashley,Crossett,2005-09-10
50.275000000000006,13.5375,0.0,1.0,100.0,Washington,Mason,Shelton,2002-03-01
52.37888198757764,14.292546583850934,0.0,1.0,100.0,Kentucky,Jefferson,Louisville,2008-03-12
34.49872773536896,11.769432314410482,5.090247452692868,10.387190684133916,98.2721979621543,Minnesota,Lyon,Marshall,2013-05-30
55.92,15.936000000000002,0.06,1.0,100.0,Wisconsin,Grant,Potosi,2005-01-20
46.48717948717948,12.209615384615384,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2004-06-15
58.70680628272252,17.186387434554973,0.0,1.0,100.0,Texas,Bexar,San Antonio,2002-12-05
35.554307116104866,11.67392405063291,3.612658227848101,8.070886075949366,98.873417721519,Hawaii,Honolulu,Pearl City,2010-05-25
37.324808184143215,11.01065573770492,1.9692622950819672,5.359631147540983,99.15778688524593,California,Marin,San Rafael,2011-03-13
44.648809523809526,12.407142857142858,0.0,1.0,100.0,Wisconsin,Brown,Green Bay,2007-03-15
41.65384615384617,11.009890109890108,0.0,1.0,100.0,Oregon,Jackson,Medford,2002-05-25
24.89655172413793,9.237749737118824,5.452155625657202,11.0410094637224,98.7981072555205,Minnesota,Lake,Not in a city,2016-10-25
49.62695312499999,17.441397849462362,3.4086021505376345,8.092069892473118,99.72983870967742,Nevada,Clark,Sunrise Manor,2017-01-16
64.95019157088123,20.03620689655172,0.0,1.0,100.0,Minnesota,Cass,Not in a city,2005-08-02
24.730935251798567,9.105808823529408,5.768382352941175,11.860294117647069,98.40735294117646,Alabama,Jefferson,Birmingham,2020-06-15
44.98947368421053,13.050526315789474,0.2421052631578947,1.0,100.0,Pennsylvania,Cumberland,Carlisle,2002-11-30
32.4593023255814,12.180541455160746,5.590524534686971,10.338409475465314,99.2808798646362,Oklahoma,Kay,Ponca City,2012-11-03
39.74200913242009,15.030256410256408,5.7192307692307685,10.732051282051284,98.70384615384616,Massachusetts,Essex,Lynn,2014-12-12
39.1366622864651,17.155167693360728,7.419575633128003,11.901437371663256,99.51266255989052,Alabama,Jefferson,Birmingham,2020-12-31
43.824742268041234,11.927491408934708,0.0,1.0,100.0,Montana,Missoula,Not in a city,2002-09-02
35.0,8.5,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-04-16
38.83696780893042,12.700302800908402,2.934140802422407,7.181680545041634,99.8016654049962,Washington,Kitsap,Bremerton,2015-02-14
37.02634245187437,11.461892797319932,2.0603015075376883,4.882747068676717,99.67336683417086,Ohio,Franklin,New Albany,2011-10-30
37.53470437017994,13.002496328928046,4.834067547723936,10.558002936857562,98.92511013215857,California,Monterey,Carmel Valley Village,2013-07-11
35.790258449304176,11.194803370786516,3.366573033707865,7.533005617977528,99.16853932584269,New Hampshire,Cheshire,Keene,2016-06-20
24.980392156862745,9.601748633879785,4.72896174863388,10.995628415300548,99.33333333333336,Washington,King,Seattle,2016-03-18
30.65314009661836,10.57914191419142,3.943894389438944,8.054125412541255,99.17095709570958,Washington,Skagit,Anacortes,2017-04-10
44.2969696969697,11.61939393939394,0.0,1.0,100.0,Florida,Duval,Jacksonville,2007-09-08
37.91333333333333,13.36338329764454,4.4796573875803,8.901498929336187,98.81584582441116,New Hampshire,Cheshire,Keene,2010-10-18
27.480459770114944,10.194954721862873,5.407503234152652,10.7490297542044,98.7503234152652,Washington,Kitsap,Bremerton,2014-06-26
30.796666666666667,12.24239350912779,5.137931034482759,9.64097363083164,98.82758620689656,Wyoming,Fremont,Not in a city,2011-02-15
25.880715705765404,10.05584699453552,4.827322404371586,11.03934426229508,98.81967213114756,Idaho,Bannock,Not in a city,2016-05-20
47.18974358974359,12.205128205128206,0.0,1.0,100.0,Nebraska,Douglas,Omaha,2001-03-27
35.45283018867924,13.235714285714284,4.834586466165413,9.898496240601505,98.70864661654136,California,San Mateo,Redwood City,2011-11-16
27.76712328767124,10.90127877237852,5.491048593350384,10.819693094629155,98.87979539641944,Rhode Island,Providence,Providence,2014-09-03
53.49445471349353,15.838909426987062,0.0,1.0,100.0,Washington,Stevens,Colville,2001-06-12
47.91194968553459,12.733939393939393,0.3878787878787879,1.624242424242424,99.85454545454546,Hawaii,Hawaii,Pahala,2008-06-24
37.67420814479638,11.300709219858158,2.1843971631205674,5.872340425531914,99.98581560283688,Utah,Washington,Virgin,2009-05-09
30.9358799454297,11.529537366548018,5.450533807829177,11.78220640569396,99.11530249110336,Alabama,Jefferson,Birmingham,2020-09-01
27.886571056062564,10.451816958277236,5.478465679676985,11.950201884253032,99.2738896366084,Alabama,Jefferson,Birmingham,2021-04-21
51.38166047087981,13.554399008674102,0.0,1.0,100.0,Arkansas,Miller,Texarkana,2003-06-05
36.03595206391477,10.578534031413612,2.6020942408376966,5.725654450261779,99.25863874345548,Washington,Snohomish,Marysville,2011-08-16
36.32374100719424,9.09928057553957,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2004-05-31
74.0,22.9,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-12-03
84.33333333333333,28.0,0.0,1.0,100.0,Wisconsin,Waukesha,Waukesha,1997-10-07
54.84392265193366,34.84733044733041,5.388888888888888,11.89033189033191,99.60678210678216,Alabama,Jefferson,Birmingham,2020-09-13
36.29411764705881,14.135941043083903,5.98639455782313,10.934240362811794,99.38662131519274,Nevada,Clark,Not in a city,2016-01-02
30.7363344051447,7.656752411575563,0.0,1.0,100.0,Montana,Lincoln,Libby,1999-09-30
41.894736842105296,15.367130550033153,4.856196156394971,11.868787276341942,98.93969516235924,Alabama,Jefferson,Birmingham,2021-09-08
30.50453955901423,13.855681818181834,5.4438502673796805,11.97727272727274,99.30481283422468,Alabama,Jefferson,Birmingham,2021-10-11
45.5,11.425,0.0,1.0,100.0,Illinois,Cook,Northbrook,1998-07-28
29.281159420289857,12.5112676056338,4.961267605633802,9.836267605633802,99.21302816901408,Minnesota,Anoka,Blaine,2012-01-29
49.90847457627119,18.47843942505133,4.125256673511294,9.926078028747432,99.59548254620124,Washington,Snohomish,Marysville,2011-01-23
37.87615283267457,14.037746096401891,4.946367956551248,11.895451459606232,98.95858791581804,Alabama,Jefferson,Birmingham,2021-04-05
