air/pm25_frm_daily_summary.o3_AQI,air/pm25_frm_daily_summary.f0_,air/pm25_frm_daily_summary.f1_,air/pm25_frm_daily_summary.f2_,air/pm25_frm_daily_summary.f3_,air/pm25_frm_daily_summary.f4_,air/pm25_frm_daily_summary.f5_,air/pm25_frm_daily_summary.f6_,Day
40.119565217391305,10.08967391304348,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2002-04-03
65.05555555555554,20.212698412698412,0.0,1.0,100.0,New Mexico,Bernalillo,Albuquerque,2005-09-12
39.55,13.742369477911646,4.588353413654619,9.632530120481928,98.23493975903614,Idaho,Bannock,Not in a city,2011-02-28
55.266304347826086,16.106603773584904,0.1226415094339622,1.136118598382749,99.97304582210242,Hawaii,Hawaii,Hilo,2008-06-26
47.74848851269649,13.251995163240627,0.0,1.0,100.0,New Hampshire,Hillsborough,Nashua,2004-02-12
31.47706422018349,9.393632958801495,1.958801498127341,5.067415730337079,99.81647940074906,Alaska,Anchorage ,Anchorage,2009-02-19
24.027755749405237,8.23691056910569,3.663956639566396,8.123035230352304,99.3539295392954,Pennsylvania,Fayette,Uniontown,2018-10-29
22.780254777070063,8.373382624768947,4.804066543438077,10.306839186691311,98.84473197781884,North Dakota,Oliver,Not in a city,2012-04-23
33.331905781584574,11.779663056558366,5.074608904933815,10.77858002406739,98.8110709987966,Washington,Snohomish,Darrington,2015-10-07
58.73960612691466,17.10010940919037,0.0010940919037199,1.0,100.0,Wyoming,Converse,Not in a city,2000-01-31
38.66906474820144,9.965827338129497,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2003-04-12
31.7936507936508,9.790617283950615,3.217283950617284,6.762345679012347,99.08086419753086,South Dakota,Minnehaha,Sioux Falls,2016-07-11
37.21689497716894,14.154498714652956,5.63496143958869,10.812339331619537,99.23907455012854,Colorado,Mesa,Grand Junction,2014-07-18
28.253363228699552,11.002017654476669,4.341740226986129,10.730138713745273,98.84237074401008,Washington,Snohomish,Marysville,2014-12-23
41.92051030421982,10.552011776251229,0.0,1.0,100.0,New Hampshire,Grafton,Lebanon,2007-12-02
29.179206566347457,12.07680228408279,4.208422555317637,11.87508922198431,99.486795146324,Alabama,Jefferson,Birmingham,2020-11-15
32.60961538461539,11.961955366631242,5.785334750265673,11.142401700318812,99.5759829968119,California,Santa Clara,San Jose,2016-10-29
31.599009900990094,11.025608011444923,4.656652360515022,10.36766809728183,98.8340486409156,Nevada,Clark,Not in a city,2013-05-08
32.830222222222204,9.674367737525632,2.5358851674641154,6.064251537935749,99.10731373889269,Idaho,Bannock,Not in a city,2014-10-02
27.79625,7.710764262648009,1.6404736275565124,4.090419806243271,99.68460710441336,California,San Francisco,San Francisco,2010-05-17
20.867125984251967,7.459084507042253,3.073239436619718,7.338028169014084,99.28028169014084,Washington,Snohomish,Marysville,2016-03-28
52.18018018018017,14.718918918918922,0.0,1.0,100.0,Texas,Dallas,Dallas,1999-09-13
34.45618556701031,11.876435935198822,4.449189985272459,10.596465390279825,99.0324005891016,Minnesota,Anoka,Blaine,2013-06-23
29.659619450317123,10.363990267639902,4.731143552311434,10.704379562043796,99.76277372262771,Minnesota,Anoka,Blaine,2015-06-06
17.625,6.93125,8.25,12.374999999999998,99.5,Maine,Penobscot,Bangor,2022-05-26
48.659420289855085,14.068840579710145,0.0,1.0,100.0,Washington,Pierce,South Hill,1999-11-27
48.9746835443038,12.96139240506329,0.0,1.0,100.0,Florida,Duval,Jacksonville,2007-06-10
40.286644951140055,13.756237623762376,4.227722772277228,9.829702970297028,99.23564356435644,South Dakota,Minnehaha,Sioux Falls,2011-04-07
52.10371318822023,14.954033290653008,0.0115236875800256,1.0,100.0,Puerto Rico,Adjuntas,Adjuntas,2005-10-04
62.15526315789474,19.54210526315789,0.0,1.0,100.0,Arkansas,Pulaski,Little Rock,1999-07-17
35.35714285714286,10.64011164274322,3.279904306220095,6.870015948963316,99.39952153110048,Washington,Skagit,Anacortes,2014-03-27
43.67586206896552,11.060689655172414,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2003-07-13
33.893368010403115,12.528234501347695,6.537061994609154,11.976415094339645,99.5653638814014,Alabama,Jefferson,Birmingham,2021-07-10
29.93888166449935,10.615224681421855,6.328638497652576,11.912810194500311,99.0818242790074,Alabama,Jefferson,Birmingham,2021-04-27
57.42857142857144,17.24571428571429,0.0,1.0,100.0,Oregon,Multnomah,Portland,1999-01-16
40.23991031390135,15.26777493606138,4.744245524296675,10.771099744245522,99.64194373401534,Pennsylvania,York,York,2014-12-06
76.625,25.101315789473684,0.0,1.0,100.0,Michigan,Allegan,Holland,2004-07-21
26.071052631578947,11.322138554216869,5.349397590361447,10.498493975903616,98.8132530120482,California,Santa Clara,San Jose,2013-02-20
23.50333333333333,8.520355731225298,4.966403162055336,9.855731225296443,98.07905138339925,California,San Mateo,Redwood City,2011-05-16
35.058479532163744,8.68888888888889,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2007-03-05
45.602739726027394,12.221232876712328,0.0,1.0,100.0,Kentucky,Jefferson,Louisville,2004-04-11
30.794002607561907,11.693066666666668,6.706666666666668,11.951999999999982,98.81533333333326,Alabama,Jefferson,Birmingham,2021-11-04
34.625,9.544867549668874,1.3104304635761592,3.370860927152318,99.7773178807947,Missouri,Saint Louis,Ladue,2010-05-20
30.625000000000004,17.518749999999997,8.0,12.5,100.0,Maine,Penobscot,Bangor,2022-05-28
59.95646606914211,25.85421926910303,4.748837209302327,11.982059800664452,99.65980066445188,Alabama,Jefferson,Birmingham,2021-08-07
39.3079884504331,12.841319228375855,3.933416303671436,8.925948973242065,99.1897946484132,California,Monterey,Carmel Valley Village,2018-07-16
34.70414201183432,8.60473372781065,0.0,1.0,100.0,Washington,Snohomish,Marysville,2007-04-25
50.281871345029245,14.540935672514616,0.0,1.0,100.0,Montana,Yellowstone,Billings,2000-07-08
30.153179190751448,8.381035923141187,1.6741854636591478,3.957393483709272,99.75856307435257,Montana,Gallatin,West Yellowstone,2010-09-11
26.4446002805049,9.938344226579511,6.167755991285421,11.86710239651416,99.07988380537404,Alabama,Jefferson,Birmingham,2020-02-14
36.10304789550072,13.72172284644195,6.128838951310862,11.764794007490638,98.4996254681648,Washington,Snohomish,Darrington,2019-11-18
31.38083832335329,9.527,1.747,4.666,99.61,Pennsylvania,York,York,2010-10-14
38.32857142857143,9.76857142857143,0.8142857142857145,1.0,100.0,Mississippi,Harrison,Biloxi,2005-11-10
31.127962085308056,9.271317829457365,1.8410852713178292,4.984496124031008,99.3565891472868,Hawaii,Hawaii,Pahala,2009-03-03
36.145833333333336,8.985416666666667,0.0,1.0,100.0,Michigan,Allegan,Holland,1999-03-03
59.99203187250996,21.44050279329609,3.488826815642458,7.807262569832403,99.90782122905028,California,San Francisco,San Francisco,2010-01-16
37.71320754716982,12.922051282051283,3.920512820512821,8.153846153846153,99.0974358974359,Pennsylvania,Delaware,Chester,2010-05-28
33.75155279503106,8.921739130434782,0.0,1.0,100.0,North Carolina,Durham,Durham,2007-03-29
39.67375886524823,10.481560283687944,0.0,1.0,100.0,Kentucky,Jefferson,Louisville,2005-02-10
53.13862928348909,19.57073371805441,5.052761747732892,11.709810387469089,99.598516075845,Minnesota,Cook,Not in a city,2018-08-25
34.57395143487858,12.940813810110974,4.976572133168927,10.870530209617757,98.95561035758324,Nevada,Clark,Not in a city,2015-02-24
33.62795275590551,13.067934782608694,5.174999999999999,11.165217391304347,99.53804347826086,Massachusetts,Suffolk,Boston,2016-07-24
38.21958456973294,15.49045138888889,5.123263888888888,10.208333333333332,98.8263888888889,Washington,Snohomish,Marysville,2012-09-20
30.226512226512227,12.079761904761892,6.851190476190476,11.995370370370368,99.23875661375664,Alabama,Jefferson,Birmingham,2021-11-19
54.11152882205514,15.032581453634087,0.0112781954887218,1.0,100.0,Arkansas,Faulkner,Conway,2004-08-16
71.17500000000001,22.7125,0.0,1.0,100.0,Texas,Bexar,San Antonio,2001-11-16
59.55029585798816,17.342603550295856,0.0,1.0,100.0,Texas,Tarrant,Fort Worth,2000-08-24
39.118989405052965,11.900643431635388,3.932439678284183,8.724932975871313,99.40965147453085,Pennsylvania,York,York,2019-07-26
43.91925465838509,11.56832298136646,0.0,1.0,100.0,North Carolina,Catawba,Hickory,2007-04-11
40.78947368421053,15.173043478260867,5.274782608695653,9.92869565217391,98.88,Pennsylvania,York,York,2012-02-07
35.37012987012988,12.289494163424123,4.533073929961089,9.941634241245136,98.90661478599222,New Hampshire,Cheshire,Keene,2011-09-28
42.46511627906977,10.7984496124031,0.0,1.0,100.0,North Carolina,Mecklenburg,Not in a city,2006-09-30
31.98186528497409,12.020833333333332,4.476190476190476,10.65029761904762,99.57738095238096,Minnesota,Washington,Bayport,2013-03-03
62.89204545454545,18.976136363636364,0.0,1.0,100.0,Texas,Dallas,Dallas,2000-10-16
37.13924050632912,9.548427672955976,0.0817610062893081,1.1446540880503144,100.0,South Carolina,Lexington,Seven Oaks,2008-03-30
55.17741935483871,15.352150537634408,0.0,1.0,100.0,Texas,Bexar,San Antonio,2002-01-18
35.0,8.4,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-06-07
47.310924369747895,13.03025210084034,0.0,1.0,100.0,Wisconsin,Milwaukee,Milwaukee,1999-06-19
53.72794117647059,15.778676470588236,0.0,1.0,100.0,Oregon,Lane,Eugene,1999-12-19
33.15384615384615,10.872240802675584,2.989966555183947,6.909698996655518,99.876254180602,California,San Diego,Camp Pendleton South,2009-08-22
44.40825688073394,13.555,2.671428571428572,5.953571428571427,99.62142857142857,Pennsylvania,Cumberland,Carlisle,2009-06-02
35.059596844872914,11.373921698739217,2.493032514930325,6.456536164565362,99.50431320504312,Washington,Kittitas,Ellensburg,2015-02-05
42.58526315789474,15.832181168057208,5.238379022646007,10.823599523241954,99.6066746126341,Washington,Skagit,Anacortes,2015-02-07
33.98473282442748,11.25242966751918,3.739130434782608,8.363171355498723,99.38874680306908,California,San Mateo,Redwood City,2010-05-03
52.2340425531915,15.029078014184398,0.2553191489361702,1.0,100.0,Michigan,Wayne,Detroit,2005-10-02
46.92592592592592,12.569444444444445,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,1999-05-10
51.11000000000001,14.219500000000002,0.0,1.0,100.0,Colorado,Denver,Denver,2001-12-05
40.44796828543112,11.55583482944345,0.8689407540394976,3.1409335727109515,99.88958707360862,Montana,Gallatin,West Yellowstone,2010-01-20
46.84105960264899,12.945454545454549,0.9515151515151516,2.6787878787878787,99.2969696969697,Virginia,Henrico,East Highland Park,2008-09-02
54.90605095541395,20.59043303121856,3.7678751258811705,9.298590130916418,99.35951661631434,Alabama,Jefferson,Birmingham,2021-07-21
53.59963768115942,16.034510869565217,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2002-02-07
39.946745562130175,13.853415061295973,3.816112084063047,10.23817863397548,99.62697022767075,New Hampshire,Cheshire,Keene,2012-05-20
37.27299703264095,14.70232558139535,4.905187835420393,10.008944543828266,99.79606440071558,Washington,Snohomish,Marysville,2012-01-08
46.42857142857143,12.622857142857145,0.0,1.0,100.0,Nebraska,Douglas,Omaha,2002-03-13
24.257221458046743,9.567945007235888,4.704775687409558,11.795224312590443,99.5643994211288,Alabama,Jefferson,Birmingham,2020-01-11
36.767921146953405,9.092831541218638,0.0098566308243727,1.0,100.0,Alabama,Jefferson,Not in a city,2001-05-13
31.083756345177665,11.216204379562043,4.767883211678832,10.35182481751825,98.65839416058394,Minnesota,Washington,Bayport,2013-04-03
28.778571428571425,10.045867460908417,5.419210722263589,11.750558451228594,98.93075204765452,Washington,Skagit,Anacortes,2019-10-01
45.49201877934272,15.154935622317597,2.9427753934191703,6.349785407725322,99.47138769670956,Minnesota,Olmsted,Rochester,2014-02-04
49.31052631578948,13.483684210526317,0.0168421052631579,1.0,100.0,Arkansas,Garland,Hot Springs (Hot Springs National Park),2007-06-11
36.97077922077922,12.48843137254902,4.392156862745098,9.96470588235294,99.50784313725492,Washington,Snohomish,Marysville,2011-10-07
33.3905325443787,11.498608695652177,4.84,10.033043478260868,98.44869565217392,Ohio,Jefferson,Steubenville,2012-05-02
42.44285714285715,10.694285714285714,0.25,1.0,100.0,Iowa,Scott,Davenport,2006-01-27
37.656716417910445,9.545522388059702,0.0,1.0,100.0,California,Fresno,Fresno,2005-06-17
63.0,17.6,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-11-24
44.826086956521735,12.28944099378882,0.0,1.0,100.0,Arkansas,Pulaski,Little Rock,2007-12-13
36.83792048929664,12.909009009009011,4.834234234234234,10.279279279279278,99.62522522522524,Minnesota,Lyon,Marshall,2012-07-22
35.38742393509128,11.01941031941032,2.402129402129402,5.19000819000819,99.1064701064701,California,Solano,Vallejo,2012-09-06
41.67259120673527,11.1911131898971,0.0,1.0,100.0,New Hampshire,Merrimack,Suncook,2005-03-11
28.76524741081704,9.529921942758024,3.2437120555073715,6.593235039028621,99.80572419774502,South Dakota,Minnehaha,Sioux Falls,2013-03-02
51.89308755760369,14.54442396313364,0.0,1.0,100.0,Montana,Missoula,Missoula,2001-03-02
37.83478260869565,9.84,0.0,1.0,100.0,North Dakota,Steele,Sharon,1999-09-16
33.53846153846155,8.479670329670332,0.0,1.0,100.0,Pennsylvania,Cumberland,Carlisle,2002-10-16
37.93486590038314,13.57872340425532,3.619680851063829,7.885638297872341,99.5691489361702,New Hampshire,Cheshire,Keene,2010-02-18
31.39171974522293,9.902917771883288,4.179310344827586,8.541644562334216,99.45623342175064,Massachusetts,Essex,Lynn,2019-06-26
26.36009933774834,9.12900597501358,3.4937533948940795,8.7197175448126,99.2232482346551,California,Alameda,Pleasanton,2019-10-30
34.19122257053291,12.957733664185277,4.91232423490488,11.521091811414394,98.7684036393714,Pennsylvania,York,York,2018-07-17
32.44444444444444,10.138247566063978,3.185674547983309,6.325452016689847,99.59109874826147,Washington,Whatcom,Bellingham,2014-09-26
52.17557251908397,14.97709923664122,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,1999-09-25
61.0,18.160000000000004,0.0,1.0,100.0,Wisconsin,Kenosha,Pleasant Prairie,1998-03-18
32.16470588235294,7.921176470588236,0.0,1.0,100.0,New Mexico,Bernalillo,Albuquerque,2000-04-22
39.053527980535286,16.0875350140056,6.497198879551821,10.641456582633054,99.63725490196076,Pennsylvania,York,York,2013-11-28
28.9155672823219,10.811480362537765,4.330815709969789,10.577039274924472,99.06948640483384,Washington,Snohomish,Marysville,2013-03-25
40.42307692307692,10.006923076923076,0.0,1.0,100.0,North Carolina,Guilford,Greensboro,2006-05-16
25.98068077276909,7.976002814919071,2.74384236453202,6.240675580577057,99.47149894440534,Massachusetts,Worcester,Worcester,2014-10-08
29.12962962962963,11.423679417122042,5.001821493624773,10.295081967213116,99.6247723132969,Minnesota,Washington,Bayport,2012-02-19
32.739965095986044,12.543785310734464,5.087570621468927,11.3954802259887,99.2683615819209,Massachusetts,Suffolk,Boston,2017-08-12
29.062208398133745,10.268580803937652,5.604593929450369,11.659557013945856,99.17145200984416,Washington,Snohomish,Darrington,2018-08-31
44.72182741116751,12.659390862944162,0.0040609137055837,1.0,100.0,New Hampshire,Sullivan,Claremont,2006-12-31
24.029093931837103,9.225414937759355,4.216286307053933,9.586099585062264,99.7406639004148,Alabama,Jefferson,Birmingham,2021-10-31
32.08691674290942,8.873009554140129,1.3797770700636942,3.8917197452229297,99.65366242038216,Hawaii,Honolulu,Honolulu,2010-09-17
26.72610294117647,10.64557956777996,5.607072691552062,11.374263261296662,98.98919449901769,North Dakota,Billings,Not in a city,2017-03-09
60.66279069767442,17.422093023255808,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,1999-01-26
25.10720887245841,10.95357852882704,5.6232604373757455,11.3986083499006,99.08747514910536,Minnesota,Anoka,Blaine,2017-03-03
43.5912408759124,14.020393120393122,3.9631449631449622,8.280098280098278,99.31941031941032,Idaho,Bannock,Not in a city,2010-06-12
57.09302325581395,16.59186046511628,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2007-03-09
43.96196196196197,13.257190635451504,1.8127090301003344,4.744983277591973,99.82190635451504,Wisconsin,Dane,Madison,2011-04-09
25.81793478260868,9.83050605844619,5.2074126870990725,11.880256593014972,99.77904490377767,Alabama,Jefferson,Birmingham,2020-02-29
59.0,16.0,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-08-19
38.0060606060606,9.473333333333334,0.0,1.0,100.0,Virginia,Henrico,East Highland Park,2007-07-12
30.85928143712575,10.113978494623655,4.082437275985662,10.066308243727596,99.41397849462366,California,Monterey,Carmel Valley Village,2012-06-03
52.51838235294118,14.533455882352944,0.0312499999999999,1.0,100.0,Alabama,Jefferson,Not in a city,1999-04-21
52.67361111111112,14.815277777777776,0.0,1.0,100.0,Tennessee,Shelby,Memphis,2004-08-02
49.04032258064516,13.83467741935484,0.0,1.0,100.0,Puerto Rico,Fajardo,Not in a city,1999-09-01
40.86,11.0965,0.0,1.0,100.0,Texas,Bowie,Texarkana,2001-12-23
49.46875,13.686979166666664,0.0,1.0,100.0,Texas,Hidalgo,Edinburg,2001-12-10
27.61932938856017,9.066506890353498,4.297183942480523,9.965248651887354,99.75434391851412,Alabama,Jefferson,Birmingham,2020-05-24
50.38378378378378,14.732057416267944,1.382775119617225,3.5119617224880386,99.64114832535886,Montana,Missoula,Missoula,2008-12-06
30.39583333333333,7.434374999999999,0.0,1.0,100.0,Nebraska,Douglas,Omaha,2002-12-21
41.5,11.081764705882351,0.0,1.0,100.0,New Mexico,Bernalillo,Albuquerque,2007-02-22
74.0,22.9,0.0,1.0,100.0,Illinois,Cook,Chicago,1998-12-14
42.60185185185185,11.530555555555557,0.0,1.0,100.0,North Dakota,Burke,Not in a city,1999-05-14
45.039767216294855,11.588845780795346,0.0126091173617846,1.0,100.0,Montana,Flathead,Kalispell,2000-04-12
39.994397759103634,10.380298786181138,0.0,1.0,100.0,Montana,Gallatin,Not in a city,2001-03-20
43.48329853862214,10.981516095534786,0.0695742471443406,1.0726895119418485,99.99169262720665,Montana,Lewis and Clark,Helena,2008-04-30
26.05504587155963,9.609278350515462,4.960051546391752,10.675257731958764,98.51030927835052,Washington,Yakima,Yakima,2014-10-03
54.37931034482758,16.297347480106104,0.0,1.0,100.0,New Hampshire,Merrimack,Suncook,2007-05-27
52.175324675324674,14.28636363636364,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2003-05-31
47.65384615384615,13.645384615384616,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,1999-12-12
36.37275307473983,9.11996215704825,0.0,1.0,100.0,New Hampshire,Cheshire,Keene,2004-04-03
36.261538461538464,11.767866323907452,3.5218508997429305,8.167095115681235,98.5629820051414,Utah,Washington,Virgin,2010-05-24
53.64383561643836,15.125342465753423,1.3150684931506849,1.0,100.0,Mississippi,Hancock,Not in a city,2005-12-07
65.38095238095238,20.035374149659862,0.0,1.0,100.0,California,Fresno,Fresno,2005-02-05
27.214897260273936,9.098514851485154,3.641914191419143,9.05280528052804,99.29867986798672,Alabama,Jefferson,Birmingham,2020-03-10
27.890625,10.429714912280703,4.728070175438597,10.847587719298248,99.11732456140348,Ohio,Jefferson,Steubenville,2016-02-19
52.304964539007095,14.588652482269502,0.0,1.0,100.0,Tennessee,Shelby,Memphis,2005-02-08
47.22085889570552,12.380368098159508,0.0,1.0,100.0,Michigan,Muskegon,Muskegon,2008-03-06
52.25460122699387,19.892633517495398,4.952117863720074,9.898710865561693,99.02394106813996,Ohio,Franklin,New Albany,2011-12-09
56.32984790874524,16.132794676806082,0.0009505703422053,1.0,100.0,New Hampshire,Hillsborough,Manchester,2004-11-17
52.0,14.37733333333333,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2005-03-18
35.37881219903691,12.946386554621848,5.294957983193278,11.63193277310924,98.68571428571428,Pennsylvania,Tioga,Not in a city,2018-04-10
27.486486486486488,10.463837994214076,6.0655737704918025,11.311475409836063,98.44358727097396,Massachusetts,Hampshire,Ware (census name for Ware Center),2017-06-20
34.90074074074074,13.660941176470589,5.794509803921569,11.72078431372549,99.57568627450978,Ohio,Stark,Canton,2018-12-15
58.33082706766917,17.583458646616542,0.0,1.0,100.0,Pennsylvania,Cumberland,Carlisle,2005-09-14
26.019230769230766,9.391137724550898,4.883832335329341,10.680239520958082,98.39041916167665,Minnesota,Anoka,Blaine,2015-08-12
51.42982456140352,14.13859649122807,0.0,1.0,100.0,Florida,Duval,Jacksonville,2006-05-25
48.01883830455258,13.470957613814754,0.0,1.0,100.0,Montana,Yellowstone,Billings,1999-09-06
25.018518518518515,13.097269372693727,7.740959409594096,11.849446494464946,99.03542435424356,New Mexico,Bernalillo,Albuquerque,2019-12-31
38.70072992700731,10.160766423357664,0.0,1.0,100.0,Illinois,Rock Island,Rock Island Arsenal (U.S. Army),2001-11-27
39.15660184237461,10.2033,0.3259999999999999,1.4820000000000002,99.818,Maryland,Cecil,Not in a city,2008-12-08
40.81142857142856,11.081714285714286,0.0,1.0,100.0,Oregon,Multnomah,Portland,2000-08-20
32.11513157894736,13.760084925690022,4.248407643312102,8.891719745222929,99.02972399150742,North Dakota,Mercer,Not in a city,2010-11-26
51.854054054054046,14.28054054054054,0.1243243243243243,1.0,100.0,Louisiana,East Baton Rouge,Baton Rouge,2002-01-28
27.66697761194031,9.55121816168326,5.140642303432993,10.19767441860461,99.38372093023249,Alabama,Etowah,Gadsden,2021-12-27
28.638048780487807,9.38060413354531,2.4570747217806046,5.04610492845787,99.22893481717011,Pennsylvania,York,York,2012-06-26
37.13094170403587,10.895286885245902,2.7739071038251364,6.336065573770492,99.43784153005464,California,San Francisco,San Francisco,2014-08-21
33.333333333333336,11.957454890788224,4.761633428300096,11.281101614434949,98.67521367521368,Massachusetts,Bristol,Fall River,2017-07-13
35.420711974110034,12.41669980119284,4.759443339960239,9.797216699801195,99.7972166998012,California,Sonoma,Santa Rosa,2011-03-12
45.98850574712644,12.060344827586208,0.1149425287356321,1.0,100.0,Iowa,Linn,Cedar Rapids,2000-09-08
40.42992125984252,13.3308533916849,3.184354485776805,7.87636761487965,99.42450765864332,Massachusetts,Worcester,Worcester,2018-02-07
47.16993464052288,12.592156862745098,0.0,1.0,100.0,Illinois,Cook,Chicago,2004-11-30
33.333333333333336,8.0,0.0,1.0,100.0,Wisconsin,Waukesha,Waukesha,1997-07-03
47.6,11.38,0.0,1.0,100.0,Wisconsin,Milwaukee,Milwaukee,1998-06-28
41.01739130434782,14.720300751879696,5.317669172932331,11.327067669172934,99.0498120300752,Massachusetts,Suffolk,Boston,2017-08-10
48.68750000000001,12.913888888888888,0.0,1.0,100.0,California,Fresno,Fresno,2004-08-15
39.40895522388059,13.907433628318582,5.376991150442478,10.046017699115042,98.92035398230088,California,Monterey,Carmel Valley Village,2012-02-14
25.12145748987854,11.103023516237403,3.9731243001119823,11.166853303471443,99.59014557670774,Oklahoma,Kay,Ponca City,2016-09-11
54.64663023679418,15.88551912568306,0.0100182149362477,1.0,100.0,Montana,Lincoln,Libby,2001-05-01
23.627450980392148,8.945302257829583,5.421704297159499,11.973780043699923,99.73707210487991,Alabama,Jefferson,Birmingham,2020-05-16
39.86234817813765,13.445378151260504,3.9607843137254894,7.809523809523808,99.23809523809524,South Dakota,Minnehaha,Sioux Falls,2010-01-27
56.98591549295774,18.738846153846158,2.0769230769230766,4.826923076923077,99.45,Pennsylvania,Cumberland,Carlisle,2009-01-27
28.94854368932039,9.702913907284769,3.913907284768212,8.219205298013245,99.68013245033112,Minnesota,Cook,Not in a city,2017-07-15
20.64,7.610353866317169,2.6861074705111405,6.507208387942333,99.36238532110092,Colorado,Denver,Denver,2015-12-14
47.287037037037045,12.89166666666667,0.0,1.0,100.0,Oklahoma,Tulsa,Tulsa,2006-06-09
68.41368078175894,21.506297502714443,0.0,1.0,100.0,Montana,Flathead,Whitefish,2001-11-18
23.256663376110552,8.458567164179097,4.991044776119409,9.839402985074631,98.97134328358196,Alabama,Jefferson,Birmingham,2020-06-11
53.84757505773671,15.447113163972286,0.0115473441108545,1.0,100.0,Arkansas,Ashley,Crossett,2001-06-21
52.44871794871796,14.82948717948718,0.0,1.0,100.0,Alabama,Jefferson,Birmingham,2003-04-16
38.87037037037037,10.4,0.0,1.0,100.0,North Carolina,Forsyth,Winston-Salem,2006-06-26
35.890625,13.007222222222222,4.086111111111111,7.53888888888889,99.80555555555556,California,Sonoma,Santa Rosa,2009-11-26
36.15813953488372,10.806643356643356,2.8881118881118875,6.601398601398602,99.74125874125876,Alaska,Anchorage ,Anchorage,2009-07-19
29.139158576051784,10.39111870196413,4.560204953031598,11.703672075149449,99.51409052092232,Massachusetts,Worcester,Worcester,2018-05-06
22.10891089108912,9.274696707105702,6.85788561525129,11.909878682842288,99.95147313691504,South Carolina,Lexington,Seven Oaks,2022-03-20
24.141230068337123,9.006616729088638,4.871410736579276,10.80649188514357,97.7578027465668,Massachusetts,Essex,Lynn,2015-04-28
52.678888888888885,14.50411111111111,0.0,1.0,100.0,Alaska,Anchorage ,Anchorage,2001-05-10
45.09885931558935,12.5851711026616,0.0291508238276299,1.0,100.0,Alabama,Jefferson,Not in a city,1999-09-27
52.39310344827586,15.382068965517243,0.0,1.0,100.0,Louisiana,Jefferson,Kenner,2004-02-16
45.85448916408668,12.788000000000002,0.0594871794871794,1.1138461538461537,100.0,Montana,Gallatin,Not in a city,2008-06-23
51.5948275862069,14.431896551724138,0.0,1.0,100.0,Nebraska,Douglas,Omaha,2006-07-30
34.56804733727811,12.86099290780142,4.292553191489362,9.893617021276594,98.96985815602837,California,San Francisco,San Francisco,2012-03-23
44.93709528214616,11.753469010175763,0.0,1.0,100.0,Minnesota,Cass,Not in a city,2003-03-04
38.85773195876288,17.300465657741558,5.653084982537835,10.78928987194412,99.36321303841676,Pennsylvania,York,York,2015-12-31
38.398019801980205,10.153592233009707,0.2611650485436892,1.4242718446601943,99.9766990291262,California,San Diego,Pala,2008-11-14
27.43037974683544,6.608860759493672,0.0,1.0,100.0,Texas,Tarrant,Fort Worth,2003-03-30
30.74545454545456,11.363051337671706,5.656543745480845,11.892986261749822,99.1178597252349,Alabama,Jefferson,Birmingham,2020-11-19
20.922206506364912,8.016371681415936,4.972713864306788,11.887168141592896,99.50073746312684,Alabama,Jefferson,Birmingham,2020-05-31
49.848659003831415,13.617528735632185,0.0220306513409961,1.0,100.0,Alaska,Anchorage ,Anchorage,2005-07-03
29.994703389830512,8.768613775065388,2.040976460331299,4.875326939843069,99.30078465562336,New Hampshire,Grafton,Lebanon,2011-10-12
36.58052434456928,11.6455919395466,3.790931989924433,8.181360201511335,98.94962216624684,Pennsylvania,Cumberland,Carlisle,2010-06-09
40.8828125,14.228191489361702,3.2047872340425534,8.11436170212766,99.13829787234044,South Dakota,Union,Not in a city,2010-03-11
45.37919463087249,11.826174496644295,0.0184563758389261,1.0,100.0,Montana,Silver Bow,Butte-Silver Bow (Remainder),1999-03-19
28.67757009345794,10.285204755614265,4.351387054161163,10.865257595772787,99.60237780713342,California,Marin,San Rafael,2014-10-12
53.94927536231884,15.122101449275364,0.0,1.0,100.0,Alabama,Jefferson,Not in a city,2000-12-23
44.66964285714286,16.243184713375797,5.064968152866242,10.686624203821657,99.32738853503184,New Hampshire,Rockingham,Londonderry,2014-12-05
53.89156626506024,15.37289156626506,0.0,1.0,100.0,Florida,Duval,Jacksonville,2004-12-18
59.31284153005467,49.00249110320286,9.209252669039165,11.898932384341627,99.60854092526674,Alabama,Jefferson,Birmingham,2020-07-04
44.09558823529412,12.196323529411764,0.0,1.0,100.0,Louisiana,East Baton Rouge,Baton Rouge,2005-05-08
39.97786458333333,10.230078125,0.0,1.0,100.0,Wyoming,Fremont,Lander,2007-12-05
