air/hap_daily_summary.o3_AQI,air/hap_daily_summary.f0_,air/hap_daily_summary.f1_,air/hap_daily_summary.f2_,air/hap_daily_summary.f3_,air/hap_daily_summary.f4_,air/hap_daily_summary.f5_,air/hap_daily_summary.f6_,Day
,3.3153260843373507,13.198795180722897,6.608433734939762,54.114457831325296,Ohio,Ottawa,Not in a city,1998-07-30
,1.0039829861111111,2.451388888888889,4.229166666666668,96.1111111111111,California,Alameda,Fremont,2007-01-01
,6.202999999999999,2.3000000000000003,4.4,95.0,Texas,Dallas,Dallas,1996-10-31
,0.7281115289256203,0.5371900826446285,1.834710743801655,99.52892561983472,Texas,Dallas,Dallas,2000-02-27
,3.212371886792452,7.113207547169808,12.584905660377355,92.4150943396226,Illinois,Cook,Northbrook,2007-05-19
,0.8044457823960879,0.1081907090464546,1.106968215158924,99.37163814180914,Indiana,Lake,Gary,1996-01-22
,2.57809902777778,12.138888888888888,4.805555555555557,59.08796296296295,Illinois,Cook,Chicago,1999-08-24
,1.7485800000000002,7.400000000000001,14.499999999999996,93.42500000000004,California,Alameda,Livermore,2020-09-22
,3.6671777777777774,6.333333333333332,11.02777777777778,94.0,Michigan,Kent,Grand Rapids,1999-05-28
,3.893149999999999,9.11111111111111,22.0,92.0,California,Alameda,Livermore,2020-10-26
,0.3383635361020151,0.4004825090470458,1.0775460968464592,99.91108047561616,Illinois,Cook,Northbrook,2006-12-01
,3.065638461538461,13.615384615384611,21.923076923076923,91.6923076923077,California,Alameda,Livermore,2018-01-18
,6.0826390625,11.437499999999998,20.4375,94.21874999999996,Vermont,Chittenden,Burlington,2008-01-17
,0.7479097909790977,0.0,1.0,100.0,California,Butte,Chico,1991-07-05
,3.0622820895522382,2.985074626865672,6.328358208955225,97.97014925373136,California,Placer,Roseville,2021-10-05
,0.2994430289093298,0.8817345597897506,1.8692509855453343,98.17739816031528,Connecticut,Fairfield,Westport,2009-07-09
,1.3368124137931034,8.017241379310347,14.844827586206897,86.75862068965515,New Hampshire,Rockingham,Londonderry,2021-08-16
,2.1298062499999992,7.874999999999998,10.947916666666666,85.0520833333333,California,Alameda,Livermore,2013-08-16
,0.2925759265139484,0.0684962576547969,1.0943524608754809,99.77092311181684,Indiana,Marion,Indianapolis (Remainder),2017-01-13
,1.7287812987012996,2.376623376623375,3.110389610389607,91.04112554112558,Illinois,Cook,Chicago,1999-06-02
,0.3722496469635618,0.4438866396761129,1.0761133603238882,99.82574898785434,Colorado,Denver,Denver,2005-10-01
,1.2324406153846157,3.8,6.107692307692307,90.93846153846157,Illinois,Cook,Northbrook,2004-04-22
,2.68751,10.8,17.3,79.0,Texas,Jefferson,Nederland,2019-05-13
,7.366505555555554,8.592592592592592,24.22222222222223,90.22222222222224,Illinois,Cook,Northbrook,2009-02-08
,0.4032142857142856,0.0,1.0,100.0,Montana,Lewis and Clark,East Helena,1990-06-12
,3.423018181818181,4.090909090909091,6.8181818181818175,89.45454545454547,Texas,Dallas,Dallas,1998-01-09
,2.725436206896551,4.327586206896554,8.448275862068963,94.8103448275862,Indiana,Marion,Indianapolis (Remainder),2007-02-07
,0.4503859123521421,0.1830521621097537,1.0674810936591026,99.97634283498144,Texas,Ector,Odessa,2002-12-10
,0.3830725538358003,0.3733176312247651,1.0745289367429351,99.93657469717346,Illinois,Cook,Northbrook,2005-01-22
,2.4387878787878794,8.000000000000002,12.090909090909092,91.06060606060603,Illinois,Cook,Northbrook,2004-11-15
,1.0064345454545458,1.9025974025974053,4.818181818181818,98.25324675324676,Illinois,Cook,Northbrook,2006-05-21
,2.755992982456141,16.80701754385965,10.385964912280707,76.92982456140349,California,Alameda,Livermore,2017-07-11
,1.4640397350993375,1.291390728476821,2.529801324503311,99.41721854304627,Texas,Dallas,Dallas,2003-12-19
,2.0497892307692305,14.815384615384612,10.123076923076924,96.23076923076924,Illinois,Cook,Northbrook,2006-05-22
,1.3221903875598058,0.4165071770334929,1.3581339712918634,98.92607655502384,Connecticut,Fairfield,Westport,2001-07-24
,3.5991707317073187,3.073170731707316,6.658536585365852,97.95121951219512,Michigan,Wayne,Detroit,2001-02-20
,0.9092258064516128,0.0,1.0,100.0,California,Los Angeles,Burbank,1992-03-20
,2.8025,6.35,7.200000000000002,97.13333333333333,Illinois,Cook,Northbrook,2004-03-20
,0.1485995934959348,0.6016260162601633,1.6768292682926838,99.7113821138212,Texas,El Paso,El Paso,2018-12-31
,0.4247078602825729,0.529984301412874,1.1858712715855584,99.57943485086336,Arizona,Maricopa,Phoenix,2007-06-17
,1.3652351020408164,5.163265306122449,11.428571428571423,93.89795918367348,Texas,El Paso,El Paso,2016-05-14
,6.832043010752691,5.67741935483871,5.688172043010751,81.90322580645163,Connecticut,Hartford,East Hartford,1995-08-14
,1.292908,4.799999999999999,11.399999999999997,88.26666666666668,California,Alameda,Livermore,2017-05-15
,0.3454630602701768,0.5316937997921727,1.1104953238656043,99.875822653273,California,Alameda,Livermore,2011-01-15
,0.349149924677898,0.1207135777998016,1.1492566897918717,99.64182358771056,California,Ventura,Simi Valley,2016-08-16
,0.6610659999999999,3.528571428571429,4.942857142857144,94.57142857142856,Texas,Jefferson,Nederland,2019-01-23
,0.0063333333333333,0.0,1.0,100.0,Colorado,Denver,Denver,1991-03-28
,1.8256976744186049,18.59302325581395,9.616279069767444,74.72093023255815,Indiana,Marion,Indianapolis (Remainder),2009-09-15
,0.4266205555555554,0.1805555555555554,1.1750000000000005,99.66666666666666,Utah,Garfield,Not in a city,1994-12-07
,1.0197078536585371,3.6878048780487793,5.117073170731709,91.60487804878052,District Of Columbia,District of Columbia,Washington,2005-06-01
,3.5199021739130423,13.10869565217391,11.413043478260866,86.63043478260869,California,Alameda,Livermore,2015-09-20
,2.615291782178218,16.356435643564357,9.742574257425742,71.8415841584159,Connecticut,New Haven,New Haven,2004-08-24
,0.0006027272727272,0.0,1.0,100.0,Colorado,Denver,Denver,1991-01-05
,1.2712647058823527,5.5098039215686265,2.9803921568627465,98.88235294117646,Ohio,Ottawa,Not in a city,1998-12-10
,3.271536603773586,7.735849056603771,13.773584905660377,95.98113207547168,Vermont,Chittenden,Burlington,2007-10-10
,1.640341304347826,1.5652173913043477,1.0,100.0,Michigan,Wayne,Detroit,1990-02-15
,1.9293780263157887,3.697368421052631,3.69736842105263,97.42105263157896,Michigan,Wayne,Detroit,2001-11-20
,0.4333076923076923,3.3230769230769237,1.0,51.81538461538462,California,Marin,Not in a city,1992-09-29
,0.0641582075471698,0.1823899371069182,1.179245283018867,99.70125786163526,Maryland,Baltimore (City),Baltimore,1996-05-22
,0.1138814274258218,0.4979951884522855,1.5926222935044103,99.10184442662388,Louisiana,Ascension,Not in a city,2016-06-14
,5.272257692307695,4.038461538461539,7.461538461538462,97.53846153846152,Texas,El Paso,El Paso,1998-01-27
,4.013738235294117,7.029411764705882,13.176470588235295,88.88235294117648,Illinois,Cook,Northbrook,2004-05-16
,0.3479310475754809,0.0446020128087833,1.0596980786825234,99.98536139066802,Michigan,Wayne,Detroit,2001-12-15
,3.8224694444444447,6.541666666666667,11.583333333333334,96.13888888888889,California,Alameda,Livermore,2010-10-06
,6.821363636363637,10.363636363636363,23.63636363636364,84.54545454545455,Indiana,Marion,Indianapolis (Remainder),2009-12-26
,2.3714613496932517,9.527607361963186,7.435582822085888,59.15337423312885,Connecticut,Hartford,East Hartford,2003-08-21
,0.3356116806409546,0.6908887646730012,1.1389975777902042,99.87683994782954,Iowa,Linn,Cedar Rapids,2010-05-14
,0.442206170678337,0.6754194018964265,1.9824945295404812,97.7855579868708,Ohio,Ottawa,Not in a city,2008-08-19
,7.7799999999999985,0.0,1.0,100.0,Colorado,Adams,Commerce City,1992-07-26
,8.473600000000001,13.789473684210526,22.05263157894737,92.21052631578948,Texas,El Paso,El Paso,2019-10-10
,2.2184783333333336,9.75,20.55555555555556,93.61111111111111,Vermont,Chittenden,Burlington,2008-05-26
,2.977117647058824,4.2,7.623529411764707,96.12941176470588,California,Alameda,Livermore,2012-02-07
,1.7838269230769226,3.2884615384615383,5.230769230769231,92.88461538461536,Maine,Cumberland,Not in a city,1994-06-26
,1.500796296296296,2.5,4.0925925925925934,96.94444444444444,Michigan,Wayne,Detroit,2001-12-17
,1.2134615384615384,4.826923076923079,5.057692307692306,96.6923076923077,Texas,Ector,Odessa,2002-03-22
,4.911920895522388,7.373134328358208,12.82089552238806,90.17910447761192,Vermont,Chittenden,Burlington,2007-09-25
,6.462173913043477,14.043478260869566,18.869565217391305,78.69565217391305,Indiana,Marion,Indianapolis (Remainder),2010-03-22
,1.5982758620689657,0.4482758620689657,2.827586206896552,97.72413793103448,Ohio,Ottawa,Not in a city,1995-01-29
,4.146357142857143,8.660714285714281,15.96428571428572,88.78571428571429,Connecticut,New Haven,New Haven,2004-06-30
,2.598967307692307,15.5,14.269230769230772,92.8846153846154,California,Alameda,Livermore,2013-05-27
,0.3329257829362669,0.1079209936876399,1.117287721441661,99.80065159845252,California,Alameda,Livermore,2012-04-09
,1.5432923076923075,5.153846153846154,13.076923076923077,90.46153846153844,California,Alameda,Livermore,2017-05-14
,0.0009134496124031,0.0,1.0,100.0,Alabama,Lawrence,Moulton,1992-03-14
,10.664,11.5,21.366666666666664,92.53333333333332,Indiana,Lake,Gary,2013-01-11
,3.0106896551724143,0.0,1.0,100.0,South Carolina,Charleston,North Charleston,1993-03-23
,0.4691666666666669,0.0,1.0,100.0,Illinois,Cook,Chicago,1994-04-07
,0.5314496912114003,0.1126569392602648,1.0848320325754974,99.73260943332204,Texas,Ector,Odessa,2001-01-01
,0.7101973463317901,0.5416391275611387,1.0786516853932542,99.89094514210176,Texas,Dallas,Dallas,2000-12-08
,6.607868153846154,8.261538461538459,14.63076923076923,93.32307692307693,Vermont,Chittenden,Burlington,2008-02-13
,0.429856475735879,0.6348448687350845,1.2192521877486102,99.18774860779632,Connecticut,Fairfield,Westport,2009-08-05
,2.661355555555555,11.52777777777778,16.166666666666668,91.66666666666669,California,Alameda,Livermore,2012-02-05
,2.6021140650406505,4.0,5.268292682926829,98.36585365853657,Colorado,Denver,Denver,2006-01-03
,1.3619167919799504,0.9162907268170428,1.469172932330826,95.00350877192984,Connecticut,Fairfield,Westport,1996-08-19
,2.706257142857143,2.542857142857143,6.171428571428573,96.91428571428573,Texas,Dallas,Dallas,2003-02-10
,3.4551282051282053,18.282051282051285,5.512820512820511,40.71794871794872,Maine,Cumberland,Not in a city,1997-05-09
,0.4087154062751408,0.6870474658085263,2.010458567980692,97.64119066773937,Arizona,Maricopa,Phoenix,2007-06-08
,3.3305714285714285,7.085714285714287,12.542857142857144,87.60000000000001,Illinois,Cook,Northbrook,2004-02-25
,5.979471428571427,3.678571428571429,3.3571428571428568,61.96428571428574,Montana,Silver Bow,Butte-Silver Bow (corp name for Butte),1995-12-14
,0.7058470136986301,0.162739726027397,1.1654794520547929,98.8871232876711,Maine,Cumberland,Not in a city,1998-05-05
,2.6499999999999995,3.128205128205129,7.28205128205128,94.30769230769228,Texas,Harris,Houston,2001-02-28
,1.9561380645161288,10.096774193548386,13.612903225806452,94.0,Texas,El Paso,El Paso,2016-12-09
,2.3570387096774184,10.72043010752688,12.752688172043008,81.39784946236557,California,Alameda,Livermore,2011-06-04
,0.1134765495867768,0.3068181818181817,1.5971074380165289,99.7231404958677,California,Alameda,Livermore,2013-10-16
,0.4762933514246951,0.1307100859339665,1.1682496607869746,99.46449570330158,Colorado,Denver,Denver,2021-11-24
,3.5027475409836075,5.688524590163935,11.213114754098362,91.1967213114754,California,San Diego,Alpine,2010-10-30
,2.0511714062499995,7.734374999999994,5.749999999999999,65.10937500000001,Connecticut,Fairfield,Westport,2002-07-09
,3.2148647499999985,9.287500000000003,5.725000000000001,95.04999999999998,Colorado,Denver,Denver,2005-10-09
,2.02760979020979,11.440559440559442,5.405594405594409,85.31468531468535,Illinois,Cook,Chicago,1997-06-05
,0.43092342019544,0.4169381107491854,1.6579804560260596,99.00325732899016,Nevada,Elko,Not in a city,1999-11-13
,1.6051435897435893,8.487179487179487,21.94871794871796,86.66666666666667,Louisiana,East Baton Rouge,Baton Rouge,2011-05-01
,4.446857142857144,8.785714285714285,10.267857142857144,95.96428571428574,Indiana,Lake,Gary,2013-12-17
,2.7833349425287373,2.977011494252873,4.793103448275864,98.6206896551724,Texas,Ector,Odessa,2002-01-21
,2.7907999999999995,4.525,6.35,94.34999999999998,Maryland,Anne Arundel,Fort Meade (U.S. Army),1997-05-25
,0.3294758322312492,0.6536935575288132,1.2136784432269003,99.59852635556396,Arizona,Pinal,Queen Valley,2010-06-07
,0.5048797600000002,0.2106666666666668,1.12,97.41333333333334,Utah,Garfield,Not in a city,1994-10-19
,1.1855925925925928,7.444444444444444,10.259259259259265,96.14814814814817,Texas,Jefferson,Nederland,2020-12-16
,0.7859119047619045,9.047619047619053,9.666666666666664,95.23809523809526,California,Alameda,Livermore,2017-04-23
,1.8524598958333331,5.729166666666667,7.260416666666664,87.22916666666664,Vermont,Chittenden,Burlington,2007-07-01
,2.204736399999999,8.620000000000001,14.659999999999997,89.75999999999999,Vermont,Chittenden,Burlington,2008-05-08
,1.431324242424243,0.6060606060606061,2.909090909090909,99.2727272727273,California,San Diego,El Cajon,1995-03-07
,0.4452696927924376,0.2357227254824741,1.0643954312721544,99.92654588420646,Texas,Dallas,Dallas,2003-01-21
,2.4529571428571426,2.142857142857143,5.285714285714286,97.42857142857144,Texas,El Paso,El Paso,1996-02-11
,1.3192074074074074,7.518518518518519,14.444444444444445,92.37037037037037,California,Alameda,Livermore,2017-04-02
,0.2699274024960994,0.2004680187207494,1.323712948517942,99.6817472698907,Illinois,Cook,Northbrook,2004-02-18
,0.5076607419620781,0.5757625721352019,1.2194558944765008,99.34624896949715,Connecticut,New Haven,New Haven,2005-07-27
,1.4836694915254245,3.542372881355931,5.762711864406779,94.20338983050848,Ohio,Ottawa,Not in a city,1998-05-07
,0.3457085577291909,0.0561948599923284,1.118527042577676,99.82508630609932,California,Alameda,Livermore,2014-04-23
,2.277171428571429,4.321428571428571,8.857142857142858,91.78571428571428,Texas,Dallas,Dallas,2000-02-17
,1.6830876712328766,3.2602739726027394,8.041095890410961,95.3150684931507,Indiana,Lake,Gary,2014-12-17
,1.2561820153953829,0.1343596920923727,1.0909727081875435,99.23932820153952,California,Ventura,Simi Valley,1995-10-30
,0.3966808295625945,0.2807315233785827,1.1270739064856763,99.56900452488696,Maine,Cumberland,Not in a city,2003-09-12
,1.895655555555556,11.777777777777777,12.17777777777778,74.91111111111113,California,Alameda,Livermore,2014-07-18
,3.71192,10.76,17.040000000000003,94.24,California,Alameda,Livermore,2018-11-02
,0.2604173521126759,0.3464788732394365,1.757746478873239,98.67605633802816,New Hampshire,Coos,Not in a city,1999-05-15
,0.0015,0.0,1.0,100.0,Colorado,Adams,Commerce City,1991-08-11
,3.6829697599999984,6.08,10.975999999999996,91.392,Vermont,Chittenden,Burlington,2007-07-18
,0.3800420228530624,0.4838421710408869,1.0799857168362763,99.90198178896614,Illinois,Cook,Northbrook,2004-02-27
,4.146982945736435,12.65891472868217,5.534883720930233,60.98449612403101,Connecticut,Fairfield,Westport,1996-07-16
,0.2878329569093611,0.0493313521545319,1.1004457652303148,99.94769687964332,California,Alameda,Livermore,2020-11-29
,2.5406416666666667,10.75,22.0,92.0,California,Alameda,Livermore,2018-01-31
