air/no2_daily_summary.o3_AQI,air/no2_daily_summary.f0_,air/no2_daily_summary.f1_,air/no2_daily_summary.f2_,air/no2_daily_summary.f3_,air/no2_daily_summary.f4_,air/no2_daily_summary.f5_,air/no2_daily_summary.f6_,Day
19.190476190476183,20.34210526315788,12.593984962406012,23.315789473684205,97.2556390977443,North Dakota,Mercer,Not in a city,2001-12-30
17.50260416666666,18.50390625,10.083333333333345,23.117187499999982,96.40885416666671,North Dakota,Mercer,Not in a city,2007-07-09
12.72897196261682,13.803504672897196,8.971962616822422,22.75934579439253,94.92523364485976,Wyoming,Sweetwater,Not in a city,2019-08-07
20.91530054644809,22.383060109289616,13.153005464480875,23.05737704918032,96.1475409836065,Wyoming,Sweetwater,Not in a city,2013-01-25
22.33947368421052,23.67736842105263,12.610526315789476,22.96052631578948,95.7131578947368,North Dakota,Mercer,Not in a city,2007-12-30
28.792650918635157,30.4007874015748,9.194225721784788,23.5249343832021,98.09711286089244,North Dakota,Mercer,Beulah,1999-01-01
13.912735849056608,15.074292452830187,10.290094339622646,22.67216981132074,94.55188679245283,Wyoming,Sweetwater,Not in a city,2017-07-19
12.31602708803613,13.377200902934534,9.907449209932274,22.71106094808127,94.72009029345372,Wyoming,Fremont,Riverton,2021-08-10
12.317016317016316,13.335664335664331,10.051282051282046,22.636363636363647,94.4102564102565,Wyoming,Sweetwater,Not in a city,2015-06-02
32.81163434903049,34.660664819944564,13.315789473684216,22.80609418282549,95.14404432132972,North Dakota,Mercer,Beulah,1997-02-18
22.12468827930174,23.45261845386533,11.54364089775562,23.19700748129678,96.73316708229424,Puerto Rico,Catano,Catano,2006-04-24
37.08259587020647,39.02182890855456,13.752212389380537,23.33038348082594,97.29498525073748,North Dakota,Mercer,Beulah,1993-10-24
26.324050632911398,27.88759493670885,12.994936708860754,23.496202531645597,97.9721518987342,North Dakota,Mercer,Not in a city,2001-12-01
25.119331742243435,26.951789976133654,13.210023866348449,22.694510739856803,94.64916467780428,Wyoming,Sweetwater,Not in a city,2017-12-11
34.773993808049546,37.44922600619192,10.544891640866872,22.42414860681115,93.55417956656343,North Dakota,Mercer,Beulah,1992-01-23
19.768637532133653,21.200000000000006,12.647814910025703,22.825192802056563,95.19794344473004,Wyoming,Sweetwater,Not in a city,2013-10-16
28.025906735751285,29.705699481865267,11.411917098445594,23.272020725388607,97.06735751295338,North Dakota,Steele,Sharon,2000-03-26
13.002267573696152,14.109297052154188,10.362811791383228,23.147392290249424,96.52607709750562,Wyoming,Fremont,Riverton,2021-08-13
23.25679012345679,24.67012345679015,12.081481481481482,22.967901234567897,95.78024691358029,North Dakota,Mercer,Not in a city,2005-05-03
15.68321513002364,16.940898345153663,9.312056737588655,23.02364066193853,96.01654846335695,Wyoming,Sweetwater,Not in a city,2017-08-03
33.061696658097674,34.74832904884323,11.58354755784061,22.83804627249357,95.28534704370176,North Dakota,Mercer,Beulah,1998-10-21
14.554744525547438,15.42214111922141,10.124087591240883,22.982968369829678,95.80535279805346,Puerto Rico,Catano,Catano,2005-07-17
19.601466992665056,20.7515892420538,9.27383863080685,23.28850855745721,97.09779951100238,Puerto Rico,Catano,Catano,2006-06-17
13.56367924528303,14.683254716981128,11.18632075471698,22.89150943396227,95.46462264150942,Wyoming,Sweetwater,Not in a city,2017-08-08
28.83526011560694,30.451445086705185,13.849710982658948,23.390173410404632,97.52312138728324,North Dakota,Mercer,Beulah,1994-11-13
29.338870431893703,31.05913621262458,11.700996677740877,22.710963455149493,94.72425249169436,North Dakota,Mercer,Beulah,1990-01-18
30.631123919308354,32.18962536023058,11.628242074927956,23.30259365994236,97.1585014409223,North Dakota,Mercer,Beulah,1994-11-06
27.86464088397788,29.517127071823214,10.939226519337026,23.483425414364657,97.91988950276247,North Dakota,Mercer,Beulah,1995-03-04
21.653543307086583,22.976377952755897,13.228346456692911,23.480314960629915,97.90551181102362,North Dakota,Mercer,Not in a city,2007-11-24
30.710382513661177,32.32322404371584,12.297814207650267,23.08196721311476,96.26775956284148,North Dakota,Mercer,Beulah,1994-07-01
12.229314420803798,13.299527186761232,10.141843971631204,23.153664302600472,96.55082742316785,Wyoming,Sweetwater,Not in a city,2017-07-14
14.675862068965513,15.852873563218385,10.600000000000009,22.75632183908047,94.90344827586205,Wyoming,Sweetwater,Not in a city,2016-07-26
21.9892761394102,23.31340482573725,11.924932975871313,23.35656836461128,97.38069705093828,North Dakota,Mercer,Beulah,1996-05-05
29.2849604221636,30.97282321899737,11.403693931398422,23.41688654353562,97.65171503957788,North Dakota,Mercer,Beulah,1998-04-11
28.8175,30.468499999999985,13.984999999999994,22.934999999999995,95.65499999999987,North Dakota,Mercer,Not in a city,2002-03-26
26.396666666666665,28.222333333333328,10.66666666666667,23.523333333333355,98.08666666666667,North Dakota,Mercer,Beulah,1990-05-13
18.637883008356532,19.66044568245125,12.267409470752094,22.89415041782729,95.4846796657382,North Dakota,Mercer,Not in a city,2008-09-15
14.418224299065416,15.546962616822425,10.890186915887831,23.443925233644837,97.75233644859811,Wyoming,Sweetwater,Not in a city,2015-09-12
26.9627659574468,28.52579787234041,14.167553191489365,22.63297872340427,94.42819148936168,North Dakota,Mercer,Beulah,1998-04-01
12.213942307692308,13.307211538461535,8.086538461538462,23.31971153846154,97.24519230769228,Wyoming,Sweetwater,Not in a city,2019-06-29
13.513812154696142,14.530662983425414,9.845303867403311,22.859116022099457,95.33149171270718,Wyoming,Sweetwater,Not in a city,2011-08-04
20.056206088992973,21.58266978922716,11.83372365339578,22.97189695550351,95.8032786885246,Wyoming,Fremont,Riverton,2020-10-01
18.92237442922376,20.316438356164348,11.335616438356162,22.803652968036545,95.10045662100468,Wyoming,Sweetwater,Not in a city,2015-11-25
26.184290030211475,27.67069486404835,11.504531722054374,22.77341389728097,94.97280966767369,North Dakota,Mercer,Beulah,1992-12-31
13.415525114155257,14.517579908675804,10.305936073059351,22.986301369862986,95.85159817351598,Wyoming,Sweetwater,Not in a city,2016-07-29
11.304878048780484,12.216097560975609,10.27560975609757,22.67073170731708,94.56829268292682,Wyoming,Sweetwater,Not in a city,2014-07-02
22.225316455696195,23.519240506329133,9.90886075949368,22.860759493670884,95.35443037974674,North Dakota,Mercer,Not in a city,2007-06-13
26.067469879518065,27.56506024096385,10.73734939759035,23.048192771084345,96.12530120481928,North Dakota,Mercer,Not in a city,2002-05-30
11.255220417633408,12.217865429234354,12.16241299303945,23.345707656612507,97.35034802784229,Wyoming,Sweetwater,Not in a city,2016-04-30
27.672839506172835,29.275925925925925,9.793209876543212,22.64506172839508,94.46296296296292,North Dakota,Mercer,Beulah,1991-06-12
26.341902313624672,27.79922879177379,13.100257069408736,22.77120822622108,94.97429305912593,North Dakota,Mercer,Not in a city,2005-10-05
32.11428571428572,34.066753246753265,13.693506493506494,23.467532467532465,97.85454545454546,North Dakota,Steele,Sharon,2000-01-29
26.23719676549862,27.725067385444746,11.566037735849058,22.50404312668464,93.86792452830193,North Dakota,Mercer,Beulah,1995-06-26
21.22962962962964,22.489629629629636,10.046913580246924,23.06913580246915,96.20987654320984,North Dakota,Mercer,Not in a city,2004-08-03
24.462287104622877,25.853527980535265,12.394160583941613,22.83698296836985,95.25060827250611,North Dakota,Steele,Sharon,2000-08-08
27.132450331125845,28.6817880794702,12.135761589403977,22.8112582781457,95.1622516556292,North Dakota,Mercer,Beulah,1990-06-18
30.593516209476302,32.32294264339155,13.137157107231904,23.471321695760583,97.86034912718202,North Dakota,Steele,Sharon,2000-04-29
13.829787234042552,14.841755319148932,8.728723404255312,22.989361702127677,95.88563829787232,Wyoming,Sweetwater,Not in a city,2012-08-03
20.558583106267022,21.877384196185297,12.160762942779296,23.2615803814714,97.0,North Dakota,Mercer,Not in a city,2009-10-30
14.415549597855216,15.497855227882036,10.92493297587132,23.514745308311,98.05093833780168,Wyoming,Sweetwater,Not in a city,2013-04-20
13.240506329113924,14.41392405063291,9.303797468354423,23.310126582278475,97.20253164556964,North Carolina,Northampton,Gaston,2022-03-12
30.985994397759097,32.64341736694677,11.08683473389355,22.68907563025209,94.63305322128852,North Dakota,Mercer,Beulah,1995-04-04
35.85785536159605,37.66159600997506,12.940149625935158,23.00249376558605,95.9301745635911,North Dakota,Mercer,Beulah,1998-08-21
36.74763406940063,38.75173501577285,12.299684542586752,22.643533123028405,94.47003154574132,North Dakota,Mercer,Beulah,1991-12-03
18.353562005277045,19.469920844327184,12.06068601583114,23.171503957783635,96.64116094986792,North Dakota,Mercer,Not in a city,2007-07-02
22.646039603960386,23.959900990099,11.3490099009901,23.121287128712865,96.4158415841584,Puerto Rico,Catano,Catano,2005-09-15
13.026109660574413,13.785117493472582,10.979112271540462,23.112271540469983,96.42297650130544,North Dakota,Mercer,Not in a city,2008-03-16
26.291105121293796,27.859838274932606,14.52560646900271,23.05390835579516,96.14285714285715,North Dakota,Mercer,Not in a city,2008-11-07
18.68503937007877,19.782677165354333,12.553805774278212,22.89238845144357,95.50131233595798,North Dakota,Mercer,Not in a city,2006-01-15
16.229857819905202,17.481990521327003,9.457345971563972,22.88862559241706,95.45734597156395,Wyoming,Sweetwater,Not in a city,2017-08-02
18.122969837586982,19.50556844547565,13.737819025522027,22.932714617169385,95.63109048723898,Wyoming,Sweetwater,Not in a city,2016-12-07
12.5868544600939,13.62934272300469,11.39906103286384,22.91784037558685,95.57042253521126,Pennsylvania,Tioga,Not in a city,2015-08-20
20.402035623409677,21.612468193384228,11.52671755725191,22.694656488549622,94.66666666666666,North Dakota,Mercer,Beulah,1997-07-29
18.59953161592506,20.072599531615936,13.044496487119446,23.330210772833745,97.29274004683842,Wyoming,Fremont,Riverton,2020-10-16
27.752351097178675,29.384326018808768,13.072100313479623,22.993730407523497,95.90595611285264,North Dakota,Mercer,Beulah,1992-02-12
25.094707520891365,26.586072423398317,11.359331476323124,22.370473537604447,93.32033426183848,North Dakota,Mercer,Beulah,1993-07-22
33.23606557377048,34.980983606557345,11.45573770491803,23.13114754098362,96.45901639344264,North Dakota,Mercer,Beulah,1990-10-08
38.32816537467702,40.10439276485787,15.090439276485782,22.95607235142119,95.749354005168,North Dakota,Steele,Sharon,1999-09-30
18.466307277628022,19.77897574123989,11.892183288409704,22.913746630727747,95.56603773584906,Wyoming,Sweetwater,Not in a city,2012-10-23
12.737089201877938,13.828169014084512,10.953051643192472,22.89671361502347,95.49061032863848,Wyoming,Sweetwater,Not in a city,2018-10-03
24.4017094017094,25.84017094017095,9.66666666666668,22.7065527065527,94.72649572649568,North Dakota,Mercer,Beulah,1993-09-14
29.565217391304344,31.284239130434777,14.10326086956522,22.79076086956522,95.0733695652173,North Dakota,Mercer,Beulah,1998-01-05
17.816216216216205,19.058108108108115,12.61621621621622,22.80540540540538,95.11351351351352,Wyoming,Sweetwater,Not in a city,2012-09-19
19.57451923076922,21.019230769230788,11.06490384615384,22.86538461538463,95.3725961538462,Wyoming,Sweetwater,Not in a city,2015-03-03
21.70114942528736,22.98563218390804,10.2844827586207,23.344827586206875,97.35344827586204,North Dakota,Mercer,Beulah,1993-07-11
14.659909909909906,15.896621621621618,10.141891891891891,22.75,94.88963963963974,Wyoming,Fremont,Riverton,2021-06-15
18.1662817551963,19.547344110854507,11.653579676674362,23.43648960739029,97.715935334873,Wyoming,Sweetwater,Not in a city,2017-01-07
14.463470319634697,15.641552511415531,10.152968036529682,22.488584474885847,93.79452054794524,Wyoming,Sweetwater,Not in a city,2016-06-29
27.419847328244263,29.02875318066158,13.180661577608138,22.969465648854968,95.7888040712468,California,Fresno,Fresno,2003-03-06
19.544117647058822,20.71764705882354,10.919117647058831,22.958333333333343,95.73529411764696,Puerto Rico,Catano,Catano,2005-07-25
20.51639344262293,21.96174863387978,11.489071038251376,22.86338797814209,95.35245901639333,Wyoming,Sweetwater,Not in a city,2013-01-10
28.15817694369972,29.701072386058986,13.563002680965154,22.857908847185,95.3351206434316,North Dakota,Mercer,Beulah,1995-07-07
27.28019323671497,28.856280193236707,11.35507246376812,23.084541062801943,96.2657004830918,North Dakota,Mercer,Not in a city,2004-05-06
15.481308411214956,16.717757009345785,10.235981308411212,23.070093457943923,96.20327102803728,Wyoming,Sweetwater,Not in a city,2018-08-10
21.76010781671159,23.289487870619944,11.684636118598386,23.17520215633424,96.65498652291114,Wyoming,Sweetwater,Not in a city,2012-12-14
34.734375,36.75286458333333,12.64583333333333,23.229166666666664,96.86458333333331,North Dakota,Mercer,Not in a city,2003-10-24
19.00557103064067,20.198885793871863,9.766016713091926,23.05292479108637,96.15598885793872,North Dakota,Mercer,Not in a city,2009-03-09
30.93023255813953,32.61007751937983,12.31007751937984,22.958656330749356,95.7700258397933,North Dakota,Mercer,Not in a city,2004-01-13
25.339378238341965,26.84533678756477,11.93005181347151,22.945595854922253,95.69170984455953,Puerto Rico,Catano,Catano,2004-12-06
37.10439560439557,41.21620879120878,12.549450549450544,23.557692307692303,98.2307692307692,North Dakota,Mercer,Beulah,1995-11-18
16.561484918793486,17.897911832946654,10.925754060324838,22.80278422273782,95.1160092807425,Wyoming,Sweetwater,Not in a city,2019-04-24
12.192825112107633,13.273318385650237,10.201793721973113,22.95964125560538,95.73542600896862,Wyoming,Fremont,Riverton,2021-07-09
36.13730569948187,38.00414507772021,11.12435233160621,22.808290155440396,95.14507772020733,North Dakota,Mercer,Beulah,1998-04-22
17.99280575539566,19.33884892086332,12.553956834532393,22.64988009592324,94.47242206235016,Wyoming,Sweetwater,Not in a city,2014-09-29
13.243678160919544,14.317241379310348,10.108045977011493,22.937931034482776,95.65517241379308,Wyoming,Sweetwater,Not in a city,2016-07-14
12.611253196930946,13.570332480818406,10.57033248081842,23.15089514066496,96.55754475703328,Wyoming,Sweetwater,Not in a city,2013-07-26
27.70404984423677,29.550778816199387,10.056074766355136,22.841121495327087,95.26791277258566,North Dakota,Mercer,Beulah,1991-03-26
17.747989276139393,18.853351206434308,10.294906166219835,22.927613941018745,95.65147453083104,North Dakota,Mercer,Not in a city,2008-12-21
16.346420323325635,17.63394919168591,11.75981524249423,23.30484988452654,97.1801385681293,Wyoming,Sweetwater,Not in a city,2015-12-12
10.482678983833724,11.364203233256353,10.960739030023085,23.3810623556582,97.49884526558898,Wyoming,Sweetwater,Not in a city,2016-08-06
19.080831408775964,20.51501154734409,12.122401847575055,23.33256351039261,97.29330254041572,Wyoming,Sweetwater,Not in a city,2015-11-21
15.057377049180335,16.165027322404388,11.653005464480868,23.14480874316939,96.51912568306008,Wyoming,Sweetwater,Not in a city,2011-08-12
11.95331695331696,12.8923832923833,11.03931203931204,22.71253071253071,94.72481572481573,Wyoming,Sweetwater,Not in a city,2014-07-16
12.6020942408377,13.575654450261789,12.408376963350792,23.41361256544503,97.63089005235604,Wyoming,Sweetwater,Not in a city,2013-09-14
28.434375000000017,30.16281249999999,9.056249999999997,23.565625,98.25624999999998,North Dakota,Mercer,Beulah,1992-03-21
18.01184834123224,19.34336492890993,10.770142180094789,22.79383886255925,95.27725118483409,Wyoming,Sweetwater,Not in a city,2018-03-27
13.518604651162786,14.619069767441864,12.23255813953488,23.33953488372092,97.31860465116289,Wyoming,Sweetwater,Not in a city,2016-06-18
21.434554973822003,22.70602094240836,11.445026178010464,23.062827225130885,96.22251308900525,North Dakota,Mercer,Not in a city,2005-11-27
10.704960835509144,11.558485639686676,10.34203655352481,22.924281984334208,95.61618798955608,Wyoming,Sweetwater,Not in a city,2013-06-24
15.890160183066357,17.153318077803185,11.06864988558352,23.217391304347828,96.81235697940498,Wyoming,Sweetwater,Not in a city,2016-09-16
37.63466666666669,40.0328,13.144000000000002,22.72533333333334,94.79466666666676,North Dakota,Mercer,Beulah,1995-09-05
13.99063231850117,15.053629976580794,10.353629976580788,22.749414519906324,95.11007025761114,Wyoming,Sweetwater,Not in a city,2018-06-04
44.15909090909091,46.88993506493508,13.86688311688312,23.12662337662337,96.45129870129864,North Dakota,Mercer,Beulah,1991-02-01
12.556844547563816,13.55522041763342,10.252900232018565,22.561484918793475,94.30394431554528,Wyoming,Sweetwater,Not in a city,2018-06-06
19.283422459893057,20.64545454545453,12.173796791443843,22.94117647058825,95.6657754010696,Wyoming,Sweetwater,Not in a city,2012-11-30
30.461309523809533,32.122321428571404,9.82440476190476,22.64285714285715,94.4523809523809,North Dakota,Mercer,Beulah,1992-06-04
36.61676646706588,39.29970059880239,11.688622754491018,22.2994011976048,92.9940119760479,North Dakota,Mercer,Not in a city,1994-01-17
25.750724637681152,27.285797101449297,10.779710144927533,23.50724637681157,98.02028985507242,North Dakota,Mercer,Beulah,1994-11-26
23.101333333333333,24.48213333333333,12.311999999999992,23.418666666666663,97.65066666666672,North Dakota,Mercer,Not in a city,2003-11-15
22.824468085106385,24.208776595744684,11.521276595744672,23.35904255319149,97.40159574468088,North Dakota,Mercer,Beulah,1995-07-02
13.686131386861316,14.746958637469582,10.749391727493924,22.42335766423358,93.51824817518244,Wyoming,Sweetwater,Not in a city,2014-06-10
33.54193548387097,35.511290322580614,11.245161290322583,22.577419354838717,94.16451612903222,North Dakota,Mercer,Beulah,1991-11-14
23.15700483091789,24.57946859903382,10.471014492753628,22.801932367149742,95.09178743961355,North Dakota,Steele,Sharon,2000-08-31
26.384223918575064,27.924681933842265,10.111959287531812,23.325699745547084,97.262086513995,California,Fresno,Fresno,2003-02-01
28.568062827225127,30.22460732984293,14.112565445026185,22.91884816753929,95.58638743455496,North Dakota,Mercer,Not in a city,2006-01-10
21.2216216216216,22.682432432432435,11.54324324324324,22.613513513513517,94.33783783783782,Wyoming,Sweetwater,Not in a city,2013-02-25
39.53355704697985,42.87281879194627,11.741610738255028,22.51677852348994,93.92953020134236,North Dakota,Mercer,Beulah,1990-02-27
31.821705426356587,33.60930232558142,12.180878552971569,22.86304909560726,95.34625322997414,North Dakota,Mercer,Not in a city,2005-11-22
25.739361702127656,27.25478723404253,11.909574468085117,23.36702127659575,97.44148936170215,North Dakota,Mercer,Beulah,1996-07-27
19.82093663911844,21.155096418732768,10.275482093663902,22.531680440771343,93.98347107438023,Wyoming,Sweetwater,Not in a city,2011-09-07
19.846341463414632,21.358780487804864,11.97804878048781,23.470731707317068,97.88292682926829,Wyoming,Sweetwater,Not in a city,2015-01-03
32.029940119760475,34.7976047904192,12.287425149700598,22.91017964071855,95.52694610778444,North Dakota,Mercer,Not in a city,1994-01-08
35.42814371257486,37.541916167664645,13.149700598802385,22.745508982035947,94.87425149700604,North Dakota,Mercer,Beulah,1993-11-17
15.0955710955711,16.741958041958018,13.526806526806528,22.72494172494173,94.77389277389275,Wyoming,Fremont,Riverton,2021-10-27
24.223719676549862,25.575741239892174,10.927223719676544,23.09433962264152,96.288409703504,North Dakota,Mercer,Beulah,1996-06-16
19.76165803108808,20.92253886010364,11.44818652849741,23.170984455958543,96.64248704663213,North Dakota,Mercer,Not in a city,2008-03-31
26.654545454545463,28.223376623376613,13.810389610389612,23.415584415584437,97.6285714285714,North Dakota,Mercer,Not in a city,2007-11-03
13.709905660377364,14.861556603773584,9.007075471698117,22.959905660377377,95.74056603773585,Wyoming,Sweetwater,Not in a city,2017-07-20
12.148491879350347,13.159628770301625,8.658932714617162,22.97679814385152,95.81902552204176,Wyoming,Sweetwater,Not in a city,2017-05-25
23.892944038929468,25.53527980535283,10.924574209245742,23.501216545012177,97.98540145985396,North Dakota,Steele,Sharon,2000-08-05
17.3294663573086,18.72041763341065,12.354988399071912,23.1322505800464,96.45939675174006,Wyoming,Fremont,Riverton,2020-12-28
22.778894472361817,24.151507537688445,12.020100502512566,22.73618090452261,94.8391959798996,North Dakota,Mercer,Not in a city,2004-02-25
21.580882352941163,22.845343137254925,11.22303921568627,23.220588235294123,96.82352941176472,North Dakota,Mercer,Not in a city,2004-09-03
21.289256198347108,22.822589531680435,12.134986225895313,22.955922865013783,95.74931129476572,Wyoming,Sweetwater,Not in a city,2012-10-31
15.33953488372094,16.48883720930232,9.406976744186055,22.54418604651165,94.02558139534888,Wyoming,Sweetwater,Not in a city,2015-06-30
28.303951367781163,29.894224924012143,10.541033434650462,23.465045592705163,97.84194528875383,North Dakota,Mercer,Beulah,1992-11-21
29.429799426934093,31.07335243553008,10.074498567335237,23.29512893982808,97.13467048710604,North Dakota,Mercer,Beulah,1996-03-31
19.174157303370805,20.489325842696623,12.685393258426966,23.233146067415746,96.89044943820228,Wyoming,Sweetwater,Not in a city,2010-12-18
14.828804347826084,15.895380434782618,10.10597826086956,23.39673913043479,97.55163043478264,Wyoming,Sweetwater,Not in a city,2012-05-12
17.256351039260952,18.60230946882219,10.727482678983828,22.872979214780592,95.37875288683604,Wyoming,Sweetwater,Not in a city,2019-03-14
28.97568389057752,30.92613981762916,11.282674772036485,22.88145896656534,95.42249240121583,North Dakota,Mercer,Beulah,1992-12-11
32.477611940298495,34.21194029850743,12.42985074626866,22.52238805970149,93.94626865671644,North Dakota,Mercer,Beulah,1993-01-20
29.2907268170426,30.98295739348371,14.002506265664165,22.779448621553907,95.0526315789474,North Dakota,Steele,Sharon,2000-10-11
27.927835051546374,29.420876288659787,9.981958762886606,23.427835051546413,97.68298969072166,North Dakota,Steele,Sharon,1999-09-04
21.55729166666666,22.811718749999983,9.406249999999996,23.32291666666667,97.24739583333336,Puerto Rico,Catano,Catano,2007-04-14
33.84326018808779,35.57178683385581,9.95924764890282,23.407523510971807,97.60501567398116,North Dakota,Mercer,Beulah,1991-04-06
37.67272727272729,39.65584415584416,13.238961038961037,22.838961038961028,95.27272727272728,North Dakota,Mercer,Beulah,1998-04-21
16.154028436018958,17.398104265402843,12.966824644549764,22.76066350710899,94.92180094786735,Wyoming,Sweetwater,Not in a city,2018-10-16
30.47747747747748,32.30060060060066,10.94594594594595,23.07507507507509,96.24924924924925,North Dakota,Mercer,Beulah,1993-12-23
40.25135135135137,43.97702702702703,13.991891891891898,22.92432432432435,95.62162162162164,North Dakota,Mercer,Beulah,1995-11-20
46.50324675324672,51.40194805194805,12.646103896103892,22.67857142857144,94.57792207792204,North Dakota,Mercer,Beulah,1990-11-16
31.12742382271467,32.87313019390579,10.2382271468144,23.04986149584488,96.13019390581718,North Dakota,Mercer,Beulah,1995-04-07
14.310747663551398,15.472663551401864,9.6892523364486,22.8855140186916,95.44392523364488,Wyoming,Sweetwater,Not in a city,2017-03-22
15.519813519813528,16.801631701631706,11.025641025641027,22.631701631701628,94.37296037296026,Wyoming,Sweetwater,Not in a city,2018-09-18
16.620608899297423,17.887353629976587,11.126463700234192,22.672131147540973,94.559718969555,Wyoming,Sweetwater,Not in a city,2015-10-19
23.899313501144167,25.59633867276888,11.892448512585831,22.519450800915333,93.92448512585814,Wyoming,Sweetwater,Not in a city,2016-02-16
23.663013698630145,25.21780821917807,12.649315068493149,22.78082191780822,95.03561643835614,Wyoming,Sweetwater,Not in a city,2010-10-13
27.81283422459892,29.485561497326213,13.026737967914444,22.903743315508013,95.52941176470588,North Dakota,Mercer,Beulah,1995-10-31
22.058548009367684,23.7,11.306791569086652,23.032786885245905,96.0515222482436,Wyoming,Fremont,Riverton,2021-01-14
17.166240409207166,18.19002557544758,11.329923273657275,23.115089514066497,96.40153452685422,North Dakota,Mercer,Not in a city,2007-06-04
22.750000000000004,24.123118279569887,9.225806451612913,22.967741935483865,95.79032258064522,North Dakota,Mercer,Not in a city,2010-03-25
34.942771084337394,36.73132530120482,11.069277108433733,22.909638554216887,95.5602409638554,North Dakota,Mercer,Beulah,1992-11-18
25.59726027397261,27.262465753424674,11.539726027397272,22.89315068493149,95.4931506849316,Wyoming,Sweetwater,Not in a city,2013-01-09
27.459740259740244,29.04727272727276,11.903896103896113,23.31948051948052,97.2363636363636,North Dakota,Mercer,Not in a city,2001-02-19
34.19939577039274,36.07069486404831,13.764350453172204,22.82477341389728,95.2175226586103,North Dakota,Mercer,Beulah,1993-12-27
22.535064935064923,23.85298701298701,10.01558441558442,23.22337662337662,96.87272727272726,North Dakota,Mercer,Not in a city,2004-01-18
32.81311475409836,34.5767213114754,10.088524590163937,22.855737704918024,95.32786885245906,North Dakota,Mercer,Beulah,1990-12-28
16.4930875576037,17.82764976958526,10.778801843317964,22.95161290322581,95.7557603686636,Wyoming,Fremont,Riverton,2021-11-21
27.6750629722922,29.22292191435769,11.345088161209064,22.62972292191436,94.41813602015114,North Dakota,Mercer,Beulah,1998-08-12
15.136890951276117,16.37772621809749,10.728538283062656,22.863109048723903,95.35498839907196,Wyoming,Fremont,Riverton,2020-09-22
20.018324607329845,21.18926701570679,10.651832460732978,23.078534031413614,96.24083769633498,North Dakota,Mercer,Not in a city,2007-07-03
23.071960297766733,24.373449131513663,10.124069478908195,23.325062034739467,97.26302729528538,Puerto Rico,Catano,Catano,2006-06-02
12.089189189189195,13.016216216216218,9.46486486486486,23.386486486486497,97.51891891891884,Wyoming,Sweetwater,Not in a city,2012-07-21
21.21052631578947,22.49236842105263,11.16578947368421,23.097368421052632,96.36052631578949,North Dakota,Mercer,Not in a city,2006-01-22
19.994505494505493,21.26428571428573,8.30494505494505,22.85714285714285,95.32967032967036,North Dakota,Mercer,Not in a city,2009-05-21
27.905487804878053,29.43689024390241,10.335365853658528,22.585365853658526,94.21951219512198,North Dakota,Mercer,Beulah,1991-06-25
10.424882629107982,11.318309859154928,8.685446009389663,23.016431924882607,96.0046948356808,Wyoming,Sweetwater,Not in a city,2017-05-14
10.59517426273459,11.417426273458457,9.002680965147443,23.112600536193018,96.37265415549598,Wyoming,Sweetwater,Not in a city,2013-05-18
18.13084112149532,19.507943925233636,11.605140186915886,22.68457943925233,94.623831775701,Wyoming,Sweetwater,Not in a city,2019-03-05
34.75937500000003,37.72093749999998,13.73749999999999,23.225000000000005,96.84375,North Dakota,Mercer,Beulah,1992-01-25
23.83673469387755,25.25765306122448,12.640306122448983,22.673469387755123,94.56377551020404,North Dakota,Mercer,Not in a city,2003-10-30
24.17391304347824,25.499456521739116,11.804347826086952,22.57065217391305,94.15217391304344,North Dakota,Mercer,Beulah,1995-06-27
29.50555555555556,31.760833333333323,10.23611111111112,22.69166666666667,94.65000000000008,North Dakota,Mercer,Beulah,1996-12-17
17.403846153846153,18.625824175824174,10.530219780219776,22.835164835164846,95.24175824175828,Wyoming,Sweetwater,Not in a city,2012-03-13
26.749354005167945,28.28992248062016,11.844961240310075,23.325581395348845,97.27390180878548,Puerto Rico,Catano,Catano,2006-11-27
16.6968085106383,17.887765957446796,9.53191489361702,22.885638297872354,95.45744680851064,Wyoming,Sweetwater,Not in a city,2012-08-08
31.78064516129036,33.7916129032258,11.05161290322581,22.512903225806472,93.92258064516128,North Dakota,Mercer,Beulah,1990-04-11
23.498714652956306,24.90951156812339,9.73778920308484,23.17480719794344,96.63753213367598,North Dakota,Mercer,Not in a city,2007-09-21
23.08950617283951,24.45,10.608024691358027,23.391975308641968,97.5493827160494,North Dakota,Mercer,Beulah,1991-08-25
16.883886255924153,18.203554502369684,11.876777251184828,23.39336492890996,97.54028436018956,Wyoming,Sweetwater,Not in a city,2018-10-27
14.407925407925411,15.601864801864789,8.89976689976691,23.076923076923062,96.24242424242424,Wyoming,Sweetwater,Not in a city,2019-08-16
12.61792452830189,13.544103773584904,9.26886792452831,22.853773584905667,95.53773584905656,Wyoming,Sweetwater,Not in a city,2018-06-27
32.90090090090088,34.73573573573575,12.28228228228228,22.68168168168167,94.58858858858854,North Dakota,Mercer,Beulah,1992-11-10
24.44285714285713,26.193571428571435,14.23095238095239,22.94285714285714,95.69047619047616,Wyoming,Sweetwater,Not in a city,2015-02-03
28.91642651296828,30.864841498559088,10.32276657060518,22.706051873198856,94.7089337175792,North Dakota,Mercer,Beulah,1994-04-07
28.158208955223884,29.852238805970146,13.322388059701504,22.561194029850743,94.11641791044777,North Dakota,Mercer,Beulah,1994-01-27
