air/voc_daily_summary.o3_AQI,air/voc_daily_summary.f0_,air/voc_daily_summary.f1_,air/voc_daily_summary.f2_,air/voc_daily_summary.f3_,air/voc_daily_summary.f4_,air/voc_daily_summary.f5_,air/voc_daily_summary.f6_,Day
,19.79019556025369,9.399577167019029,19.594080338266394,81.86257928118391,California,Madera,Madera,2018-10-01
,7.856538696255217,1.518169209431346,1.8576976421636628,90.0615811373094,California,Alameda,Fremont,1994-10-17
,3.61712236397446,1.5390088123534658,2.048346673134449,99.26493653488552,Texas,Galveston,Galveston,2003-05-21
,20.04704735883424,13.925318761384329,11.786885245901653,70.44808743169413,Maine,Cumberland,Not in a city,1997-05-12
,3.1608840012615627,0.7118376787216157,1.6941757779646796,99.34829688814136,Texas,El Paso,El Paso,2001-03-26
,14.32711440677966,11.21468926553672,17.263182674199616,79.27919020715625,Massachusetts,Essex,Newbury,2003-07-24
,18.03258278145696,0.2649006622516555,1.7417218543046369,99.9205298013245,California,San Diego,San Diego,1990-03-18
,3.673885390219107,1.613282132369552,3.152981703185001,96.89626157668856,Texas,Ector,Odessa,2007-06-17
,18.81502052173914,11.227826086956531,16.520000000000017,89.75652173913038,Indiana,Marion,Indianapolis (Remainder),2018-04-27
,23.25120332568808,10.415137614678898,19.472477064220183,90.06766055045875,Texas,Harris,Houston,2014-10-23
,20.051149358226372,6.736289381563595,17.1901983663944,94.7642940490082,Louisiana,East Baton Rouge,Not in a city,2003-05-16
,235.523870967742,13.43548387096774,21.854838709677416,91.37096774193547,Texas,Jefferson,Port Arthur,1996-03-14
,40.958587570621454,8.254237288135595,18.28813559322035,90.9152542372882,California,Napa,Napa,1994-11-15
,114.62616071428572,17.03571428571429,19.19642857142856,80.3660714285714,Texas,Dallas,Dallas,1996-12-19
,42.602820512820514,0.6923076923076924,3.8205128205128216,99.48717948717947,Ohio,Pickaway,Circleville,1990-04-04
,91.13435897435896,15.286324786324776,17.696581196581203,78.45726495726488,California,San Diego,San Diego,1996-10-23
,23.740676034858385,7.930283224400871,17.843137254901965,85.41230936819173,Texas,Tarrant,Fort Worth,2011-09-10
,2.368678871201149,0.6185238784370473,2.0544138929088223,96.8583212735167,Arizona,Maricopa,Phoenix,2021-02-27
,10.364666666666668,0.5111111111111113,1.4000000000000004,99.53333333333332,Ohio,Columbiana,East Liverpool,1991-12-18
,14.281351351351349,1.0540540540540535,3.378378378378378,99.56756756756758,Ohio,Columbiana,East Liverpool,1992-12-16
,52.21317757009346,10.461059190031156,18.917445482866047,93.42056074766356,Texas,Jefferson,Nederland,2006-11-04
,38.72315580479452,11.25171232876713,22.462328767123296,91.28595890410958,Texas,Harris,Channelview,2008-02-11
,21.293658488805985,8.28544776119403,18.888059701492526,84.02238805970151,California,Contra Costa,San Ramon,2013-05-14
,23.403235166738853,11.906453009961009,8.702468601126032,50.38891294932872,California,Fresno,Clovis,1995-07-13
,19.628104575163395,17.666666666666668,20.679738562091497,88.50980392156862,Ohio,Columbiana,East Liverpool,1995-03-05
,6.188121404039688,1.7495953269054831,2.3850376521922767,96.9864874375394,Massachusetts,Essex,Lynn,2008-09-09
,9.31383961096375,7.531388152077807,21.162687886825807,93.10875331564982,Massachusetts,Essex,Newburyport,2016-08-20
,29.25919404761907,10.10595238095238,16.311904761904763,90.90833333333332,Texas,El Paso,El Paso,2001-10-05
,5.062892631578952,0.0259649122807018,1.046315789473685,99.99157894736852,California,Contra Costa,Concord,1994-02-01
,14.047114868721463,13.986301369863012,11.75456621004566,66.91666666666667,Texas,Tarrant,Fort Worth,2009-09-21
,16.980858060372512,9.418754014129734,20.794476557482337,92.16249197174052,Texas,Ector,Odessa,2004-06-12
,50.9789156435644,9.551485148514852,16.82970297029703,92.75049504950496,Texas,Tarrant,Eagle Mountain,2010-10-18
,39.51758991319443,9.293402777777777,8.633680555555555,96.09982638888894,Texas,Harris,Houston,2005-12-20
,21.87580357142859,8.487394957983193,21.394957983193283,94.0588235294118,California,Los Angeles,Azusa,2017-05-08
,26.81752258064516,7.194838709677421,10.4283870967742,95.82193548387086,Florida,Duval,Jacksonville,2002-11-02
,4.324768744371535,0.8698057378103685,1.8643380934002336,99.63636948411164,Massachusetts,Essex,Lynn,2007-02-17
,55.53179487179486,2.1794871794871797,4.410256410256412,99.48717948717946,California,Ventura,Simi Valley,1993-12-12
,126.22,7.3,17.3,97.20000000000002,Ohio,Columbiana,East Liverpool,1993-05-22
,55.46666666666667,2.0,5.666666666666668,99.5,California,San Diego,San Diego,1990-07-05
,12.843852948345903,5.787869994196169,12.797156123041209,82.06500290191526,Massachusetts,Barnstable,Truro,2001-06-27
,31.46635549872124,11.05242966751918,13.640664961636826,88.73273657289006,Texas,Harris,Houston,2003-10-03
,52.34816868794327,9.975177304964545,20.26063829787234,83.70035460992905,Texas,Ector,Odessa,2008-10-10
,39.59304780876494,8.213147410358568,17.711155378486055,93.52191235059765,Texas,Ector,Odessa,2005-01-29
,13.888999999999996,4.519047619047619,10.50476190476191,57.14285714285713,California,Ventura,Not in a city,1993-07-25
,32.38727357609712,13.5985060690943,13.047619047619053,68.36881419234365,California,Kern,Bakersfield,2000-09-11
,20.894754668930403,9.567062818336163,14.864176570458405,78.72920203735146,Texas,Harris,Deer Park,2012-04-18
,17.366714428857694,9.13977955911823,19.757014028056098,94.28657314629255,Georgia,DeKalb,Tucker,2001-08-12
,10.210411059907829,8.830330959363222,16.164222873900297,87.60913280268127,Massachusetts,Hampshire,Ware (census name for Ware Center),2012-06-01
,6.345196391339213,9.729751403368086,14.94787489975942,76.54290296712114,California,Kern,Bakersfield,2019-08-27
,34.70889018691588,9.85630841121495,6.877336448598147,50.900700934579454,Texas,Harris,Houston,1997-10-30
,8.370950557620825,9.985130111524157,18.548327137546465,89.07063197026027,Louisiana,St. John the Baptist,Laplace (La Place),2017-05-10
,13.430636414930554,11.745225694444445,15.677951388888882,75.47786458333334,Texas,Ector,Odessa,2008-07-07
,618.2,5.2,21.6,90.2,California,San Diego,Chula Vista,1991-01-17
,25.041599999999995,11.01333333333333,16.05666666666667,70.19999999999999,California,Kern,Bakersfield,1998-03-27
,45.28958904109589,1.123287671232877,3.0547945205479463,99.3972602739726,California,Ventura,Simi Valley,1993-03-05
,14.893880274261605,8.270042194092818,19.06012658227848,90.6619198312236,Texas,Ector,Odessa,2003-07-30
,17.377394574468077,12.27446808510638,19.051063829787232,93.90212765957446,Pennsylvania,Philadelphia,Philadelphia,2014-04-22
,10.786202571230056,2.8926337734537864,2.6170952050034715,74.75503822098692,California,Contra Costa,Concord,1994-09-29
,17.301550771869625,10.45969125214408,16.293310463121795,88.24013722126935,Arizona,Maricopa,Phoenix,2018-10-02
,22.259339028944908,9.742296918767508,19.774976657329606,92.8888888888889,Indiana,Lake,Gary,2012-10-05
,16.908573770491785,7.621311475409822,14.251366120218592,70.01038251366124,Georgia,DeKalb,Not in a city,1996-08-26
,11.82460256410256,5.875641025641023,2.239743589743589,27.501282051282047,California,Ventura,Not in a city,1993-06-11
,10.894573803868337,10.75941635561588,15.172378690193415,76.54563963352564,Massachusetts,Suffolk,Boston,2006-07-09
,15.92913626984126,13.50555555555556,17.731746031746024,81.74285714285712,Texas,Harris,Channelview,2011-05-12
,36.36991921465969,12.699825479930196,20.69982547993019,85.48691099476443,Texas,Harris,Houston,2009-10-12
,10.25722874322581,12.625548387096757,10.64851612903226,58.02658064516141,Georgia,Paulding,Not in a city,1998-07-27
,3.6164634819621777,1.1620263763868548,1.658851440932246,99.65843276812484,Texas,Ector,Odessa,2005-11-12
,20.01139414734677,10.05151983513654,15.691911385883596,72.62184441009775,California,Kern,Bakersfield,1997-06-11
,42.65806878306878,8.417989417989416,17.013227513227513,91.3730158730159,Washington,King,Seattle,2000-02-27
,12.998920926769996,16.81373442722576,12.317228805834093,61.41324825281085,District Of Columbia,District of Columbia,Washington,1998-07-18
,87.50962825278805,8.620817843866172,10.193308550185872,62.18587360594794,Texas,El Paso,El Paso,1996-01-05
,13.758918267530923,8.454920447849142,13.687389510901586,80.98968768414842,Texas,Ector,Odessa,2008-08-13
,6.992812765957439,10.404255319148936,19.471839799749688,84.55444305381725,California,Madera,Madera,2020-09-20
,1.98524295880862,1.2366920152091263,3.2446768060836515,96.98548795944242,Massachusetts,Essex,Lynn,2014-06-28
,31.57475,5.64583333333333,20.225000000000005,84.39999999999995,California,Fresno,Parlier,1998-04-06
,22.66079591836735,7.818367346938774,21.281632653061237,89.12653061224493,Texas,Jefferson,Beaumont,2015-03-08
,22.5830605564648,10.587561374795415,21.09819967266776,88.37970540098202,Texas,Tarrant,Fort Worth,2007-04-08
,48.1798708870968,7.749999999999997,14.9502688172043,82.67204301075272,Texas,Tarrant,Fort Worth,2008-01-15
,137.4,4.6,23.4,97.6,California,San Diego,San Diego,1991-06-15
,60.94391522157994,7.2813102119460495,15.452793834296727,95.04624277456648,Louisiana,East Baton Rouge,Baton Rouge,2001-02-20
,15.165795242252289,8.651243998254039,18.398952422522928,91.63989524225236,Connecticut,New Haven,New Haven,2012-08-14
,10.97746557632397,10.759345794392534,17.966510903426773,77.69781931464179,Arizona,Pima,Tucson,2021-08-16
,10.4815210492228,12.375971502590671,14.407383419689118,75.04566062176163,Texas,Ector,Odessa,2006-08-02
,18.07072546088689,7.60538116591928,20.365221723966123,96.45989038365718,Georgia,DeKalb,Tucker,2001-07-22
,96.2572049689442,9.897515527950317,18.77329192546585,86.7329192546584,California,Ventura,Simi Valley,1999-11-09
,3.172637252764246,0.5949895615866386,2.071599783499575,98.72806000154644,Texas,Harris,Houston,2014-02-10
,28.5685415282392,7.177740863787374,16.30066445182724,93.61960132890366,Texas,Harris,Channelview,2004-04-17
,6.511944414168936,15.416893732970042,14.997275204359658,69.67574931880095,Louisiana,St. John the Baptist,Laplace (La Place),2019-05-10
,48.70315359477124,10.290849673202615,14.566993464052294,94.42810457516345,Pennsylvania,Philadelphia,Philadelphia,2002-12-12
,361.25,9.5,23.5,98.0,California,San Diego,San Diego,1990-05-25
,4.967747268493638,0.6392620454952522,1.7981372022210282,98.8063765000897,California,Kern,Oildale,1998-03-30
,5.42177714285714,8.00336134453782,14.739495798319323,88.3915966386555,California,Kern,Shafter,2021-04-23
,28.590479041916197,6.128742514970064,5.116766467065879,33.148203592814355,Texas,El Paso,El Paso,1997-03-08
,107.59217142857143,12.63428571428572,16.68000000000001,69.70285714285714,California,Kern,Oildale,1996-11-01
,49.61270440251574,10.559748427672952,18.0503144654088,91.71698113207545,Texas,Ector,Odessa,2005-01-17
,51.0479558451472,9.996728462377316,15.967284623773171,84.70338058887678,Texas,Ector,Odessa,2007-10-30
,27.25721095813204,12.025764895330116,12.905797101449268,73.46859903381647,Texas,Harris,Deer Park,2008-09-29
,9.258670704467384,9.406357388316144,18.557560137457045,89.3762886597939,California,Kern,Bakersfield,2017-07-07
,49.79563137254903,5.105882352941177,12.90196078431373,92.63333333333333,Louisiana,East Baton Rouge,Not in a city,2003-12-14
,41.43151575342468,19.863013698630127,19.719178082191775,82.55136986301368,Texas,Dallas,Dallas,2022-02-13
,13.007766794185155,9.019127773527162,18.469013006885987,88.76970160673298,Massachusetts,Essex,Newburyport,2016-06-21
,83.64275280898872,10.910112359550563,19.837078651685395,92.62921348314607,California,Sacramento,Not in a city,1997-01-30
,12.66744680851064,1.0425531914893622,2.404255319148937,99.74468085106382,Ohio,Columbiana,East Liverpool,1992-03-03
,8.356620219690809,0.8370626525630612,2.017493897477612,98.67351505288882,California,Sacramento,Not in a city,1998-01-05
,49.88957055214721,13.202453987730058,20.03680981595091,84.90184049079754,Texas,Jefferson,Beaumont,2007-01-21
,11.39818835390946,7.852263374485593,15.864609053497936,86.00781893004122,Massachusetts,Essex,Lynn,2012-06-25
,30.03113445378152,6.801120448179274,11.9593837535014,94.26470588235296,Texas,Nueces,Corpus Christi,2002-02-08
,12.172634730538936,10.102594810379246,6.752495009980047,41.28862275449107,California,Fresno,Clovis,1995-07-28
,14.278229321663026,7.415754923413564,20.09080962800876,92.81400437636762,Louisiana,St. John the Baptist,Laplace (La Place),2018-06-05
,3.8653637636716014,1.7341824726567905,2.256541603211961,98.70794683649446,Texas,Nueces,Corpus Christi,2011-01-15
,38.12996361209964,7.975978647686828,15.83629893238433,92.78647686832736,Texas,Harris,Houston,2010-10-06
,3.7911092045177033,1.6184981684981663,3.382783882783885,97.58876678876696,Massachusetts,Essex,Lynn,2005-06-27
,455.0,14.8,23.4,97.6,California,San Diego,San Diego,1991-03-08
,9.817915931578948,8.342105263157897,12.463157894736836,75.88578947368423,Louisiana,Ascension,Not in a city,2009-09-13
,24.96692810457516,4.165577342047929,8.023965141612196,97.83006535947708,California,Alameda,Livermore,1994-11-20
,2.049175539573073,0.7475862068965515,2.2717898193760258,98.07349753694564,Texas,Harris,Deer Park,2013-05-28
,15.688940516821058,10.740614334470983,19.362262311067767,87.10336421257924,Massachusetts,Essex,Newbury,2005-06-28
,4.225357648252948,2.201648622047241,3.60482283464567,95.64972933070864,Texas,Ector,Odessa,2004-08-19
,391.0,14.0,23.4,97.6,California,San Diego,San Diego,1990-12-16
,1.9281577015310816,1.0932484781405656,2.9191108651540314,95.92316915698228,Arizona,Maricopa,Phoenix,2017-07-24
,29.475812045152725,14.2324037184595,18.40106241699867,88.09163346613545,Texas,Ector,Odessa,2007-10-08
,465.2000000000001,4.2,23.0,96.0,California,San Diego,Chula Vista,1990-02-12
,7.296665464895637,10.341555977229596,20.48387096774193,91.93927893738142,Louisiana,St. John the Baptist,Laplace (La Place),2017-04-10
,14.798727272727271,0.290909090909091,2.200000000000001,99.78181818181818,Ohio,Columbiana,East Liverpool,1992-09-12
,32.08368852459019,10.806010928961737,12.461748633879784,73.55464480874315,Maryland,Baltimore (City),Baltimore,1996-05-05
,14.87055813953487,8.897674418604659,20.23488372093023,85.59767441860464,Louisiana,St. John the Baptist,Laplace (La Place),2018-12-08
,4.49490735745183,1.982894219425876,3.412046139729978,95.24931183641374,Massachusetts,Suffolk,Boston,2004-07-02
,33.8108517857143,14.205357142857132,21.75000000000001,93.046875,California,Los Angeles,Azusa,2019-11-18
,4.037942096505835,1.0326123128119742,2.187354409317804,97.97021630615616,California,San Diego,San Diego,2021-01-04
,37.50547297297297,14.662162162162168,21.83108108108108,91.31756756756758,Louisiana,Iberville,Not in a city,1998-10-17
,5.988352555117793,3.121049543130198,4.998407242853528,86.7751697543799,Connecticut,Tolland,Stafford (Stafford Hollow),1999-07-29
,3.8587961080453073,0.8727853616032506,2.140575079872203,97.7435376125473,California,Los Angeles,Pico Rivera,2019-01-27
,29.19472279260781,9.813141683778236,21.172484599589325,88.03285420944562,Texas,Jefferson,Nederland,2016-01-16
,11.873757101449268,7.237117552334945,16.108695652173928,84.71376811594203,Texas,Tarrant,Fort Worth,2009-08-12
,33.162200000000006,0.9800000000000002,2.76,96.19999999999996,California,Ventura,Not in a city,1992-07-09
,35.96631100997505,7.958852867830424,15.253117206982544,92.75436408977554,Texas,Ector,Odessa,2007-02-08
,1.9960715724393283,1.3145539906103252,1.9277259802949165,99.02102757389424,Massachusetts,Essex,Lynn,2008-05-24
,18.300868153585533,6.997176736307168,14.89328063241107,85.88819875776403,California,Sacramento,Folsom,2013-09-16
,11.648270750988148,9.650197628458494,8.569169960474321,70.42094861660085,Ohio,Columbiana,East Liverpool,1994-06-09
,6.415726863270776,9.156568364611257,13.691152815013409,74.71367292225207,Texas,Tarrant,Fort Worth,2016-07-26
,20.62471593533487,12.70207852193995,20.854503464203223,87.17551963048498,California,Kern,Shafter,2021-04-02
,20.184142033542965,11.680642907057996,14.594689028651294,68.89168413696714,Texas,Ector,Odessa,2007-09-23
,29.92877049180328,10.424180327868848,19.821721311475404,82.4262295081967,Texas,Harris,Houston,2010-03-20
,13.090343511450383,2.9236641221374056,9.461832061068709,97.67938931297712,Ohio,Columbiana,East Liverpool,1995-01-12
,27.56421308900525,15.37068062827225,16.409424083769636,80.39057591623039,Texas,Tarrant,Eagle Mountain,2010-11-30
,3.235223055409364,1.033305766483723,2.655063529057966,97.91053304262834,Indiana,Lake,Gary,2013-05-22
,23.373006400966187,12.304347826086955,21.69082125603865,90.23913043478257,Texas,Nueces,Corpus Christi,2011-03-29
,16.9209199737188,9.420499342969777,21.024967148488827,87.8777923784494,Texas,Harris,Houston,2013-04-29
,10.9964,0.04,1.4,99.76,Ohio,Columbiana,East Liverpool,1992-02-26
,14.012947807971024,8.597826086956523,15.998188405797103,88.07608695652173,Texas,Tarrant,Fort Worth,2015-12-16
,374.4285714285714,15.285714285714285,23.28571428571429,97.14285714285715,California,Ventura,Simi Valley,1993-03-06
,3.527684045226133,0.4968592964824112,1.349874371859297,98.33291457286444,California,Los Angeles,Long Beach,1994-03-21
,21.388292491467563,6.918088737201369,21.668941979522195,90.51194539249148,Texas,Dallas,Dallas,2022-03-16
,1.8016399433649928,0.7557724143940051,2.3316197612616563,98.08477825215658,Louisiana,Ascension,Not in a city,2015-05-18
,24.941533203124983,16.42529296875002,5.859374999999998,44.11914062500015,Pennsylvania,Adams,Not in a city,1997-09-18
,14.991691083962678,9.397156819191474,17.262549977787646,89.96135051088403,Texas,Ector,Odessa,2009-08-03
,57.40314720812186,14.182741116751268,20.788494077834184,86.86294416243658,Texas,Tarrant,Fort Worth,2006-12-04
,34.15415143603132,9.402088772845952,16.522193211488254,85.48563968668392,Texas,Dallas,Dallas,1997-05-13
,17.074943212547335,9.190914007571662,14.0221741481882,67.7263385613845,California,Sacramento,Folsom,1996-08-02
,47.72875675675674,5.970270270270271,15.464864864864865,83.77297297297297,Louisiana,East Baton Rouge,Baton Rouge,2003-02-05
,4.61695698529412,2.306066176470587,2.7693014705882426,96.8055147058823,Texas,Harris,Houston,1997-05-04
,50.84979797979798,5.287878787878788,14.17171717171717,93.66161616161612,Texas,El Paso,El Paso,1999-03-14
,4.452993768813446,0.9467098354917748,1.8076653832691632,98.6407945397271,Florida,Duval,Jacksonville,2002-10-29
,96.8831527093596,14.487684729064048,16.12315270935961,85.32512315270938,California,Kern,Bakersfield,1995-11-27
,5.208394981895368,1.0729179672868,1.8564115370208512,98.11249843925586,California,Placer,Roseville,2000-02-24
,33.27071948998178,8.30601092896175,16.4408014571949,85.01639344262296,Texas,Harris,Houston,2001-03-03
,25.267788770864936,8.02731411229135,16.987860394537176,83.092564491654,Texas,Ector,Odessa,2009-01-04
,11.611537854889589,12.579990986931056,17.66786840919332,81.02839116719242,Texas,Harris,Channelview,2011-06-04
,11.398454596888255,10.71852899575672,21.332390381895333,88.72842998585573,Texas,Tarrant,Fort Worth,2015-04-04
,15.47099087809036,8.988917306052858,7.859335038363171,97.38789428815004,Texas,Harris,Houston,2005-12-08
,23.88050651230103,12.557163531114329,20.675832127351665,86.43415340086828,California,Fresno,Clovis,2013-01-25
,11.581174193548382,14.426825127334473,14.503904923599318,69.10764006791167,Massachusetts,Essex,Newbury,2002-07-03
,8.686043396226417,12.73509433962264,15.80905660377358,71.64377358490572,Texas,Tarrant,Fort Worth,2016-08-30
,16.614042164179093,9.161691542288557,20.54477611940298,87.27860696517416,Texas,Jefferson,Nederland,2010-11-03
,66.50843304843305,9.9031339031339,17.982905982905994,75.11965811965814,Texas,Harris,Houston,1999-11-13
,16.151018480492855,8.895277207392192,17.069815195071847,93.4332648870636,Massachusetts,Suffolk,Chelsea,2021-10-05
,4.648757953074437,1.059429243895264,2.119446896145925,98.559870550162,Texas,Dallas,Dallas,2013-12-12
,4.415967140444708,0.7967914438502672,2.311145510835907,97.98395721925154,California,Los Angeles,Pico Rivera,2019-04-09
,23.23111975308644,15.543209876543203,20.62469135802468,85.78271604938271,California,Madera,Madera,2018-01-13
,47.14324644549762,10.9218009478673,13.902843601895734,75.40995260663504,Texas,Nueces,Corpus Christi,2000-11-06
,23.8474074074074,7.024691358024692,6.521604938271606,55.15740740740741,California,Marin,Not in a city,1994-10-02
,24.58867477876105,14.304424778761062,21.100884955752207,85.58584070796456,Texas,Tarrant,Fort Worth,2008-11-10
,29.165681127451037,5.835784313725488,20.63970588235293,91.51715686274513,California,Los Angeles,Azusa,2021-04-08
,31.751895144578302,8.650602409638557,12.706024096385544,94.45903614457832,Texas,Ector,Odessa,2005-11-14
,17.952510822510817,10.093795093795094,22.18326118326117,92.72005772005764,Texas,Jefferson,Nederland,2013-12-05
,41.36174496644296,14.322147651006713,22.34899328859061,93.39597315436242,Ohio,Columbiana,East Liverpool,1995-02-18
,40.14413080895008,6.604130808950087,14.278829604130808,88.96213425129088,Texas,El Paso,El Paso,2003-01-16
,43.45618000000002,5.815999999999994,5.064000000000012,31.591999999999988,California,Fresno,Fresno,1996-01-25
,2.5928634200640004,1.2528175873104237,2.309030193404755,96.83303186308636,California,San Diego,San Diego,2019-11-23
,27.025084112149536,11.603738317757005,20.514018691588785,91.36448598130842,Texas,Harris,Channelview,2004-02-13
,31.782183098591556,7.969483568075117,15.727699530516436,94.55399061032864,Texas,Nueces,Corpus Christi,2000-02-16
,5.679121434977578,12.133632286995509,17.64125560538114,78.36950672645739,California,Fresno,Parlier,2017-06-29
,21.605457434944228,9.58457249070632,17.085501858736066,91.08921933085504,Texas,Tarrant,Fort Worth,2014-04-18
,16.610347826086954,11.997101449275364,22.339130434782614,93.35362318840583,Texas,Tarrant,Fort Worth,2014-12-26
,21.162264767932488,7.734177215189872,15.088607594936706,90.44866385372713,Texas,Ector,Odessa,2006-01-21
,173.36321678321676,11.041958041958049,19.790209790209783,83.24475524475521,California,Fresno,Clovis,1995-10-13
,30.173797419354838,10.529032258064516,20.64903225806451,89.63483870967742,Texas,Jefferson,Port Arthur,2003-09-07
,10.140898386518463,8.601290785227695,14.695948368590894,77.84080315525281,Massachusetts,Essex,Lynn,2014-07-13
,7.298996521963158,0.6349349478294474,1.9140796083988136,97.92773412340584,Texas,El Paso,El Paso,1999-10-15
,17.920157303370782,8.638202247191016,20.59101123595505,94.43820224719096,Texas,El Paso,El Paso,1998-05-24
,5.258394160583941,0.0802919708029197,1.1605839416058397,99.33576642335764,Ohio,Pickaway,Circleville,1991-07-24
,3.348341979632207,2.242581874129975,2.9673968788922247,96.44999633672792,Texas,Tarrant,Eagle Mountain,2010-09-23
