air/temperature_daily_summary.o3_AQI,air/temperature_daily_summary.f0_,air/temperature_daily_summary.f1_,air/temperature_daily_summary.f2_,air/temperature_daily_summary.f3_,air/temperature_daily_summary.f4_,air/temperature_daily_summary.f5_,air/temperature_daily_summary.f6_,Day
,59.2614035087719,12.940350877192987,23.78070175438596,99.08947368421056,Indiana,DeKalb,Not in a city,2000-10-09
,46.07062750333779,12.539385847797073,23.989319092122837,99.95727636849134,Hawaii,Honolulu,Not in a city,2011-01-16
,83.08381502890174,13.439306358381506,23.65606936416186,98.58092485549128,Alaska,Denali ,Not in a city,1993-08-27
,52.3997601918465,12.33333333333332,23.929256594724187,99.70863309352514,Hawaii,Honolulu,Not in a city,2018-11-21
,47.6890459363958,9.565371024734976,23.81978798586573,99.25795053003536,Arkansas,Mississippi,Not in a city,1992-01-24
,71.95180722891565,14.058232931726906,23.9277108433735,99.70080321285144,Alaska,Denali ,Not in a city,1998-05-23
,53.80215827338132,13.798561151079143,23.866906474820148,99.4460431654676,North Dakota,Mercer,Not in a city,1991-12-08
,47.35820895522389,12.20273631840796,23.80348258706465,99.18532338308457,Arizona,Maricopa,Phoenix,2012-01-03
,86.50859106529224,13.329896907216494,23.85223367697593,99.38831615120286,North Dakota,Williams,Not in a city,2002-07-10
,85.5788931788932,13.791505791505797,23.95752895752897,99.8262548262549,Hawaii,Honolulu,Not in a city,2021-09-05
,80.78378378378383,12.706563706563712,23.91119691119694,99.63513513513522,Alaska,Denali ,Not in a city,1998-08-18
,77.28904847396775,13.1669658886894,23.956912028725284,99.82226211849182,Indiana,DeKalb,Not in a city,2000-05-27
,53.165755919854256,13.034608378870674,23.930783242258663,99.71402550091064,North Dakota,Williams,Not in a city,2001-01-05
,45.11188811188816,13.115384615384608,23.653846153846168,98.5664335664336,North Dakota,Mercer,Not in a city,1992-12-10
,39.83032786885244,12.3756830601093,23.87978142076504,99.5040983606557,Alaska,Denali ,Not in a city,2010-12-17
,74.51035781544249,12.674199623352166,23.642184557438807,98.51412429378531,Indiana,DeKalb,Not in a city,1999-06-01
,78.01659388646287,12.547307132459972,23.934497816593883,99.73071324599708,North Dakota,Williams,Not in a city,2007-05-15
,66.85617128463484,12.989924433249373,23.86775818639799,99.45465994962215,Hawaii,Honolulu,Not in a city,2011-05-19
,40.69407114624504,10.204216073781298,23.84980237154152,99.3781291172597,Hawaii,Honolulu,Not in a city,2015-01-12
,81.91163793103443,13.071120689655174,23.75000000000001,98.9676724137931,Alaska,Denali ,Not in a city,1996-08-26
,81.62272727272727,13.722727272727282,23.56818181818182,98.22727272727272,North Dakota,Mercer,Not in a city,1990-09-04
,77.74865350089763,13.00000000000001,23.777378815080805,99.07719928186718,Indiana,DeKalb,Not in a city,2000-06-12
,79.72032520325205,13.356097560975606,23.813008130081304,99.22764227642266,California,Marin,Not in a city,2004-08-24
,51.99360341151388,11.925373134328348,23.886993603411515,99.53304904051171,Indiana,DeKalb,Not in a city,1999-12-12
,62.67077747989282,12.62064343163538,23.9892761394102,99.95576407506708,Alaska,Denali ,Not in a city,2010-10-31
,56.84807256235825,13.231292517006803,23.80272108843539,99.18820861678005,Alaska,Denali ,Not in a city,1996-03-12
,52.1846846846847,11.279279279279274,23.70720720720719,98.786036036036,District Of Columbia,District of Columbia,Washington,1996-02-25
,62.65743944636678,13.474048442906575,23.78546712802769,99.12456747404842,North Dakota,Mercer,Not in a city,1992-04-15
,51.24137931034483,11.978448275862064,23.83620689655172,99.32758620689658,North Dakota,Mercer,Not in a city,1991-03-09
,79.02733990147783,12.907635467980306,23.801724137931043,99.1834975369458,Hawaii,Honolulu,Not in a city,2020-09-30
,51.14790996784564,13.84244372990354,23.89067524115755,99.55627009646302,Alaska,Denali ,Not in a city,1993-03-19
,51.68421717171723,13.147727272727272,23.87247474747474,99.4709595959596,Arizona,Maricopa,Phoenix,2013-03-03
,73.16123499142358,12.456260720411668,23.8507718696398,99.38936535162944,North Dakota,Williams,Not in a city,2002-10-01
,63.028070175438586,13.184795321637436,23.8783625730994,99.49590643274848,Hawaii,Honolulu,Not in a city,2017-03-21
,35.17839262187087,9.862977602108025,23.790513833992097,99.13570487483526,Hawaii,Honolulu,Not in a city,2011-02-01
,49.79373040752351,13.543887147335422,23.89811912225705,99.57680250783696,Colorado,La Plata,Not in a city,2006-12-31
,82.9594072164949,13.720360824742274,23.83762886597937,99.33247422680404,Hawaii,Honolulu,Not in a city,2021-09-15
,62.78135593220342,11.538983050847458,23.8864406779661,99.53220338983051,North Dakota,Williams,Not in a city,2003-10-30
,89.8516666666667,13.769230769230758,23.832051282051264,99.3038461538462,Hawaii,Honolulu,Not in a city,2021-07-28
,44.935524475524495,12.300699300699304,23.84615384615385,99.36503496503492,Arizona,Maricopa,Scottsdale,2009-12-16
,66.61977186311792,13.102661596958155,23.838403041825096,99.32889733840308,Indiana,DeKalb,Not in a city,1999-05-01
,81.45995893223814,13.26488706365503,23.78028747433265,99.09240246406578,Alaska,Denali ,Not in a city,1997-06-22
,52.08203309692673,13.451536643025998,23.768321513002363,99.0425531914893,California,Riverside,Indio,2022-01-31
,51.96969696969693,13.134199134199138,23.883116883116877,99.52380952380952,North Dakota,Mercer,Not in a city,1991-03-10
,43.774030354131526,12.43676222596965,23.920741989881947,99.67116357504214,California,Marin,Not in a city,2004-02-13
,82.90611246943774,13.512224938875306,23.98899755501223,99.95476772616128,Arizona,Maricopa,Phoenix,2014-08-02
,80.18492159227985,13.310012062726166,23.87696019300361,99.49095295536787,Hawaii,Honolulu,Not in a city,2019-06-10
,78.81898734177213,13.496483825597752,23.931082981715896,99.71448663853728,Alaska,Denali ,Not in a city,2008-09-27
,89.04871481028154,13.664626682986547,23.88004895960833,99.50550795593642,Arizona,Maricopa,Phoenix,2013-07-19
,56.02187028657618,13.25641025641026,23.88536953242837,99.52790346907992,North Dakota,Williams,Not in a city,2007-02-21
,51.708391089108936,14.412128712871285,23.80816831683169,99.20544554455442,Arizona,Maricopa,Phoenix,2014-03-24
,50.4185185185185,13.498148148148154,23.86666666666665,99.4481481481481,California,Marin,Not in a city,2000-12-16
,85.50065530799472,13.40366972477063,23.91480996068152,99.6474442988204,Alaska,Denali ,Not in a city,2010-08-06
,82.77745664739882,13.502890173410403,23.86416184971099,99.43930635838151,Alaska,Denali ,Not in a city,1993-08-25
,54.15156462585036,11.791836734693872,23.85578231292515,99.4027210884354,Alaska,Denali ,Not in a city,2010-03-26
,63.84736842105269,12.084210526315784,23.856140350877197,99.40526315789477,North Dakota,Williams,Not in a city,2003-11-19
,67.037717121588,11.67990074441688,23.84119106699754,99.34367245657576,Arizona,Maricopa,Phoenix,2014-10-28
,47.41791044776121,12.044776119402997,23.71044776119404,98.79701492537316,Alaska,Denali ,Not in a city,1993-12-14
,38.745953757225394,11.514450867052023,23.991329479768783,99.96387283237,Alaska,Denali ,Not in a city,2008-01-19
,65.2168067226891,13.043697478991591,23.95462184873948,99.8134453781512,North Dakota,Williams,Not in a city,2003-04-25
,71.45915151515135,13.87515151515152,23.92484848484848,99.68848484848486,Arizona,Maricopa,Phoenix,2012-05-06
,65.25093750000002,12.593749999999998,23.881250000000005,99.50937499999996,Colorado,La Plata,Not in a city,2006-04-07
,78.67550744248977,13.368064952638704,23.820027063599465,99.25575101488494,California,Marin,Not in a city,2009-06-17
,85.70761548064918,13.833957553058672,23.81273408239699,99.2284644194757,Hawaii,Honolulu,Not in a city,2015-08-11
,27.54128440366972,11.990825688073398,23.770642201834857,99.04816513761467,Alaska,Denali ,Not in a city,1997-01-13
,49.03645,13.237500000000008,23.93249999999996,99.72124999999988,Arizona,Maricopa,Phoenix,2013-03-23
,76.26962457337878,13.110921501706493,23.873720136518767,99.48122866894208,North Dakota,Williams,Not in a city,2001-09-17
,51.81744421906692,14.253549695740366,23.935091277890468,99.7302231237323,Indiana,DeKalb,Not in a city,2000-01-15
,75.17729393468122,13.72939346811821,23.88024883359256,99.5101088646966,California,Marin,Not in a city,2005-06-03
,73.37744034707156,12.537960954446858,23.885032537960964,99.533622559653,Alaska,Denali ,Not in a city,1996-09-12
,68.26767676767666,13.228956228956218,23.92929292929292,99.71043771043772,North Dakota,Williams,Not in a city,2003-04-14
,47.4426229508197,13.602459016393446,23.887295081967217,99.53688524590162,Indiana,DeKalb,Not in a city,2000-01-06
,44.3535799522673,11.902147971360392,23.880668257756536,99.508353221957,New Jersey,Essex,Newark,2017-01-25
,78.52986512524086,12.924855491329474,23.86319845857418,99.43545279383432,Alaska,Denali ,Not in a city,1998-09-08
,71.35514018691592,13.80996884735202,23.915887850467296,99.65420560747673,Alaska,Denali ,Not in a city,1993-05-08
,74.8407294832827,14.215805471124629,23.89969604863224,99.58814589665651,Colorado,La Plata,Not in a city,2006-05-16
,55.6117724867725,12.505291005290992,23.85449735449737,99.39947089947086,Hawaii,Honolulu,Not in a city,2011-02-16
,83.10820895522389,13.60074626865671,23.95149253731344,99.80597014925377,Arkansas,Mississippi,Not in a city,1991-06-29
,65.0993788819876,13.602484472049694,23.788819875776404,99.12111801242231,Alaska,Denali ,Not in a city,1993-04-19
,43.35434412265756,13.521294718909704,23.94207836456558,99.75979557069842,California,Marin,Not in a city,2004-02-01
,56.2441971383148,13.357710651828292,23.895071542130367,99.56756756756744,Colorado,La Plata,Not in a city,2006-03-08
,86.1819393939394,14.158787878787878,23.92727272727273,99.70060606060616,Hawaii,Honolulu,Not in a city,2019-06-28
,60.142548596112285,10.924406047516186,23.894168466522665,99.561555075594,Alaska,Denali ,Not in a city,1997-03-22
,72.8456603773586,13.4125786163522,23.851572327044032,99.38490566037744,Hawaii,Honolulu,Not in a city,2021-05-16
,80.30760869565219,13.77294685990339,23.76207729468597,99.01690821256037,Hawaii,Honolulu,Not in a city,2019-06-18
,46.58083538083544,11.055282555282552,23.929975429975457,99.71130221130215,New Jersey,Essex,Newark,2016-12-12
,84.35984848484857,13.654545454545463,23.90909090909092,99.62575757575767,Colorado,La Plata,Not in a city,2006-06-27
,58.96235154394295,13.306413301662706,23.91923990498812,99.66864608076015,Hawaii,Honolulu,Not in a city,2018-03-28
,64.38305084745762,12.922033898305076,23.65762711864406,98.59322033898302,North Dakota,Mercer,Not in a city,1992-05-27
,71.31963414634134,14.226829268292674,23.817073170731728,99.2439024390244,Hawaii,Honolulu,Not in a city,2016-04-20
,81.77578475336323,12.869955156950674,23.860986547085197,99.4304932735426,North Dakota,Mercer,Not in a city,1990-07-16
,47.836964980544735,11.649805447470817,23.82101167315173,99.26070038910508,California,Riverside,Indio,2022-03-07
,64.16732283464569,13.409448818897644,23.42322834645669,97.6023622047244,Indiana,DeKalb,Not in a city,1999-04-07
,46.94485294117649,11.466911764705882,23.920955882352946,99.6764705882352,North Dakota,Williams,Not in a city,2001-12-28
,62.23000000000001,11.077631578947376,23.844736842105267,99.36315789473691,Hawaii,Honolulu,Not in a city,2021-10-26
,43.78854271356784,14.355527638190958,23.881909547738683,99.51381909547749,Arizona,Maricopa,Phoenix,2014-01-09
,55.13034188034187,13.508547008547014,23.66880341880342,98.63461538461542,Alaska,Denali ,Not in a city,1998-03-17
,65.09680693069303,14.573019801980202,23.840346534653463,99.34282178217818,Arizona,Maricopa,Phoenix,2013-04-25
,41.57534246575347,13.55707762557078,23.84931506849315,99.38356164383558,Alaska,Denali ,Not in a city,1997-01-15
,55.49933244325768,13.26568758344458,23.913217623497975,99.64485981308408,Hawaii,Honolulu,Not in a city,2021-11-23
,53.55357142857143,13.434523809523808,23.82261904761904,99.2654761904762,California,Los Angeles,Pasadena,2017-12-19
,54.55775535939468,12.39722572509458,23.97225725094578,99.88524590163924,Hawaii,Honolulu,Not in a city,2020-11-28
,43.64287531806621,13.501272264631035,23.904580152671745,99.6055979643767,Hawaii,Honolulu,Not in a city,2021-01-11
,51.691901408450725,11.147887323943667,23.90845070422539,99.62147887323954,North Dakota,Williams,Not in a city,2002-11-25
,74.90800681431013,13.078364565587725,23.964224872231675,99.8517887563883,North Dakota,Williams,Not in a city,2001-05-26
,59.14846416382257,11.960750853242322,23.86518771331059,99.4453924914676,North Dakota,Williams,Not in a city,2003-04-08
,80.03733766233762,13.433441558441556,23.96428571428572,99.85227272727256,California,Marin,Not in a city,2004-08-15
,72.38128872366795,13.806691449814137,23.85377942998759,99.39653035935552,Arizona,Maricopa,Phoenix,2014-05-19
,71.53319502074683,13.13692946058092,23.72199170124481,98.85269709543562,Alaska,Denali ,Not in a city,1997-05-06
,80.93021680216802,13.818428184281832,23.788617886178837,99.12466124661252,California,Marin,Not in a city,2009-06-19
,51.8961625282167,11.96162528216704,23.738148984198634,98.91647855530468,Alaska,Denali ,Not in a city,1996-11-13
,43.43232704402522,12.877987421383656,23.854088050314445,99.39874213836472,Hawaii,Honolulu,Not in a city,2020-12-16
,53.04664723032067,12.737609329446066,23.970845481049555,99.88338192419822,Ohio,Columbiana,East Liverpool,1994-02-19
,72.70449029126226,12.492718446601954,23.911407766990287,99.63470873786412,Hawaii,Honolulu,Not in a city,2016-10-07
,86.58160112359543,13.67415730337078,23.7233146067416,98.85393258426976,Alaska,Denali ,Not in a city,2008-07-30
,71.23404255319154,12.936170212765962,23.90273556231004,99.5987841945289,Alaska,Denali ,Not in a city,1993-05-29
,61.28355704697988,12.936241610738255,23.92281879194631,99.67953020134232,California,Marin,Not in a city,2004-04-01
,68.65652173913045,11.911801242236018,23.703105590062098,98.77142857142866,Arizona,Maricopa,Phoenix,2013-10-04
,89.25581668625153,13.68860164512336,23.905992949471177,99.61104582843704,Hawaii,Honolulu,Not in a city,2018-07-20
,65.50176056338034,13.889084507042252,23.941901408450708,99.76056338028164,North Dakota,Williams,Not in a city,2001-04-14
,86.98991368680642,13.747225647348952,23.89149198520344,99.55240443896422,Arizona,Maricopa,Phoenix,2013-07-07
,80.1621187800962,13.810593900481551,23.81380417335475,99.22792937399672,Indiana,Whitley,Not in a city,2004-06-03
,77.48029411764706,13.248529411764707,23.98676470588236,99.94705882352945,North Dakota,Williams,Not in a city,2007-05-27
,73.314373088685,12.900611620795104,23.879204892966367,99.4984709480122,Colorado,La Plata,Not in a city,2006-09-23
,80.87500000000004,13.24553571428572,23.60267857142856,98.35714285714286,North Dakota,Mercer,Not in a city,1990-09-12
,56.95364583333331,12.722656249999996,23.609375,98.36979166666656,Hawaii,Honolulu,Not in a city,2011-03-13
,68.41876046901179,11.931323283082069,23.87437185929649,99.48241206030154,North Dakota,Williams,Not in a city,2002-05-09
,58.65274869109952,12.80104712041885,23.977748691099467,99.9083769633508,Hawaii,Honolulu,Not in a city,2015-03-22
,73.03561151079136,13.176258992805757,23.904076738609096,99.60551558752996,Hawaii,Honolulu,Not in a city,2016-09-30
,51.93928571428573,13.982142857142849,23.91428571428572,99.64999999999992,Arkansas,Mississippi,Not in a city,1992-01-30
,68.34519572953731,11.846975088967968,23.733096085409255,98.89679715302488,North Dakota,Mercer,Not in a city,1991-10-17
,78.56439588688949,12.647814910025714,23.8650385604113,99.44344473007725,Hawaii,Honolulu,Not in a city,2021-09-21
,64.34630350194558,13.5136186770428,23.889105058365757,99.53891050583654,Indiana,DeKalb,Not in a city,1999-04-25
,52.82262996941896,12.758409785932717,23.917431192660548,99.65749235474004,Alaska,Denali ,Not in a city,1993-11-21
,69.58585858585867,13.64848484848484,23.943434343434337,99.76565656565651,Alaska,Denali ,Not in a city,1998-05-03
,73.6611226611227,11.52182952182953,23.814968814968815,99.23700623700618,Alaska,Denali ,Not in a city,1997-10-01
,81.82896039603959,13.946782178217823,23.907178217821745,99.61633663366332,Hawaii,Honolulu,Not in a city,2011-06-25
,56.65350877192983,12.175438596491226,23.77192982456142,99.05701754385969,North Dakota,Mercer,Not in a city,1990-11-25
,80.80717488789239,13.443946188340808,23.55156950672646,98.1479820627803,North Dakota,Mercer,Not in a city,1990-09-11
,84.0399066511085,13.988331388564754,23.893815635939323,99.5635939323222,Hawaii,Honolulu,Not in a city,2018-08-28
,43.67587476979742,13.202578268876604,23.907918968692464,99.62062615101284,North Dakota,Williams,Not in a city,2001-12-26
,60.04907975460123,12.674846625766872,23.734151329243364,98.90388548057258,Alaska,Denali ,Not in a city,1998-04-08
,61.82150101419878,13.36713995943204,23.900608519269767,99.59026369168345,Alaska,Denali ,Not in a city,1998-04-18
,65.33118279569894,13.238709677419354,23.834408602150543,99.3161290322581,Alaska,Denali ,Not in a city,1997-03-21
,47.36224783861674,11.548991354466851,23.80403458213253,99.18299711815564,Alaska,Denali ,Not in a city,2008-12-12
,63.107407407407386,12.794074074074093,23.694814814814794,98.73333333333332,North Dakota,Williams,Not in a city,2007-04-17
,59.70225872689937,13.505133470225882,23.796714579055426,99.1581108829569,Alaska,Denali ,Not in a city,1998-04-07
,48.94026548672565,12.278761061946891,23.964601769911493,99.85398230088497,Alaska,Denali ,Not in a city,1998-01-24
,50.145790554414766,12.97535934291581,23.87679671457906,99.48870636550308,Indiana,DeKalb,Not in a city,2000-01-08
,45.4741323345818,11.47066167290888,23.72409488139824,98.856429463171,Arizona,Maricopa,Phoenix,2012-12-21
,70.15272206303732,12.515759312320922,23.928366762177664,99.70630372492832,Alaska,Denali ,Not in a city,2008-10-15
,85.96548347613206,13.723378212974296,23.89596083231336,99.57037943696452,Hawaii,Honolulu,Not in a city,2011-09-02
,63.40336134453782,11.978991596638652,23.76890756302522,99.0504201680672,Alaska,Denali ,Not in a city,1997-04-17
,59.86464771322629,11.8912237330037,23.896168108776287,99.57107540173048,New Jersey,Essex,Newark,2016-11-18
,71.05813953488375,13.29069767441861,23.75872093023256,99.00581395348834,Alaska,Denali ,Not in a city,1993-09-24
,83.73538961038963,12.909090909090889,23.77597402597401,99.07305194805194,California,Marin,Not in a city,2004-08-10
,82.74193548387096,12.98671726755219,23.82922201138521,99.29791271347251,Minnesota,Dakota,Rosemount,1999-07-14
,53.46027742749055,13.170239596469091,23.839848675914244,99.34300126103408,Hawaii,Honolulu,Not in a city,2021-03-16
,65.8238213399504,12.37965260545906,23.94044665012406,99.75310173697264,Arizona,Maricopa,Phoenix,2013-10-13
,81.00406032482596,14.0661252900232,23.9953596287703,99.9814385150812,California,Los Angeles,Pasadena,2017-06-10
,56.863861386138616,13.595297029702982,23.918316831683192,99.66584158415829,Arizona,Maricopa,Phoenix,2012-03-05
,83.74511742892463,13.447466007416557,23.730531520395555,98.8875154511743,Hawaii,Honolulu,Not in a city,2011-07-12
,54.56803455723544,13.23110151187906,23.688984881209503,98.71274298056149,Alaska,Denali ,Not in a city,1997-11-20
,58.645098039215696,13.484313725490194,23.53529411764705,98.08823529411772,Indiana,DeKalb,Not in a city,1999-04-05
,80.33234421364983,13.34124629080118,23.70029673590505,98.76557863501483,Alaska,Denali ,Not in a city,1993-07-26
,43.13994910941474,12.928753180661586,23.94910941475827,99.7888040712468,Hawaii,Honolulu,Not in a city,2021-01-09
,60.62499999999999,12.368055555555562,23.90625,99.609375,North Dakota,Williams,Not in a city,2003-03-30
,83.23757763975165,13.87888198757764,23.86490683229812,99.44254658385088,Indiana,Whitley,Not in a city,2005-09-19
,41.8251758087201,14.139240506329116,23.791842475386783,99.13502109704643,California,Marin,Not in a city,2009-01-16
,69.20882852292021,12.984719864176578,23.967741935483847,99.86757215619684,North Dakota,Williams,Not in a city,2003-10-24
,69.20041608876558,13.542302357836336,23.93203883495144,99.7184466019416,California,Marin,Not in a city,2009-04-18
,78.63422818791946,13.16442953020135,23.456375838926185,97.74832214765098,North Dakota,Mercer,Not in a city,1992-07-31
,56.32989690721651,11.278350515463911,23.694845360824743,98.73402061855673,Alaska,Denali ,Not in a city,1998-11-10
,61.16945606694559,12.723849372384931,23.734309623430963,98.89748953974876,Alaska,Denali ,Not in a city,1998-12-02
,43.173396998635766,12.054570259208724,23.88813096862208,99.5388813096862,Alaska,Denali ,Not in a city,2010-12-16
,39.723295597484274,14.30188679245284,23.864150943396236,99.4389937106918,Arizona,Maricopa,Phoenix,2014-01-08
,85.96396396396402,13.729729729729735,23.04504504504505,96.04504504504504,North Dakota,Mercer,Not in a city,1990-06-26
,50.68103448275862,13.19396551724138,23.676724137931032,98.66810344827586,North Dakota,Mercer,Not in a city,1991-03-12
,37.31817271589484,12.702127659574463,23.932415519399235,99.720901126408,Arizona,Maricopa,Phoenix,2012-12-30
,52.99999999999999,7.890829694323148,23.851528384279472,99.39301310043662,North Dakota,Mercer,Not in a city,1990-11-05
,70.3474576271186,12.036723163841817,23.65819209039548,98.58474576271183,Ohio,Columbiana,East Liverpool,1994-04-15
,52.97196261682245,10.85233644859813,23.87289719626168,99.4728971962617,Indiana,DeKalb,Not in a city,2000-11-08
,83.95243445692883,13.48189762796505,23.94007490636708,99.75156054931328,Hawaii,Honolulu,Not in a city,2011-08-14
,47.82837632776937,13.462822458270097,23.82701062215476,99.2822458270106,North Dakota,Williams,Not in a city,2007-02-06
,81.06448598130848,14.04439252336449,23.8820093457944,99.5163551401869,Hawaii,Honolulu,Not in a city,2018-06-06
,84.64341085271317,13.973643410852716,23.80930232558139,99.20930232558136,California,Marin,Not in a city,2005-07-28
,83.5808383233533,14.301796407185632,23.892215568862262,99.55449101796412,Hawaii,Honolulu,Not in a city,2016-07-11
,79.24657534246579,12.243150684931514,23.363013698630127,97.3527397260274,Arkansas,Mississippi,Not in a city,1991-08-19
,44.01192504258945,13.310051107325378,23.98807495741057,99.95059625212949,California,Marin,Not in a city,2004-02-08
,83.9196581196581,13.186324786324771,23.919658119658088,99.6666666666666,North Dakota,Williams,Not in a city,2002-08-31
,65.213087674714,13.280813214739515,23.82083862770015,99.26048284625172,Hawaii,Honolulu,Not in a city,2011-04-26
,43.00319410319416,11.826781326781328,23.82186732186734,99.26412776412776,New Jersey,Essex,Newark,2016-12-06
,56.24835164835162,12.718681318681307,23.92967032967031,99.70989010989008,Alaska,Denali ,Not in a city,1997-03-08
,88.19793459552497,13.074010327022384,23.798623063683323,99.16695352839928,North Dakota,Williams,Not in a city,2002-07-09
,82.04088127294993,13.18359853121177,23.87882496940021,99.499388004896,Arizona,Maricopa,Phoenix,2014-08-13
,88.06288782816225,13.517899761336514,23.848448687350828,99.37708830548932,Hawaii,Honolulu,Not in a city,2019-08-21
,78.01777777777781,13.097777777777775,23.680000000000007,98.67111111111107,North Dakota,Mercer,Not in a city,1990-08-20
,82.4383561643836,13.397260273972606,23.64383561643836,98.5296803652968,North Dakota,Mercer,Not in a city,1990-06-29
,43.30357142857141,13.725,23.292857142857155,97.06428571428566,Arkansas,Mississippi,Not in a city,1992-01-08
,46.06216560509552,13.24331210191083,23.98089171974523,99.92101910828018,Hawaii,Honolulu,Not in a city,2021-02-20
,69.95167701863356,12.775155279503094,23.832298136645985,99.30559006211185,Arizona,Maricopa,Phoenix,2013-10-05
,78.98245614035093,13.341430499325227,23.921727395411605,99.6774628879892,Arizona,Maricopa,Scottsdale,2009-09-19
,57.00420032310178,12.17124394184168,23.969305331179317,99.8723747980614,California,Marin,Not in a city,2005-12-24
,58.630381471389626,12.84604904632153,23.88964577656679,99.54632152588562,Alaska,Denali ,Not in a city,2010-03-23
,46.67736486486488,12.070945945945937,23.949324324324337,99.79222972972975,California,Marin,Not in a city,2004-12-20
,81.74492753623187,13.5536231884058,23.971014492753625,99.8840579710145,Alaska,Denali ,Not in a city,1993-08-14
,82.32786885245905,13.505854800936769,23.76580796252929,99.0234192037471,Alaska,Denali ,Not in a city,1995-06-19
,76.40060331825026,12.92156862745099,23.87782805429866,99.49472096530928,Colorado,La Plata,Not in a city,2006-05-19
,39.41621301775146,13.81538461538462,23.95147928994078,99.8,California,Los Angeles,Pasadena,2017-12-28
,63.03909531502423,11.22617124394184,23.836833602584797,99.32633279483026,California,Marin,Not in a city,2005-11-10
,47.866197183098585,12.735915492957751,23.84154929577465,99.35211267605638,Arkansas,Mississippi,Not in a city,1992-03-11
,81.4188494492044,13.167686658506732,23.871481028151745,99.47001223990216,Arizona,Maricopa,Phoenix,2014-07-29
,63.93841779975262,12.100123609394322,23.93572311495672,99.7330037082818,Arizona,Maricopa,Phoenix,2012-10-06
,44.21032531824613,13.677510608203676,23.841584158415817,99.34653465346544,California,Marin,Not in a city,2009-01-06
,60.45497630331754,12.578199052132698,23.75829383886256,98.99999999999996,North Dakota,Mercer,Not in a city,1990-03-11
,72.10893939393934,13.7,23.87424242424241,99.47878787878771,Colorado,La Plata,Not in a city,2006-05-22
,88.53950000000002,13.975,23.91875,99.66499999999996,Hawaii,Honolulu,Not in a city,2011-07-24
,81.11320754716981,13.110512129380057,23.66576819407009,98.6199460916442,Ohio,Columbiana,East Liverpool,1994-08-08
,44.91845493562233,12.16738197424893,23.76824034334764,99.04721030042916,North Dakota,Mercer,Not in a city,1991-01-13
,40.31437125748501,13.422155688622745,23.817365269461064,99.23652694610767,Ohio,Columbiana,East Liverpool,1994-01-09
,51.85011185682328,12.19015659955257,23.950782997762868,99.79865771812084,Alaska,Denali ,Not in a city,1997-02-16
,79.25817555938039,13.02581755593804,23.891566265060227,99.55593803786576,North Dakota,Williams,Not in a city,2001-06-13
,77.96166666666673,13.622727272727278,23.90757575757575,99.61818181818188,Colorado,La Plata,Not in a city,2006-05-17
,66.04873949579829,12.89411764705882,23.92268907563028,99.68571428571428,North Dakota,Williams,Not in a city,2002-05-03
,85.55304347826085,13.822608695652177,23.747826086956525,98.95478260869568,North Dakota,Williams,Not in a city,2001-08-01
,80.78015564202337,13.79182879377431,23.86770428015565,99.4591439688716,Alaska,Denali ,Not in a city,1998-06-19
,81.31428571428572,13.71428571428571,23.746938775510188,98.95306122448974,Alaska,Denali ,Not in a city,1997-06-19
,63.81967213114751,13.758196721311474,23.81147540983608,99.2254098360656,Arkansas,Mississippi,Not in a city,1991-04-23
,79.2332361516035,13.655976676384848,23.91545189504373,99.65014577259475,Alaska,Denali ,Not in a city,1993-08-22
,58.71167048054919,13.606407322654457,23.787185354691083,99.12356979405024,Alaska,Denali ,Not in a city,1996-04-02
,56.95874263261294,13.0,23.781925343811366,99.09626719056972,Indiana,DeKalb,Not in a city,2000-03-21
,62.24129606099114,12.30749682337992,23.836086404066084,99.31893265565432,Hawaii,Honolulu,Not in a city,2021-04-01
,44.91103202846976,13.249110320284696,23.8220640569395,99.26334519572956,Arkansas,Mississippi,Not in a city,1992-01-22
,78.77102803738312,12.981308411214965,23.94548286604362,99.77725856697812,Indiana,Whitley,Not in a city,2005-09-15
,78.07152875175305,12.90322580645161,23.955119214586265,99.8134642356242,Alaska,Denali ,Not in a city,2008-09-28
,75.73220338983049,12.850847457627124,23.79322033898305,99.1457627118644,North Dakota,Mercer,Not in a city,1992-05-23
,49.4942657342657,12.461538461538458,23.886713286713285,99.53146853146856,Alaska,Denali ,Not in a city,2010-01-18
,55.44269662921346,12.918539325842708,23.94382022471908,99.76825842696618,Arizona,Maricopa,Scottsdale,2009-11-22
,87.51198630136975,13.636986301369864,23.917808219178085,99.66780821917804,North Dakota,Williams,Not in a city,2002-07-01
,52.803519061583614,12.982404692082117,23.917888563049853,99.65982404692082,Ohio,Columbiana,East Liverpool,1994-03-26
,45.8149466192171,10.106761565836306,23.882562277580057,99.51601423487548,Arkansas,Mississippi,Not in a city,1992-01-10
,74.55086505190313,12.90080738177623,23.89734717416378,99.5732410611304,California,Los Angeles,Pasadena,2017-09-22
,69.51345755693579,13.13871635610766,23.650103519668747,98.5610766045548,Alaska,Denali ,Not in a city,1997-05-07
,49.72937420178802,13.855683269476357,23.872286079182626,99.47126436781606,Arizona,Maricopa,Phoenix,2014-11-21
,43.81650632911389,10.294936708860732,23.92658227848102,99.69620253164544,Arizona,Maricopa,Phoenix,2013-12-24
,80.2586928104575,12.257516339869282,23.971241830065352,99.8823529411764,Alaska,Denali ,Not in a city,2010-09-25
