air/lead_daily_summary.o3_AQI,air/lead_daily_summary.f0_,air/lead_daily_summary.f1_,air/lead_daily_summary.f2_,air/lead_daily_summary.f3_,air/lead_daily_summary.f4_,air/lead_daily_summary.f5_,air/lead_daily_summary.f6_,Day
,0.056,0.0,1.0,100.0,Illinois,Cook,Schiller Park,2005-06-12
,0.016,4.6,1.0,100.0,Maine,York,Biddeford (RR name Biddeford-Saco),1990-06-09
,0.0749222222222222,0.0,1.0,100.0,Illinois,Cook,Chicago,2011-06-11
,0.0634571428571428,0.0,1.0,100.0,Texas,Dallas,Dallas,2002-12-14
,0.2038522875816994,0.0294117647058823,1.0,100.0,Idaho,Ada,Boise (corporate name Boise City),1985-12-27
,0.1144285714285714,0.0,1.0,100.0,California,Kern,Bakersfield,1988-04-22
,0.25,0.0,1.0,100.0,Pennsylvania,Philadelphia,Philadelphia,1983-01-17
,0.8600000000000001,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2012-10-20
,0.26,0.0,1.0,100.0,Pennsylvania,Philadelphia,Philadelphia,1981-11-25
,0.9808,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2013-02-07
,0.2278571428571428,1.6428571428571428,1.0,100.0,Colorado,Adams,Commerce City,1993-08-22
,0.0460923076923076,0.0,1.0,100.0,Texas,Dallas,Dallas,2002-11-06
,0.1588781512605043,0.0,1.0,100.0,Illinois,Cook,Chicago,1992-01-13
,0.384,0.0,1.0,100.0,Pennsylvania,Berks,Laureldale,1987-08-23
,0.7010000000000001,0.0,1.0,100.0,Maine,York,Saco,1990-10-30
,0.0776,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2012-04-01
,0.0268388235294117,0.0,1.0,100.0,Missouri,Iron,Not in a city,2021-07-12
,0.2122857142857143,0.0,1.0,100.0,Texas,Dallas,Dallas,2001-05-23
,0.75,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2010-07-17
,0.34,0.0,1.0,100.0,Pennsylvania,Philadelphia,Philadelphia,1981-09-21
,0.1725,0.0,1.0,100.0,Texas,Dallas,Dallas,1986-10-13
,1.5208333333333333,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2010-03-08
,0.4490666666666666,0.0,1.0,100.0,Maine,York,Saco,1990-07-17
,0.00625,0.0,1.0,100.0,Missouri,Iron,Not in a city,2018-01-01
,0.0886666666666666,0.0,1.0,100.0,Missouri,Jefferson,Herculaneum,2009-10-17
,0.013,0.0,1.0,100.0,Missouri,Iron,Not in a city,2022-02-03
,0.6293333333333333,0.0,1.0,100.0,Missouri,Holt,Not in a city,1990-04-27
,0.5094,0.0,1.0,100.0,Pennsylvania,Berks,Not in a city,1986-01-11
,0.4760357142857143,0.0,1.0,100.0,Illinois,Cook,Schiller Park,1998-05-21
,0.7254,0.0,1.0,100.0,Texas,Dallas,Dallas,2004-05-10
,0.426,0.0,1.0,100.0,Texas,Dallas,Dallas,1989-02-26
,0.5254285714285714,0.0,1.0,100.0,Missouri,Iron,Not in a city,2013-03-28
,0.1152,0.0,1.0,100.0,Texas,Dallas,Dallas,2006-07-14
