CONSOLIDATION,POLLING PLACE,POLLING PLACE STREET,POLLING PLACE CITY,POLLING PLACE ZIP,POLL TYPE,PRECINCT
767-0013A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0013C
900-1721A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-1721C
767-0009A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0009A
900-2211A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-2211F
900-1985A,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1985C
900-1175A,ROBERTSON RECREATION CENTER,1641 PREUSS RD,LOS ANGELES,90035,LACPR,900-3741B
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-5494A
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127E
900-2107A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2107C
900-1779C,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1779C
900-1551A,COUNTRY VILLA NORTH,3233 W PICO BLVD,LOS ANGELES,90019,SRHMS,900-1009G
900-0288A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-0288B
900-1485A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1485C
900-1613D,RESIDENCE,171 S CITRUS AVE,LOS ANGELES,90036,RES,900-1613E
900-0285A,KRST UNITY CENTER,1811 W 078TH PL,LOS ANGELES,90047,CHURC,900-0285E
900-2461A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2461E
900-1485A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1485D
900-1502A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1502B
900-2283A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-1450C
250-0002A,PURCHE AVE ELEMENTARY SCHOOL,13210 PURCHE AVE,GARDENA,90249,SCH-P,250-0002D
900-3958A,WEST BETHEL PRESBYTERIAN CHR,857 S LA BREA AVE,LOS ANGELES,90036,CHUR1,900-2092A
767-0023A,FIRST NEW CHRISTIAN CHURCH,1555 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0025D
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-2285C
900-1472A,RESIDENCE,9543 BOLTON RD,LOS ANGELES,90034,RES,900-1472A
900-7349A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-7349A
900-0948A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2105B
900-2114A,FIRE STATION #94,4470 COLISEUM ST,LOS ANGELES,90016,FIRE,900-2113B
900-5303A,AROMA OF JESUS MISSION CHURCH,4323 W PICO BLVD,LOS ANGELES,90019,CHUR1,900-1470A
751-0010A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,751-0010B
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-5504A
900-2507A,MT HEBRON BAPTIST CHURCH,10219 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2507A
900-1767A,AADAP,2900 CRENSHAW BLVD,LOS ANGELES,90016,HOSP,900-1775E
767-0003A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0002B
900-2466A,SECOND AME CHURCH,5500 S HOOVER ST,LOS ANGELES,90037,CHUR1,900-2466B
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-2190C
900-1502A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1502A
900-2283A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2283A
900-2247B,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-1450A
900-1799A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,900-1799F
900-1785A,MESSIAH BAPTIST CHURCH,4500 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-1806A
900-1492A,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1497C
900-5317A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5318C
900-2105A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2106D
900-2265B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-0609C
900-1762A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1762D
900-2137A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2137B
900-2357B,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2357D
900-2504A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2504E
900-1582B,MT MORIAH BAPTIST CHURCH,4269 S FIGUEROA ST,LOS ANGELES,90037,CHUR1,900-1961G
900-2303A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303B
250-0007A,LAS FLORES CONV HOME,14165 PURCHE AVE,GARDENA,90249,SRHMS,250-0007A
900-1787A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-1787F
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-1481D
900-0288A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2468A
900-1725A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1725C
900-1985A,FIRE STATION #43,3690 MOTOR AVE,LOS ANGELES,90034,MISCP,900-1377B
900-2102A,BALDWIN VILLA PLAZA,3939 MARLTON AVE,LOS ANGELES,90008,APTBL,900-2067C
900-1782A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1782F
900-1783A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-5503A
900-2342B,ZOE CHRISTIAN FELLOWSHIP CHR,5315 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-2342E
900-2137A,BROOKINS DEVELOPMENT CTR,4831 S GRAMERCY PL,LOS ANGELES,90062,CHUR1,900-2137A
900-2497A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2497A
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2370B
900-1782A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1782D
900-2124B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2124C
900-5321A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5320B
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-2322F
900-0296C,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2790A
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-3674E
900-5307A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7228E
900-2297B,CLAUDE PEPPER SENIOR CENTER,1762 S LA CIENEGA BLVD,LOS ANGELES,90035,LACPR,900-2297E
900-0650C,ARLINGTON HEIGHTS ELEM SCH,1717 007TH AVE,LOS ANGELES,90019,LAUSD,900-0650C
900-2496A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2510C
900-0284C,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-2212A
767-0020A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0020A
900-1751A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1958F
900-2339B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2340D
767-0011A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0011A
900-2178A,HORACE MANN MIDDLE SCHOOL,7001 S ST ANDREWS PL,LOS ANGELES,90047,LAUSD,900-2178A
767-0009A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0009E
270-0092A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0092C
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535B
900-1757A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1757E
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-3741A
900-2322B,ST ELMO VILLAGE INCORPORATION,4830 ST ELMO DR,LOS ANGELES,90019,BUS.,900-2322E
900-2454A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2454A
900-1784A,VINEYARD SENIOR CITIZEN CTR,2942 VINEYARD AVE,LOS ANGELES,90016,LACPR,900-1806B
900-2086C,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2086C
900-5299B,HUNGARIAN REFORMED CHURCH,751 CRENSHAW BLVD,LOS ANGELES,90005,CHURC,900-5300C
900-2329B,LONGWOOD MANOR,4853 W WASHINGTON BLVD,LOS ANGELES,90016,SRHMS,900-2329C
900-5319A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-5319F
900-1444A,SUNNY HILLS ASSISTED LIVING,8755 W OLYMPIC BLVD,LOS ANGELES,90035,SRHMS,900-1444G
900-2370A,ST MARYS CHURCH',3647 WATSEKA AVE,LOS ANGELES,90034,CHURC,900-2370F
900-5317A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5318A
900-2356A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2356B
767-0024A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0024A
900-2101A,GTR TRUE FRIENDSHIP BAPT CHR,1839 W VERNON AVE,LOS ANGELES,90062,CHUR1,900-2101A
900-2323A,FIRE STATION #68,5023 W WASHINGTON BLVD,LOS ANGELES,90016,MISCP,900-2323C
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2287C
900-2465A,ST JOHN BAPTIST CHURCH,946 W 049TH ST,LOS ANGELES,90037,CHURC,900-2465B
767-0010A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0023D
900-2001A,AMOS MEMORIAL CME CHURCH,2445 W WASHINGTON BLVD,LOS ANGELES,90018,CHURC,900-1721B
900-1681A,NORMANDIE RECREATION CENTER,1550 S NORMANDIE AVE,LOS ANGELES,90006,LACPR,900-1681A
900-1189B,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-0565A
900-7221A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7221E
900-1711A,LOS ANGELES HIGH SCHOOL,4650 W OLYMPIC BLVD,LOS ANGELES,90019,LAUSD,900-1711C
900-1502A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1051A
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2250C
900-2482A,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2482C
900-2330A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-2330C
900-2219A,COMMUNITY UNITED PRESB CHR,7501 S NORMANDIE AVE,LOS ANGELES,90044,CHUR1,900-2219B
900-2132B,FAIRVIEW HEIGHTS BAPTIST CHR,640 HARGRAVE ST,INGLEWOOD,90302,CHUR1,900-0651C
767-0011A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0011C
900-2330A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-2330F
900-2285A,NAZARETH HOUSE,3333 MANNING AVE,LOS ANGELES,90064,SRHMS,900-1472G
900-1617A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1617A
900-1730B,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1730B
900-0283A,HOLY TABERNACLE BAPTIST CHR,2312 W FLORENCE AVE,LOS ANGELES,90043,CHUR1,900-0283B
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-2190A
900-7221A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7228B
900-2193A,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2856A
900-3050A,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-4219B
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167M
900-2117B,JIM GILLIAM PARK,4000 S LA BREA AVE,LOS ANGELES,90008,LACPR,900-2069D
250-0046A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0046A
900-2503A,CHURCH OF THE LIVING GOD ,9800 S WESTERN AVE,LOS ANGELES,90047,CHUR1,900-2468C
900-7221A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7221F
900-2303A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2303C
900-1456A,FIRE STATION #92,10556 W PICO BLVD,LOS ANGELES,90064,MISCP,900-1476G
900-1290A,CASTLE HEIGHTS ELEM SCHOOL,9755 CATTARAUGUS AVE,LOS ANGELES,90034,LAUSD,900-1290D
900-1776B,BRADLEY MAGNET SCHOOL,3875 DUBLIN AVE,LOS ANGELES,90008,LAUSD,900-1776E
900-2126B,ST JOHN EVANGELIST CHURCH,6021 VICTORIA AVE,LOS ANGELES,90043,CHURC,900-2163D
900-1782B,RANCHO CIENEGA PARK BLDG,5001 RODEO RD,LOS ANGELES,90016,LACPR,900-2007C
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-1228A
900-1532A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1532A
900-1783A,WILLIAM GRANT STILL ART CTR,2520 WEST VIEW ST,LOS ANGELES,90016,MISCP,900-1783C
270-0094A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0094C
767-0009A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0003B
900-2252A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2265G
900-1449A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-0660A
767-0001A,MESSIAH LUTHERAN CHURCH,1149 W MANCHESTER AVE,LOS ANGELES,90044,CHURC,767-0001A
767-0015A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0015C
900-2070A,FIRE STATION #34,3661 007TH AVE,LOS ANGELES,90018,LACPR,900-4219A
900-1461A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1462B
900-2333B,CAMEO WOODS,3648 KALSMAN DR,LOS ANGELES,90016,APT,900-2354A
900-1929A,OUR SAVIOR PARISH CHURCH,844 W 032ND ST,LOS ANGELES,90007,CHUR1,900-1929C
900-5484A,KIPP EMPOWER ACADEMY,8466 S FIGUEROA ST,LOS ANGELES,90003,SC-PR,900-5484A
900-1455A,PALMS RECREATION CENTER,2950 OVERLAND AVE,LOS ANGELES,90064,LACPR,900-1455C
900-1583B,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-1582G
900-2456A,MENLO AVE ELEMENTARY SCHOOL,4156 MENLO AVE,LOS ANGELES,90037,LAUSD,900-2456D
900-0650C,ARLINGTON HEIGHTS ELEM SCH,1717 007TH AVE,LOS ANGELES,90019,LAUSD,900-1724B
900-2279A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2279B
900-2334A,ST PAUL PRESBYTERIAN CHURCH,5100 COLISEUM ST,LOS ANGELES,90016,CHURC,900-2333A
767-0017A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,767-0017B
900-1787A,SMYRNA 7TH DAY ADVENTIST,4394 W WASHINGTON BLVD,LOS ANGELES,90016,CHUR1,900-1787D
767-0015A,FIRST SAMOAN CHURCH OF LA,1749 W 125TH ST,LOS ANGELES,90047,CHUR1,767-0015D
900-2499A,LA SALLE AVENUE ELEMENTARY,8715 LA SALLE AVE,LOS ANGELES,90047,LAUSD,900-2499D
900-1617A,ST PAUL EVANGELICAL LUTH CHR,3901 W ADAMS BLVD,LOS ANGELES,90018,CHURC,900-1617B
900-1535A,CULVER CITY ELKS LODGE 1917,11160 WASHINGTON PL,CULVER CITY,90232,CLUB,900-1535F
900-1246A,KING JESUS BIBLE WAY CHURCH,11737 S FIGUEROA ST,LOS ANGELES,90061,CHUR1,900-2512B
900-1470B,WESTSIDE MANOR,1224 S NORTON AVE,LOS ANGELES,90019,MISCP,900-2483A
900-1485A,THE WORKMENS CIRCLE,1525 S ROBERTSON BLVD,LOS ANGELES,90035,BUS.,900-1485A
900-2489A,KNOLL RETIREMENT CENTER ,1018 W 083RD ST,LOS ANGELES,90044,SRHMS,900-2489A
900-2265B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2265F
900-2036A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2036A
900-2117B,JIM GILLIAM PARK,4000 S LA BREA AVE,LOS ANGELES,90008,LACPR,900-2117B
767-0016A,NEW CONG MISSION BAPTIST CHR,11205 S VERMONT AVE,LOS ANGELES,90044,CHURC,767-0016A
900-2128A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,900-2128G
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-5299A
900-1030A,GREATER PAGE TEMPLE,2610 LA SALLE AVE,LOS ANGELES,90018,CHUR1,900-1030E
900-2074B,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2074F
900-2190A,L.A.P.D. OPERATIONS WEST,4849 VENICE BLVD,LOS ANGELES,90019,MISCP,900-7226A
900-1785A,MESSIAH BAPTIST CHURCH,4500 W ADAMS BLVD,LOS ANGELES,90016,CHUR1,900-5503C
900-2502A,ST ANDREWS RECREATION CENTER,8701 S ST ANDREWS PL,LOS ANGELES,90047,LACPR,900-2505A
900-1449A,CONGREGATION OHEL MOSHE,8765 W PICO BLVD,LOS ANGELES,90035,RELFA,900-1449B
900-1623A,KOREAN INSTITUTE OF SO CAL,4900 WILSHIRE BLVD,LOS ANGELES,90010,SC-PR,900-1623F
270-0094A,I-COPP CENTER,2666 W IMPERIAL HWY,INGLEWOOD,90303,CITYO,270-0094F
900-0002A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-0002A
900-3240A,ST BRIGID PRE-SCHOOL,1755 W 052ND ST,LOS ANGELES,90062,SC-PR,900-3240E
900-1747A,BETTY HILLS SR CITIZEN CTR,3570 S DENKER AVE,LOS ANGELES,90018,LACPR,900-1747E
900-1454A,HEYLER REALTY,10659 W PICO BLVD,LOS ANGELES,90064,BUS.,900-1259A
900-1111A,CULVER PALMS CHURCH OF CHRIST,9733 VENICE BLVD,LOS ANGELES,90034,CHURC,900-1111E
900-0002A,PALMS MIDDLE SCHOOL,10860 WOODBINE ST,LOS ANGELES,90034,LAUSD,900-0002D
900-0006A,RESIDENCE,78 FREMONT PL,LOS ANGELES,90005,RES,900-5299D
900-2105A,CONSOLIDATED BD OF REALTISTS ,3725 DON FELIPE DR,LOS ANGELES,90008,BUS.,900-2105D
900-3674E,PALMS WESTMINISTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2064C
250-0041A,CHURCH OF THE HOLY COMMUNION,1160 W 141ST ST,GARDENA,90247,CHUR1,250-0041D
900-1757A,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1757B
900-2451A,EXPO CENTER,3990 MENLO AVE,LOS ANGELES,90037,LACPR,900-2789A
900-0282A,GUIDANCE CHR OF REL SCIENCE ,7225 CRENSHAW BLVD,LOS ANGELES,90043,CHUR1,900-0282A
900-1291A,PALMS WESTMINSTER PRESBY CHR,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-2064B
900-2214A,ST MARKS METHODIST CHURCH,8305 S GRAMERCY PL,LOS ANGELES,90047,CHUR1,900-2214F
900-2572A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-2567D
900-1755A,BETTY HILLS SR CITIZEN CTR,3570 S DENKER AVE,LOS ANGELES,90018,LACPR,900-1755E
900-2091A,BRYANT TEMPLE AME CHURCH,2514 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2093D
900-1465C,MT CALVARY LUTHERAN CHURCH,436 S BEVERLY DR,BEVERLY HILLS,90212,CHUR1,900-1465C
900-2143A,ANGELES MESA ELEMENTARY SCH,2611 W 052ND ST,LOS ANGELES,90043,LAUSD,900-2133B
900-1257B,WESTFIELD CENTURY CITY,1801 AVE,LOS ANGELES,90067,BUS.,900-1257C
900-2127A,CHRIST TEMPLE CHURCH,3125 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2127G
900-2556A,SHABACH FOUR SQUARE CHURCH,4300 W SLAUSON AVE,LOS ANGELES,90043,CHUR1,900-2556D
900-0272A,COLDWELL BANKER ,119 N LARCHMONT BLVD,LOS ANGELES,90004,BUS.,900-0272C
900-1786A,VIRGINIA RD ELEMENTARY SCHOOL,2925 VIRGINIA RD,LOS ANGELES,90016,LAUSD,900-1786F
900-7221A,WESTSIDE JEWISH COMM CENTER,5870 W OLYMPIC BLVD,LOS ANGELES,90036,RELFA,900-7221C
900-2095A,CHRIST THE GOOD SHEPHERD CHR,3303 W VERNON AVE,LOS ANGELES,90008,CHURC,900-2862A
900-3240A,ST BRIGID PRE-SCHOOL,1755 W 052ND ST,LOS ANGELES,90062,SC-PR,900-2434A
900-3029C,CHARLES W BARRETT ELEM SCH,419 W 098TH ST,LOS ANGELES,90003,LAUSD,900-3029C
751-0003C,LADERA PARK BUILDING,6027 LADERA PARK AVE,LOS ANGELES,90056,MISCP,751-0003E
767-0009A,BRET HARTE MIDDLE SCHOOL,9301 S HOOVER ST,LOS ANGELES,90044,LAUSD,767-0009B
900-2090A,MARTIN LUTHER KING REC CTR,3916 S WESTERN AVE,LOS ANGELES,90062,LACPR,900-2084F
900-1026C,WEEMES ELEMENTARY SCHOOL,1260 W 036TH PL,LOS ANGELES,90007,LAUSD,900-1107B
900-2510A,COMMUNITY CHURCH OF L A,10611 S HOOVER ST,LOS ANGELES,90044,CHUR1,900-3866C
900-1472A,RESIDENCE,9543 BOLTON RD,LOS ANGELES,90034,RES,900-1467E
900-5321A,TOM BRADLEY FAMILY CENTER,5213 W PICO BLVD,LOS ANGELES,90019,COMMU,900-5320D
900-2287A,CARTHAY CENTER ELEM SCHOOL,6351 W OLYMPIC BLVD,LOS ANGELES,90048,LAUSD,900-2283B
900-2494A,RITA WALTERS LEARNING COMPLEX,915 W MANCHESTER AVE,LOS ANGELES,90044,MISCP,900-1132A
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167K
900-1490A,PALMS WESTMINISTER PRESBY CH,2908 ROBERTSON PL,LOS ANGELES,90034,CHUR1,900-1497B
900-2250A,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2250F
900-2481A,MT CARMEL RECREATION CTR,830 W 070TH ST,LOS ANGELES,90044,LACPR,900-2481A
900-2068A,COLISEUM ST ELEM SCHOOL,4400 COLISEUM ST,LOS ANGELES,90016,LAUSD,900-2068C
900-2128A,NAT`L COUNCIL OF NEGRO WOMEN,3720 W 054TH ST,LOS ANGELES,90043,CLUB,900-2128A
900-5504C,MERIDIAN OF CHEVIOT HILLS,3340 SHELBY DR,LOS ANGELES,90034,SRHMS,900-1981A
900-2357B,MARVIN AVE ELEMENTARY SCHOOL,2411 MARVIN AVE,LOS ANGELES,90016,LAUSD,900-2357C
900-3866A,CHARLES W BARRETT ELEM SCH,419 W 098TH ST,LOS ANGELES,90003,LAUSD,900-3866E
900-2477A,NORMANDIE SENIOR HOUSING,6301 S NORMANDIE AVE,LOS ANGELES,90044,SRHMS,900-2477A
900-1786A,VIRGINIA RD ELEMENTARY SCHOOL,2925 VIRGINIA RD,LOS ANGELES,90016,LAUSD,900-1786B
900-2298A,WESTERN CHR OF  LOS ANGELES,1218 S FAIRFAX AVE,LOS ANGELES,90019,CHURC,900-2298A
250-0046A,ROWLEY PARK,13220 VAN NESS AVE,GARDENA,90249,CITYO,250-0046D
767-0006A,FAITH UNITED METHODIST CHR,1713 W 108TH ST,LOS ANGELES,90047,CHUR1,767-0006F
900-2124B,ANGELES MESA PRESBY CHURCH,3751 W 054TH ST,LOS ANGELES,90043,CHUR1,900-2130C
900-2262B,PARK LA BREA,475 S CURSON AVE W,LOS ANGELES,90036,APTBL,900-2262E
900-2167A,HARVARD RECREATION CENTER ,1535 W 062ND ST,LOS ANGELES,90047,LACPR,900-2167B
