DBN,sch_type,location,enrollment,borough,principal,studentsurvey,rr_s,rr_t,rr_p,N_s,N_t,N_p,nr_s,nr_t,nr_p,saf_p_10,com_p_10,eng_p_10,aca_p_10,saf_t_10,com_t_10,eng_t_10,aca_t_10,saf_s_10,com_s_10,eng_s_10,aca_s_10,saf_tot_10,com_tot_10,eng_tot_10,aca_tot_10,p_q2i,p_q7a,p_q7b,p_q7c,p_q7d,p_q8a,p_q8b,p_q8c,p_q8d,p_q8e,p_q8f,p_q2b,p_q2d,p_q2f,p_q2g,p_q2h,p_q3a,p_q3b,p_q4b,p_q4c,p_q11c,p_q2a,p_q2c,p_q2e,p_q3c,p_q6,p_q11d,p_q11e,p_q5,p_q4a,p_q4d,p_q4e,p_q11a,p_q11b,p_q11f,p_q1,p_q3d,p_q9,p_q10,p_q12aa,p_q12ab,p_q12ac,p_q12ad,p_q12ba,p_q12bb,p_q12bc,p_q12bd,p_q1_1,p_q1_2,p_q1_3,p_q1_4,p_q1_5,p_q1_6,p_q1_7,p_q1_8,p_q1_9,p_q1_10,p_q1_11,p_q1_12,p_q1_13,p_q1_14,p_q2a_1,p_q2a_2,p_q2a_3,p_q2a_4,p_q2a_5,p_q2b_1,p_q2b_2,p_q2b_3,p_q2b_4,p_q2b_5,p_q2c_1,p_q2c_2,p_q2c_3,p_q2c_4,p_q2c_5,p_q2d_1,p_q2d_2,p_q2d_3,p_q2d_4,p_q2d_5,p_q2e_1,p_q2e_2,p_q2e_3,p_q2e_4,p_q2e_5,p_q2f_1,p_q2f_2,p_q2f_3,p_q2f_4,p_q2f_5,p_q2g_1,p_q2g_2,p_q2g_3,p_q2g_4,p_q2g_5,p_q2h_1,p_q2h_2,p_q2h_3,p_q2h_4,p_q2h_5,p_q2i_1,p_q2i_2,p_q2i_3,p_q2i_4,p_q2i_5,p_q3a_1,p_q3a_2,p_q3a_3,p_q3a_4,p_q3a_5,p_q3b_1,p_q3b_2,p_q3b_3,p_q3b_4,p_q3b_5,p_q3c_1,p_q3c_2,p_q3c_3,p_q3c_4,p_q3c_5,p_q3d_1,p_q3d_2,p_q3d_3,p_q3d_4,p_q3d_5,p_q4a_1,p_q4a_2,p_q4a_3,p_q4a_4,p_q4a_5,p_q4b_1,p_q4b_2,p_q4b_3,p_q4b_4,p_q4b_5,p_q4c_1,p_q4c_2,p_q4c_3,p_q4c_4,p_q4c_5,p_q4d_1,p_q4d_2,p_q4d_3,p_q4d_4,p_q4d_5,p_q4e_1,p_q4e_2,p_q4e_3,p_q4e_4,p_q4e_5,p_q5a,p_q5b,p_q5c,p_q5d,p_q5e,p_q5f,p_q5g,p_q5h,p_q5i,p_q5j,p_q6_1,p_q6_2,p_q6_3,p_q6_4,p_q6_5,p_q7a_1,p_q7a_2,p_q7a_3,p_q7a_4,p_q7a_5,p_q7b_1,p_q7b_2,p_q7b_3,p_q7b_4,p_q7b_5,p_q7c_1,p_q7c_2,p_q7c_3,p_q7c_4,p_q7c_5,p_q7d_1,p_q7d_2,p_q7d_3,p_q7d_4,p_q7d_5,p_q8a_1,p_q8a_2,p_q8a_3,p_q8a_4,p_q8a_5,p_q8b_1,p_q8b_2,p_q8b_3,p_q8b_4,p_q8b_5,p_q8c_1,p_q8c_2,p_q8c_3,p_q8c_4,p_q8c_5,p_q8d_1,p_q8d_2,p_q8d_3,p_q8d_4,p_q8d_5,p_q8e_1,p_q8e_2,p_q8e_3,p_q8e_4,p_q8e_5,p_q8f_1,p_q8f_2,p_q8f_3,p_q8f_4,p_q8f_5,p_q9_1,p_q9_2,p_q9_3,p_q9_4,p_q9_5,p_q9_6,p_q9_7,p_q9_8,p_q9_9,p_q9_10,p_q10a,p_q10b,p_q10c,p_q10d,p_q10e,p_q10f,p_q10g,p_q10h,p_q10i,p_q10j,p_q10k,p_q10l,p_q11a_1,p_q11a_2,p_q11a_3,p_q11a_4,p_q11b_1,p_q11b_2,p_q11b_3,p_q11b_4,p_q11c_1,p_q11c_2,p_q11c_3,p_q11c_4,p_q11d_1,p_q11d_2,p_q11d_3,p_q11d_4,p_q11e_1,p_q11e_2,p_q11e_3,p_q11e_4,p_q11f_1,p_q11f_2,p_q11f_3,p_q11f_4,p_q12aa_1,p_q12aa_2,p_q12aa_3,p_q12aa_4,p_q12aa_5,p_q12ab_1
30Q450,High School,Long Island City High School,3305,QUEENS,William Bassell,Yes,65,83,10,2021,166,295,3112,201,2928,7.3,6.7,6.9,7,7.1,6.8,7.4,7.7,6.1,5.4,6.1,6.8,6.8,6.3,6.8,7.2,7.2,7.1,7.4,7.1,7,6.1,7.9,8.6,7.8,7.1,7.2,7,7.3,7.3,7.4,6.4,5.1,5.7,7.1,7.3,6.6,7.3,7,7.4,6.1,7.5,6.6,6.5,7,7.3,7.4,6.5,7.1,6.7,6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,39,21,23,15,30,62,5,3,1,27,57,10,4,2,26,56,11,3,4,34,52,11,1,2,22,54,4,0,19,36,50,10,4,1,33,49,7,3,8,22,50,18,7,3,30,51,10,3,6,11,33,25,11,20,16,33,25,15,12,15,24,30,14,18,15,22,32,20,11,30,51,8,4,7,25,54,13,4,4,25,58,10,3,5,30,52,7,4,7,20,47,15,5,13,18,24,5,4,36,12,15,57,26,21,31,52,10,2,5,23,58,10,6,4,23,63,6,3,5,23,53,10,3,10,25,55,9,4,6,21,28,17,9,25,46,24,5,5,20,52,15,3,3,26,39,16,7,4,33,28,18,7,7,40,30,14,7,7,43,5,12,8,4,8,12,7,26,16,2,67,36,13,36,15,7,65,13,4,49,3,4,28,62,7,3,24,57,14,5,25,54,17,4,22,58,16,4,21,57,17,4,27,58,12,4,10,47,15,4,24,8
30Q501,High School,Frank Sinatra School of the Arts High School,722,QUEENS,Donna Finn,Yes,76,86,30,542,43,209,710,50,698,8.5,7.2,7.9,7.7,6.8,5.5,5.8,6.2,6.9,5.6,6.4,7.2,7.4,6.1,6.7,7,7.6,8.7,9.2,7.8,8.1,7.2,8.4,9.3,9,8.2,9.7,7.8,8.6,7.6,7.6,6,5.1,6.9,7.9,7.3,7.5,8.6,7.4,8,8.9,7.9,7.2,7.4,8.2,8.6,8,7.3,7.8,7,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,33,25,22,20,61,37,1,0,0,42,51,6,1,0,33,53,11,1,2,57,39,1,0,2,30,38,3,0,29,41,49,8,2,0,29,41,7,1,23,26,30,33,5,5,36,52,6,2,4,23,14,25,22,16,45,19,15,11,11,58,22,11,8,1,17,18,34,24,7,52,43,1,1,2,37,52,8,1,1,27,55,13,1,4,34,57,5,1,3,34,42,10,3,11,24,40,21,26,46,9,17,57,23,24,37,52,9,0,1,55,42,2,0,0,70,30,0,0,0,37,46,5,1,11,44,43,3,1,10,21,49,6,1,22,48,26,1,3,22,59,11,1,0,29,50,18,1,0,30,34,23,5,0,38,58,4,1,0,37,3,10,15,2,16,13,4,15,20,2,49,88,12,20,18,16,54,24,3,47,1,0,42,53,4,1,25,62,11,2,37,52,11,1,29,58,12,0,31,61,8,0,33,61,5,1,9,34,11,3,43,7
30Q502,High School,Information Technology High School,979,QUEENS,Dr. Nancy E. Casella,Yes,86,94,54,824,63,507,956,67,934,8.5,7.7,7.7,7.8,8.3,6.9,7.6,7.9,6.9,6.1,6.7,7.4,7.9,6.9,7.4,7.7,7.9,8.1,8.4,8.1,8.1,8.1,9,9.2,8.9,9,9,7.9,8.2,8,8.2,7.5,6.9,6.7,7.9,8,7.6,8.2,7.9,8.1,7.8,7.5,7.4,7.6,7.2,8.1,8.1,7.7,7.9,7.5,7.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,26,32,25,17,49,47,3,1,1,43,49,5,1,2,42,51,5,1,1,49,45,4,1,1,41,41,3,0,15,49,42,6,1,1,50,41,4,1,4,40,45,11,3,1,46,41,7,2,5,35,33,16,8,9,33,30,18,8,11,35,30,19,9,8,36,27,18,11,8,45,45,5,2,4,42,45,9,1,3,42,45,8,1,4,43,46,6,1,4,40,40,8,2,11,6,29,4,2,24,42,15,47,30,26,36,45,10,3,6,43,48,4,2,3,47,46,2,1,3,44,42,5,1,7,48,42,4,1,4,45,26,5,3,21,61,16,4,1,18,64,11,2,1,22,58,14,3,2,23,55,12,3,1,29,53,11,4,1,32,6,12,8,10,9,11,7,16,16,3,58,42,7,19,16,6,52,9,4,28,2,2,43,51,6,1,38,50,11,0,39,50,10,1,37,51,11,1,38,52,9,0,41,50,8,1,22,49,8,4,18,19
30Q555,High School,Newcomers High School,960,QUEENS,Orlando Sarmiento,Yes,92,83,29,841,54,236,916,65,812,9,7.7,7.6,7.9,8.6,7.3,7.9,8.5,7.7,5.9,6.8,7.4,8.4,7,7.4,7.9,7.8,8.7,8.4,8.4,8.3,8.9,9.3,9.5,9.7,9.8,9.8,7.9,8.4,8,8.1,7.7,6.6,6.9,7.9,8.2,7.8,8.4,8.1,7.6,6.3,8.1,7.5,7.6,6.9,8.1,8.2,7.4,8,7.7,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,0,23,45,17,14,52,47,0,0,0,40,56,3,0,1,46,51,1,2,0,58,36,4,1,1,29,50,4,1,17,44,52,4,0,0,43,50,2,0,4,41,49,8,1,1,38,52,4,1,5,24,37,23,9,7,36,29,18,10,7,23,27,16,10,24,25,24,23,14,13,41,45,3,0,10,34,55,5,0,5,38,56,2,0,4,40,52,2,0,6,27,51,8,1,13,19,19,11,6,33,18,18,50,19,37,40,50,4,1,6,51,47,1,0,1,45,49,4,0,1,45,48,3,1,3,49,46,2,0,3,57,19,2,1,21,77,11,1,1,10,77,9,0,1,12,79,7,0,0,13,74,3,0,0,23,72,2,0,0,25,3,24,20,6,9,6,4,8,19,1,62,30,19,32,18,16,44,16,5,42,1,3,43,55,2,0,37,58,5,0,38,57,4,1,35,56,8,0,37,55,7,1,39,56,4,0,24,52,11,3,11,23
30Q575,High School,Academy of American Studies,703,QUEENS,Ellen Sherman,Yes,97,67,29,665,28,194,688,42,663,8,7.1,7.4,7.5,7.5,6.7,6.9,7.6,6.9,6,6.8,7.7,7.5,6.6,7,7.6,7.2,8,7.3,7.6,7.6,6.9,8.5,9.2,8.5,8.5,8.6,7.8,8.2,7.7,8.2,6.8,4.4,5.5,7.4,7.3,7.2,8.1,7.7,7.3,6.9,7.1,6.9,7,7.9,7.9,7.9,7,7.6,7.4,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,1,0,28,24,25,21,45,52,3,0,1,38,56,4,0,2,36,54,5,1,4,48,42,4,0,6,18,38,6,1,37,40,52,7,1,1,42,39,3,0,17,30,40,21,3,5,28,51,11,1,8,10,20,26,23,20,17,26,26,21,11,19,30,23,16,11,10,14,36,28,12,39,48,7,1,6,25,60,7,3,5,27,54,10,2,7,31,59,3,1,6,21,51,11,1,15,25,18,4,9,49,11,24,68,36,40,25,51,13,3,8,29,62,2,0,7,24,59,9,2,6,23,64,3,1,9,33,50,6,1,10,23,38,7,5,27,51,19,3,3,24,56,11,1,1,30,47,17,5,2,30,41,13,4,2,40,41,11,1,4,43,1,12,21,9,12,7,2,19,13,1,71,61,18,39,19,9,67,14,4,46,1,2,37,56,5,2,32,59,10,0,29,59,11,1,26,57,14,3,23,65,10,2,32,61,4,2,11,49,12,2,26,8
30Q580,Middle / High School,Baccalaureate School for Global Education,423,QUEENS,KELLY JOAN JOHNSON,Yes,96,88,36,403,29,143,418,33,393,8.6,7.3,7.6,7.9,8,5.7,6.1,7.4,7.6,6.8,7.1,8.1,8.1,6.6,6.9,7.8,7.4,8.7,8.7,8.1,8.1,8.1,8.5,9.3,9.2,9,10,7.6,8.4,8,8,6.6,5.6,5.7,7.9,7.5,7.1,8.2,7.5,7.7,7.5,7.1,6.8,6.9,9.3,8.8,8.3,7.4,7.6,7.6,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,25,25,9,11,14,15,49,48,1,1,0,39,52,4,3,1,36,50,10,1,2,52,41,2,0,6,22,27,5,0,46,48,47,4,1,1,35,40,2,1,22,29,42,22,5,3,38,46,9,4,4,15,25,36,19,6,22,28,21,13,16,21,31,27,16,4,10,15,48,26,2,62,32,3,0,3,42,46,8,3,1,31,54,13,1,1,50,41,3,3,3,43,33,11,5,8,58,43,33,2,76,52,29,73,31,44,26,53,16,3,2,57,36,3,1,3,56,40,1,1,2,45,40,6,0,9,44,43,1,3,9,35,35,3,1,26,57,26,2,3,12,69,11,1,1,18,61,11,2,1,25,52,14,1,1,31,76,0,0,0,24,5,11,20,15,7,10,4,10,16,2,56,85,16,34,24,13,54,32,6,55,1,4,40,48,10,1,44,43,10,3,32,52,13,3,26,55,16,4,23,63,12,2,47,43,9,1,8,32,21,7,33,8
31R001,Elementary School,P.S. 001 Tottenville,513,STATEN ISLAND,Diane Gordin,No,,90,56,,36,219,,40,392,8.9,8.1,8.1,8.6,9.3,9,9.2,9.2,,,,,9.1,8.5,8.6,8.9,8.4,9.1,8.6,8.2,9.3,7,8.7,9.8,9.3,10,9.8,8.3,8.9,8.4,8.5,7.6,7.9,6.2,8.6,8.5,8.2,8.6,8.3,8.4,7.3,7.3,8.1,8.1,8.5,8.6,8.3,NA,9.1,8.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10,13,15,20,20,19,0,0,0,0,0,0,0,61,37,1,1,0,54,42,2,1,0,55,38,5,0,1,66,31,0,0,3,38,31,1,0,29,58,39,3,1,0,47,33,0,0,20,46,37,13,3,1,52,44,0,1,3,39,42,15,3,1,18,32,35,10,5,18,31,37,13,1,22,20,44,14,1,54,40,4,0,1,51,47,2,0,0,53,42,4,1,1,47,46,2,2,3,NA,NA,NA,NA,NA,40,70,24,5,2,57,15,58,20,30,26,57,12,3,2,68,30,1,1,0,57,37,4,0,1,47,43,5,1,4,75,21,0,0,4,25,41,9,4,21,61,20,2,3,14,78,3,0,0,18,64,11,1,1,23,82,1,0,0,17,83,1,1,0,15,5,9,22,24,4,5,1,21,4,4,41,46,20,77,20,16,60,14,3,58,6,0,74,23,2,0,56,40,3,0,52,43,4,0,49,46,5,0,48,48,3,0,61,37,2,0,10,46,10,8,24,9
31R002,Middle School,I.S. R002 George L. Egbert,922,STATEN ISLAND,ADRIENNE STALLONE,Yes,98,80,43,876,55,347,898,69,816,8.1,7.5,7.7,7.7,6.7,6.8,6.6,7.3,5.7,5,5.8,6.8,6.8,6.5,6.7,7.3,7.7,8.2,7.2,7.7,8.1,6.2,8.4,9.4,8.2,9.1,9.2,7.9,8.2,8.1,8.1,7.1,6.1,6.8,7.8,7.4,7.6,8.1,8,8.1,8.3,6.8,7.4,7.5,7.7,7.9,7.7,NA,7.9,7.4,7.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,31,33,35,0,0,0,0,46,51,2,1,0,47,44,8,1,0,46,48,4,1,1,50,42,4,1,3,34,34,3,0,27,46,48,4,1,1,43,44,2,1,11,38,41,15,5,1,44,42,9,3,3,31,23,17,16,12,34,28,20,14,4,41,30,15,8,6,27,16,31,21,6,40,47,8,1,4,38,50,10,1,1,36,45,14,2,3,37,48,10,1,4,NA,NA,NA,NA,NA,8,34,5,11,29,15,9,47,11,22,30,42,21,4,4,43,48,4,2,2,32,47,10,6,4,38,45,8,3,5,49,42,6,1,3,19,37,15,8,20,48,20,4,3,25,56,9,2,0,33,39,22,3,2,34,46,11,1,1,42,45,6,2,1,46,6,14,12,10,11,10,5,17,13,3,57,59,22,57,12,13,63,52,4,41,4,1,46,48,5,1,39,46,13,2,40,50,9,2,37,51,11,2,36,56,7,1,39,52,7,2,13,42,10,5,31,10
31R003,Elementary School,P.S. 003 The Margaret Gioiosa School,876,STATEN ISLAND,JUDITH WILSON,No,,91,89,,53,602,,58,678,8.8,8,7.9,8.4,8.7,7.3,8,8.2,,,,,8.8,7.6,7.9,8.3,8.2,8.9,8.4,8.1,8.6,7.1,8.6,9.8,9.5,10,9.9,7.9,8.9,8.3,8.3,7.5,8,6.2,8.3,8.4,8,8.4,8,8.3,8.1,7,7.9,7.9,7.8,8.4,8.4,NA,8.7,8,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,15,16,16,16,18,16,0,0,0,0,0,0,0,56,41,2,1,0,47,46,5,2,0,47,46,5,1,1,66,31,1,0,3,35,34,2,0,30,53,43,2,1,0,42,39,0,0,19,44,40,11,3,2,52,39,4,1,4,50,29,13,6,2,23,29,26,14,7,28,35,29,6,2,26,23,41,9,0,51,41,4,2,2,47,45,5,2,1,54,37,6,2,1,52,41,4,2,2,NA,NA,NA,NA,NA,39,49,17,2,1,14,11,65,15,26,29,47,15,5,4,61,36,1,1,1,48,46,5,1,1,45,43,5,2,5,57,36,1,0,7,24,46,5,4,21,56,20,3,3,18,71,3,0,0,25,64,7,1,1,27,86,1,0,0,14,87,1,0,0,12,3,11,22,16,6,5,3,25,8,1,37,67,12,75,37,6,63,18,2,49,5,0,68,27,4,2,52,39,7,2,46,48,4,1,47,45,7,2,45,49,5,1,58,36,4,2,15,48,9,3,25,13
31R004,Elementary School,P.S. 004 Maurice Wollin,756,STATEN ISLAND,Mr. Marc A. Harris,No,,77,83,,72,500,,94,601,8.6,7.8,7.8,8.1,7.6,6.9,7.2,7.7,,,,,8.1,7.3,7.5,7.9,7.7,8.5,8.3,7.9,8.1,6.9,8.4,9.7,9.1,10,9.9,7.8,8.4,7.9,8,7.1,7.7,7.3,7.9,7.9,7.8,7.7,7.6,8.1,8.5,7.2,7.7,7.6,8.3,8,8,NA,8.5,7.9,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10,14,17,17,20,20,0,0,0,0,0,0,0,40,53,5,2,0,40,55,3,1,0,38,52,8,2,1,54,43,1,0,2,35,40,1,1,23,42,52,4,1,1,36,43,2,0,19,31,50,14,2,2,38,51,6,1,4,46,28,18,5,3,34,38,17,6,4,36,38,18,3,4,25,22,37,14,1,36,54,6,1,3,35,56,7,1,2,41,47,10,1,1,38,53,6,1,2,NA,NA,NA,NA,NA,67,38,5,22,1,21,5,68,21,17,24,57,13,3,3,47,49,2,0,1,42,53,4,0,1,36,51,5,1,7,46,44,3,1,6,19,47,9,3,22,49,23,5,2,21,69,4,1,0,25,56,13,2,1,28,80,1,0,0,20,82,1,0,0,16,3,19,17,13,9,9,4,13,11,2,44,63,11,79,15,10,64,18,5,57,4,1,59,36,4,1,45,47,7,1,39,55,5,1,38,54,7,1,36,56,7,1,45,51,4,0,13,49,8,2,27,12
31R005,Elementary School,P.S. 005 Huguenot,202,STATEN ISLAND,Katherine Corso,No,,94,64,,16,96,,17,149,9.4,8.6,8.6,8.9,9.5,8.4,8.6,9.1,,,,,9.5,8.5,8.6,9,8.8,9.6,9.3,9.1,9.1,8.6,9.1,10,9.8,10,10,9.1,9.4,8.9,9.1,8.6,7.9,6.6,8.9,8.7,8.9,9.1,8.9,8.8,8.6,7.3,8.8,8.8,8.3,8.9,9.1,NA,8.9,8.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,17,11,21,17,16,17,0,0,0,0,0,0,0,74,24,2,0,0,75,22,3,0,0,67,28,1,1,3,82,18,0,0,0,43,15,3,0,38,70,27,1,1,1,62,21,1,0,16,63,31,5,0,1,63,32,2,0,3,32,56,8,3,0,24,39,21,11,5,35,37,21,5,1,25,28,35,11,0,63,33,2,1,1,60,36,2,0,1,59,36,2,2,0,66,32,1,0,1,NA,NA,NA,NA,NA,43,53,45,5,3,26,15,73,17,16,31,49,18,1,1,82,18,0,0,0,76,23,1,0,0,69,28,1,0,2,73,24,1,0,1,47,27,3,0,22,71,17,2,1,9,91,1,0,0,7,83,6,0,0,11,96,0,0,0,4,96,0,0,0,4,0,11,35,30,8,8,1,1,5,1,27,55,23,75,30,14,53,25,3,50,5,0,72,24,3,1,64,33,3,0,70,27,3,0,66,32,2,0,66,31,3,0,68,27,5,0,24,38,7,1,30,25
31R006,Elementary School,P.S. 6 Corporal Allan F. Kivlehan School,836,STATEN ISLAND,Erminia Claudio,No,,92,73,,66,469,,72,639,9,8.2,8.3,8.5,8.5,8,8.4,8.8,,,,,8.7,8.1,8.4,8.7,8.2,9.1,9.3,8.6,8.6,6.7,8.8,9.7,9.5,10,10,8.3,9,8.5,8.3,7.7,8.3,7.1,8.5,8.5,8.1,8.7,8.3,8.5,8.2,8.1,8.2,8.2,8.2,8.4,8.4,NA,8.8,8.4,8.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,11,14,13,23,24,0,0,0,0,0,0,0,62,36,2,0,0,54,41,4,1,0,54,42,3,1,0,68,27,1,0,4,44,28,1,1,26,59,38,3,0,0,44,34,3,0,19,48,37,13,2,0,52,40,5,1,3,50,35,10,3,1,28,38,25,5,3,30,36,26,6,2,25,19,41,14,0,50,43,4,1,2,49,48,3,0,0,52,43,3,1,1,51,42,4,1,2,NA,NA,NA,NA,NA,56,39,15,6,4,43,11,62,27,40,40,52,6,1,1,65,34,1,0,0,72,28,0,0,0,56,37,3,1,4,57,35,2,0,7,17,47,9,3,24,57,22,1,2,19,75,5,1,0,19,68,8,0,1,23,86,0,0,0,14,88,0,0,0,11,1,13,19,13,6,5,2,35,5,2,39,59,24,74,30,10,60,10,4,49,5,0,69,28,2,1,57,38,4,1,50,45,4,1,53,41,6,0,52,43,5,0,59,37,3,2,16,47,10,4,23,16
31R007,Middle School,I.S. 007 Elias Bernstein,1155,STATEN ISLAND,Dr. Nora De Rosa-Karby,Yes,97,59,64,1115,44,674,1146,75,1053,8.4,7.4,7.5,7.9,8,6.9,7.2,8,7,5.7,7.1,7.7,7.8,6.7,7.3,7.9,7.9,8.5,8.3,8,8.1,6.1,8.4,9.5,8.3,9.3,9.7,7.8,8.4,8.1,8,7,6.7,5.7,7.8,7.6,7.6,8,7.6,8,6.8,7.3,7.3,7.3,7.9,8.1,8,NA,8.1,7.5,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,36,34,29,0,0,0,0,43,54,2,0,1,40,53,5,1,1,36,55,7,1,2,52,43,1,0,4,30,37,2,1,31,47,48,4,1,0,35,42,2,1,20,32,45,17,4,2,43,46,6,2,3,33,27,21,10,8,19,27,26,16,11,17,27,33,15,9,15,17,40,25,4,40,50,5,1,3,34,55,8,2,2,35,50,11,2,2,38,50,5,1,5,NA,NA,NA,NA,NA,18,34,19,16,55,12,7,66,16,17,26,56,13,2,4,48,47,2,1,2,43,52,3,1,2,40,47,4,2,7,43,46,2,1,9,13,49,13,7,18,50,24,4,2,20,67,7,1,1,24,45,20,4,3,28,56,8,1,1,34,65,4,0,0,30,2,16,13,9,8,7,3,27,12,3,41,70,17,52,37,8,63,9,2,43,3,1,48,47,4,1,38,51,10,1,37,54,9,1,33,54,11,1,32,57,10,1,42,53,5,1,14,47,10,4,25,11
31R008,Elementary School,P.S. 8 Shirlee Solomon,385,STATEN ISLAND,Lisa Esposito,No,,97,84,,31,277,,32,330,9.1,8.5,8.3,8.8,9.5,8.9,9.3,9.4,,,,,9.3,8.7,8.8,9.1,8.6,9.2,8.9,8.8,9,7.6,8.9,9.7,9.6,9.9,9.9,8.6,9,8.8,8.8,8.2,8.1,7.5,8.8,8.8,8.5,8.7,8.4,8.7,8.6,8,8.6,8.5,7.1,8.9,8.8,NA,9,8.7,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,14,15,18,22,15,12,0,0,0,0,0,0,0,64,34,2,0,0,61,36,1,1,1,59,37,4,1,0,70,27,1,0,2,46,29,0,0,25,65,33,1,0,0,55,28,1,0,16,56,34,8,1,2,61,34,2,1,1,49,32,14,4,1,34,42,16,4,3,33,41,19,6,1,33,34,24,9,0,62,34,3,0,1,56,42,1,0,0,64,31,4,1,0,59,36,1,1,3,NA,NA,NA,NA,NA,58,30,13,5,3,16,8,54,13,30,45,40,10,1,4,70,28,1,0,1,66,30,4,0,0,60,35,3,0,2,70,26,1,0,3,32,34,6,3,25,66,15,3,3,13,79,6,0,1,14,72,6,1,1,20,85,2,0,0,13,85,3,0,0,12,3,7,21,12,8,3,2,37,4,3,48,47,19,71,15,9,57,22,4,43,6,2,73,25,1,0,65,32,3,0,59,39,3,0,62,33,4,0,60,36,4,0,67,30,3,0,18,54,8,3,17,18
31R011,Elementary School,P.S. 11 Thomas Dongan School,267,STATEN ISLAND,Erica Mattera,No,,88,75,,23,167,,26,224,9.1,8.4,8.5,8.7,7.6,5.6,6.6,7.3,,,,,8.4,7,7.6,8,8.4,9.1,9.3,8.5,8.6,8,9.3,9.4,9.3,9.9,9.9,8.4,8.8,8.6,8.5,8.4,7.7,8.2,8.5,8.6,8.2,8.7,8.7,8.4,9.5,8.1,8.5,8.4,7.9,8.7,8.7,NA,8.9,8.4,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,12,14,17,18,13,23,0,0,0,0,0,0,0,65,31,2,1,0,58,39,2,1,0,63,35,2,0,1,66,30,1,1,2,42,35,1,0,23,61,36,2,1,0,53,39,1,1,7,61,31,7,1,1,55,38,4,1,3,46,29,16,5,4,49,36,8,4,2,58,33,7,2,0,38,25,29,7,1,58,37,3,1,1,57,36,5,1,1,59,35,4,2,1,52,45,1,0,2,NA,NA,NA,NA,NA,36,40,21,24,1,26,15,44,16,26,44,44,8,1,4,65,34,1,0,0,71,29,0,0,0,56,37,2,3,2,57,35,1,1,7,38,29,4,2,26,75,7,1,2,15,75,6,3,1,15,72,6,4,1,17,88,1,1,0,11,86,1,1,0,12,2,21,21,11,13,8,1,9,13,2,52,38,22,76,16,6,60,21,6,50,2,2,71,26,2,1,56,40,4,1,55,39,4,2,58,38,4,0,56,42,2,1,60,38,3,0,27,47,3,0,23,25
31R013,Elementary School,P.S. 013 M. L. Lindemeyer,719,STATEN ISLAND,PAUL MARTUCCIO,No,,91,66,,51,371,,56,566,8.8,7.9,8,8.2,7.1,6,6.8,7.4,,,,,7.9,7,7.4,7.8,7.8,8.7,8.6,8.3,8.1,7.7,9,9.5,9.5,9.9,9.8,7.9,8.1,8.2,8.1,7.8,7.8,7.1,8.2,8.3,8,8.2,7.8,7.7,8.9,7.4,8,8,8,8.2,8.1,NA,8.6,8,8.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,11,17,14,16,17,20,1,0,0,0,0,0,0,51,46,2,2,0,43,52,3,2,0,39,56,3,1,2,45,48,4,0,3,28,42,3,1,27,49,47,2,1,1,43,45,3,0,8,43,48,7,1,0,39,50,4,2,6,42,33,18,6,1,35,36,15,8,6,46,35,15,1,2,31,29,30,9,1,43,49,5,1,2,40,54,4,1,2,46,47,3,2,1,41,48,4,1,7,NA,NA,NA,NA,NA,54,33,20,5,5,39,9,55,15,26,28,55,11,1,5,52,45,1,0,1,49,49,2,0,0,42,51,2,1,4,45,47,3,0,5,36,34,5,3,22,64,11,3,2,20,69,7,1,1,22,65,8,2,0,25,76,1,0,0,22,76,2,0,1,21,5,13,19,9,10,6,3,18,15,2,37,43,16,67,17,6,51,11,5,44,2,2,61,36,2,1,46,47,6,1,45,51,3,1,46,48,4,1,44,53,3,1,47,49,3,0,22,53,8,0,16,20
