all/school_esl.DBN,all/school_esl.Grade,all/school_esl.Year,all/school_esl.Category,all/school_esl.Number Tested,all/school_esl.Mean Scale Score,all/school_esl.Level 1 #,all/school_esl.Level 1 %,all/school_esl.Level 2 #,all/school_esl.Level 2 %,all/school_esl.Level 3 #,all/school_esl.Level 3 %,all/school_esl.Level 4 #,all/school_esl.Level 4 %,all/school_esl.Level 3+4 #,all/school_esl.Level 3+4 %
11X083,5,2008,All Students,164,657.0,8.0,4.9,46.0,28.0,105.0,64.0,5.0,3.0,110.0,67.1
09X145,8,2011,All Students,117,643.0,22.0,18.8,65.0,55.6,30.0,25.6,0.0,0.0,30.0,25.6
07X043,5,2009,All Students,75,656.0,1.0,1.3,24.0,32.0,49.0,65.3,1.0,1.3,50.0,66.7
12X318,8,2007,All Students,171,617.0,40.0,23.4,107.0,62.6,24.0,14.0,0.0,0.0,24.0,14.0
26Q018,4,2009,All Students,72,695.0,0.0,0.0,5.0,6.9,45.0,62.5,22.0,30.6,67.0,93.1
02M111,7,2010,All Students,60,657.0,12.0,20.0,29.0,48.3,18.0,30.0,1.0,1.7,19.0,31.7
08X333,3,2009,All Students,101,651.0,15.0,14.9,28.0,27.7,56.0,55.4,2.0,2.0,58.0,57.4
19K218,6,2006,All Students,319,634.0,38.0,11.9,179.0,56.1,91.0,28.5,11.0,3.4,102.0,32.0
01M140,8,2010,All Students,61,649.0,5.0,8.2,31.0,50.8,24.0,39.3,1.0,1.6,25.0,41.0
31R027,6,2008,All Students,307,652.0,10.0,3.3,140.0,45.6,149.0,48.5,8.0,2.6,157.0,51.1
31R042,3,2010,All Students,149,682.0,6.0,4.0,28.0,18.8,70.0,47.0,45.0,30.2,115.0,77.2
18K279,4,2011,All Students,107,668.0,16.0,15.0,32.0,29.9,54.0,50.5,5.0,4.7,59.0,55.1
02M077,All Grades,2009,All Students,164,,2.0,1.2,4.0,2.4,74.0,45.1,84.0,51.2,158.0,96.3
20K127,4,2011,All Students,65,668.0,9.0,13.8,21.0,32.3,34.0,52.3,1.0,1.5,35.0,53.8
25Q200,6,2006,All Students,39,650.0,4.0,10.3,13.0,33.3,20.0,51.3,2.0,5.1,22.0,56.4
03M084,3,2010,All Students,59,657.0,11.0,18.6,27.0,45.8,19.0,32.2,2.0,3.4,21.0,35.6
75R373,3,2011,All Students,40,620.0,30.0,75.0,8.0,20.0,2.0,5.0,0.0,0.0,2.0,5.0
22K152,5,2011,All Students,129,665.0,10.0,7.8,61.0,47.3,56.0,43.4,2.0,1.6,58.0,45.0
01M450,7,2011,All Students,63,657.0,6.0,9.5,42.0,66.7,15.0,23.8,0.0,0.0,15.0,23.8
23K073,3,2007,All Students,66,649.0,6.0,9.1,29.0,43.9,31.0,47.0,0.0,0.0,31.0,47.0
02M442,All Grades,2009,All Students,136,,0.0,0.0,14.0,10.3,100.0,73.5,22.0,16.2,122.0,89.7
22K198,5,2010,All Students,111,661.0,23.0,20.7,49.0,44.1,34.0,30.6,5.0,4.5,39.0,35.1
23K184,All Grades,2008,All Students,341,,25.0,7.3,143.0,41.9,170.0,49.9,3.0,0.9,173.0,50.7
17K353,8,2007,All Students,58,633.0,6.0,10.3,38.0,65.5,14.0,24.1,0.0,0.0,14.0,24.1
11X287,6,2007,All Students,126,638.0,5.0,4.0,80.0,63.5,39.0,31.0,2.0,1.6,41.0,32.5
05M133,5,2007,All Students,53,643.0,5.0,9.4,28.0,52.8,20.0,37.7,0.0,0.0,20.0,37.7
19K306,7,2009,All Students,66,655.0,0.0,0.0,21.0,31.8,45.0,68.2,0.0,0.0,45.0,68.2
08X152,3,2007,All Students,136,632.0,38.0,27.9,58.0,42.6,39.0,28.7,1.0,0.7,40.0,29.4
75X723,4,2006,All Students,7,594.0,5.0,71.4,0.0,0.0,2.0,28.6,0.0,0.0,2.0,28.6
27Q262,All Grades,2009,All Students,227,,0.0,0.0,26.0,11.5,199.0,87.7,2.0,0.9,201.0,88.5
04M182,All Grades,2010,All Students,227,,8.0,3.5,69.0,30.4,127.0,55.9,23.0,10.1,150.0,66.1
24Q125,7,2010,All Students,523,665.0,43.0,8.2,253.0,48.4,187.0,35.8,40.0,7.6,227.0,43.4
11X121,3,2010,All Students,168,665.0,26.0,15.5,54.0,32.1,70.0,41.7,18.0,10.7,88.0,52.4
08X146,All Grades,2008,All Students,186,,12.0,6.5,82.0,44.1,90.0,48.4,2.0,1.1,92.0,49.5
29Q034,3,2011,All Students,87,665.0,6.0,6.9,28.0,32.2,52.0,59.8,1.0,1.1,53.0,60.9
21K199,All Grades,2006,All Students,193,,4.0,2.1,35.0,18.1,126.0,65.3,28.0,14.5,154.0,79.8
12X242,7,2010,All Students,83,663.0,5.0,6.0,52.0,62.7,18.0,21.7,8.0,9.6,26.0,31.3
28Q157,8,2007,All Students,327,658.0,18.0,5.5,118.0,36.1,174.0,53.2,17.0,5.2,191.0,58.4
29Q038,3,2007,All Students,73,645.0,15.0,20.5,24.0,32.9,32.0,43.8,2.0,2.7,34.0,46.6
17K246,8,2010,All Students,194,638.0,42.0,21.6,127.0,65.5,24.0,12.4,1.0,0.5,25.0,12.9
32K347,8,2011,All Students,148,642.0,24.0,16.2,95.0,64.2,29.0,19.6,0.0,0.0,29.0,19.6
19K328,6,2010,All Students,42,650.0,13.0,31.0,24.0,57.1,5.0,11.9,0.0,0.0,5.0,11.9
08X335,5,2008,All Students,90,641.0,9.0,10.0,42.0,46.7,38.0,42.2,1.0,1.1,39.0,43.3
11X112,4,2009,All Students,83,656.0,8.0,9.6,20.0,24.1,55.0,66.3,0.0,0.0,55.0,66.3
75K053,5,2009,All Students,12,657.0,1.0,8.3,2.0,16.7,8.0,66.7,1.0,8.3,9.0,75.0
16K028,4,2008,All Students,45,660.0,2.0,4.4,12.0,26.7,30.0,66.7,1.0,2.2,31.0,68.9
13K093,3,2011,All Students,55,649.0,21.0,38.2,21.0,38.2,13.0,23.6,0.0,0.0,13.0,23.6
27Q223,4,2011,All Students,135,666.0,6.0,4.4,79.0,58.5,48.0,35.6,2.0,1.5,50.0,37.0
08X069,5,2009,All Students,89,678.0,1.0,1.1,4.0,4.5,75.0,84.3,9.0,10.1,84.0,94.4
13K003,4,2008,All Students,94,660.0,3.0,3.2,36.0,38.3,49.0,52.1,6.0,6.4,55.0,58.5
21K095,7,2011,All Students,55,656.0,3.0,5.5,33.0,60.0,17.0,30.9,2.0,3.6,19.0,34.5
01M539,4,2007,All Students,50,702.0,0.0,0.0,1.0,2.0,32.0,64.0,17.0,34.0,49.0,98.0
14K250,4,2011,All Students,138,667.0,8.0,5.8,63.0,45.7,65.0,47.1,2.0,1.4,67.0,48.6
24Q093,All Grades,2010,All Students,1227,,152.0,12.4,611.0,49.8,415.0,33.8,49.0,4.0,464.0,37.8
25Q022,All Grades,2010,All Students,348,,21.0,6.0,128.0,36.8,168.0,48.3,31.0,8.9,199.0,57.2
09X004,6,2007,All Students,79,637.0,6.0,7.6,47.0,59.5,25.0,31.6,1.0,1.3,26.0,32.9
05M030,3,2006,All Students,52,638.0,13.0,25.0,20.0,38.5,17.0,32.7,2.0,3.8,19.0,36.5
29Q036,4,2007,All Students,86,649.0,7.0,8.1,38.0,44.2,40.0,46.5,1.0,1.2,41.0,47.7
15K136,6,2008,All Students,141,635.0,9.0,6.4,92.0,65.2,40.0,28.4,0.0,0.0,40.0,28.4
75X723,3,2008,All Students,35,613.0,15.0,42.9,14.0,40.0,6.0,17.1,0.0,0.0,6.0,17.1
27Q123,4,2006,All Students,95,656.0,14.0,14.7,21.0,22.1,57.0,60.0,3.0,3.2,60.0,63.2
17K161,3,2007,All Students,163,662.0,15.0,9.2,39.0,23.9,105.0,64.4,4.0,2.5,109.0,66.9
12X129,7,2010,All Students,173,656.0,21.0,12.1,110.0,63.6,38.0,22.0,4.0,2.3,42.0,24.3
26Q041,4,2007,All Students,51,689.0,1.0,2.0,1.0,2.0,40.0,78.4,9.0,17.6,49.0,96.1
75K369,5,2008,All Students,38,620.0,10.0,26.3,20.0,52.6,8.0,21.1,0.0,0.0,8.0,21.1
03M166,4,2011,All Students,95,680.0,3.0,3.2,33.0,34.7,51.0,53.7,8.0,8.4,59.0,62.1
30Q112,3,2009,All Students,72,654.0,5.0,6.9,26.0,36.1,40.0,55.6,1.0,1.4,41.0,56.9
04M224,All Grades,2007,All Students,263,,10.0,3.8,42.0,16.0,200.0,76.0,11.0,4.2,211.0,80.2
16K026,4,2008,All Students,53,661.0,0.0,0.0,15.0,28.3,36.0,67.9,2.0,3.8,38.0,71.7
05M302,6,2010,All Students,77,659.0,6.0,7.8,35.0,45.5,35.0,45.5,1.0,1.3,36.0,46.8
10X206,5,2007,All Students,79,628.0,18.0,22.8,42.0,53.2,19.0,24.1,0.0,0.0,19.0,24.1
04M171,7,2011,All Students,72,659.0,6.0,8.3,44.0,61.1,22.0,30.6,0.0,0.0,22.0,30.6
17K398,All Grades,2009,All Students,161,,12.0,7.5,53.0,32.9,90.0,55.9,6.0,3.7,96.0,59.6
03M241,6,2009,All Students,39,651.0,0.0,0.0,15.0,38.5,24.0,61.5,0.0,0.0,24.0,61.5
06M293,6,2008,All Students,81,653.0,1.0,1.2,36.0,44.4,43.0,53.1,1.0,1.2,44.0,54.3
01M015,3,2009,All Students,33,644.0,1.0,3.0,19.0,57.6,13.0,39.4,0.0,0.0,13.0,39.4
02M407,6,2007,All Students,39,671.0,1.0,2.6,7.0,17.9,27.0,69.2,4.0,10.3,31.0,79.5
22K222,All Grades,2006,All Students,367,,16.0,4.4,51.0,13.9,240.0,65.4,60.0,16.3,300.0,81.7
03M245,7,2010,All Students,129,680.0,2.0,1.6,28.0,21.7,81.0,62.8,18.0,14.0,99.0,76.7
06M311,7,2010,All Students,37,664.0,2.0,5.4,17.0,45.9,16.0,43.2,2.0,5.4,18.0,48.6
15K010,4,2009,All Students,63,674.0,4.0,6.3,6.0,9.5,46.0,73.0,7.0,11.1,53.0,84.1
01M188,7,2008,All Students,58,648.0,1.0,1.7,27.0,46.6,30.0,51.7,0.0,0.0,30.0,51.7
31R069,All Grades,2008,All Students,394,,21.0,5.3,62.0,15.7,280.0,71.1,31.0,7.9,311.0,78.9
28Q101,5,2007,All Students,72,689.0,2.0,2.8,9.0,12.5,45.0,62.5,16.0,22.2,61.0,84.7
01M361,4,2008,All Students,36,647.0,9.0,25.0,8.0,22.2,17.0,47.2,2.0,5.6,19.0,52.8
11X068,All Grades,2010,All Students,390,,52.0,13.3,190.0,48.7,133.0,34.1,15.0,3.8,148.0,37.9
14K017,4,2011,All Students,61,663.0,8.0,13.1,32.0,52.5,20.0,32.8,1.0,1.6,21.0,34.4
17K191,5,2007,All Students,46,644.0,3.0,6.5,22.0,47.8,21.0,45.7,0.0,0.0,21.0,45.7
15K295,4,2010,All Students,49,676.0,3.0,6.1,18.0,36.7,21.0,42.9,7.0,14.3,28.0,57.1
28Q220,3,2009,All Students,78,658.0,5.0,6.4,27.0,34.6,41.0,52.6,5.0,6.4,46.0,59.0
25Q079,5,2010,All Students,135,679.0,3.0,2.2,42.0,31.1,68.0,50.4,22.0,16.3,90.0,66.7
30Q002,3,2009,All Students,103,671.0,1.0,1.0,13.0,12.6,83.0,80.6,6.0,5.8,89.0,86.4
24Q087,8,2007,All Students,61,646.0,2.0,3.3,30.0,49.2,29.0,47.5,0.0,0.0,29.0,47.5
01M361,4,2009,All Students,29,659.0,2.0,6.9,4.0,13.8,22.0,75.9,1.0,3.4,23.0,79.3
19K311,6,2010,All Students,61,652.0,15.0,24.6,35.0,57.4,11.0,18.0,0.0,0.0,11.0,18.0
25Q163,4,2006,All Students,58,672.0,0.0,0.0,13.0,22.4,41.0,70.7,4.0,6.9,45.0,77.6
26Q188,All Grades,2007,All Students,235,,2.0,0.9,15.0,6.4,143.0,60.9,75.0,31.9,218.0,92.8
11X112,5,2006,All Students,90,633.0,14.0,15.6,42.0,46.7,33.0,36.7,1.0,1.1,34.0,37.8
15K094,4,2009,All Students,138,656.0,6.0,4.3,43.0,31.2,87.0,63.0,2.0,1.4,89.0,64.5
22K198,5,2011,All Students,89,661.0,15.0,16.9,43.0,48.3,30.0,33.7,1.0,1.1,31.0,34.8
15K010,4,2010,All Students,62,680.0,0.0,0.0,21.0,33.9,37.0,59.7,4.0,6.5,41.0,66.1
15K136,8,2006,All Students,198,620.0,44.0,22.2,123.0,62.1,31.0,15.7,0.0,0.0,31.0,15.7
13K256,3,2009,All Students,51,664.0,4.0,7.8,13.0,25.5,31.0,60.8,3.0,5.9,34.0,66.7
31R049,7,2011,All Students,281,654.0,60.0,21.4,150.0,53.4,70.0,24.9,1.0,0.4,71.0,25.3
75X176,All Grades,2009,All Students,23,,1.0,4.3,7.0,30.4,14.0,60.9,1.0,4.3,15.0,65.2
14K297,5,2007,All Students,65,642.0,7.0,10.8,33.0,50.8,25.0,38.5,0.0,0.0,25.0,38.5
27Q137,All Grades,2011,All Students,1930,659.0,149.0,7.7,923.0,47.8,822.0,42.6,36.0,1.9,858.0,44.5
31R039,4,2011,All Students,77,674.0,3.0,3.9,26.0,33.8,46.0,59.7,2.0,2.6,48.0,62.3
09X042,3,2008,All Students,81,646.0,10.0,12.3,40.0,49.4,28.0,34.6,3.0,3.7,31.0,38.3
06M319,8,2011,All Students,141,649.0,4.0,2.8,108.0,76.6,29.0,20.6,0.0,0.0,29.0,20.6
19K202,8,2007,All Students,78,638.0,11.0,14.1,35.0,44.9,32.0,41.0,0.0,0.0,32.0,41.0
22K255,4,2011,All Students,109,674.0,12.0,11.0,26.0,23.9,68.0,62.4,3.0,2.8,71.0,65.1
20K104,6,2010,All Students,125,667.0,5.0,4.0,33.0,26.4,80.0,64.0,7.0,5.6,87.0,69.6
75X010,All Grades,2008,All Students,125,,38.0,30.4,73.0,58.4,14.0,11.2,0.0,0.0,14.0,11.2
02M077,5,2006,All Students,58,708.0,2.0,3.4,3.0,5.2,22.0,37.9,31.0,53.4,53.0,91.4
09X063,All Grades,2010,All Students,190,,16.0,8.4,78.0,41.1,80.0,42.1,16.0,8.4,96.0,50.5
05M092,3,2009,All Students,53,647.0,6.0,11.3,24.0,45.3,21.0,39.6,2.0,3.8,23.0,43.4
31R046,All Grades,2009,All Students,148,,12.0,8.1,33.0,22.3,101.0,68.2,2.0,1.4,103.0,69.6
15K429,All Grades,2007,All Students,184,,9.0,4.9,105.0,57.1,69.0,37.5,1.0,0.5,70.0,38.0
19K159,All Grades,2009,All Students,463,,14.0,3.0,161.0,34.8,272.0,58.7,16.0,3.5,288.0,62.2
10X291,3,2006,All Students,86,669.0,3.0,3.5,23.0,26.7,56.0,65.1,4.0,4.7,60.0,69.8
03M165,4,2008,All Students,90,657.0,9.0,10.0,26.0,28.9,47.0,52.2,8.0,8.9,55.0,61.1
02M077,All Grades,2006,All Students,175,,8.0,4.6,5.0,2.9,108.0,61.7,54.0,30.9,162.0,92.6
20K503,4,2008,All Students,126,658.0,10.0,7.9,36.0,28.6,75.0,59.5,5.0,4.0,80.0,63.5
17K316,3,2006,All Students,79,639.0,17.0,21.5,26.0,32.9,36.0,45.6,0.0,0.0,36.0,45.6
09X163,All Grades,2011,All Students,319,657.0,48.0,15.0,188.0,58.9,83.0,26.0,0.0,0.0,83.0,26.0
31R020,All Grades,2008,All Students,173,,4.0,2.3,71.0,41.0,96.0,55.5,2.0,1.2,98.0,56.6
01M184,6,2011,All Students,54,673.0,0.0,0.0,8.0,14.8,43.0,79.6,3.0,5.6,46.0,85.2
16K627,3,2011,All Students,23,668.0,1.0,4.3,6.0,26.1,14.0,60.9,2.0,8.7,16.0,69.6
27Q306,All Grades,2011,All Students,31,674.0,2.0,6.5,3.0,9.7,25.0,80.6,1.0,3.2,26.0,83.9
20K200,3,2010,All Students,192,671.0,17.0,8.9,66.0,34.4,78.0,40.6,31.0,16.1,109.0,56.8
08X304,3,2007,All Students,75,668.0,3.0,4.0,19.0,25.3,49.0,65.3,4.0,5.3,53.0,70.7
15K261,3,2008,All Students,110,680.0,6.0,5.5,19.0,17.3,59.0,53.6,26.0,23.6,85.0,77.3
10X391,8,2011,All Students,203,636.0,47.0,23.2,136.0,67.0,20.0,9.9,0.0,0.0,20.0,9.9
17K289,4,2009,All Students,111,655.0,7.0,6.3,41.0,36.9,60.0,54.1,3.0,2.7,63.0,56.8
75K036,All Grades,2008,All Students,156,,46.0,29.5,93.0,59.6,17.0,10.9,0.0,0.0,17.0,10.9
75X723,5,2007,All Students,44,590.0,23.0,52.3,16.0,36.4,5.0,11.4,0.0,0.0,5.0,11.4
04M072,5,2008,All Students,81,658.0,2.0,2.5,26.0,32.1,49.0,60.5,4.0,4.9,53.0,65.4
30Q152,6,2008,All Students,47,666.0,0.0,0.0,9.0,19.1,37.0,78.7,1.0,2.1,38.0,80.9
19K364,All Grades,2009,All Students,388,,3.0,0.8,95.0,24.5,281.0,72.4,9.0,2.3,290.0,74.7
06M311,3,2010,All Students,48,663.0,5.0,10.4,20.0,41.7,18.0,37.5,5.0,10.4,23.0,47.9
01M539,7,2011,All Students,115,685.0,0.0,0.0,10.0,8.7,83.0,72.2,22.0,19.1,105.0,91.3
20K170,4,2007,All Students,121,652.0,15.0,12.4,42.0,34.7,60.0,49.6,4.0,3.3,64.0,52.9
09X204,5,2006,All Students,55,654.0,0.0,0.0,25.0,45.5,29.0,52.7,1.0,1.8,30.0,54.5
12X098,7,2008,All Students,139,645.0,7.0,5.0,70.0,50.4,62.0,44.6,0.0,0.0,62.0,44.6
25Q129,5,2009,All Students,127,678.0,0.0,0.0,8.0,6.3,96.0,75.6,23.0,18.1,119.0,93.7
30Q017,4,2008,All Students,113,644.0,17.0,15.0,35.0,31.0,59.0,52.2,2.0,1.8,61.0,54.0
21K097,5,2008,All Students,130,680.0,2.0,1.5,17.0,13.1,93.0,71.5,18.0,13.8,111.0,85.4
06M325,6,2009,All Students,58,649.0,0.0,0.0,25.0,43.1,33.0,56.9,0.0,0.0,33.0,56.9
03M245,6,2008,All Students,119,664.0,1.0,0.8,20.0,16.8,93.0,78.2,5.0,4.2,98.0,82.4
14K147,4,2010,All Students,40,665.0,3.0,7.5,23.0,57.5,12.0,30.0,2.0,5.0,14.0,35.0
23K073,5,2007,All Students,52,646.0,2.0,3.8,27.0,51.9,23.0,44.2,0.0,0.0,23.0,44.2
75Q993,7,2008,All Students,5,,,,,,,,,,,
25Q021,6,2007,All Students,130,671.0,0.0,0.0,28.0,21.5,88.0,67.7,14.0,10.8,102.0,78.5
31R011,5,2006,All Students,52,643.0,6.0,11.5,20.0,38.5,24.0,46.2,2.0,3.8,26.0,50.0
25Q120,4,2009,All Students,112,662.0,7.0,6.3,27.0,24.1,74.0,66.1,4.0,3.6,78.0,69.6
22K152,5,2009,All Students,138,667.0,0.0,0.0,36.0,26.1,89.0,64.5,13.0,9.4,102.0,73.9
17K012,5,2011,All Students,36,666.0,3.0,8.3,15.0,41.7,17.0,47.2,1.0,2.8,18.0,50.0
02M290,4,2006,All Students,95,686.0,0.0,0.0,10.0,10.5,72.0,75.8,13.0,13.7,85.0,89.5
14K110,5,2007,All Students,70,656.0,8.0,11.4,24.0,34.3,34.0,48.6,4.0,5.7,38.0,54.3
12X195,4,2008,All Students,114,635.0,26.0,22.8,48.0,42.1,40.0,35.1,0.0,0.0,40.0,35.1
09X229,All Grades,2006,All Students,390,,93.0,23.8,219.0,56.2,73.0,18.7,5.0,1.3,78.0,20.0
19K214,4,2009,All Students,146,662.0,7.0,4.8,39.0,26.7,93.0,63.7,7.0,4.8,100.0,68.5
19K213,4,2006,All Students,101,639.0,20.0,19.8,41.0,40.6,40.0,39.6,0.0,0.0,40.0,39.6
16K081,4,2011,All Students,63,663.0,6.0,9.5,36.0,57.1,20.0,31.7,1.0,1.6,21.0,33.3
06M028,4,2010,All Students,139,656.0,20.0,14.4,81.0,58.3,38.0,27.3,0.0,0.0,38.0,27.3
29Q283,8,2011,All Students,61,652.0,7.0,11.5,24.0,39.3,30.0,49.2,0.0,0.0,30.0,49.2
26Q266,All Grades,2007,All Students,449,,2.0,0.4,63.0,14.0,321.0,71.5,63.0,14.0,384.0,85.5
29Q118,5,2009,All Students,99,673.0,0.0,0.0,11.0,11.1,76.0,76.8,12.0,12.1,88.0,88.9
01M361,3,2006,All Students,39,672.0,5.0,12.8,5.0,12.8,25.0,64.1,4.0,10.3,29.0,74.4
02M042,4,2009,All Students,119,682.0,5.0,4.2,18.0,15.1,73.0,61.3,23.0,19.3,96.0,80.7
10X291,3,2008,All Students,109,658.0,11.0,10.1,33.0,30.3,60.0,55.0,5.0,4.6,65.0,59.6
20K220,6,2010,All Students,286,650.0,74.0,25.9,137.0,47.9,72.0,25.2,3.0,1.0,75.0,26.2
75X352,8,2009,All Students,7,593.0,2.0,28.6,4.0,57.1,1.0,14.3,0.0,0.0,1.0,14.3
02M042,5,2010,All Students,119,687.0,7.0,5.9,24.0,20.2,53.0,44.5,35.0,29.4,88.0,73.9
01M134,4,2008,All Students,43,655.0,3.0,7.0,11.0,25.6,29.0,67.4,0.0,0.0,29.0,67.4
75K053,6,2009,All Students,13,646.0,0.0,0.0,8.0,61.5,5.0,38.5,0.0,0.0,5.0,38.5
01M315,3,2009,All Students,11,659.0,0.0,0.0,3.0,27.3,8.0,72.7,0.0,0.0,8.0,72.7
03M256,7,2008,All Students,45,662.0,0.0,0.0,11.0,24.4,34.0,75.6,0.0,0.0,34.0,75.6
30Q150,4,2007,All Students,144,662.0,11.0,7.6,47.0,32.6,71.0,49.3,15.0,10.4,86.0,59.7
17K022,5,2009,All Students,99,662.0,0.0,0.0,31.0,31.3,66.0,66.7,2.0,2.0,68.0,68.7
31R030,All Grades,2011,All Students,423,672.0,41.0,9.7,98.0,23.2,261.0,61.7,23.0,5.4,284.0,67.1
05M030,All Grades,2008,All Students,172,,3.0,1.7,79.0,45.9,85.0,49.4,5.0,2.9,90.0,52.3
05M469,6,2006,All Students,43,632.0,2.0,4.7,30.0,69.8,11.0,25.6,0.0,0.0,11.0,25.6
27Q104,4,2006,All Students,106,648.0,11.0,10.4,45.0,42.5,48.0,45.3,2.0,1.9,50.0,47.2
31R007,6,2010,All Students,383,671.0,16.0,4.2,88.0,23.0,242.0,63.2,37.0,9.7,279.0,72.8
01M363,All Grades,2008,All Students,116,,6.0,5.2,28.0,24.1,76.0,65.5,6.0,5.2,82.0,70.7
31R049,All Grades,2010,All Students,855,,233.0,27.3,424.0,49.6,189.0,22.1,9.0,1.1,198.0,23.2
24Q113,7,2011,All Students,98,670.0,1.0,1.0,35.0,35.7,56.0,57.1,6.0,6.1,62.0,63.3
09X128,8,2009,All Students,88,661.0,0.0,0.0,19.0,21.6,67.0,76.1,2.0,2.3,69.0,78.4
23K155,8,2008,All Students,54,637.0,6.0,11.1,34.0,63.0,14.0,25.9,0.0,0.0,14.0,25.9
03M084,5,2006,All Students,79,629.0,13.0,16.5,46.0,58.2,19.0,24.1,1.0,1.3,20.0,25.3
21K209,4,2011,All Students,86,674.0,5.0,5.8,31.0,36.0,48.0,55.8,2.0,2.3,50.0,58.1
08X140,5,2010,All Students,92,656.0,28.0,30.4,41.0,44.6,22.0,23.9,1.0,1.1,23.0,25.0
30Q152,6,2009,All Students,62,672.0,0.0,0.0,6.0,9.7,48.0,77.4,8.0,12.9,56.0,90.3
75M094,6,2010,All Students,2,,,,,,,,,,,
23K041,7,2008,All Students,84,650.0,1.0,1.2,40.0,47.6,43.0,51.2,0.0,0.0,43.0,51.2
30Q227,6,2006,All Students,449,669.0,18.0,4.0,81.0,18.0,290.0,64.6,60.0,13.4,350.0,78.0
32K045,5,2006,All Students,125,646.0,9.0,7.2,51.0,40.8,65.0,52.0,0.0,0.0,65.0,52.0
01M034,4,2010,All Students,39,658.0,5.0,12.8,20.0,51.3,14.0,35.9,0.0,0.0,14.0,35.9
04M108,6,2008,All Students,104,655.0,0.0,0.0,37.0,35.6,67.0,64.4,0.0,0.0,67.0,64.4
20K205,3,2007,All Students,131,656.0,17.0,13.0,32.0,24.4,76.0,58.0,6.0,4.6,82.0,62.6
12X196,5,2011,All Students,116,662.0,13.0,11.2,60.0,51.7,43.0,37.1,0.0,0.0,43.0,37.1
22K255,5,2010,All Students,110,685.0,8.0,7.3,28.0,25.5,48.0,43.6,26.0,23.6,74.0,67.3
01M034,All Grades,2007,All Students,273,,26.0,9.5,154.0,56.4,91.0,33.3,2.0,0.7,93.0,34.1
29Q034,4,2007,All Students,90,655.0,10.0,11.1,25.0,27.8,52.0,57.8,3.0,3.3,55.0,61.1
19K302,6,2008,All Students,276,636.0,17.0,6.2,185.0,67.0,74.0,26.8,0.0,0.0,74.0,26.8
12X212,8,2006,All Students,66,638.0,5.0,7.6,43.0,65.2,15.0,22.7,3.0,4.5,18.0,27.3
24Q125,All Grades,2006,All Students,1328,,112.0,8.4,532.0,40.1,610.0,45.9,74.0,5.6,684.0,51.5
21K281,8,2007,All Students,420,649.0,30.0,7.1,175.0,41.7,203.0,48.3,12.0,2.9,215.0,51.2
29Q270,6,2009,All Students,84,686.0,0.0,0.0,2.0,2.4,67.0,79.8,15.0,17.9,82.0,97.6
17K590,8,2011,All Students,71,667.0,0.0,0.0,19.0,26.8,49.0,69.0,3.0,4.2,52.0,73.2
28Q161,6,2011,All Students,89,666.0,3.0,3.4,22.0,24.7,62.0,69.7,2.0,2.2,64.0,71.9
23K073,6,2010,All Students,50,653.0,12.0,24.0,26.0,52.0,11.0,22.0,1.0,2.0,12.0,24.0
15K024,3,2007,All Students,118,644.0,18.0,15.3,50.0,42.4,47.0,39.8,3.0,2.5,50.0,42.4
17K316,3,2011,All Students,47,654.0,11.0,23.4,24.0,51.1,12.0,25.5,0.0,0.0,12.0,25.5
08X376,7,2010,All Students,83,657.0,10.0,12.0,50.0,60.2,22.0,26.5,1.0,1.2,23.0,27.7
20K205,3,2011,All Students,114,661.0,14.0,12.3,49.0,43.0,47.0,41.2,4.0,3.5,51.0,44.7
30Q070,5,2009,All Students,147,673.0,3.0,2.0,20.0,13.6,107.0,72.8,17.0,11.6,124.0,84.4
27Q262,8,2008,All Students,89,663.0,0.0,0.0,29.0,32.6,57.0,64.0,3.0,3.4,60.0,67.4
11X068,All Grades,2009,All Students,399,,7.0,1.8,116.0,29.1,267.0,66.9,9.0,2.3,276.0,69.2
10X390,6,2008,All Students,116,638.0,5.0,4.3,74.0,63.8,36.0,31.0,1.0,0.9,37.0,31.9
04M012,8,2010,All Students,46,670.0,0.0,0.0,11.0,23.9,30.0,65.2,5.0,10.9,35.0,76.1
20K160,All Grades,2009,All Students,336,,10.0,3.0,66.0,19.6,239.0,71.1,21.0,6.3,260.0,77.4
17K022,5,2007,All Students,86,637.0,11.0,12.8,50.0,58.1,25.0,29.1,0.0,0.0,25.0,29.1
10X340,5,2008,All Students,63,655.0,0.0,0.0,21.0,33.3,42.0,66.7,0.0,0.0,42.0,66.7
20K062,6,2007,All Students,274,643.0,6.0,2.2,168.0,61.3,99.0,36.1,1.0,0.4,100.0,36.5
75X017,7,2011,All Students,21,636.0,11.0,52.4,10.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0
24Q102,8,2011,All Students,108,659.0,2.0,1.9,47.0,43.5,59.0,54.6,0.0,0.0,59.0,54.6
75Q075,5,2007,All Students,39,593.0,22.0,56.4,15.0,38.5,2.0,5.1,0.0,0.0,2.0,5.1
12X273,All Grades,2009,All Students,234,,0.0,0.0,88.0,37.6,141.0,60.3,5.0,2.1,146.0,62.4
11X194,4,2007,All Students,115,655.0,9.0,7.8,36.0,31.3,67.0,58.3,3.0,2.6,70.0,60.9
16K309,All Grades,2011,All Students,133,655.0,26.0,19.5,72.0,54.1,35.0,26.3,0.0,0.0,35.0,26.3
